reporter,flow,exporter,importer,year,hs6,powertrain_class,units,quantity_flag,value,currency,source_id,source_file
EU27,imports,JP,EU27,2023,870370,PHEV,,reported,199591.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2023,870380,BEV,,reported,1498275858.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2023,870390,OTHER,,reported,1386547.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2024,870321,ICE,,reported,34679873.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2024,870322,ICE,,reported,789444325.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2024,870323,ICE,,reported,2083502990.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2024,870324,ICE,,reported,118862402.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2024,870331,ICE,,reported,4692676.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2024,870332,ICE,,reported,113240418.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2024,870333,ICE,,reported,729767998.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2024,870340,HEV,,reported,5821878780.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2024,870350,HEV,,reported,1016513.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2024,870360,PHEV,,reported,1422943618.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2024,870370,PHEV,,reported,192671.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2024,870380,BEV,,reported,1427927777.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2024,870390,OTHER,,reported,331298.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2025,870321,ICE,,reported,33266607.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2025,870322,ICE,,reported,679995084.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2025,870323,ICE,,reported,1463472558.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2025,870324,ICE,,reported,97421891.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2025,870331,ICE,,reported,2579074.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2025,870332,ICE,,reported,62421205.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2025,870333,ICE,,reported,847928047.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2025,870340,HEV,,reported,4673969031.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2025,870350,HEV,,reported,959570.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2025,870360,PHEV,,reported,2184511771.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2025,870370,PHEV,,reported,360326.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2025,870380,BEV,,reported,1301335431.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
EU27,imports,JP,EU27,2025,870390,OTHER,,reported,516235.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2022,870321,ICE,,reported,53101.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2022,870322,ICE,,reported,204908.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2022,870323,ICE,,reported,976387.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2022,870324,ICE,,reported,723655.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2022,870333,ICE,,reported,11280.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2022,870340,HEV,,reported,2645688.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2022,870360,PHEV,,reported,25542388.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2022,870380,BEV,,reported,6038175.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2023,870321,ICE,,reported,22222.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2023,870322,ICE,,reported,429701.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2023,870323,ICE,,reported,903533.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2023,870324,ICE,,reported,414920.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2023,870331,ICE,,reported,4236.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2023,870332,ICE,,reported,23508.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2023,870333,ICE,,reported,55554.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2023,870340,HEV,,reported,2559155.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2023,870360,PHEV,,reported,22749764.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2023,870380,BEV,,reported,17969202.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2024,870321,ICE,,reported,366686.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2024,870322,ICE,,reported,155414.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2024,870323,ICE,,reported,1113900.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2024,870324,ICE,,reported,521845.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2024,870332,ICE,,reported,19503.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2024,870340,HEV,,reported,3683243.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2024,870360,PHEV,,reported,11335168.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2024,870380,BEV,,reported,18307681.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2025,870321,ICE,,reported,843904.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2025,870322,ICE,,reported,584867.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2025,870323,ICE,,reported,1203198.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2025,870324,ICE,,reported,753819.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2025,870333,ICE,,reported,4221.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2025,870340,HEV,,reported,8083041.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2025,870360,PHEV,,reported,16319915.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FI,imports,JP,FI,2025,870380,BEV,,reported,11918281.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2022,870321,ICE,,reported,24240.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2022,870322,ICE,,reported,2168978.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2022,870323,ICE,,reported,5905413.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2022,870324,ICE,,reported,2927066.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2022,870331,ICE,,reported,25161.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2022,870332,ICE,,reported,793524.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2022,870333,ICE,,reported,3033147.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2022,870340,HEV,,reported,26972934.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2022,870350,HEV,,reported,227821.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2022,870360,PHEV,,reported,150403.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2022,870370,PHEV,,reported,362293.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2022,870380,BEV,,reported,200894.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2022,870390,OTHER,,reported,66450.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2023,870321,ICE,,reported,87485.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2023,870322,ICE,,reported,4439894.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2023,870323,ICE,,reported,5782493.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2023,870324,ICE,,reported,6359651.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2023,870331,ICE,,reported,85159.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2023,870332,ICE,,reported,1830834.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2023,870333,ICE,,reported,11900083.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2023,870340,HEV,,reported,44249365.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2023,870350,HEV,,reported,330826.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2023,870360,PHEV,,reported,1725777.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2023,870370,PHEV,,reported,176689.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2023,870380,BEV,,reported,3223114.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2024,870321,ICE,,reported,68959.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2024,870322,ICE,,reported,2398023.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2024,870323,ICE,,reported,6247695.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2024,870324,ICE,,reported,8754899.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2024,870331,ICE,,reported,39005.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2024,870332,ICE,,reported,432705.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2024,870333,ICE,,reported,7909126.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2024,870340,HEV,,reported,121939417.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2024,870350,HEV,,reported,733714.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2024,870360,PHEV,,reported,1317267.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2024,870370,PHEV,,reported,176298.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2024,870380,BEV,,reported,2852077.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2024,870390,OTHER,,reported,5273.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2025,870321,ICE,,reported,312540.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2025,870322,ICE,,reported,6003173.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2025,870323,ICE,,reported,8910121.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2025,870324,ICE,,reported,8588134.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2025,870331,ICE,,reported,8181.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2025,870332,ICE,,reported,415946.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2025,870333,ICE,,reported,6398905.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2025,870340,HEV,,reported,60724168.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2025,870350,HEV,,reported,52937.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2025,870360,PHEV,,reported,3868254.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2025,870370,PHEV,,reported,220348.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2025,870380,BEV,,reported,614490.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
FR,imports,JP,FR,2025,870390,OTHER,,reported,3722.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2022,870322,ICE,,reported,4009380.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2022,870323,ICE,,reported,5063889.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2022,870324,ICE,,reported,8356.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2022,870332,ICE,,reported,20432.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2022,870333,ICE,,reported,228856.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2022,870340,HEV,,reported,36335105.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2022,870360,PHEV,,reported,1899009.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2022,870380,BEV,,reported,908265.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2023,870321,ICE,,reported,8951.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2023,870322,ICE,,reported,9240492.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2023,870323,ICE,,reported,1979755.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2023,870324,ICE,,reported,18994.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2023,870333,ICE,,reported,465856.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2023,870340,HEV,,reported,73180344.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2023,870360,PHEV,,reported,3424593.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2023,870380,BEV,,reported,1891016.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2024,870322,ICE,,reported,5302.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2024,870323,ICE,,reported,1345450.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2024,870324,ICE,,reported,8700.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2024,870333,ICE,,reported,908004.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2024,870340,HEV,,reported,129970324.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2024,870360,PHEV,,reported,3152456.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2024,870380,BEV,,reported,3309017.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2025,870323,ICE,,reported,553487.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2025,870324,ICE,,reported,9701.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2025,870333,ICE,,reported,731026.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2025,870340,HEV,,reported,106880466.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2025,870360,PHEV,,reported,5882676.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
GR,imports,JP,GR,2025,870380,BEV,,reported,2849358.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2022,870321,ICE,,reported,2011.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2022,870322,ICE,,reported,12405.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2022,870323,ICE,,reported,47142.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2022,870332,ICE,,reported,18497.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2022,870340,HEV,,reported,2290164.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2023,870321,ICE,,reported,24413.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2023,870322,ICE,,reported,15100.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2023,870323,ICE,,reported,159293.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2023,870324,ICE,,reported,100977.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2023,870331,ICE,,reported,3200.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2023,870332,ICE,,reported,81575.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2023,870333,ICE,,reported,13799.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2023,870340,HEV,,reported,1863535.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2023,870360,PHEV,,reported,2000.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2023,870380,BEV,,reported,16552.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2024,870321,ICE,,reported,27335.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2024,870322,ICE,,reported,31338.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2024,870323,ICE,,reported,284373.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2024,870324,ICE,,reported,54842.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2024,870332,ICE,,reported,74897.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2024,870333,ICE,,reported,32661.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2024,870340,HEV,,reported,2604551.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2024,870360,PHEV,,reported,30594.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2025,870322,ICE,,reported,71243.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2025,870323,ICE,,reported,293215.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2025,870324,ICE,,reported,71684.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2025,870332,ICE,,reported,66894.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2025,870333,ICE,,reported,3100.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2025,870340,HEV,,reported,1004252.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HR,imports,JP,HR,2025,870380,BEV,,reported,50190.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2022,870321,ICE,,reported,146832.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2022,870322,ICE,,reported,1198816.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2022,870323,ICE,,reported,123613.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2022,870324,ICE,,reported,205263.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2022,870331,ICE,,reported,1497.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2022,870332,ICE,,reported,22638.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2022,870333,ICE,,reported,1937718.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2022,870340,HEV,,reported,23122203.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2022,870360,PHEV,,reported,4049031.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2022,870380,BEV,,reported,1213622.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2023,870321,ICE,,reported,440.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2023,870322,ICE,,reported,14160616.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2023,870323,ICE,,reported,82653.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2023,870324,ICE,,reported,1586.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2023,870332,ICE,,reported,41209.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2023,870333,ICE,,reported,75197.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2023,870340,HEV,,reported,52143992.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2023,870360,PHEV,,reported,7889425.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2023,870380,BEV,,reported,57392007.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2024,870321,ICE,,reported,3284.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2024,870322,ICE,,reported,7430042.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2024,870323,ICE,,reported,43500.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2024,870324,ICE,,reported,13349.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2024,870331,ICE,,reported,1376.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2024,870332,ICE,,reported,68585.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2024,870340,HEV,,reported,53907827.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2024,870360,PHEV,,reported,5483112.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2024,870380,BEV,,reported,50940644.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2025,870322,ICE,,reported,10428661.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2025,870323,ICE,,reported,7559.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2025,870324,ICE,,reported,7649.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2025,870331,ICE,,reported,168.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2025,870332,ICE,,reported,9268.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2025,870340,HEV,,reported,46336773.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2025,870360,PHEV,,reported,1953696.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
HU,imports,JP,HU,2025,870380,BEV,,reported,71931344.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
IE,imports,JP,IE,2022,870321,ICE,,reported,5956793.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
IE,imports,JP,IE,2022,870322,ICE,,reported,56959793.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
IE,imports,JP,IE,2022,870323,ICE,,reported,13099629.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
IE,imports,JP,IE,2022,870324,ICE,,reported,679698.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
IE,imports,JP,IE,2022,870331,ICE,,reported,178890.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
IE,imports,JP,IE,2022,870332,ICE,,reported,6042468.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
IE,imports,JP,IE,2022,870333,ICE,,reported,1195243.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
IE,imports,JP,IE,2022,870340,HEV,,reported,44850252.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
IE,imports,JP,IE,2022,870350,HEV,,reported,42698.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
IE,imports,JP,IE,2022,870360,PHEV,,reported,1469537.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
IE,imports,JP,IE,2022,870370,PHEV,,reported,14669.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
IE,imports,JP,IE,2022,870380,BEV,,reported,5687028.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
IE,imports,JP,IE,2022,870390,OTHER,,reported,182866.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
IE,imports,JP,IE,2023,870321,ICE,,reported,6815140.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
IE,imports,JP,IE,2023,870322,ICE,,reported,70755195.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
IE,imports,JP,IE,2023,870323,ICE,,reported,13471125.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
IE,imports,JP,IE,2023,870324,ICE,,reported,12924121.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
IE,imports,JP,IE,2023,870331,ICE,,reported,246908.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
IE,imports,JP,IE,2023,870332,ICE,,reported,10872988.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
IE,imports,JP,IE,2023,870333,ICE,,reported,845815.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
IE,imports,JP,IE,2023,870340,HEV,,reported,40921727.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
IE,imports,JP,IE,2023,870360,PHEV,,reported,2445244.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
IE,imports,JP,IE,2023,870370,PHEV,,reported,64.0,EUR,eurostat_comext_ds045409,comext_imports_jp.json
