company,destination,model,powertrain,cohort_year,tailpipe_gco2_km,tailpipe_units,energy_wh_km,energy_units,units,test_cycle,source_id,source_file
hyundai,MT,BAYON,ICE,2024,125.4444,18,,0,18,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,MT,I10,ICE,2024,117.9072,377,,0,377,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,MT,I20,HEV,2024,116.0,9,,0,9,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,MT,I20,ICE,2024,119.9242,198,,0,198,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,MT,IONIQ5,BEV,2024,0.0,4,180.0,4,4,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,MT,IONIQ5 N,BEV,2024,0.0,1,212.0,1,1,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,MT,IONIQ6,BEV,2024,0.0,5,161.8,5,5,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,MT,KONA KAUAI,BEV,2024,0.0,68,152.7353,68,68,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,MT,KONA KAUAI,HEV,2024,106.0,14,,0,14,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,MT,KONA KAUAI,ICE,2024,133.8095,21,,0,21,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,MT,TUCSON IX35,HEV,2024,130.5,8,,0,8,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,MT,TUCSON IX35,PHEV,2024,29.3333,12,177.1667,12,12,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,NL,BAYON,HEV,2024,119.2665,968,,0,968,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,NL,GV60 GENESIS GV60,BEV,2024,0.0,1,188.0,1,1,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,NL,I 30,HEV,2024,122.5678,354,,0,354,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,NL,I10,ICE,2024,110.5688,5977,,0,5977,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,NL,I20,HEV,2024,115.602,1407,,0,1407,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,NL,I20,ICE,2024,119.1761,159,,0,159,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,NL,INSTER,BEV,2024,0.0,33,147.8485,33,33,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,NL,IONIQ5,BEV,2024,0.0,667,171.1424,667,667,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,NL,IONIQ5 N,BEV,2024,0.0,59,212.0,59,59,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,NL,IONIQ6,BEV,2024,0.0,587,148.3066,587,587,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,NL,KONA KAUAI,BEV,2024,0.0,3060,150.7696,3060,3060,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,NL,KONA KAUAI,HEV,2024,106.186,3898,,0,3898,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,NL,SANTA FE,HEV,2024,154.0746,67,,0,67,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,NL,SANTA FE,PHEV,2024,37.5607,173,187.1676,173,173,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,NL,TUCSON IX35,HEV,2024,130.8416,1231,,0,1231,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,NL,TUCSON IX35,PHEV,2024,29.6378,1938,178.0046,1938,1938,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PL,BAYON,ICE,2024,125.1063,1421,,0,1421,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PL,ELANTRA,ICE,2024,142.2544,1077,,0,1077,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PL,G80 GENESIS G80,ICE,2024,210.0,2,,0,2,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PL,GV80 GENESIS GV80,ICE,2024,246.0,1,,0,1,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PL,I 30,HEV,2024,129.4455,3221,,0,3221,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PL,I 30,ICE,2024,127.9619,2019,,0,2019,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PL,I 30 N,ICE,2024,176.0,4,,0,4,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PL,I10,ICE,2024,119.3537,868,,0,868,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PL,I20,ICE,2024,121.2388,4275,,0,4275,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PL,I20 N,ICE,2024,158.0,51,,0,51,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PL,IONIQ5,BEV,2024,0.0,165,181.9758,165,165,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PL,IONIQ5 N,BEV,2024,0.0,7,212.0,7,7,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PL,KONA KAUAI,BEV,2024,0.0,290,149.3103,290,290,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PL,KONA KAUAI,HEV,2024,105.6434,1562,,0,1562,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PL,KONA KAUAI,ICE,2024,139.9723,2057,,0,2057,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PL,SANTA FE,HEV,2024,166.0202,594,,0,594,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PL,SANTA FE,PHEV,2024,37.9688,96,191.6562,96,96,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PL,STARIA,HEV,2024,172.0,41,,0,41,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PL,STARIA PREMIUM,HEV,2024,172.0,17,,0,17,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PL,TUCSON IX35,HEV,2024,141.0316,9747,,0,9747,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PL,TUCSON IX35,ICE,2024,155.0946,3360,,0,3360,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PL,TUCSON IX35,PHEV,2024,28.7838,74,186.8919,74,74,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PT,BAYON,ICE,2024,125.3349,1090,,0,1090,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PT,I 30,ICE,2024,126.7639,432,,0,432,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PT,I 30 N,ICE,2024,186.9355,31,,0,31,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PT,I10,ICE,2024,118.5727,447,,0,447,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PT,I20,ICE,2024,122.3804,1982,,0,1982,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PT,I20 N,ICE,2024,158.0,73,,0,73,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PT,IONIQ5,BEV,2024,0.0,369,172.9593,369,369,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PT,IONIQ6,BEV,2024,0.0,128,153.2266,128,128,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PT,KONA KAUAI,BEV,2024,0.0,377,146.6605,377,377,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PT,KONA KAUAI,HEV,2024,106.1436,181,,0,181,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PT,KONA KAUAI,ICE,2024,133.621,715,,0,715,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PT,SANTA FE,HEV,2024,156.5111,45,,0,45,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PT,SANTA FE,ICE,2024,167.0,38,,0,38,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PT,SANTA FE,PHEV,2024,37.9348,46,191.2826,46,46,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PT,TUCSON IX35,HEV,2024,131.1314,449,,0,449,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PT,TUCSON IX35,ICE,2024,149.1394,574,,0,574,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,PT,TUCSON IX35,PHEV,2024,28.2066,213,177.0047,213,213,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,RO,BAYON,HEV,2024,120.0,209,,0,209,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,RO,BAYON,ICE,2024,126.5273,421,,0,421,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,RO,ELANTRA,ICE,2024,139.7624,850,,0,850,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,RO,G80 GENESIS G80,BEV,2024,0.0,1,191.0,1,1,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,RO,GV60 GENESIS GV60,BEV,2024,0.0,8,181.25,8,8,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,RO,GV70 GENESIS GV70,BEV,2024,0.0,1,190.0,1,1,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,RO,GV70 GENESIS GV70,ICE,2024,223.5,2,,0,2,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,RO,GV80 GENESIS GV80,ICE,2024,247.0,1,,0,1,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,RO,I 30,HEV,2024,127.7175,531,,0,531,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,RO,I 30,ICE,2024,138.1861,1134,,0,1134,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,RO,I 30 N,ICE,2024,191.0,9,,0,9,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,RO,I10,ICE,2024,120.2528,542,,0,542,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,RO,I20,HEV,2024,117.4076,238,,0,238,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,RO,I20,ICE,2024,120.1194,1072,,0,1072,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,RO,IONIQ5,BEV,2024,0.0,161,171.8199,161,161,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,RO,IONIQ6,BEV,2024,0.0,71,155.169,71,71,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,RO,KONA KAUAI,BEV,2024,0.0,366,147.7459,366,366,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,RO,KONA KAUAI,HEV,2024,106.3104,451,,0,451,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,RO,KONA KAUAI,ICE,2024,136.3917,314,,0,314,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,RO,SANTA FE,HEV,2024,164.2683,41,,0,41,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,RO,SANTA FE,ICE,2024,177.0,1,,0,2,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,RO,SANTA FE,PHEV,2024,37.9059,85,190.9647,85,85,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,RO,TUCSON IX35,HEV,2024,145.6115,2708,,0,2708,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,RO,TUCSON IX35,ICE,2024,152.873,551,,0,553,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,RO,TUCSON IX35,PHEV,2024,29.0796,490,184.7082,490,490,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,RO,TUCSON IX35 LM,ICE,2024,,0,,0,1,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SE,BAYON,HEV,2024,119.9135,104,,0,104,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SE,BAYON,ICE,2024,127.7895,95,,0,95,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SE,I 30,HEV,2024,131.6538,52,,0,52,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SE,I10,ICE,2024,117.9304,359,,0,359,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SE,I20,HEV,2024,119.5556,144,,0,144,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SE,I20,ICE,2024,121.9225,129,,0,129,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SE,I20 N,ICE,2024,158.0,15,,0,15,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SE,IONIQ5 N,BEV,2024,0.0,50,212.0,50,50,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SE,IONIQ6,BEV,2024,0.0,8,152.625,8,8,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SE,KONA KAUAI,BEV,2024,0.0,208,151.0,208,208,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SE,KONA KAUAI,HEV,2024,106.0249,201,,0,201,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SE,KONA KAUAI,ICE,2024,135.5455,22,,0,22,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SE,NEXO,FCEV,2024,0.0,2,,0,2,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SE,SANTA FE,PHEV,2024,38.0,149,192.0,149,149,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SE,TUCSON IX35,HEV,2024,139.1604,187,,0,187,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SE,TUCSON IX35,PHEV,2024,27.5419,334,181.8862,334,334,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SI,BAYON,HEV,2024,121.0,18,,0,18,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SI,BAYON,ICE,2024,124.9112,383,,0,383,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SI,I 30,HEV,2024,133.8923,130,,0,130,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SI,I 30,ICE,2024,137.4885,131,,0,131,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SI,I 30 N,ICE,2024,191.0,11,,0,11,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SI,I10,ICE,2024,117.6635,208,,0,208,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SI,I20,HEV,2024,121.0,20,,0,20,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SI,I20,ICE,2024,120.8488,344,,0,344,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SI,I20 N,ICE,2024,158.0,31,,0,31,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SI,IONIQ5,BEV,2024,0.0,58,174.6034,58,58,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SI,IONIQ5 N,BEV,2024,0.0,3,212.0,3,3,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SI,IONIQ6,BEV,2024,0.0,30,157.6,30,30,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SI,KONA KAUAI,BEV,2024,0.0,123,153.5041,123,123,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SI,KONA KAUAI,HEV,2024,105.5781,64,,0,64,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SI,KONA KAUAI,ICE,2024,136.0,176,,0,176,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SI,SANTA FE,HEV,2024,165.875,16,,0,16,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SI,SANTA FE,PHEV,2024,37.6842,19,188.5263,19,19,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SI,SANTA FE / 1.6 / T-GDI HEV AUT. 4WD,HEV,2024,177.0,2,,0,2,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SI,STARIA / 2.2. / CRDI AUT. 4WD,ICE,2024,232.0,2,,0,2,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SI,TUCSON / 1.6 / CRDI HP DCT 4WD 48V N LINE,HEV,2024,171.0,1,,0,1,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SI,TUCSON / 1.6 / T-GDI DCT 48V,HEV,2024,172.0,1,,0,1,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SI,TUCSON / 1.6 / T-GDI PHEV AUT. 4WD,PHEV,2024,30.3333,3,180.6667,3,3,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SI,TUCSON IX35,HEV,2024,142.8867,609,,0,609,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SI,TUCSON IX35,ICE,2024,153.6318,296,,0,296,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SI,TUCSON IX35,PHEV,2024,30.5435,92,178.9239,92,92,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SK,BAYON,ICE,2024,125.5628,478,,0,478,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SK,I 30,HEV,2024,128.1721,1859,,0,1859,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SK,I 30,ICE,2024,136.1829,1536,,0,1537,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SK,I 30 N,ICE,2024,188.7143,63,,0,63,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SK,I10,ICE,2024,119.7249,269,,0,269,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SK,I20,ICE,2024,121.8056,1394,,0,1394,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SK,IONIQ5,BEV,2024,0.0,47,182.8936,47,47,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SK,IONIQ5 N,BEV,2024,0.0,6,212.0,6,6,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SK,IONIQ6,BEV,2024,0.0,32,157.9375,32,32,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SK,KONA KAUAI,BEV,2024,0.0,35,154.0286,35,35,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SK,KONA KAUAI,HEV,2024,106.1827,104,,0,104,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SK,KONA KAUAI,ICE,2024,138.4774,576,,0,576,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SK,SANTA FE,HEV,2024,165.7619,105,,0,105,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SK,SANTA FE,ICE,2024,176.7442,43,,0,43,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SK,SANTA FE,PHEV,2024,37.9722,36,191.6944,36,36,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SK,STARIA,HEV,2024,172.0,3,,0,3,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SK,STARIA,ICE,2024,232.0,38,,0,38,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SK,TUCSON IX35,HEV,2024,148.1478,1062,,0,1062,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SK,TUCSON IX35,ICE,2024,155.3638,448,,0,448,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
hyundai,SK,TUCSON IX35,PHEV,2024,29.3077,39,184.2051,39,39,WLTP,eea_co2_monitoring_2024,eea_hyundai_2024_final.json
kia,AT,CEED,HEV,2024,124.1624,431,,0,431,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,AT,CEED,ICE,2024,123.63,1946,,0,1946,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,AT,CEED,PHEV,2024,29.0,1,116.0,1,1,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,AT,EV3,BEV,2024,0.0,85,152.1882,85,85,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,AT,EV3 LONG RANGE,BEV,2024,0.0,1,149.0,1,1,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,AT,EV6,BEV,2024,0.0,587,172.8654,587,587,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,AT,EV9,BEV,2024,0.0,157,224.0637,157,157,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,AT,EV9 AWD,BEV,2024,0.0,1,228.0,1,1,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,AT,NIRO,BEV,2024,0.0,421,162.0,421,421,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,AT,NIRO,HEV,2024,101.2703,74,,0,74,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,AT,NIRO,PHEV,2024,18.6364,11,129.4545,11,11,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,AT,PICANTO,ICE,2024,115.7589,506,,0,506,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,AT,PROCEED,HEV,2024,129.1053,57,,0,57,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,AT,PROCEED,ICE,2024,142.8261,46,,0,46,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,AT,RIO,HEV,2024,126.0,3,,0,3,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,AT,RIO,ICE,2024,121.24,75,,0,75,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,AT,SORENTO,HEV,2024,160.0,1,,0,1,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,AT,SORENTO,ICE,2024,172.7534,73,,0,73,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,AT,SORENTO,PHEV,2024,37.7778,27,183.5556,27,27,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,AT,SOUL,BEV,2024,0.0,24,157.0,24,24,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,AT,SPORTAGE,HEV,2024,145.4774,729,,0,729,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,AT,SPORTAGE,ICE,2024,155.0241,291,,0,291,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,AT,SPORTAGE,PHEV,2024,25.6023,88,173.2614,88,88,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,AT,STONIC,HEV,2024,127.129,31,,0,31,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,AT,STONIC,ICE,2024,126.2659,929,,0,929,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,AT,XCEED,HEV,2024,136.4581,155,,0,155,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,AT,XCEED,ICE,2024,137.1464,280,,0,280,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,BE,CEED,HEV,2024,124.3601,672,,0,672,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,BE,CEED,ICE,2024,128.1532,1390,,0,1390,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,BE,CEED,PHEV,2024,29.6088,1255,117.3697,1255,1255,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,BE,EV3,BEV,2024,0.0,182,152.5714,182,182,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,BE,EV6,BEV,2024,0.0,1417,168.5229,1417,1417,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,BE,EV9,BEV,2024,0.0,886,220.0023,886,886,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,BE,NIRO,BEV,2024,0.0,619,162.0,619,619,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,BE,NIRO,HEV,2024,101.8974,906,,0,906,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,BE,NIRO,PHEV,2024,19.5109,779,130.706,779,779,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,BE,PICANTO,ICE,2024,119.2785,1684,,0,1684,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,BE,PROCEED,ICE,2024,136.5985,406,,0,406,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,BE,RIO,ICE,2024,124.5484,31,,0,31,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,BE,SORENTO,HEV,2024,161.1136,88,,0,88,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,BE,SORENTO,ICE,2024,171.641,39,,0,39,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,BE,SORENTO,PHEV,2024,37.7403,154,183.4805,154,154,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,BE,SOUL,BEV,2024,0.0,4,157.0,4,4,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,BE,SPORTAGE,HEV,2024,141.1201,2323,,0,2323,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,BE,SPORTAGE,ICE,2024,153.9621,422,,0,422,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,BE,SPORTAGE,PHEV,2024,25.3636,671,171.8212,671,671,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,BE,STINGER,ICE,2024,247.0,1,,0,1,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,BE,STONIC,HEV,2024,129.0,44,,0,44,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
kia,BE,STONIC,ICE,2024,131.331,2453,,0,2453,WLTP,eea_co2_monitoring_2024,eea_kia_2024_final.json
