company,destination,destination_level,origin,cohort_year,period,model,powertrain,units,basis,source_id,source_file
hyundai,KR,country,KR,2024,2024-01..2024-12,Avante (CN7),ICE,50188,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,KR,country,KR,2024,2024-01..2024-12,Avante (CN7 HEV),HEV,5605,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,KR,country,KR,2024,2024-01..2024-12,Avante (CN7 N),ICE,1097,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,KR,country,KR,2024,2024-01..2024-12,Sonata (LF),ICE,30,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,KR,country,KR,2024,2024-01..2024-12,Sonata (DN8),ICE,29378,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,KR,country,KR,2024,2024-01..2024-12,Sonata (DN8 HEV),HEV,9903,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,KR,country,KR,2024,2024-01..2024-12,Grandeur (GN7),ICE,33387,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,KR,country,KR,2024,2024-01..2024-12,Grandeur (GN7 HEV),HEV,38269,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,KR,country,KR,2024,2024-01..2024-12,IONIQ 6 (CE),BEV,4957,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
genesis,KR,country,KR,2024,2024-01..2024-12,G70 (IK),ICE,2181,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
genesis,KR,country,KR,2024,2024-01..2024-12,G70 S/B (IK S/B),ICE,180,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
genesis,KR,country,KR,2024,2024-01..2024-12,G80 (RG3),ICE,45373,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
genesis,KR,country,KR,2024,2024-01..2024-12,G80 (RG3 EV),BEV,481,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
genesis,KR,country,KR,2024,2024-01..2024-12,G90 (RS4),ICE,8031,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,KR,country,KR,2024,2024-01..2024-12,Casper (AX),ICE,33917,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,KR,country,KR,2024,2024-01..2024-12,Casper (AX EV),BEV,7871,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,KR,country,KR,2024,2024-01..2024-12,Venue (QX),ICE,4645,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,KR,country,KR,2024,2024-01..2024-12,Kona (SX2),ICE,17592,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,KR,country,KR,2024,2024-01..2024-12,Kona (SX2 HEV),HEV,7863,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,KR,country,KR,2024,2024-01..2024-12,Kona (SX2 EV),BEV,3004,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,KR,country,KR,2024,2024-01..2024-12,Tucson (NX4),ICE,26677,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,KR,country,KR,2024,2024-01..2024-12,Tucson (NX4 HEV),HEV,28580,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,KR,country,KR,2024,2024-01..2024-12,NEXO (FE),FCEV,2751,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,KR,country,KR,2024,2024-01..2024-12,IONIQ 5 (NE),BEV,13862,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,KR,country,KR,2024,2024-01..2024-12,IONIQ 5 N (NE N),BEV,351,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,KR,country,KR,2024,2024-01..2024-12,Santa-Fe (TM),ICE,2,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,KR,country,KR,2024,2024-01..2024-12,Santa-Fe (MX5),ICE,21312,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,KR,country,KR,2024,2024-01..2024-12,Santa-Fe (MX5 HEV),HEV,55847,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,KR,country,KR,2024,2024-01..2024-12,Palisade (LX2),ICE,20967,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
genesis,KR,country,KR,2024,2024-01..2024-12,GV60 (JW),ICE,590,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
genesis,KR,country,KR,2024,2024-01..2024-12,GV70 (JK),ICE,33983,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
genesis,KR,country,KR,2024,2024-01..2024-12,GV70 (JK EV),BEV,486,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
genesis,KR,country,KR,2024,2024-01..2024-12,GV80 (JX),ICE,36253,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
genesis,KR,country,KR,2024,2024-01..2024-12,GV80 Coupe (JX Coupe),ICE,3116,domestic_sales,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,Avante (CN7),ICE,190548,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,Avante (CN7 HEV),HEV,33116,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,Avante (CN7 N),ICE,7405,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,i30 (PD),ICE,67,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,Sonata (DN8),ICE,72670,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,Sonata (DN8 HEV),HEV,22869,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,Grandeur (GN7),ICE,3528,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,Grandeur (GN7 HEV),HEV,418,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,IONIQ 6 (CE),BEV,22977,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
genesis,export,unknown,KR,2024,2024-01..2024-12,G70 (IK),ICE,13781,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
genesis,export,unknown,KR,2024,2024-01..2024-12,G70 S/B (IK S/B),ICE,121,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
genesis,export,unknown,KR,2024,2024-01..2024-12,G80 (RG3),ICE,6904,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
genesis,export,unknown,KR,2024,2024-01..2024-12,G80 (RG3 EV),BEV,286,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
genesis,export,unknown,KR,2024,2024-01..2024-12,G90 (RS4),ICE,2080,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,Casper (AX),ICE,2,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,Casper EV (AX EV),BEV,8657,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,Venue (QX),ICE,57246,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,Kona (OS EV),BEV,40,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,Kona (SX2),ICE,136797,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,Kona (SX2 HEV),HEV,70353,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,Kona (SX2 EV),BEV,15102,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,Tucson (NX4),ICE,47588,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,Tucson (NX4 HEV),HEV,93547,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,Tucson (NX4 PHEV),PHEV,10036,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,NEXO (FE),FCEV,23,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,IONIQ 5 (NE),BEV,68227,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,IONIQ 5 N (NE N),BEV,6376,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,IONIQ New Car (ME),ICE,8,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,Santa-Fe (MX5),ICE,17080,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,Santa-Fe (MX5 HEV),HEV,18463,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,Santa-Fe (MX5 PHEV),PHEV,5760,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,export,unknown,KR,2024,2024-01..2024-12,Palisade (LX2),ICE,143079,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
genesis,export,unknown,KR,2024,2024-01..2024-12,GV60 (JW),ICE,3696,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
genesis,export,unknown,KR,2024,2024-01..2024-12,GV70 (JK),ICE,18183,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
genesis,export,unknown,KR,2024,2024-01..2024-12,GV70 EV (JK EV),BEV,1008,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
genesis,export,unknown,KR,2024,2024-01..2024-12,GV80 (JX),ICE,25314,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
genesis,export,unknown,KR,2024,2024-01..2024-12,GV80 Coupe (JX Coupe),ICE,3343,export_shipments,hyundai_ir_sales_results,hyundai_2024_sales_by_model.xlsx
hyundai,KR,country,KR,2025,2025-01..2025-12,Avante (CN7),ICE,62854,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
