company,destination,destination_level,origin,cohort_year,period,model,powertrain,units,basis,source_id,source_file
hyundai,KR,country,KR,2025,2025-01..2025-12,Avante (CN7 HEV),HEV,14782,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,KR,country,KR,2025,2025-01..2025-12,Avante (CN7 N),ICE,1699,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,KR,country,KR,2025,2025-01..2025-12,Sonata (DN8),ICE,26681,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,KR,country,KR,2025,2025-01..2025-12,Sonata (DN8 HEV),HEV,9289,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,KR,country,KR,2025,2025-01..2025-12,Grandeur (GN7),ICE,32602,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,KR,country,KR,2025,2025-01..2025-12,Grandeur (GN7 HEV),HEV,39173,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,KR,country,KR,2025,2025-01..2025-12,IONIQ 6 (CE),BEV,4979,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,KR,country,KR,2025,2025-01..2025-12,IONIQ 6 N (CE N),BEV,102,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
genesis,KR,country,KR,2025,2025-01..2025-12,G70 (IK),ICE,1775,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
genesis,KR,country,KR,2025,2025-01..2025-12,G70 S/B (IK S/B),ICE,98,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
genesis,KR,country,KR,2025,2025-01..2025-12,G80 (RG3),ICE,40164,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
genesis,KR,country,KR,2025,2025-01..2025-12,G80 (RG3 EV),BEV,1127,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
genesis,KR,country,KR,2025,2025-01..2025-12,G90 (RS4),ICE,7347,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,KR,country,KR,2025,2025-01..2025-12,Casper (AX),ICE,9750,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,KR,country,KR,2025,2025-01..2025-12,Casper (AX EV),BEV,8519,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,KR,country,KR,2025,2025-01..2025-12,Venue (QX),ICE,12165,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,KR,country,KR,2025,2025-01..2025-12,Kona (SX2),ICE,20274,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,KR,country,KR,2025,2025-01..2025-12,Kona (SX2 HEV),HEV,8387,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,KR,country,KR,2025,2025-01..2025-12,Kona (SX2 EV),BEV,4077,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,KR,country,KR,2025,2025-01..2025-12,Tucson (NX4),ICE,28980,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,KR,country,KR,2025,2025-01..2025-12,Tucson (NX4 HEV),HEV,24921,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,KR,country,KR,2025,2025-01..2025-12,NEXO (FE),FCEV,675,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,KR,country,KR,2025,2025-01..2025-12,NEXO  (NH2),FCEV,5003,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,KR,country,KR,2025,2025-01..2025-12,IONIQ 5 (NE),BEV,13914,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,KR,country,KR,2025,2025-01..2025-12,IONIQ 5 N (NE N),BEV,297,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,KR,country,KR,2025,2025-01..2025-12,IONIQ 9 (ME EV),BEV,8227,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,KR,country,KR,2025,2025-01..2025-12,Santa-Fe (MX5),ICE,14827,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,KR,country,KR,2025,2025-01..2025-12,Santa-Fe (MX5 HEV),HEV,43062,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,KR,country,KR,2025,2025-01..2025-12,Palisade (LX2),ICE,1403,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,KR,country,KR,2025,2025-01..2025-12,Palisade (LX3),ICE,21394,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,KR,country,KR,2025,2025-01..2025-12,Palisade (LX3 HEV),HEV,38112,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
genesis,KR,country,KR,2025,2025-01..2025-12,GV60 (JW EV),BEV,778,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
genesis,KR,country,KR,2025,2025-01..2025-12,GV70 (JK),ICE,33568,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
genesis,KR,country,KR,2025,2025-01..2025-12,GV70 (JK EV),BEV,1142,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
genesis,KR,country,KR,2025,2025-01..2025-12,GV80 (JX),ICE,30797,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
genesis,KR,country,KR,2025,2025-01..2025-12,GV80 Coupe (JX Coupe),ICE,1599,domestic_sales,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,Avante (CN7),ICE,137678,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,Avante (CN7 HEV),HEV,42840,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,Avante (CN7 N),ICE,8936,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,Sonata (DN8),ICE,63014,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,Sonata (DN8 HEV),HEV,24148,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,Grandeur (GN7),ICE,2526,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,Grandeur (GN7 HEV),HEV,46,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,IONIQ 6 (CE),BEV,14263,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,IONIQ 6 N (CE EV N),BEV,42,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
genesis,export,unknown,KR,2025,2025-01..2025-12,G70 (IK),ICE,11261,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
genesis,export,unknown,KR,2025,2025-01..2025-12,G70 S/B (IK S/B),ICE,45,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
genesis,export,unknown,KR,2025,2025-01..2025-12,G80 (RG3),ICE,7870,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
genesis,export,unknown,KR,2025,2025-01..2025-12,G80 (RG3 EV),BEV,96,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
genesis,export,unknown,KR,2025,2025-01..2025-12,G90 (RS4),ICE,1987,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,Casper EV (AX EV),BEV,43247,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,Venue (QX),ICE,69988,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,Kona (SX2),ICE,149989,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,Kona (SX2 HEV),HEV,79825,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,Kona (SX2 EV),BEV,7419,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,Tucson (NX4),ICE,35108,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,Tucson (NX4 HEV),HEV,103435,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,Tucson (NX4 PHEV),PHEV,6968,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,NEXO (FE),FCEV,15,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,NEXO (NH2),FCEV,16,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,IONIQ 5 (NE),BEV,29292,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,IONIQ 5 N (NE N),BEV,2221,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,IONIQ 9 (ME),BEV,8479,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,Santa-Fe (MX5),ICE,5091,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,Santa-Fe (MX5 HEV),HEV,23731,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,Santa-Fe (MX5 PHEV),PHEV,9248,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,Palisade (LX2),ICE,47367,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,Palisade (LX3),ICE,73574,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
hyundai,export,unknown,KR,2025,2025-01..2025-12,Palisade (LX3 HEV),HEV,28034,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
genesis,export,unknown,KR,2025,2025-01..2025-12,GV60 (JW),ICE,1859,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
genesis,export,unknown,KR,2025,2025-01..2025-12,GV70 (JK),ICE,20991,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
genesis,export,unknown,KR,2025,2025-01..2025-12,GV70 EV (JK EV),BEV,839,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
genesis,export,unknown,KR,2025,2025-01..2025-12,GV80 (JX),ICE,28483,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
genesis,export,unknown,KR,2025,2025-01..2025-12,GV80 Coupe (JX Coupe),ICE,4961,export_shipments,hyundai_ir_sales_results,hyundai_2025_sales_by_model.xlsx
