company,destination,destination_level,origin,cohort_year,period,model,powertrain,units,basis,source_file
kia,latin_america,region,SK,2026,2026-01..2026-06,EV4,,1,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,africa,region,SK,2026,2026-01..2026-06,Sportage,,4280,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,eastern_europe,region,SK,2026,2026-01..2026-06,Sportage,,9538,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,europe,region,SK,2026,2026-01..2026-06,Sportage,,85683,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,latin_america,region,SK,2026,2026-01..2026-06,Sportage,,1835,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,middle_east,region,SK,2026,2026-01..2026-06,Sportage,,9248,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,CA,country,US,2026,2026-01..2026-06,EV6,,256,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,US,country,US,2026,2026-01..2026-06,EV6,,4032,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,US,country,US,2026,2026-01..2026-06,EV9,,7034,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,asia_pacific,region,US,2026,2026-01..2026-06,EV9,,2,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,latin_america,region,US,2026,2026-01..2026-06,EV9,,5,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,CA,country,US,2026,2026-01..2026-06,Sorento,,24,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,MX,country,US,2026,2026-01..2026-06,Sorento,,757,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,US,country,US,2026,2026-01..2026-06,Sorento,,36478,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,asia_pacific,region,US,2026,2026-01..2026-06,Sorento,,3,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,latin_america,region,US,2026,2026-01..2026-06,Sorento,,468,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,US,country,US,2026,2026-01..2026-06,Sportage,,49995,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,latin_america,region,US,2026,2026-01..2026-06,Sportage,,1191,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,CA,country,US,2026,2026-01..2026-06,Telluride,,36,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,MX,country,US,2026,2026-01..2026-06,Telluride,,70,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,US,country,US,2026,2026-01..2026-06,Telluride,,73602,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,asia_pacific,region,US,2026,2026-01..2026-06,Telluride,,13,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,latin_america,region,US,2026,2026-01..2026-06,Telluride,,36,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,middle_east,region,US,2026,2026-01..2026-06,Telluride,,216,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,asia_pacific,region,ckd,2026,2026-01..2026-06,Bongo,,5881,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,latin_america,region,ckd,2026,2026-01..2026-06,Bongo,,2109,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,asia_pacific,region,ckd,2026,2026-01..2026-06,Carens,,2462,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,asia_pacific,region,ckd,2026,2026-01..2026-06,Carnival,,2743,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,asia_pacific,region,ckd,2026,2026-01..2026-06,K3,,544,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,eastern_europe,region,ckd,2026,2026-01..2026-06,K3,,1642,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,asia_pacific,region,ckd,2026,2026-01..2026-06,K5,,151,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,asia_pacific,region,ckd,2026,2026-01..2026-06,Morning / Picanto,,134,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,middle_east,region,ckd,2026,2026-01..2026-06,Morning / Picanto,,1,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,asia_pacific,region,ckd,2026,2026-01..2026-06,Pegas,,145,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,asia_pacific,region,ckd,2026,2026-01..2026-06,Seltos,,4729,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,eastern_europe,region,ckd,2026,2026-01..2026-06,Seltos,,50,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,asia_pacific,region,ckd,2026,2026-01..2026-06,Sonet,,3987,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,eastern_europe,region,ckd,2026,2026-01..2026-06,Sonet,,10328,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,latin_america,region,ckd,2026,2026-01..2026-06,Sonet,,2260,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,asia_pacific,region,ckd,2026,2026-01..2026-06,Sorento,,381,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,eastern_europe,region,ckd,2026,2026-01..2026-06,Sorento,,1116,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,middle_east,region,ckd,2026,2026-01..2026-06,Sorento,,638,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,eastern_europe,region,ckd,2026,2026-01..2026-06,Soul,,1,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,asia_pacific,region,ckd,2026,2026-01..2026-06,Sportage,,973,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,eastern_europe,region,ckd,2026,2026-01..2026-06,Sportage,,4157,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,middle_east,region,ckd,2026,2026-01..2026-06,Sportage,,2154,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,middle_east,region,ckd,2026,2026-01..2026-06,Stonic,,923,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,africa,region,special_vehicle,2026,2026-01..2026-06,Bongo,,549,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,asia_pacific,region,special_vehicle,2026,2026-01..2026-06,Bongo,,22,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,eastern_europe,region,special_vehicle,2026,2026-01..2026-06,Bongo,,60,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,asia_pacific,region,special_vehicle,2026,2026-01..2026-06,Bongo (CKD),,537,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,middle_east,region,special_vehicle,2026,2026-01..2026-06,Bongo (CKD),,130,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,asia_pacific,region,special_vehicle,2026,2026-01..2026-06,Bus (CKD),,44,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,KR,country,special_vehicle,2026,2026-01..2026-06,Millitary,,700,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,africa,region,special_vehicle,2026,2026-01..2026-06,Millitary,,351,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,asia_pacific,region,special_vehicle,2026,2026-01..2026-06,Millitary,,76,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,europe,region,special_vehicle,2026,2026-01..2026-06,Millitary,,18,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,asia_pacific,region,special_vehicle,2026,2026-01..2026-06,Millitary (CKD),,1,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,eastern_europe,region,special_vehicle,2026,2026-01..2026-06,Millitary (CKD),,1,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,middle_east,region,special_vehicle,2026,2026-01..2026-06,Millitary (CKD),,45,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,africa,region,special_vehicle,2026,2026-01..2026-06,Tasman,,116,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,asia_pacific,region,special_vehicle,2026,2026-01..2026-06,Tasman,,4,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,eastern_europe,region,special_vehicle,2026,2026-01..2026-06,Tasman,,320,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,europe,region,special_vehicle,2026,2026-01..2026-06,Tasman,,1,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
kia,middle_east,region,special_vehicle,2026,2026-01..2026-06,Tasman,,101,retail_sales,kia_2026_retail_sales_by_model_market.xlsx
