company_id,gem_unit_id,gem_location_id,plant_name,country,level,entity,share,source_url,source_id
sumitomo_corp,G100000405047,L100000405579,Hamriyah IPP power station,AE,parent,Sumitomo Corp,0.25,https://www.gem.wiki/Hamriyah_IPP_power_station,gem_global_integrated_power_tracker
sojitz,G100000405038,L100000405588,Mirfa Independent Water and Power Project,AE,parent,Sojitz Corp,0.2,https://www.gem.wiki/Mirfa_Independent_Water_and_Power_Project,gem_global_integrated_power_tracker
sojitz,G100000405039,L100000405588,Mirfa Independent Water and Power Project,AE,parent,Sojitz Corp,0.2,https://www.gem.wiki/Mirfa_Independent_Water_and_Power_Project,gem_global_integrated_power_tracker
sojitz,G100000405040,L100000405588,Mirfa Independent Water and Power Project,AE,parent,Sojitz Corp,0.2,https://www.gem.wiki/Mirfa_Independent_Water_and_Power_Project,gem_global_integrated_power_tracker
sojitz,G100000405041,L100000405588,Mirfa Independent Water and Power Project,AE,parent,Sojitz Corp,0.2,https://www.gem.wiki/Mirfa_Independent_Water_and_Power_Project,gem_global_integrated_power_tracker
sojitz,G100000405042,L100000405588,Mirfa Independent Water and Power Project,AE,parent,Sojitz Corp,0.2,https://www.gem.wiki/Mirfa_Independent_Water_and_Power_Project,gem_global_integrated_power_tracker
marubeni,G100000804694,L100000804102,Noor Abu Dhabi solar farm,AE,owner,Marubeni Corp,0.2,https://www.gem.wiki/Noor_Abu_Dhabi_solar_farm,gem_global_integrated_power_tracker
sumitomo_corp,G100000405048,L100000405592,Shuweihat S1 power plant,AE,parent,Sumitomo Corp,0.2,https://www.gem.wiki/Shuweihat_S1_power_plant,gem_global_integrated_power_tracker
marubeni,G100000405049,L100000405593,Shuweihat S2 power plant,AE,parent,Marubeni Corp,0.1,https://www.gem.wiki/Shuweihat_S2_power_plant,gem_global_integrated_power_tracker
osaka_gas,G100000405049,L100000405593,Shuweihat S2 power plant,AE,parent,Osaka Gas Co Ltd,0.1,https://www.gem.wiki/Shuweihat_S2_power_plant,gem_global_integrated_power_tracker
marubeni,G100000405050,L100000405593,Shuweihat S2 power plant,AE,parent,Marubeni Corp,0.1,https://www.gem.wiki/Shuweihat_S2_power_plant,gem_global_integrated_power_tracker
osaka_gas,G100000405050,L100000405593,Shuweihat S2 power plant,AE,parent,Osaka Gas Co Ltd,0.1,https://www.gem.wiki/Shuweihat_S2_power_plant,gem_global_integrated_power_tracker
sumitomo_corp,G100000405051,L100000405594,Shuweihat S3 power plant,AE,owner,Sumitomo Corp,0.45,https://www.gem.wiki/Shuweihat_S3_power_plant,gem_global_integrated_power_tracker
kepco,G100000405051,L100000405594,Shuweihat S3 power plant,AE,owner,Korea Electric Power Corp,0.55,https://www.gem.wiki/Shuweihat_S3_power_plant,gem_global_integrated_power_tracker
sumitomo_corp,G100000405052,L100000405594,Shuweihat S3 power plant,AE,owner,Sumitomo Corp,0.45,https://www.gem.wiki/Shuweihat_S3_power_plant,gem_global_integrated_power_tracker
kepco,G100000405052,L100000405594,Shuweihat S3 power plant,AE,owner,Korea Electric Power Corp,0.55,https://www.gem.wiki/Shuweihat_S3_power_plant,gem_global_integrated_power_tracker
marubeni,G100000405055,L100000405597,Taweelah B Power and Desalination Station,AE,parent,Marubeni Corp,0.14,https://www.gem.wiki/Taweelah_B_Power_and_Desalination_Station,gem_global_integrated_power_tracker
kyushu,G100000405055,L100000405597,Taweelah B Power and Desalination Station,AE,parent,Kyushu Electric Power Co Inc,0.06,https://www.gem.wiki/Taweelah_B_Power_and_Desalination_Station,gem_global_integrated_power_tracker
marubeni,G100000405056,L100000405597,Taweelah B Power and Desalination Station,AE,parent,Marubeni Corp,0.14,https://www.gem.wiki/Taweelah_B_Power_and_Desalination_Station,gem_global_integrated_power_tracker
kyushu,G100000405056,L100000405597,Taweelah B Power and Desalination Station,AE,parent,Kyushu Electric Power Co Inc,0.06,https://www.gem.wiki/Taweelah_B_Power_and_Desalination_Station,gem_global_integrated_power_tracker
marubeni,G100000405057,L100000405597,Taweelah B Power and Desalination Station,AE,parent,Marubeni Corp,0.14,https://www.gem.wiki/Taweelah_B_Power_and_Desalination_Station,gem_global_integrated_power_tracker
kyushu,G100000405057,L100000405597,Taweelah B Power and Desalination Station,AE,parent,Kyushu Electric Power Co Inc,0.06,https://www.gem.wiki/Taweelah_B_Power_and_Desalination_Station,gem_global_integrated_power_tracker
marubeni,G100000405058,L100000405597,Taweelah B Power and Desalination Station,AE,parent,Marubeni Corp,0.14,https://www.gem.wiki/Taweelah_B_Power_and_Desalination_Station,gem_global_integrated_power_tracker
kyushu,G100000405058,L100000405597,Taweelah B Power and Desalination Station,AE,parent,Kyushu Electric Power Co Inc,0.06,https://www.gem.wiki/Taweelah_B_Power_and_Desalination_Station,gem_global_integrated_power_tracker
marubeni,G100000405059,L100000405597,Taweelah B Power and Desalination Station,AE,parent,Marubeni Corp,0.14,https://www.gem.wiki/Taweelah_B_Power_and_Desalination_Station,gem_global_integrated_power_tracker
kyushu,G100000405059,L100000405597,Taweelah B Power and Desalination Station,AE,parent,Kyushu Electric Power Co Inc,0.06,https://www.gem.wiki/Taweelah_B_Power_and_Desalination_Station,gem_global_integrated_power_tracker
marubeni,G100000405060,L100000405597,Taweelah B Power and Desalination Station,AE,parent,Marubeni Corp,0.14,https://www.gem.wiki/Taweelah_B_Power_and_Desalination_Station,gem_global_integrated_power_tracker
kyushu,G100000405060,L100000405597,Taweelah B Power and Desalination Station,AE,parent,Kyushu Electric Power Co Inc,0.06,https://www.gem.wiki/Taweelah_B_Power_and_Desalination_Station,gem_global_integrated_power_tracker
marubeni,G100000405061,L100000405597,Taweelah B Power and Desalination Station,AE,parent,Marubeni Corp,0.14,https://www.gem.wiki/Taweelah_B_Power_and_Desalination_Station,gem_global_integrated_power_tracker
kyushu,G100000405061,L100000405597,Taweelah B Power and Desalination Station,AE,parent,Kyushu Electric Power Co Inc,0.06,https://www.gem.wiki/Taweelah_B_Power_and_Desalination_Station,gem_global_integrated_power_tracker
marubeni,G100000405062,L100000405597,Taweelah B Power and Desalination Station,AE,parent,Marubeni Corp,0.14,https://www.gem.wiki/Taweelah_B_Power_and_Desalination_Station,gem_global_integrated_power_tracker
kyushu,G100000405062,L100000405597,Taweelah B Power and Desalination Station,AE,parent,Kyushu Electric Power Co Inc,0.06,https://www.gem.wiki/Taweelah_B_Power_and_Desalination_Station,gem_global_integrated_power_tracker
jera,G100000410458,L100000405598,Umm Al Nar West and East Integrated Water and power plant,AE,owner,JERA Co Inc,0.2,https://www.gem.wiki/Umm_Al_Nar_West_and_East_Integrated_Water_and_power_plant,gem_global_integrated_power_tracker
kowepo,G100001051535,L100001045734,Zarraf Solar PV farm,AE,owner,Korea Western Power Co Ltd,0.2,https://www.gem.wiki/Zarraf_Solar_PV_farm,gem_global_integrated_power_tracker
toyota_tsusho,G100000923767,L100000919284,Karaburun Eurus wind farm,AL,owner,Eurus Energy,1.0,https://www.gem.wiki/Karaburun_Eurus_wind_farm,gem_global_integrated_power_tracker
hyundai_engineering,G100000407060,L100000406735,Lobito power station,AO,owner,Hyundai Engineering Co Ltd,0.25,https://www.gem.wiki/Lobito_power_station,gem_global_integrated_power_tracker
kospo,G100000407060,L100000406735,Lobito power station,AO,owner,Korea Southern Power Co Ltd,0.25,https://www.gem.wiki/Lobito_power_station,gem_global_integrated_power_tracker
kepco,G100000407060,L100000406735,Lobito power station,AO,parent,Korea Electric Power Corp,0.25,https://www.gem.wiki/Lobito_power_station,gem_global_integrated_power_tracker
hyundai_ec,G100000407060,L100000406735,Lobito power station,AO,parent,Hyundai Engineering & Construction Co Ltd,0.09699999999999999,https://www.gem.wiki/Lobito_power_station,gem_global_integrated_power_tracker
hyundai_engineering,G100000407061,L100000406735,Lobito power station,AO,owner,Hyundai Engineering Co Ltd,0.25,https://www.gem.wiki/Lobito_power_station,gem_global_integrated_power_tracker
kospo,G100000407061,L100000406735,Lobito power station,AO,owner,Korea Southern Power Co Ltd,0.25,https://www.gem.wiki/Lobito_power_station,gem_global_integrated_power_tracker
kepco,G100000407061,L100000406735,Lobito power station,AO,parent,Korea Electric Power Corp,0.25,https://www.gem.wiki/Lobito_power_station,gem_global_integrated_power_tracker
hyundai_ec,G100000407061,L100000406735,Lobito power station,AO,parent,Hyundai Engineering & Construction Co Ltd,0.09699999999999999,https://www.gem.wiki/Lobito_power_station,gem_global_integrated_power_tracker
mitsui,G100000907500,L100000905494,Los Hercules wind farm,AR,owner,Mitsui & Co Ltd,0.34,https://www.gem.wiki/Los_Hercules_wind_farm,gem_global_integrated_power_tracker
osaka_gas,G100000409774,L100000407540,Barrow Island LNG power station,AU,owner,Osaka Gas Co Ltd,0.01,https://www.gem.wiki/Barrow_Island_LNG_power_station,gem_global_integrated_power_tracker
osaka_gas,G100000409775,L100000407540,Barrow Island LNG power station,AU,owner,Osaka Gas Co Ltd,0.01,https://www.gem.wiki/Barrow_Island_LNG_power_station,gem_global_integrated_power_tracker
osaka_gas,G100000409776,L100000407540,Barrow Island LNG power station,AU,owner,Osaka Gas Co Ltd,0.01,https://www.gem.wiki/Barrow_Island_LNG_power_station,gem_global_integrated_power_tracker
osaka_gas,G100000409777,L100000407540,Barrow Island LNG power station,AU,owner,Osaka Gas Co Ltd,0.01,https://www.gem.wiki/Barrow_Island_LNG_power_station,gem_global_integrated_power_tracker
osaka_gas,G100000409778,L100000407540,Barrow Island LNG power station,AU,owner,Osaka Gas Co Ltd,0.01,https://www.gem.wiki/Barrow_Island_LNG_power_station,gem_global_integrated_power_tracker
sumitomo_corp,G100000100962,L100000100038,Bluewaters power station,AU,owner,Sumitomo Corp,0.5,https://www.gem.wiki/Bluewaters_power_station,gem_global_integrated_power_tracker
kansai,G100000100962,L100000100038,Bluewaters power station,AU,owner,Kansai Electric Power Co,0.5,https://www.gem.wiki/Bluewaters_power_station,gem_global_integrated_power_tracker
sumitomo_corp,G100000100963,L100000100038,Bluewaters power station,AU,owner,Sumitomo Corp,0.5,https://www.gem.wiki/Bluewaters_power_station,gem_global_integrated_power_tracker
kansai,G100000100963,L100000100038,Bluewaters power station,AU,owner,Kansai Electric Power Co,0.5,https://www.gem.wiki/Bluewaters_power_station,gem_global_integrated_power_tracker
sumitomo_corp,G100000100964,L100000100038,Bluewaters power station,AU,owner,Sumitomo Corp,0.5,https://www.gem.wiki/Bluewaters_power_station,gem_global_integrated_power_tracker
kansai,G100000100964,L100000100038,Bluewaters power station,AU,owner,Kansai Electric Power Co,0.5,https://www.gem.wiki/Bluewaters_power_station,gem_global_integrated_power_tracker
sumitomo_corp,G100000100965,L100000100038,Bluewaters power station,AU,owner,Sumitomo Corp,0.5,https://www.gem.wiki/Bluewaters_power_station,gem_global_integrated_power_tracker
kansai,G100000100965,L100000100038,Bluewaters power station,AU,owner,Kansai Electric Power Co,0.5,https://www.gem.wiki/Bluewaters_power_station,gem_global_integrated_power_tracker
mitsubishi_corp,G100001050905,L100001045275,Bridgeman solar farm,AU,owner,Mitsubishi Corp,,https://www.gem.wiki/Bridgeman_solar_farm,gem_global_integrated_power_tracker
jera,G100000806459,L100000805614,Cape York Solar,AU,owner,JERA Co Inc,,https://www.gem.wiki/Cape_York_Solar,gem_global_integrated_power_tracker
hanwha_energy,G100000927827,L100000922306,Collinsville Green Energy Hub wind farm,AU,owner,Hanwha Impact,,https://www.gem.wiki/Collinsville_Green_Energy_Hub_wind_farm,gem_global_integrated_power_tracker
toyota_tsusho,G100000908242,L100000906041,Coonooer Bridge wind farm,AU,owner,Eurus Energy,1.0,https://www.gem.wiki/Coonooer_Bridge_wind_farm,gem_global_integrated_power_tracker
mitsui,G100000401509,L100000405112,Dry Creek GT power station,AU,parent,Mitsui & Co Ltd,0.28,https://www.gem.wiki/Dry_Creek_GT_power_station,gem_global_integrated_power_tracker
mitsui,G100000401510,L100000405112,Dry Creek GT power station,AU,parent,Mitsui & Co Ltd,0.28,https://www.gem.wiki/Dry_Creek_GT_power_station,gem_global_integrated_power_tracker
mitsui,G100000401511,L100000405112,Dry Creek GT power station,AU,parent,Mitsui & Co Ltd,0.28,https://www.gem.wiki/Dry_Creek_GT_power_station,gem_global_integrated_power_tracker
sojitz,G100000806494,L100000805648,Edenvale Solar Park,AU,owner,Sojitz Corp,0.5,https://www.gem.wiki/Edenvale_Solar_Park,gem_global_integrated_power_tracker
tokyo_gas,G100000409789,L100000407546,Ichthys LNG power station,AU,owner,Tokyo Gas Co Ltd,0.01,https://www.gem.wiki/Ichthys_LNG_power_station,gem_global_integrated_power_tracker
toyota_tsusho,G100000831054,L100000827547,Kennedy Energy Park solar farm,AU,owner,Windlab / Eurus,1.0,https://www.gem.wiki/Kennedy_Energy_Park_solar_farm,gem_global_integrated_power_tracker
toyota_tsusho,G100000908243,L100000906042,Kennedy Energy Park wind farm,AU,owner,Eurus Energy,,https://www.gem.wiki/Kennedy_Energy_Park_wind_farm,gem_global_integrated_power_tracker
jpower,G100000908250,L100000906049,Kidston Renewable Energy Hub wind farm,AU,owner,Electric Power Development Co Ltd,0.5,https://www.gem.wiki/Kidston_Renewable_Energy_Hub_wind_farm,gem_global_integrated_power_tracker
jera,G100000806293,L100000805460,Kingfisher Solar Storage,AU,owner,JERA Co Inc,,https://www.gem.wiki/Kingfisher_Solar_Storage,gem_global_integrated_power_tracker
komipo,G100001023266,L100001020414,Kumbarilla renewable energy park solar farm,AU,owner,Korea Midland Power Co Ltd,,https://www.gem.wiki/Kumbarilla_renewable_energy_park_solar_farm,gem_global_integrated_power_tracker
mitsui,G100000409792,L100000407607,Kwinana Refinery cogeneration power station,AU,owner,Mitsui & Co Ltd,0.35,https://www.gem.wiki/Kwinana_Refinery_cogeneration_power_station,gem_global_integrated_power_tracker
mitsui,G100000401527,L100000405122,Mintaro GT power station,AU,parent,Mitsui & Co Ltd,0.28,https://www.gem.wiki/Mintaro_GT_power_station,gem_global_integrated_power_tracker
jera,G100000806460,L100000805615,Nowingi Solar,AU,owner,JERA Co Inc,,https://www.gem.wiki/Nowingi_Solar,gem_global_integrated_power_tracker
mitsui,G100000401536,L100000405128,Pelican Point power station,AU,parent,Mitsui & Co Ltd,0.28,https://www.gem.wiki/Pelican_Point_power_station,gem_global_integrated_power_tracker
mitsui,G100001018523,L100000405128,Pelican Point power station,AU,parent,Mitsui & Co Ltd,0.28,https://www.gem.wiki/Pelican_Point_power_station,gem_global_integrated_power_tracker
jera,G100000806461,L100000805616,Riverland solar farm,AU,owner,JERA Co Inc,,https://www.gem.wiki/Riverland_solar_farm,gem_global_integrated_power_tracker
samsung_ct,G100001050978,L100001045308,Romani solar farm,AU,owner,Samsung C&T Corp,,https://www.gem.wiki/Samsung_Romani_solar_farm,gem_global_integrated_power_tracker
marubeni,G100001050976,L100001045306,Roy Hill Iron Ore Mine solar farm,AU,owner,Marubeni Corp,0.15,https://www.gem.wiki/Roy_Hill_Iron_Ore_Mine_solar_farm,gem_global_integrated_power_tracker
sumitomo_corp,G100000833175,L100000829386,Barapkuria solar farm,BD,owner,Sumitomo Corp,,https://www.gem.wiki/Barapkuria_solar_farm,gem_global_integrated_power_tracker
kepco,G100000106579,L100000100066,Maheshkhali power station (KEPCO),BD,owner,Korea Electric Power Corp,1.0,https://www.gem.wiki/Maheshkhali_power_station_(KEPCO),gem_global_integrated_power_tracker
kepco,G100000113487,L100000100066,Maheshkhali power station (KEPCO),BD,owner,Korea Electric Power Corp,1.0,https://www.gem.wiki/Maheshkhali_power_station_(KEPCO),gem_global_integrated_power_tracker
mitsui,G100000400851,L100000406360,Matarbari LNG power station,BD,parent,Mitsui & Co Ltd,0.5,https://www.gem.wiki/Matarbari_LNG_power_station,gem_global_integrated_power_tracker
mitsubishi_corp,G100000400843,L100000406361,Matarbari Summit power station,BD,parent,Mitsubishi Corp,0.33299999999999996,https://www.gem.wiki/Matarbari_Summit_power_station,gem_global_integrated_power_tracker
mitsubishi_corp,G100000400844,L100000406361,Matarbari Summit power station,BD,parent,Mitsubishi Corp,0.33299999999999996,https://www.gem.wiki/Matarbari_Summit_power_station,gem_global_integrated_power_tracker
mitsubishi_corp,G100000400845,L100000406361,Matarbari Summit power station,BD,parent,Mitsubishi Corp,0.33299999999999996,https://www.gem.wiki/Matarbari_Summit_power_station,gem_global_integrated_power_tracker
mitsubishi_corp,G100000400846,L100000406361,Matarbari Summit power station,BD,parent,Mitsubishi Corp,0.33299999999999996,https://www.gem.wiki/Matarbari_Summit_power_station,gem_global_integrated_power_tracker
mitsui,G100000113489,L100000100072,Pekua power station,BD,owner,Mitsui & Co Ltd,1.0,https://www.gem.wiki/Pekua_power_station,gem_global_integrated_power_tracker
mitsui,G100000113490,L100000100072,Pekua power station,BD,owner,Mitsui & Co Ltd,1.0,https://www.gem.wiki/Pekua_power_station,gem_global_integrated_power_tracker
mitsui,G100000115101,L100000100072,Pekua power station,BD,owner,Mitsui & Co Ltd,1.0,https://www.gem.wiki/Pekua_power_station,gem_global_integrated_power_tracker
mitsui,G100000115102,L100000100072,Pekua power station,BD,owner,Mitsui & Co Ltd,1.0,https://www.gem.wiki/Pekua_power_station,gem_global_integrated_power_tracker
jera,G100000400848,L100000406357,Reliance Meghnaghat power station,BD,owner,JERA Co Inc,1.0,https://www.gem.wiki/Reliance_Meghnaghat_power_station,gem_global_integrated_power_tracker
sumitomo_corp,G100000919680,L100000915931,Belwind Offshore Wind Project,BE,owner,Sumitomo Corp,0.39,https://www.gem.wiki/Belwind_Offshore_Wind_Project,gem_global_integrated_power_tracker
mitsubishi_corp,G100000409989,L100000407650,Manage Seneffe power station,BE,parent,Mitsubishi Corp,0.8,https://www.gem.wiki/Manage_Seneffe_power_station,gem_global_integrated_power_tracker
sumitomo_corp,G100000919685,L100000915935,Nobelwind Offshore Wind Project,BE,owner,Sumitomo Corp,0.39,https://www.gem.wiki/Nobelwind_Offshore_Wind_Project,gem_global_integrated_power_tracker
sumitomo_corp,G100000919772,L100000916008,The Northwester 2 Offshore Wind Project,BE,owner,Sumitomo Corp,0.3,https://www.gem.wiki/The_Northwester_2_Offshore_Wind_Project,gem_global_integrated_power_tracker
koen,G100000806851,L100000805950,ASM PV solar farm,BG,owner,Korea South-East Power Co Ltd,0.5,https://www.gem.wiki/ASM_PV_solar_farm,gem_global_integrated_power_tracker
mhi,G100000917135,L100000913791,Kaliakra Cape wind farm,BG,owner,Mitsubishi Heavy Industries Ltd,1.0,https://www.gem.wiki/Kaliakra_Cape_wind_farm,gem_global_integrated_power_tracker
koen,G100000806840,L100000805942,PES PV solar farm,BG,owner,Korea South-East Power Co Ltd,0.5,https://www.gem.wiki/PES_PV_solar_farm,gem_global_integrated_power_tracker
mitsubishi_corp,G100000919639,L100000915894,Sliven wind farm,BG,owner,Mitsubishi Corporation Energy Solutions Ltd,,https://www.gem.wiki/Sliven_wind_farm,gem_global_integrated_power_tracker
sumitomo_corp,G100000404589,L100000405457,Al Hidd Power and Water Station,BH,parent,Sumitomo Corp,0.21,https://www.gem.wiki/Al_Hidd_Power_and_Water_Station,gem_global_integrated_power_tracker
mitsui,G100000404586,L100000405454,Al-Dur Power and Water Station,BH,owner,Mitsui & Co Ltd,0.3,https://www.gem.wiki/Al-Dur_Power_and_Water_Station,gem_global_integrated_power_tracker
mitsui,G100000411179,L100000405454,Al-Dur Power and Water Station,BH,owner,Mitsui & Co Ltd,0.3,https://www.gem.wiki/Al-Dur_Power_and_Water_Station,gem_global_integrated_power_tracker
toyota_tsusho,G100001021618,L100001019173,Pobè solar farm,BJ,owner,Toyota Tsusho Corp,,https://www.gem.wiki/Pobè_solar_farm,gem_global_integrated_power_tracker
mitsubishi_corp,G100001095198,L100001083914,Lumut Cogen power station,BN,parent,Mitsubishi Corp,0.083,https://www.gem.wiki/Lumut_Cogen_power_station,gem_global_integrated_power_tracker
mitsui,G100000600287,L100000600287,Jirau hydroelectric plant,BR,owner,Mitsui & Co Ltd,0.2,https://www.gem.wiki/Jirau_hydroelectric_plant,gem_global_integrated_power_tracker
mhi,G100000406790,L100000406514,Litos power station,BR,parent,Mitsubishi Power Americas Inc,0.33299999999999996,https://www.gem.wiki/Litos_power_station,gem_global_integrated_power_tracker
mhi,G100000406791,L100000406514,Litos power station,BR,parent,Mitsubishi Power Americas Inc,0.33299999999999996,https://www.gem.wiki/Litos_power_station,gem_global_integrated_power_tracker
mhi,G100000406792,L100000406514,Litos power station,BR,parent,Mitsubishi Power Americas Inc,0.33299999999999996,https://www.gem.wiki/Litos_power_station,gem_global_integrated_power_tracker
mhi,G100000406793,L100000406514,Litos power station,BR,parent,Mitsubishi Power Americas Inc,0.33299999999999996,https://www.gem.wiki/Litos_power_station,gem_global_integrated_power_tracker
mitsubishi_corp,G100000406788,L100000406512,Marlim Azul power station,BR,parent,Mitsubishi Corp,0.2,https://www.gem.wiki/Marlim_Azul_power_station,gem_global_integrated_power_tracker
samsung_ct,G100001033657,L100001028386,Drumheller solar project,CA,owner,Samsung C&T Corp,,https://www.gem.wiki/Drumheller_solar_project,gem_global_integrated_power_tracker
mitsui,G100000909359,L100000906953,East Lake St. Clair wind farm,CA,owner,Mitsui & Co Ltd,,https://www.gem.wiki/East_Lake_St._Clair_wind_farm,gem_global_integrated_power_tracker
mitsui,G100000909362,L100000906956,Erieau wind farm,CA,owner,Mitsui & Co Ltd,,https://www.gem.wiki/Erieau_wind_farm,gem_global_integrated_power_tracker
mitsui,G100000908900,L100000906599,Harrow wind farm,CA,owner,Mitsui & Co Ltd,,https://www.gem.wiki/Harrow_wind_farm,gem_global_integrated_power_tracker
mitsui,G100000908654,L100000906382,Plateau wind farm,CA,owner,Mitsui & Co Ltd,,https://www.gem.wiki/Plateau_wind_farm,gem_global_integrated_power_tracker
mitsui,G100000908980,L100000906664,Pointes Aux Roches wind farm,CA,owner,Mitsui & Co Ltd,,https://www.gem.wiki/Pointes_Aux_Roches_wind_farm,gem_global_integrated_power_tracker
mitsui,G100000404229,L100000405258,Whitby cogeneration station,CA,parent,Mitsui & Co Ltd,0.5,https://www.gem.wiki/Whitby_cogeneration_station,gem_global_integrated_power_tracker
dl_enc,G100000101634,L100000100183,Cochrane power station,CL,parent,DL Holdings,0.28,https://www.gem.wiki/Cochrane_power_station,gem_global_integrated_power_tracker
dl_enc,G100000101635,L100000100183,Cochrane power station,CL,parent,DL Holdings,0.28,https://www.gem.wiki/Cochrane_power_station,gem_global_integrated_power_tracker
sojitz,G100000808947,L100000807437,S4 Solar Power Plant,CL,owner,Sojitz Corp,1.0,https://www.gem.wiki/S4_Solar_Power_Plant,gem_global_integrated_power_tracker
toyota_tsusho,G100000837841,L100000832294,Teno solar farm,CL,owner,Eurus Energy,1.0,https://www.gem.wiki/Teno_solar_farm,gem_global_integrated_power_tracker
toyota_tsusho,G100000837859,L100000832312,Yungay solar farm,CL,owner,Eurus Energy,1.0,https://www.gem.wiki/Yungay_solar_farm,gem_global_integrated_power_tracker
kepco,G100000111116,L100000101467,Heshun power station,CN,parent,KEPCO Shanxi International,0.136,https://www.gem.wiki/Heshun_power_station,gem_global_integrated_power_tracker
jpower,G100000111116,L100000101467,Heshun power station,CN,parent,Electric Power Development Co Ltd,0.027999999999999997,https://www.gem.wiki/Heshun_power_station,gem_global_integrated_power_tracker
kepco,G100000111117,L100000101467,Heshun power station,CN,parent,KEPCO Shanxi International,0.136,https://www.gem.wiki/Heshun_power_station,gem_global_integrated_power_tracker
jpower,G100000111117,L100000101467,Heshun power station,CN,parent,Electric Power Development Co Ltd,0.027999999999999997,https://www.gem.wiki/Heshun_power_station,gem_global_integrated_power_tracker
kepco,G100000103885,L100000101468,High River power station,CN,parent,KEPCO Shanxi International,0.17,https://www.gem.wiki/High_River_power_station,gem_global_integrated_power_tracker
jpower,G100000103885,L100000101468,High River power station,CN,parent,Electric Power Development Co Ltd,0.035,https://www.gem.wiki/High_River_power_station,gem_global_integrated_power_tracker
kepco,G100000103886,L100000101468,High River power station,CN,parent,KEPCO Shanxi International,0.17,https://www.gem.wiki/High_River_power_station,gem_global_integrated_power_tracker
jpower,G100000103886,L100000101468,High River power station,CN,parent,Electric Power Development Co Ltd,0.035,https://www.gem.wiki/High_River_power_station,gem_global_integrated_power_tracker
itochu,G100000104399,L100000101346,Huaneng Jiaxiang power station,CN,parent,ITOCHU Corp,0.059000000000000004,https://www.gem.wiki/Huaneng_Jiaxiang_power_station,gem_global_integrated_power_tracker
itochu,G100000104400,L100000101346,Huaneng Jiaxiang power station,CN,parent,ITOCHU Corp,0.059000000000000004,https://www.gem.wiki/Huaneng_Jiaxiang_power_station,gem_global_integrated_power_tracker
itochu,G100000104401,L100000101346,Huaneng Jiaxiang power station,CN,parent,ITOCHU Corp,0.059000000000000004,https://www.gem.wiki/Huaneng_Jiaxiang_power_station,gem_global_integrated_power_tracker
itochu,G100000104402,L100000101346,Huaneng Jiaxiang power station,CN,parent,ITOCHU Corp,0.059000000000000004,https://www.gem.wiki/Huaneng_Jiaxiang_power_station,gem_global_integrated_power_tracker
itochu,G100000112868,L100000101361,Huaneng Jining Gaoxin cogen power station,CN,parent,ITOCHU Corp,0.059000000000000004,https://www.gem.wiki/Huaneng_Jining_Gaoxin_cogen_power_station,gem_global_integrated_power_tracker
itochu,G100000112869,L100000101361,Huaneng Jining Gaoxin cogen power station,CN,parent,ITOCHU Corp,0.059000000000000004,https://www.gem.wiki/Huaneng_Jining_Gaoxin_cogen_power_station,gem_global_integrated_power_tracker
itochu,G100000104499,L100000101350,Huaneng Qufu power station,CN,parent,ITOCHU Corp,0.059000000000000004,https://www.gem.wiki/Huaneng_Qufu_power_station,gem_global_integrated_power_tracker
