country,scenario,calendar_year,grid_gco2_per_kwh,basis,r_power
MZ,S1,2039,194.5321,pathway,-0.027573156
MZ,S1,2040,199.896,pathway,-0.027573156
MZ,S1,2041,205.4077,pathway,-0.027573156
MZ,S1,2042,211.0715,pathway,-0.027573156
MZ,S1,2043,216.8914,pathway,-0.027573156
MZ,S1,2044,222.8717,pathway,-0.027573156
MZ,S1,2045,229.017,pathway,-0.027573156
MZ,S1,2046,235.3317,pathway,-0.027573156
MZ,S1,2047,241.8206,pathway,-0.027573156
MZ,S1,2048,248.4883,pathway,-0.027573156
MZ,S1,2049,255.3399,pathway,-0.027573156
MZ,S1,2050,262.3805,pathway,-0.027573156
MZ,S1,2051,269.6151,pathway,-0.027573156
MZ,S1,2052,277.0493,pathway,-0.027573156
MZ,S1,2053,284.6884,pathway,-0.027573156
MZ,S1,2054,292.5382,pathway,-0.027573156
MZ,S1,2055,300.6044,pathway,-0.027573156
MZ,S1,2056,308.893,pathway,-0.027573156
MZ,S1,2057,317.4101,pathway,-0.027573156
MZ,S1,2058,326.1621,pathway,-0.027573156
MZ,S1,2059,335.1554,pathway,-0.027573156
MZ,S1,2060,344.3967,pathway,-0.027573156
MZ,S1,2061,353.8928,pathway,-0.027573156
MZ,S1,2062,363.6508,pathway,-0.027573156
MZ,S1,2063,373.6778,pathway,-0.027573156
MZ,S1,2064,383.9813,pathway,-0.027573156
MZ,S1,2065,394.5688,pathway,-0.027573156
MZ,S1,2066,405.4483,pathway,-0.027573156
MZ,S1,2067,416.6278,pathway,-0.027573156
MZ,S1,2068,428.1156,pathway,-0.027573156
MZ,S1,2069,439.9201,pathway,-0.027573156
MZ,S1,2070,452.0501,pathway,-0.027573156
MZ,S1,2071,464.5145,pathway,-0.027573156
MZ,S1,2072,477.3226,pathway,-0.027573156
MZ,S1,2073,490.4839,pathway,-0.027573156
MZ,S1,2074,504.0081,pathway,-0.027573156
MZ,S1,2075,517.9052,pathway,-0.027573156
MZ,S1,2076,532.1855,pathway,-0.027573156
MZ,S1,2077,546.8595,pathway,-0.027573156
MZ,S1,2078,561.9382,pathway,-0.027573156
MZ,S1,2079,577.4326,pathway,-0.027573156
MZ,S1,2080,593.3542,pathway,-0.027573156
MZ,S1,2081,609.7149,pathway,-0.027573156
MZ,S1,2082,626.5266,pathway,-0.027573156
MZ,S1,2083,643.8019,pathway,-0.027573156
MZ,S1,2084,661.5536,pathway,-0.027573156
MZ,S1,2085,679.7947,pathway,-0.027573156
MZ,S1,2086,698.5388,pathway,-0.027573156
MZ,S1,2087,717.7997,pathway,-0.027573156
MZ,S1,2088,737.5917,pathway,-0.027573156
MZ,S1,2089,757.9294,pathway,-0.027573156
MZ,S1,2090,778.828,pathway,-0.027573156
MZ,S1,2091,800.3027,pathway,-0.027573156
MZ,S1,2092,822.3696,pathway,-0.027573156
MZ,S1,2093,845.0449,pathway,-0.027573156
MZ,S1,2094,868.3454,pathway,-0.027573156
MZ,S1,2095,892.2885,pathway,-0.027573156
MZ,S1,2096,916.8917,pathway,-0.027573156
MZ,S1,2097,942.1733,pathway,-0.027573156
MZ,S1,2098,968.152,pathway,-0.027573156
MZ,S1,2099,994.847,pathway,-0.027573156
MZ,S1,2100,1022.278,pathway,-0.027573156
NG,S1,2000,411.81,observed,0.00830373
NG,S1,2001,411.77,observed,0.00830373
NG,S1,2002,412.07,observed,0.00830373
NG,S1,2003,420.3,observed,0.00830373
NG,S1,2004,442.16,observed,0.00830373
NG,S1,2005,444.59,observed,0.00830373
NG,S1,2006,481.83,observed,0.00830373
NG,S1,2007,481.95,observed,0.00830373
NG,S1,2008,482.01,observed,0.00830373
NG,S1,2009,508.34,observed,0.00830373
NG,S1,2010,499.04,observed,0.00830373
NG,S1,2011,515.53,observed,0.00830373
NG,S1,2012,527.84,observed,0.00830373
NG,S1,2013,535.78,observed,0.00830373
NG,S1,2014,547.4,observed,0.00830373
NG,S1,2015,529.7,observed,0.00830373
NG,S1,2016,511.22,observed,0.00830373
NG,S1,2017,500.0,observed,0.00830373
NG,S1,2018,519.48,observed,0.00830373
NG,S1,2019,505.76,observed,0.00830373
NG,S1,2020,523.42,observed,0.00830373
NG,S1,2021,522.7,observed,0.00830373
NG,S1,2022,497.37,observed,0.00830373
NG,S1,2023,510.26,observed,0.00830373
NG,S1,2024,495.74,observed,0.00830373
NG,S1,2025,455.71,observed,0.00830373
NG,S1,2026,451.9259,pathway,0.00830373
NG,S1,2027,448.1732,pathway,0.00830373
NG,S1,2028,444.4517,pathway,0.00830373
NG,S1,2029,440.7611,pathway,0.00830373
NG,S1,2030,437.1012,pathway,0.00830373
NG,S1,2031,433.4716,pathway,0.00830373
NG,S1,2032,429.8722,pathway,0.00830373
NG,S1,2033,426.3026,pathway,0.00830373
NG,S1,2034,422.7627,pathway,0.00830373
NG,S1,2035,419.2522,pathway,0.00830373
NG,S1,2036,415.7708,pathway,0.00830373
NG,S1,2037,412.3184,pathway,0.00830373
NG,S1,2038,408.8946,pathway,0.00830373
NG,S1,2039,405.4993,pathway,0.00830373
NG,S1,2040,402.1321,pathway,0.00830373
NG,S1,2041,398.7929,pathway,0.00830373
NG,S1,2042,395.4814,pathway,0.00830373
NG,S1,2043,392.1975,pathway,0.00830373
NG,S1,2044,388.9408,pathway,0.00830373
NG,S1,2045,385.7111,pathway,0.00830373
NG,S1,2046,382.5083,pathway,0.00830373
NG,S1,2047,379.332,pathway,0.00830373
NG,S1,2048,376.1822,pathway,0.00830373
NG,S1,2049,373.0584,pathway,0.00830373
NG,S1,2050,369.9607,pathway,0.00830373
NG,S1,2051,366.8886,pathway,0.00830373
NG,S1,2052,363.8421,pathway,0.00830373
NG,S1,2053,360.8208,pathway,0.00830373
NG,S1,2054,357.8247,pathway,0.00830373
NG,S1,2055,354.8534,pathway,0.00830373
NG,S1,2056,351.9068,pathway,0.00830373
NG,S1,2057,348.9846,pathway,0.00830373
NG,S1,2058,346.0868,pathway,0.00830373
NG,S1,2059,343.213,pathway,0.00830373
NG,S1,2060,340.363,pathway,0.00830373
NG,S1,2061,337.5367,pathway,0.00830373
NG,S1,2062,334.7339,pathway,0.00830373
NG,S1,2063,331.9544,pathway,0.00830373
NG,S1,2064,329.1979,pathway,0.00830373
NG,S1,2065,326.4643,pathway,0.00830373
NG,S1,2066,323.7535,pathway,0.00830373
NG,S1,2067,321.0651,pathway,0.00830373
NG,S1,2068,318.3991,pathway,0.00830373
NG,S1,2069,315.7552,pathway,0.00830373
NG,S1,2070,313.1332,pathway,0.00830373
NG,S1,2071,310.533,pathway,0.00830373
NG,S1,2072,307.9545,pathway,0.00830373
NG,S1,2073,305.3973,pathway,0.00830373
NG,S1,2074,302.8614,pathway,0.00830373
NG,S1,2075,300.3465,pathway,0.00830373
NG,S1,2076,297.8525,pathway,0.00830373
NG,S1,2077,295.3792,pathway,0.00830373
NG,S1,2078,292.9264,pathway,0.00830373
NG,S1,2079,290.4941,pathway,0.00830373
NG,S1,2080,288.0819,pathway,0.00830373
NG,S1,2081,285.6897,pathway,0.00830373
NG,S1,2082,283.3174,pathway,0.00830373
NG,S1,2083,280.9648,pathway,0.00830373
NG,S1,2084,278.6318,pathway,0.00830373
NG,S1,2085,276.3181,pathway,0.00830373
NG,S1,2086,274.0236,pathway,0.00830373
NG,S1,2087,271.7482,pathway,0.00830373
NG,S1,2088,269.4917,pathway,0.00830373
NG,S1,2089,267.2539,pathway,0.00830373
NG,S1,2090,265.0347,pathway,0.00830373
NG,S1,2091,262.8339,pathway,0.00830373
NG,S1,2092,260.6514,pathway,0.00830373
NG,S1,2093,258.487,pathway,0.00830373
NG,S1,2094,256.3406,pathway,0.00830373
NG,S1,2095,254.2121,pathway,0.00830373
NG,S1,2096,252.1011,pathway,0.00830373
NG,S1,2097,250.0078,pathway,0.00830373
NG,S1,2098,247.9318,pathway,0.00830373
NG,S1,2099,245.873,pathway,0.00830373
NG,S1,2100,243.8313,pathway,0.00830373
NG,S2,2000,411.81,observed,0.025434582
NG,S2,2001,411.77,observed,0.025434582
NG,S2,2002,412.07,observed,0.025434582
NG,S2,2003,420.3,observed,0.025434582
NG,S2,2004,442.16,observed,0.025434582
NG,S2,2005,444.59,observed,0.025434582
NG,S2,2006,481.83,observed,0.025434582
NG,S2,2007,481.95,observed,0.025434582
NG,S2,2008,482.01,observed,0.025434582
NG,S2,2009,508.34,observed,0.025434582
NG,S2,2010,499.04,observed,0.025434582
NG,S2,2011,515.53,observed,0.025434582
NG,S2,2012,527.84,observed,0.025434582
NG,S2,2013,535.78,observed,0.025434582
NG,S2,2014,547.4,observed,0.025434582
NG,S2,2015,529.7,observed,0.025434582
NG,S2,2016,511.22,observed,0.025434582
NG,S2,2017,500.0,observed,0.025434582
NG,S2,2018,519.48,observed,0.025434582
NG,S2,2019,505.76,observed,0.025434582
NG,S2,2020,523.42,observed,0.025434582
NG,S2,2021,522.7,observed,0.025434582
NG,S2,2022,497.37,observed,0.025434582
NG,S2,2023,510.26,observed,0.025434582
NG,S2,2024,495.74,observed,0.025434582
NG,S2,2025,455.71,observed,0.025434582
NG,S2,2026,444.1192,pathway,0.025434582
NG,S2,2027,432.8232,pathway,0.025434582
NG,S2,2028,421.8145,pathway,0.025434582
NG,S2,2029,411.0859,pathway,0.025434582
NG,S2,2030,400.6301,pathway,0.025434582
NG,S2,2031,390.4402,pathway,0.025434582
NG,S2,2032,380.5095,pathway,0.025434582
NG,S2,2033,370.8314,pathway,0.025434582
NG,S2,2034,361.3995,pathway,0.025434582
NG,S2,2035,352.2074,pathway,0.025434582
NG,S2,2036,343.2492,pathway,0.025434582
NG,S2,2037,334.5188,pathway,0.025434582
NG,S2,2038,326.0104,pathway,0.025434582
NG,S2,2039,317.7185,pathway,0.025434582
NG,S2,2040,309.6375,pathway,0.025434582
NG,S2,2041,301.762,pathway,0.025434582
NG,S2,2042,294.0868,pathway,0.025434582
NG,S2,2043,286.6068,pathway,0.025434582
NG,S2,2044,279.3171,pathway,0.025434582
NG,S2,2045,272.2128,pathway,0.025434582
NG,S2,2046,265.2891,pathway,0.025434582
NG,S2,2047,258.5416,pathway,0.025434582
NG,S2,2048,251.9657,pathway,0.025434582
NG,S2,2049,245.5571,pathway,0.025434582
NG,S2,2050,239.3114,pathway,0.025434582
NG,S2,2051,233.2247,pathway,0.025434582
NG,S2,2052,227.2927,pathway,0.025434582
NG,S2,2053,221.5116,pathway,0.025434582
NG,S2,2054,215.8775,pathway,0.025434582
NG,S2,2055,210.3868,pathway,0.025434582
NG,S2,2056,205.0357,pathway,0.025434582
NG,S2,2057,199.8207,pathway,0.025434582
NG,S2,2058,194.7383,pathway,0.025434582
NG,S2,2059,189.7852,pathway,0.025434582
NG,S2,2060,184.9581,pathway,0.025434582
NG,S2,2061,180.2538,pathway,0.025434582
NG,S2,2062,175.6691,pathway,0.025434582
NG,S2,2063,171.2011,pathway,0.025434582
NG,S2,2064,166.8466,pathway,0.025434582
NG,S2,2065,162.603,pathway,0.025434582
NG,S2,2066,158.4672,pathway,0.025434582
NG,S2,2067,154.4367,pathway,0.025434582
NG,S2,2068,150.5086,pathway,0.025434582
NG,S2,2069,146.6805,pathway,0.025434582
NG,S2,2070,142.9498,pathway,0.025434582
NG,S2,2071,139.3139,pathway,0.025434582
NG,S2,2072,135.7705,pathway,0.025434582
NG,S2,2073,132.3172,pathway,0.025434582
NG,S2,2074,128.9518,pathway,0.025434582
NG,S2,2075,125.672,pathway,0.025434582
NG,S2,2076,122.4755,pathway,0.025434582
NG,S2,2077,119.3604,pathway,0.025434582
NG,S2,2078,116.3245,pathway,0.025434582
NG,S2,2079,113.3659,pathway,0.025434582
NG,S2,2080,110.4825,pathway,0.025434582
NG,S2,2081,107.6724,pathway,0.025434582
NG,S2,2082,104.9338,pathway,0.025434582
NG,S2,2083,102.2648,pathway,0.025434582
NG,S2,2084,99.6638,pathway,0.025434582
NG,S2,2085,97.1289,pathway,0.025434582
NG,S2,2086,94.6584,pathway,0.025434582
NG,S2,2087,92.2508,pathway,0.025434582
NG,S2,2088,89.9045,pathway,0.025434582
NG,S2,2089,87.6178,pathway,0.025434582
NG,S2,2090,85.3893,pathway,0.025434582
NG,S2,2091,83.2174,pathway,0.025434582
NG,S2,2092,81.1008,pathway,0.025434582
NG,S2,2093,79.0381,pathway,0.025434582
NG,S2,2094,77.0278,pathway,0.025434582
NG,S2,2095,75.0686,pathway,0.025434582
NG,S2,2096,73.1593,pathway,0.025434582
NG,S2,2097,71.2985,pathway,0.025434582
NG,S2,2098,69.485,pathway,0.025434582
NG,S2,2099,67.7177,pathway,0.025434582
NG,S2,2100,65.9953,pathway,0.025434582
NL,S1,1990,588.26,observed,0.083141878
NL,S1,1991,566.79,observed,0.083141878
NL,S1,1992,556.83,observed,0.083141878
NL,S1,1993,548.37,observed,0.083141878
NL,S1,1994,561.97,observed,0.083141878
NL,S1,1995,579.09,observed,0.083141878
NL,S1,1996,558.94,observed,0.083141878
NL,S1,1997,556.99,observed,0.083141878
NL,S1,1998,554.87,observed,0.083141878
NL,S1,1999,533.23,observed,0.083141878
NL,S1,2000,540.31,observed,0.083141878
NL,S1,2001,541.03,observed,0.083141878
NL,S1,2002,538.78,observed,0.083141878
NL,S1,2003,540.8,observed,0.083141878
NL,S1,2004,522.74,observed,0.083141878
NL,S1,2005,511.72,observed,0.083141878
NL,S1,2006,511.38,observed,0.083141878
NL,S1,2007,509.74,observed,0.083141878
NL,S1,2008,494.4,observed,0.083141878
NL,S1,2009,486.69,observed,0.083141878
NL,S1,2010,478.15,observed,0.083141878
NL,S1,2011,472.3,observed,0.083141878
NL,S1,2012,494.48,observed,0.083141878
NL,S1,2013,500.6,observed,0.083141878
NL,S1,2014,521.25,observed,0.083141878
NL,S1,2015,551.43,observed,0.083141878
NL,S1,2016,524.57,observed,0.083141878
NL,S1,2017,489.66,observed,0.083141878
NL,S1,2018,467.11,observed,0.083141878
NL,S1,2019,410.0,observed,0.083141878
NL,S1,2020,342.9,observed,0.083141878
NL,S1,2021,351.97,observed,0.083141878
NL,S1,2022,325.61,observed,0.083141878
NL,S1,2023,268.17,observed,0.083141878
NL,S1,2024,250.72,observed,0.083141878
NL,S1,2025,253.56,observed,0.083141878
NL,S1,2026,232.4785,pathway,0.083141878
NL,S1,2027,213.1498,pathway,0.083141878
NL,S1,2028,195.4282,pathway,0.083141878
NL,S1,2029,179.1799,pathway,0.083141878
NL,S1,2030,164.2825,pathway,0.083141878
NL,S1,2031,150.6238,pathway,0.083141878
NL,S1,2032,138.1006,pathway,0.083141878
NL,S1,2033,126.6187,pathway,0.083141878
NL,S1,2034,116.0914,pathway,0.083141878
NL,S1,2035,106.4393,pathway,0.083141878
NL,S1,2036,97.5898,pathway,0.083141878
NL,S1,2037,89.476,pathway,0.083141878
NL,S1,2038,82.0368,pathway,0.083141878
NL,S1,2039,75.2161,pathway,0.083141878
NL,S1,2040,68.9625,pathway,0.083141878
NL,S1,2041,63.2288,pathway,0.083141878
NL,S1,2042,57.9718,pathway,0.083141878
NL,S1,2043,53.1519,pathway,0.083141878
NL,S1,2044,48.7328,pathway,0.083141878
NL,S1,2045,44.6811,pathway,0.083141878
NL,S1,2046,40.9662,pathway,0.083141878
NL,S1,2047,37.5602,pathway,0.083141878
NL,S1,2048,34.4374,pathway,0.083141878
NL,S1,2049,31.5742,pathway,0.083141878
NL,S1,2050,28.949,pathway,0.083141878
NL,S1,2051,26.5422,pathway,0.083141878
NL,S1,2052,24.3354,pathway,0.083141878
NL,S1,2053,22.3121,pathway,0.083141878
NL,S1,2054,20.457,pathway,0.083141878
NL,S1,2055,18.7562,pathway,0.083141878
NL,S1,2056,17.1968,pathway,0.083141878
NL,S1,2057,15.767,pathway,0.083141878
NL,S1,2058,14.4561,pathway,0.083141878
NL,S1,2059,13.2542,pathway,0.083141878
NL,S1,2060,12.1522,pathway,0.083141878
NL,S1,2061,11.1419,pathway,0.083141878
NL,S1,2062,10.2155,pathway,0.083141878
NL,S1,2063,9.3662,pathway,0.083141878
NL,S1,2064,8.5874,pathway,0.083141878
NL,S1,2065,7.8735,pathway,0.083141878
NL,S1,2066,7.2189,pathway,0.083141878
NL,S1,2067,6.6187,pathway,0.083141878
NL,S1,2068,6.0684,pathway,0.083141878
NL,S1,2069,5.5638,pathway,0.083141878
NL,S1,2070,5.1013,pathway,0.083141878
NL,S1,2071,4.6771,pathway,0.083141878
NL,S1,2072,4.2883,pathway,0.083141878
NL,S1,2073,3.9317,pathway,0.083141878
NL,S1,2074,3.6048,pathway,0.083141878
NL,S1,2075,3.3051,pathway,0.083141878
NL,S1,2076,3.0303,pathway,0.083141878
NL,S1,2077,2.7784,pathway,0.083141878
NL,S1,2078,2.5474,pathway,0.083141878
NL,S1,2079,2.3356,pathway,0.083141878
NL,S1,2080,2.1414,pathway,0.083141878
NL,S1,2081,1.9634,pathway,0.083141878
NL,S1,2082,1.8001,pathway,0.083141878
NL,S1,2083,1.6505,pathway,0.083141878
NL,S1,2084,1.5132,pathway,0.083141878
NL,S1,2085,1.3874,pathway,0.083141878
NL,S1,2086,1.2721,pathway,0.083141878
NL,S1,2087,1.1663,pathway,0.083141878
NL,S1,2088,1.0693,pathway,0.083141878
NL,S1,2089,0.9804,pathway,0.083141878
NL,S1,2090,0.8989,pathway,0.083141878
NL,S1,2091,0.8242,pathway,0.083141878
NL,S1,2092,0.7557,pathway,0.083141878
NL,S1,2093,0.6928,pathway,0.083141878
NL,S1,2094,0.6352,pathway,0.083141878
NL,S1,2095,0.5824,pathway,0.083141878
NL,S1,2096,0.534,pathway,0.083141878
NL,S1,2097,0.4896,pathway,0.083141878
NL,S1,2098,0.4489,pathway,0.083141878
NL,S1,2099,0.4116,pathway,0.083141878
NL,S1,2100,0.3773,pathway,0.083141878
NL,S2,1990,588.26,observed,0.092807944
NL,S2,1991,566.79,observed,0.092807944
NL,S2,1992,556.83,observed,0.092807944
NL,S2,1993,548.37,observed,0.092807944
NL,S2,1994,561.97,observed,0.092807944
NL,S2,1995,579.09,observed,0.092807944
NL,S2,1996,558.94,observed,0.092807944
NL,S2,1997,556.99,observed,0.092807944
NL,S2,1998,554.87,observed,0.092807944
NL,S2,1999,533.23,observed,0.092807944
NL,S2,2000,540.31,observed,0.092807944
NL,S2,2001,541.03,observed,0.092807944
NL,S2,2002,538.78,observed,0.092807944
NL,S2,2003,540.8,observed,0.092807944
NL,S2,2004,522.74,observed,0.092807944
NL,S2,2005,511.72,observed,0.092807944
NL,S2,2006,511.38,observed,0.092807944
NL,S2,2007,509.74,observed,0.092807944
NL,S2,2008,494.4,observed,0.092807944
NL,S2,2009,486.69,observed,0.092807944
NL,S2,2010,478.15,observed,0.092807944
NL,S2,2011,472.3,observed,0.092807944
NL,S2,2012,494.48,observed,0.092807944
NL,S2,2013,500.6,observed,0.092807944
NL,S2,2014,521.25,observed,0.092807944
NL,S2,2015,551.43,observed,0.092807944
NL,S2,2016,524.57,observed,0.092807944
NL,S2,2017,489.66,observed,0.092807944
NL,S2,2018,467.11,observed,0.092807944
NL,S2,2019,410.0,observed,0.092807944
NL,S2,2020,342.9,observed,0.092807944
NL,S2,2021,351.97,observed,0.092807944
NL,S2,2022,325.61,observed,0.092807944
NL,S2,2023,268.17,observed,0.092807944
NL,S2,2024,250.72,observed,0.092807944
NL,S2,2025,253.56,observed,0.092807944
NL,S2,2026,230.0276,pathway,0.092807944
NL,S2,2027,208.6792,pathway,0.092807944
NL,S2,2028,189.3121,pathway,0.092807944
NL,S2,2029,171.7425,pathway,0.092807944
NL,S2,2030,155.8034,pathway,0.092807944
NL,S2,2031,141.3436,pathway,0.092807944
NL,S2,2032,128.2258,pathway,0.092807944
NL,S2,2033,116.3254,pathway,0.092807944
NL,S2,2034,105.5295,pathway,0.092807944
NL,S2,2035,95.7355,pathway,0.092807944
NL,S2,2036,86.8505,pathway,0.092807944
NL,S2,2037,78.7901,pathway,0.092807944
NL,S2,2038,71.4777,pathway,0.092807944
NL,S2,2039,64.844,pathway,0.092807944
NL,S2,2040,58.826,pathway,0.092807944
NL,S2,2041,53.3665,pathway,0.092807944
NL,S2,2042,48.4136,pathway,0.092807944
NL,S2,2043,43.9205,pathway,0.092807944
NL,S2,2044,39.8443,pathway,0.092807944
NL,S2,2045,36.1464,pathway,0.092807944
NL,S2,2046,32.7918,pathway,0.092807944
NL,S2,2047,29.7484,pathway,0.092807944
NL,S2,2048,26.9875,pathway,0.092807944
NL,S2,2049,24.4829,pathway,0.092807944
NL,S2,2050,22.2107,pathway,0.092807944
NL,S2,2051,20.1493,pathway,0.092807944
NL,S2,2052,18.2793,pathway,0.092807944
NL,S2,2053,16.5829,pathway,0.092807944
NL,S2,2054,15.0438,pathway,0.092807944
NL,S2,2055,13.6477,pathway,0.092807944
NL,S2,2056,12.381,pathway,0.092807944
NL,S2,2057,11.232,pathway,0.092807944
NL,S2,2058,10.1896,pathway,0.092807944
NL,S2,2059,9.2439,pathway,0.092807944
NL,S2,2060,8.386,pathway,0.092807944
NL,S2,2061,7.6077,pathway,0.092807944
NL,S2,2062,6.9016,pathway,0.092807944
NL,S2,2063,6.2611,pathway,0.092807944
NL,S2,2064,5.68,pathway,0.092807944
NL,S2,2065,5.1529,pathway,0.092807944
NL,S2,2066,4.6747,pathway,0.092807944
NL,S2,2067,4.2408,pathway,0.092807944
NL,S2,2068,3.8472,pathway,0.092807944
NL,S2,2069,3.4902,pathway,0.092807944
NL,S2,2070,3.1663,pathway,0.092807944
NL,S2,2071,2.8724,pathway,0.092807944
NL,S2,2072,2.6058,pathway,0.092807944
NL,S2,2073,2.364,pathway,0.092807944
NL,S2,2074,2.1446,pathway,0.092807944
NL,S2,2075,1.9456,pathway,0.092807944
NL,S2,2076,1.765,pathway,0.092807944
NL,S2,2077,1.6012,pathway,0.092807944
NL,S2,2078,1.4526,pathway,0.092807944
NL,S2,2079,1.3178,pathway,0.092807944
NL,S2,2080,1.1955,pathway,0.092807944
NL,S2,2081,1.0845,pathway,0.092807944
NL,S2,2082,0.9839,pathway,0.092807944
NL,S2,2083,0.8926,pathway,0.092807944
NL,S2,2084,0.8097,pathway,0.092807944
NL,S2,2085,0.7346,pathway,0.092807944
NL,S2,2086,0.6664,pathway,0.092807944
NL,S2,2087,0.6046,pathway,0.092807944
NL,S2,2088,0.5484,pathway,0.092807944
NL,S2,2089,0.4975,pathway,0.092807944
NL,S2,2090,0.4514,pathway,0.092807944
NL,S2,2091,0.4095,pathway,0.092807944
NL,S2,2092,0.3715,pathway,0.092807944
NL,S2,2093,0.337,pathway,0.092807944
NL,S2,2094,0.3057,pathway,0.092807944
NL,S2,2095,0.2773,pathway,0.092807944
NL,S2,2096,0.2516,pathway,0.092807944
NL,S2,2097,0.2283,pathway,0.092807944
NL,S2,2098,0.2071,pathway,0.092807944
NL,S2,2099,0.1879,pathway,0.092807944
NL,S2,2100,0.1704,pathway,0.092807944
NO,S1,1990,25.58,observed,0.016907409
NO,S1,1991,25.6,observed,0.016907409
NO,S1,1992,25.45,observed,0.016907409
NO,S1,1993,25.48,observed,0.016907409
NO,S1,1994,26.35,observed,0.016907409
NO,S1,1995,26.18,observed,0.016907409
NO,S1,1996,27.13,observed,0.016907409
NO,S1,1997,26.61,observed,0.016907409
NO,S1,1998,26.37,observed,0.016907409
NO,S1,1999,26.66,observed,0.016907409
NO,S1,2000,25.75,observed,0.016907409
NO,S1,2001,26.87,observed,0.016907409
NO,S1,2002,26.49,observed,0.016907409
NO,S1,2003,27.75,observed,0.016907409
NO,S1,2004,27.88,observed,0.016907409
NO,S1,2005,26.96,observed,0.016907409
NO,S1,2006,27.88,observed,0.016907409
NO,S1,2007,28.58,observed,0.016907409
NO,S1,2008,27.48,observed,0.016907409
NO,S1,2009,39.09,observed,0.016907409
NO,S1,2010,42.88,observed,0.016907409
NO,S1,2011,38.36,observed,0.016907409
NO,S1,2012,32.15,observed,0.016907409
NO,S1,2013,33.95,observed,0.016907409
NO,S1,2014,33.93,observed,0.016907409
NO,S1,2015,33.64,observed,0.016907409
NO,S1,2016,33.1,observed,0.016907409
NO,S1,2017,32.98,observed,0.016907409
NO,S1,2018,33.1,observed,0.016907409
NO,S1,2019,33.48,observed,0.016907409
NO,S1,2020,30.39,observed,0.016907409
NO,S1,2021,26.92,observed,0.016907409
NO,S1,2022,29.64,observed,0.016907409
NO,S1,2023,30.46,observed,0.016907409
NO,S1,2024,29.66,observed,0.016907409
NO,S1,2025,28.11,observed,0.016907409
NO,S1,2026,27.6347,pathway,0.016907409
NO,S1,2027,27.1675,pathway,0.016907409
NO,S1,2028,26.7082,pathway,0.016907409
NO,S1,2029,26.2566,pathway,0.016907409
NO,S1,2030,25.8127,pathway,0.016907409
NO,S1,2031,25.3762,pathway,0.016907409
NO,S1,2032,24.9472,pathway,0.016907409
NO,S1,2033,24.5254,pathway,0.016907409
NO,S1,2034,24.1107,pathway,0.016907409
NO,S1,2035,23.7031,pathway,0.016907409
NO,S1,2036,23.3023,pathway,0.016907409
NO,S1,2037,22.9084,pathway,0.016907409
NO,S1,2038,22.521,pathway,0.016907409
NO,S1,2039,22.1403,pathway,0.016907409
NO,S1,2040,21.7659,pathway,0.016907409
NO,S1,2041,21.3979,pathway,0.016907409
NO,S1,2042,21.0361,pathway,0.016907409
NO,S1,2043,20.6805,pathway,0.016907409
NO,S1,2044,20.3308,pathway,0.016907409
NO,S1,2045,19.9871,pathway,0.016907409
NO,S1,2046,19.6491,pathway,0.016907409
NO,S1,2047,19.3169,pathway,0.016907409
NO,S1,2048,18.9903,pathway,0.016907409
NO,S1,2049,18.6693,pathway,0.016907409
NO,S1,2050,18.3536,pathway,0.016907409
NO,S1,2051,18.0433,pathway,0.016907409
NO,S1,2052,17.7382,pathway,0.016907409
NO,S1,2053,17.4383,pathway,0.016907409
NO,S1,2054,17.1435,pathway,0.016907409
NO,S1,2055,16.8536,pathway,0.016907409
NO,S1,2056,16.5687,pathway,0.016907409
NO,S1,2057,16.2885,pathway,0.016907409
NO,S1,2058,16.0132,pathway,0.016907409
NO,S1,2059,15.7424,pathway,0.016907409
NO,S1,2060,15.4762,pathway,0.016907409
NO,S1,2061,15.2146,pathway,0.016907409
NO,S1,2062,14.9573,pathway,0.016907409
NO,S1,2063,14.7045,pathway,0.016907409
NO,S1,2064,14.4558,pathway,0.016907409
NO,S1,2065,14.2114,pathway,0.016907409
NO,S1,2066,13.9712,pathway,0.016907409
NO,S1,2067,13.7349,pathway,0.016907409
NO,S1,2068,13.5027,pathway,0.016907409
NO,S1,2069,13.2744,pathway,0.016907409
NO,S1,2070,13.05,pathway,0.016907409
NO,S1,2071,12.8293,pathway,0.016907409
NO,S1,2072,12.6124,pathway,0.016907409
NO,S1,2073,12.3992,pathway,0.016907409
NO,S1,2074,12.1895,pathway,0.016907409
NO,S1,2075,11.9835,pathway,0.016907409
NO,S1,2076,11.7808,pathway,0.016907409
NO,S1,2077,11.5817,pathway,0.016907409
NO,S1,2078,11.3858,pathway,0.016907409
NO,S1,2079,11.1933,pathway,0.016907409
NO,S1,2080,11.0041,pathway,0.016907409
NO,S1,2081,10.818,pathway,0.016907409
NO,S1,2082,10.6351,pathway,0.016907409
NO,S1,2083,10.4553,pathway,0.016907409
NO,S1,2084,10.2785,pathway,0.016907409
NO,S1,2085,10.1048,pathway,0.016907409
NO,S1,2086,9.9339,pathway,0.016907409
NO,S1,2087,9.766,pathway,0.016907409
NO,S1,2088,9.6008,pathway,0.016907409
NO,S1,2089,9.4385,pathway,0.016907409
NO,S1,2090,9.2789,pathway,0.016907409
NO,S1,2091,9.1221,pathway,0.016907409
NO,S1,2092,8.9678,pathway,0.016907409
NO,S1,2093,8.8162,pathway,0.016907409
NO,S1,2094,8.6671,pathway,0.016907409
