gem_unit_id,scenario,dimension,variant,parameter,ti_lifetime_tco2,ti_remaining_tco2
G100000104500,S2,capacity_factor,low,0.53,6838501.9,479264.544
G100000104500,S2,capacity_factor,high,0.5728,7390743.186,517967.417
G100000104500,S2,efficiency,central,0.35,6838501.9,479264.544
G100000104500,S2,efficiency,low,0.325,8480458.004,557452.93
G100000104500,S2,efficiency,high,0.374,5468724.484,414037.048
G100000104500,S2,emission_factor,central,94600.0,6838501.9,479264.544
G100000104500,S2,emission_factor,low,89500.0,5687700.042,424464.456
G100000104500,S2,emission_factor,high,99700.0,7989225.662,534060.914
G100001072474,S1,lifetime,central,25,-873263.639,-873263.639
G100001072474,S1,lifetime,low,20,-733790.204,-733790.204
G100001072474,S1,lifetime,high,30,-998612.159,-998612.159
G100001072474,S1,capacity_factor,central,0.2023,-873263.639,-873263.639
G100001072474,S1,capacity_factor,low,0.2023,-873263.639,-873263.639
G100001072474,S1,capacity_factor,high,0.2379,-1026937.32,-1026937.32
G100001072474,S2,lifetime,central,25,-873263.639,-873263.639
G100001072474,S2,lifetime,low,20,-733790.204,-733790.204
G100001072474,S2,lifetime,high,30,-998612.159,-998612.159
G100001072474,S2,capacity_factor,central,0.2023,-873263.639,-873263.639
G100001072474,S2,capacity_factor,low,0.2023,-873263.639,-873263.639
G100001072474,S2,capacity_factor,high,0.2379,-1026937.32,-1026937.32
G100000112047,S1,lifetime,central,40,3966811.312,2553647.456
G100000112047,S1,lifetime,low,30,2585533.719,1172369.863
G100000112047,S1,lifetime,high,50,5516825.761,4103661.905
G100000112047,S1,capacity_factor,central,0.53,3966811.312,2553647.456
G100000112047,S1,capacity_factor,low,0.53,3966811.312,2553647.456
G100000112047,S1,capacity_factor,high,0.5728,4287150.039,2759866.535
G100000112047,S1,efficiency,central,0.35,3966811.312,2553647.456
G100000112047,S1,efficiency,low,0.325,4661819.191,2901151.395
G100000112047,S1,efficiency,high,0.374,3387011.351,2263747.475
G100000112047,S1,emission_factor,central,94600.0,3966811.312,2553647.456
G100000112047,S1,emission_factor,low,89500.0,3479699.418,2310091.51
G100000112047,S1,emission_factor,high,99700.0,4453890.152,2797186.876
G100000112047,S2,lifetime,central,40,3966811.312,2553647.456
G100000112047,S2,lifetime,low,30,2585533.719,1172369.863
G100000112047,S2,lifetime,high,50,5516825.761,4103661.905
G100000112047,S2,capacity_factor,central,0.53,3966811.312,2553647.456
G100000112047,S2,capacity_factor,low,0.53,3966811.312,2553647.456
G100000112047,S2,capacity_factor,high,0.5728,4287150.039,2759866.535
G100000112047,S2,efficiency,central,0.35,3966811.312,2553647.456
G100000112047,S2,efficiency,low,0.325,4661819.191,2901151.395
G100000112047,S2,efficiency,high,0.374,3387011.351,2263747.475
G100000112047,S2,emission_factor,central,94600.0,3966811.312,2553647.456
G100000112047,S2,emission_factor,low,89500.0,3479699.418,2310091.51
G100000112047,S2,emission_factor,high,99700.0,4453890.152,2797186.876
G100000112048,S1,lifetime,central,40,3966811.312,2553647.456
G100000112048,S1,lifetime,low,30,2585533.719,1172369.863
G100000112048,S1,lifetime,high,50,5516825.761,4103661.905
G100000112048,S1,capacity_factor,central,0.53,3966811.312,2553647.456
G100000112048,S1,capacity_factor,low,0.53,3966811.312,2553647.456
G100000112048,S1,capacity_factor,high,0.5728,4287150.039,2759866.535
G100000112048,S1,efficiency,central,0.35,3966811.312,2553647.456
G100000112048,S1,efficiency,low,0.325,4661819.191,2901151.395
G100000112048,S1,efficiency,high,0.374,3387011.351,2263747.475
G100000112048,S1,emission_factor,central,94600.0,3966811.312,2553647.456
G100000112048,S1,emission_factor,low,89500.0,3479699.418,2310091.51
G100000112048,S1,emission_factor,high,99700.0,4453890.152,2797186.876
G100000112048,S2,lifetime,central,40,3966811.312,2553647.456
G100000112048,S2,lifetime,low,30,2585533.719,1172369.863
G100000112048,S2,lifetime,high,50,5516825.761,4103661.905
G100000112048,S2,capacity_factor,central,0.53,3966811.312,2553647.456
G100000112048,S2,capacity_factor,low,0.53,3966811.312,2553647.456
G100000112048,S2,capacity_factor,high,0.5728,4287150.039,2759866.535
G100000112048,S2,efficiency,central,0.35,3966811.312,2553647.456
G100000112048,S2,efficiency,low,0.325,4661819.191,2901151.395
G100000112048,S2,efficiency,high,0.374,3387011.351,2263747.475
G100000112048,S2,emission_factor,central,94600.0,3966811.312,2553647.456
G100000112048,S2,emission_factor,low,89500.0,3479699.418,2310091.51
G100000112048,S2,emission_factor,high,99700.0,4453890.152,2797186.876
G100000105165,S1,lifetime,central,40,30728362.046,27830184.218
G100000105165,S1,lifetime,low,30,21093745.616,18195567.788
G100000105165,S1,lifetime,high,50,41238901.033,38340723.205
G100000105165,S1,capacity_factor,central,0.53,30728362.046,27830184.218
G100000105165,S1,capacity_factor,low,0.53,30728362.046,27830184.218
G100000105165,S1,capacity_factor,high,0.5728,33209822.23,30077602.87
G100000105165,S1,efficiency,central,0.39,30728362.046,27830184.218
G100000105165,S1,efficiency,low,0.363,34950113.273,31418672.759
G100000105165,S1,efficiency,high,0.417,27053284.364,24706368.188
G100000105165,S1,emission_factor,central,94600.0,30728362.046,27830184.218
G100000105165,S1,emission_factor,low,89500.0,27668563.713,25229355.633
G100000105165,S1,emission_factor,high,99700.0,33788508.79,30431308.948
G100000105165,S2,lifetime,central,40,30728362.046,27830184.218
G100000105165,S2,lifetime,low,30,21093745.616,18195567.788
G100000105165,S2,lifetime,high,50,41238901.033,38340723.205
G100000105165,S2,capacity_factor,central,0.53,30728362.046,27830184.218
G100000105165,S2,capacity_factor,low,0.53,30728362.046,27830184.218
G100000105165,S2,capacity_factor,high,0.5728,33209822.23,30077602.87
G100000105165,S2,efficiency,central,0.39,30728362.046,27830184.218
G100000105165,S2,efficiency,low,0.363,34950113.273,31418672.759
G100000105165,S2,efficiency,high,0.417,27053284.364,24706368.188
G100000105165,S2,emission_factor,central,94600.0,30728362.046,27830184.218
G100000105165,S2,emission_factor,low,89500.0,27668563.713,25229355.633
G100000105165,S2,emission_factor,high,99700.0,33788508.79,30431308.948
G100000105166,S1,lifetime,central,40,31309290.934,28844886.892
G100000105166,S1,lifetime,low,30,21578428.238,19114024.196
G100000105166,S1,lifetime,high,50,41897569.126,39433165.084
G100000105166,S1,capacity_factor,central,0.53,31309290.934,28844886.892
G100000105166,S1,capacity_factor,low,0.53,31309290.934,28844886.892
G100000105166,S1,capacity_factor,high,0.5728,33837663.865,31174247.571
G100000105166,S1,efficiency,central,0.39,31309290.934,28844886.892
G100000105166,S1,efficiency,low,0.363,35531042.16,32538919.213
G100000105166,S1,efficiency,high,0.417,27634213.252,25629193.92
G100000105166,S1,emission_factor,central,94600.0,31309290.934,28844886.892
G100000105166,S1,emission_factor,low,89500.0,28249492.6,26167563.348
G100000105166,S1,emission_factor,high,99700.0,34369437.677,31522515.29
G100000105166,S2,lifetime,central,40,31309290.934,28844886.892
G100000105166,S2,lifetime,low,30,21578428.238,19114024.196
G100000105166,S2,lifetime,high,50,41897569.126,39433165.084
G100000105166,S2,capacity_factor,central,0.53,31309290.934,28844886.892
G100000105166,S2,capacity_factor,low,0.53,31309290.934,28844886.892
G100000105166,S2,capacity_factor,high,0.5728,33837663.865,31174247.571
G100000105166,S2,efficiency,central,0.39,31309290.934,28844886.892
G100000105166,S2,efficiency,low,0.363,35531042.16,32538919.213
G100000105166,S2,efficiency,high,0.417,27634213.252,25629193.92
G100000105166,S2,emission_factor,central,94600.0,31309290.934,28844886.892
G100000105166,S2,emission_factor,low,89500.0,28249492.6,26167563.348
G100000105166,S2,emission_factor,high,99700.0,34369437.677,31522515.29
G100000106307,S1,lifetime,central,40,30134482.23,26824207.849
G100000106307,S1,lifetime,low,30,20598189.44,17287915.059
G100000106307,S1,lifetime,high,50,40565604.057,37255329.676
G100000106307,S1,capacity_factor,central,0.53,30134482.23,26824207.849
G100000106307,S1,capacity_factor,low,0.53,30134482.23,26824207.849
G100000106307,S1,capacity_factor,high,0.5728,32567983.817,28990389.164
G100000106307,S1,efficiency,central,0.39,30134482.23,26824207.849
G100000106307,S1,efficiency,low,0.363,34356233.458,30307152.61
G100000106307,S1,efficiency,high,0.417,26459404.548,23792268.761
G100000106307,S1,emission_factor,central,94600.0,30134482.23,26824207.849
G100000106307,S1,emission_factor,low,89500.0,27074683.897,24299874.223
G100000106307,S1,emission_factor,high,99700.0,33194628.974,29348828.911
G100000106307,S2,lifetime,central,40,30134482.23,26824207.849
G100000106307,S2,lifetime,low,30,20598189.44,17287915.059
G100000106307,S2,lifetime,high,50,40565604.057,37255329.676
G100000106307,S2,capacity_factor,central,0.53,30134482.23,26824207.849
G100000106307,S2,capacity_factor,low,0.53,30134482.23,26824207.849
G100000106307,S2,capacity_factor,high,0.5728,32567983.817,28990389.164
G100000106307,S2,efficiency,central,0.39,30134482.23,26824207.849
G100000106307,S2,efficiency,low,0.363,34356233.458,30307152.61
G100000106307,S2,efficiency,high,0.417,26459404.548,23792268.761
G100000106307,S2,emission_factor,central,94600.0,30134482.23,26824207.849
G100000106307,S2,emission_factor,low,89500.0,27074683.897,24299874.223
G100000106307,S2,emission_factor,high,99700.0,33194628.974,29348828.911
G100000106308,S1,lifetime,central,40,30134482.23,26824207.849
G100000106308,S1,lifetime,low,30,20598189.44,17287915.059
G100000106308,S1,lifetime,high,50,40565604.057,37255329.676
G100000106308,S1,capacity_factor,central,0.53,30134482.23,26824207.849
G100000106308,S1,capacity_factor,low,0.53,30134482.23,26824207.849
G100000106308,S1,capacity_factor,high,0.5728,32567983.817,28990389.164
G100000106308,S1,efficiency,central,0.39,30134482.23,26824207.849
G100000106308,S1,efficiency,low,0.363,34356233.458,30307152.61
G100000106308,S1,efficiency,high,0.417,26459404.548,23792268.761
G100000106308,S1,emission_factor,central,94600.0,30134482.23,26824207.849
G100000106308,S1,emission_factor,low,89500.0,27074683.897,24299874.223
G100000106308,S1,emission_factor,high,99700.0,33194628.974,29348828.911
G100000106308,S2,lifetime,central,40,30134482.23,26824207.849
G100000106308,S2,lifetime,low,30,20598189.44,17287915.059
G100000106308,S2,lifetime,high,50,40565604.057,37255329.676
G100000106308,S2,capacity_factor,central,0.53,30134482.23,26824207.849
G100000106308,S2,capacity_factor,low,0.53,30134482.23,26824207.849
G100000106308,S2,capacity_factor,high,0.5728,32567983.817,28990389.164
G100000106308,S2,efficiency,central,0.39,30134482.23,26824207.849
G100000106308,S2,efficiency,low,0.363,34356233.458,30307152.61
G100000106308,S2,efficiency,high,0.417,26459404.548,23792268.761
G100000106308,S2,emission_factor,central,94600.0,30134482.23,26824207.849
G100000106308,S2,emission_factor,low,89500.0,27074683.897,24299874.223
G100000106308,S2,emission_factor,high,99700.0,33194628.974,29348828.911
G100000803804,S1,lifetime,central,25,-389189.145,-173036.487
G100000803804,S1,lifetime,low,20,-328252.431,-112099.773
G100000803804,S1,lifetime,high,30,-443954.609,-227801.951
G100000803804,S1,capacity_factor,central,0.1116,-389189.145,-173036.487
G100000803804,S1,capacity_factor,low,0.108,-376634.656,-167454.665
G100000803804,S1,capacity_factor,high,0.1241,-432781.118,-192417.813
G100000803804,S2,lifetime,central,25,-389189.145,-173036.487
G100000803804,S2,lifetime,low,20,-328252.431,-112099.773
G100000803804,S2,lifetime,high,30,-443954.609,-227801.951
G100000803804,S2,capacity_factor,central,0.1116,-389189.145,-173036.487
G100000803804,S2,capacity_factor,low,0.108,-376634.656,-167454.665
G100000803804,S2,capacity_factor,high,0.1241,-432781.118,-192417.813
G100000107657,S1,lifetime,central,40,25507814.924,15888375.923
G100000107657,S1,lifetime,low,30,16516393.395,6896954.394
G100000107657,S1,lifetime,high,50,35636938.109,26017499.108
G100000107657,S1,capacity_factor,central,0.53,25507814.924,15888375.923
G100000107657,S1,capacity_factor,low,0.53,25507814.924,15888375.923
G100000107657,S1,capacity_factor,high,0.5728,27567691.298,17171437.223
G100000107657,S1,efficiency,central,0.35,25507814.924,15888375.923
G100000107657,S1,efficiency,low,0.325,30094866.898,18067225.61
G100000107657,S1,efficiency,high,0.374,21681135.152,14070703.031
G100000107657,S1,emission_factor,central,94600.0,25507814.924,15888375.923
G100000107657,S1,emission_factor,low,89500.0,22292876.396,14361280.121
G100000107657,S1,emission_factor,high,99700.0,28722535.272,17415368.088
G100000107657,S2,lifetime,central,40,25507814.924,15888375.923
G100000107657,S2,lifetime,low,30,16516393.395,6896954.394
G100000107657,S2,lifetime,high,50,35636938.109,26017499.108
G100000107657,S2,capacity_factor,central,0.53,25507814.924,15888375.923
G100000107657,S2,capacity_factor,low,0.53,25507814.924,15888375.923
G100000107657,S2,capacity_factor,high,0.5728,27567691.298,17171437.223
G100000107657,S2,efficiency,central,0.35,25507814.924,15888375.923
G100000107657,S2,efficiency,low,0.325,30094866.898,18067225.61
G100000107657,S2,efficiency,high,0.374,21681135.152,14070703.031
G100000107657,S2,emission_factor,central,94600.0,25507814.924,15888375.923
G100000107657,S2,emission_factor,low,89500.0,22292876.396,14361280.121
G100000107657,S2,emission_factor,high,99700.0,28722535.272,17415368.088
G100000107658,S1,lifetime,central,40,11322683.65,8892009.733
G100000107658,S1,lifetime,low,30,7593925.607,5163251.69
G100000107658,S1,lifetime,high,50,15443772.503,13013098.586
G100000107658,S1,capacity_factor,central,0.53,11322683.65,8892009.733
G100000107658,S1,capacity_factor,low,0.53,11322683.65,8892009.733
G100000107658,S1,capacity_factor,high,0.5728,12237043.763,9610081.464
G100000107658,S1,efficiency,central,0.37,11322683.65,8892009.733
G100000107658,S1,efficiency,low,0.344,13066831.327,10069309.415
G100000107658,S1,efficiency,high,0.396,9807585.726,7869318.635
G100000107658,S1,emission_factor,central,94600.0,11322683.65,8892009.733
G100000107658,S1,emission_factor,low,89500.0,10078558.147,8052225.019
G100000107658,S1,emission_factor,high,99700.0,12566689.81,9731713.891
G100000107658,S2,lifetime,central,40,11322683.65,8892009.733
G100000107658,S2,lifetime,low,30,7593925.607,5163251.69
G100000107658,S2,lifetime,high,50,15443772.503,13013098.586
G100000107658,S2,capacity_factor,central,0.53,11322683.65,8892009.733
G100000107658,S2,capacity_factor,low,0.53,11322683.65,8892009.733
G100000107658,S2,capacity_factor,high,0.5728,12237043.763,9610081.464
G100000107658,S2,efficiency,central,0.37,11322683.65,8892009.733
G100000107658,S2,efficiency,low,0.344,13066831.327,10069309.415
G100000107658,S2,efficiency,high,0.396,9807585.726,7869318.635
G100000107658,S2,emission_factor,central,94600.0,11322683.65,8892009.733
G100000107658,S2,emission_factor,low,89500.0,10078558.147,8052225.019
G100000107658,S2,emission_factor,high,99700.0,12566689.81,9731713.891
G100000107659,S1,lifetime,central,40,25507814.924,15888375.923
G100000107659,S1,lifetime,low,30,16516393.395,6896954.394
G100000107659,S1,lifetime,high,50,35636938.109,26017499.108
G100000107659,S1,capacity_factor,central,0.53,25507814.924,15888375.923
G100000107659,S1,capacity_factor,low,0.53,25507814.924,15888375.923
G100000107659,S1,capacity_factor,high,0.5728,27567691.298,17171437.223
G100000107659,S1,efficiency,central,0.35,25507814.924,15888375.923
G100000107659,S1,efficiency,low,0.325,30094866.898,18067225.61
G100000107659,S1,efficiency,high,0.374,21681135.152,14070703.031
G100000107659,S1,emission_factor,central,94600.0,25507814.924,15888375.923
G100000107659,S1,emission_factor,low,89500.0,22292876.396,14361280.121
G100000107659,S1,emission_factor,high,99700.0,28722535.272,17415368.088
G100000107659,S2,lifetime,central,40,25507814.924,15888375.923
G100000107659,S2,lifetime,low,30,16516393.395,6896954.394
G100000107659,S2,lifetime,high,50,35636938.109,26017499.108
G100000107659,S2,capacity_factor,central,0.53,25507814.924,15888375.923
G100000107659,S2,capacity_factor,low,0.53,25507814.924,15888375.923
G100000107659,S2,capacity_factor,high,0.5728,27567691.298,17171437.223
G100000107659,S2,efficiency,central,0.35,25507814.924,15888375.923
G100000107659,S2,efficiency,low,0.325,30094866.898,18067225.61
G100000107659,S2,efficiency,high,0.374,21681135.152,14070703.031
G100000107659,S2,emission_factor,central,94600.0,25507814.924,15888375.923
G100000107659,S2,emission_factor,low,89500.0,22292876.396,14361280.121
G100000107659,S2,emission_factor,high,99700.0,28722535.272,17415368.088
G100000107660,S1,lifetime,central,40,28895960.219,20825490.921
G100000107660,S1,lifetime,low,30,19305346.751,11234877.453
G100000107660,S1,lifetime,high,50,39509056.249,31438586.951
G100000107660,S1,capacity_factor,central,0.53,28895960.219,20825490.921
G100000107660,S1,capacity_factor,low,0.53,28895960.219,20825490.921
G100000107660,S1,capacity_factor,high,0.5728,31229445.308,22507247.546
G100000107660,S1,efficiency,central,0.35,28895960.219,20825490.921
G100000107660,S1,efficiency,low,0.325,33483012.194,23577722.106
G100000107660,S1,efficiency,high,0.374,25069280.447,18529483.058
G100000107660,S1,emission_factor,central,94600.0,28895960.219,20825490.921
G100000107660,S1,emission_factor,low,89500.0,25681021.69,18896527.803
G100000107660,S1,emission_factor,high,99700.0,32110680.567,22754323.13
G100000107660,S2,lifetime,central,40,28895960.219,20825490.921
G100000107660,S2,lifetime,low,30,19305346.751,11234877.453
G100000107660,S2,lifetime,high,50,39509056.249,31438586.951
G100000107660,S2,capacity_factor,central,0.53,28895960.219,20825490.921
G100000107660,S2,capacity_factor,low,0.53,28895960.219,20825490.921
G100000107660,S2,capacity_factor,high,0.5728,31229445.308,22507247.546
G100000107660,S2,efficiency,central,0.35,28895960.219,20825490.921
G100000107660,S2,efficiency,low,0.325,33483012.194,23577722.106
G100000107660,S2,efficiency,high,0.374,25069280.447,18529483.058
G100000107660,S2,emission_factor,central,94600.0,28895960.219,20825490.921
G100000107660,S2,emission_factor,low,89500.0,25681021.69,18896527.803
G100000107660,S2,emission_factor,high,99700.0,32110680.567,22754323.13
G100000107661,S1,lifetime,central,40,28895960.219,20825490.921
G100000107661,S1,lifetime,low,30,19305346.751,11234877.453
G100000107661,S1,lifetime,high,50,39509056.249,31438586.951
G100000107661,S1,capacity_factor,central,0.53,28895960.219,20825490.921
G100000107661,S1,capacity_factor,low,0.53,28895960.219,20825490.921
G100000107661,S1,capacity_factor,high,0.5728,31229445.308,22507247.546
G100000107661,S1,efficiency,central,0.35,28895960.219,20825490.921
G100000107661,S1,efficiency,low,0.325,33483012.194,23577722.106
G100000107661,S1,efficiency,high,0.374,25069280.447,18529483.058
G100000107661,S1,emission_factor,central,94600.0,28895960.219,20825490.921
G100000107661,S1,emission_factor,low,89500.0,25681021.69,18896527.803
G100000107661,S1,emission_factor,high,99700.0,32110680.567,22754323.13
G100000107661,S2,lifetime,central,40,28895960.219,20825490.921
G100000107661,S2,lifetime,low,30,19305346.751,11234877.453
G100000107661,S2,lifetime,high,50,39509056.249,31438586.951
G100000107661,S2,capacity_factor,central,0.53,28895960.219,20825490.921
G100000107661,S2,capacity_factor,low,0.53,28895960.219,20825490.921
G100000107661,S2,capacity_factor,high,0.5728,31229445.308,22507247.546
G100000107661,S2,efficiency,central,0.35,28895960.219,20825490.921
G100000107661,S2,efficiency,low,0.325,33483012.194,23577722.106
G100000107661,S2,efficiency,high,0.374,25069280.447,18529483.058
G100000107661,S2,emission_factor,central,94600.0,28895960.219,20825490.921
G100000107661,S2,emission_factor,low,89500.0,25681021.69,18896527.803
G100000107661,S2,emission_factor,high,99700.0,32110680.567,22754323.13
G100000107662,S1,lifetime,central,40,4193586.532,3293336.936
G100000107662,S1,lifetime,low,30,2812565.035,1912315.439
G100000107662,S1,lifetime,high,50,5719915.737,4819666.141
G100000107662,S1,capacity_factor,central,0.53,4193586.532,3293336.936
G100000107662,S1,capacity_factor,low,0.53,4193586.532,3293336.936
G100000107662,S1,capacity_factor,high,0.5728,4532238.431,3559289.431
G100000107662,S1,efficiency,central,0.37,4193586.532,3293336.936
G100000107662,S1,efficiency,low,0.344,4839567.154,3729373.854
G100000107662,S1,efficiency,high,0.396,3632439.154,2914562.454
G100000107662,S1,emission_factor,central,94600.0,4193586.532,3293336.936
G100000107662,S1,emission_factor,low,89500.0,3732799.314,2982305.562
G100000107662,S1,emission_factor,high,99700.0,4654329.555,3604338.475
G100000107662,S2,lifetime,central,40,4193586.532,3293336.936
G100000107662,S2,lifetime,low,30,2812565.035,1912315.439
G100000107662,S2,lifetime,high,50,5719915.737,4819666.141
G100000107662,S2,capacity_factor,central,0.53,4193586.532,3293336.936
G100000107662,S2,capacity_factor,low,0.53,4193586.532,3293336.936
G100000107662,S2,capacity_factor,high,0.5728,4532238.431,3559289.431
G100000107662,S2,efficiency,central,0.37,4193586.532,3293336.936
G100000107662,S2,efficiency,low,0.344,4839567.154,3729373.854
G100000107662,S2,efficiency,high,0.396,3632439.154,2914562.454
G100000107662,S2,emission_factor,central,94600.0,4193586.532,3293336.936
G100000107662,S2,emission_factor,low,89500.0,3732799.314,2982305.562
G100000107662,S2,emission_factor,high,99700.0,4654329.555,3604338.475
G100000107663,S1,lifetime,central,40,4193586.532,3293336.936
G100000107663,S1,lifetime,low,30,2812565.035,1912315.439
G100000107663,S1,lifetime,high,50,5719915.737,4819666.141
G100000107663,S1,capacity_factor,central,0.53,4193586.532,3293336.936
G100000107663,S1,capacity_factor,low,0.53,4193586.532,3293336.936
G100000107663,S1,capacity_factor,high,0.5728,4532238.431,3559289.431
G100000107663,S1,efficiency,central,0.37,4193586.532,3293336.936
G100000107663,S1,efficiency,low,0.344,4839567.154,3729373.854
G100000107663,S1,efficiency,high,0.396,3632439.154,2914562.454
G100000107663,S1,emission_factor,central,94600.0,4193586.532,3293336.936
G100000107663,S1,emission_factor,low,89500.0,3732799.314,2982305.562
G100000107663,S1,emission_factor,high,99700.0,4654329.555,3604338.475
G100000107663,S2,lifetime,central,40,4193586.532,3293336.936
G100000107663,S2,lifetime,low,30,2812565.035,1912315.439
G100000107663,S2,lifetime,high,50,5719915.737,4819666.141
G100000107663,S2,capacity_factor,central,0.53,4193586.532,3293336.936
G100000107663,S2,capacity_factor,low,0.53,4193586.532,3293336.936
G100000107663,S2,capacity_factor,high,0.5728,4532238.431,3559289.431
G100000107663,S2,efficiency,central,0.37,4193586.532,3293336.936
G100000107663,S2,efficiency,low,0.344,4839567.154,3729373.854
G100000107663,S2,efficiency,high,0.396,3632439.154,2914562.454
G100000107663,S2,emission_factor,central,94600.0,4193586.532,3293336.936
G100000107663,S2,emission_factor,low,89500.0,3732799.314,2982305.562
G100000107663,S2,emission_factor,high,99700.0,4654329.555,3604338.475
G100000107664,S1,lifetime,central,40,11322683.65,8892009.733
G100000107664,S1,lifetime,low,30,7593925.607,5163251.69
G100000107664,S1,lifetime,high,50,15443772.503,13013098.586
G100000107664,S1,capacity_factor,central,0.53,11322683.65,8892009.733
G100000107664,S1,capacity_factor,low,0.53,11322683.65,8892009.733
G100000107664,S1,capacity_factor,high,0.5728,12237043.763,9610081.464
G100000107664,S1,efficiency,central,0.37,11322683.65,8892009.733
G100000107664,S1,efficiency,low,0.344,13066831.327,10069309.415
G100000107664,S1,efficiency,high,0.396,9807585.726,7869318.635
G100000107664,S1,emission_factor,central,94600.0,11322683.65,8892009.733
G100000107664,S1,emission_factor,low,89500.0,10078558.147,8052225.019
G100000107664,S1,emission_factor,high,99700.0,12566689.81,9731713.891
G100000107664,S2,lifetime,central,40,11322683.65,8892009.733
G100000107664,S2,lifetime,low,30,7593925.607,5163251.69
G100000107664,S2,lifetime,high,50,15443772.503,13013098.586
G100000107664,S2,capacity_factor,central,0.53,11322683.65,8892009.733
G100000107664,S2,capacity_factor,low,0.53,11322683.65,8892009.733
G100000107664,S2,capacity_factor,high,0.5728,12237043.763,9610081.464
G100000107664,S2,efficiency,central,0.37,11322683.65,8892009.733
G100000107664,S2,efficiency,low,0.344,13066831.327,10069309.415
G100000107664,S2,efficiency,high,0.396,9807585.726,7869318.635
G100000107664,S2,emission_factor,central,94600.0,11322683.65,8892009.733
G100000107664,S2,emission_factor,low,89500.0,10078558.147,8052225.019
G100000107664,S2,emission_factor,high,99700.0,12566689.81,9731713.891
G100000107665,S1,lifetime,central,40,11322683.65,8892009.733
G100000107665,S1,lifetime,low,30,7593925.607,5163251.69
G100000107665,S1,lifetime,high,50,15443772.503,13013098.586
G100000107665,S1,capacity_factor,central,0.53,11322683.65,8892009.733
G100000107665,S1,capacity_factor,low,0.53,11322683.65,8892009.733
G100000107665,S1,capacity_factor,high,0.5728,12237043.763,9610081.464
G100000107665,S1,efficiency,central,0.37,11322683.65,8892009.733
G100000107665,S1,efficiency,low,0.344,13066831.327,10069309.415
G100000107665,S1,efficiency,high,0.396,9807585.726,7869318.635
G100000107665,S1,emission_factor,central,94600.0,11322683.65,8892009.733
G100000107665,S1,emission_factor,low,89500.0,10078558.147,8052225.019
G100000107665,S1,emission_factor,high,99700.0,12566689.81,9731713.891
G100000107665,S2,lifetime,central,40,11322683.65,8892009.733
G100000107665,S2,lifetime,low,30,7593925.607,5163251.69
G100000107665,S2,lifetime,high,50,15443772.503,13013098.586
G100000107665,S2,capacity_factor,central,0.53,11322683.65,8892009.733
G100000107665,S2,capacity_factor,low,0.53,11322683.65,8892009.733
G100000107665,S2,capacity_factor,high,0.5728,12237043.763,9610081.464
G100000107665,S2,efficiency,central,0.37,11322683.65,8892009.733
G100000107665,S2,efficiency,low,0.344,13066831.327,10069309.415
G100000107665,S2,efficiency,high,0.396,9807585.726,7869318.635
G100000107665,S2,emission_factor,central,94600.0,11322683.65,8892009.733
G100000107665,S2,emission_factor,low,89500.0,10078558.147,8052225.019
G100000107665,S2,emission_factor,high,99700.0,12566689.81,9731713.891
G100000107666,S1,lifetime,central,40,11322683.65,8892009.733
G100000107666,S1,lifetime,low,30,7593925.607,5163251.69
G100000107666,S1,lifetime,high,50,15443772.503,13013098.586
G100000107666,S1,capacity_factor,central,0.53,11322683.65,8892009.733
G100000107666,S1,capacity_factor,low,0.53,11322683.65,8892009.733
G100000107666,S1,capacity_factor,high,0.5728,12237043.763,9610081.464
G100000107666,S1,efficiency,central,0.37,11322683.65,8892009.733
G100000107666,S1,efficiency,low,0.344,13066831.327,10069309.415
G100000107666,S1,efficiency,high,0.396,9807585.726,7869318.635
G100000107666,S1,emission_factor,central,94600.0,11322683.65,8892009.733
G100000107666,S1,emission_factor,low,89500.0,10078558.147,8052225.019
G100000107666,S1,emission_factor,high,99700.0,12566689.81,9731713.891
G100000107666,S2,lifetime,central,40,11322683.65,8892009.733
G100000107666,S2,lifetime,low,30,7593925.607,5163251.69
G100000107666,S2,lifetime,high,50,15443772.503,13013098.586
G100000107666,S2,capacity_factor,central,0.53,11322683.65,8892009.733
G100000107666,S2,capacity_factor,low,0.53,11322683.65,8892009.733
G100000107666,S2,capacity_factor,high,0.5728,12237043.763,9610081.464
G100000107666,S2,efficiency,central,0.37,11322683.65,8892009.733
G100000107666,S2,efficiency,low,0.344,13066831.327,10069309.415
G100000107666,S2,efficiency,high,0.396,9807585.726,7869318.635
G100000107666,S2,emission_factor,central,94600.0,11322683.65,8892009.733
G100000107666,S2,emission_factor,low,89500.0,10078558.147,8052225.019
G100000107666,S2,emission_factor,high,99700.0,12566689.81,9731713.891
G100000113713,S1,lifetime,central,40,28964124.415,23680530.452
G100000113713,S1,lifetime,low,30,19640852.491,14357258.528
G100000113713,S1,lifetime,high,50,39206328.924,33922734.961
G100000113713,S1,capacity_factor,central,0.53,28964124.415,23680530.452
G100000113713,S1,capacity_factor,low,0.53,28964124.415,23680530.452
G100000113713,S1,capacity_factor,high,0.5728,31303114.087,25592844.988
G100000113713,S1,efficiency,central,0.37,28964124.415,23680530.452
G100000113713,S1,efficiency,low,0.344,33227596.516,26771547.725
G100000113713,S1,efficiency,high,0.396,25260551.716,20995440.245
G100000113713,S1,emission_factor,central,94600.0,28964124.415,23680530.452
G100000113713,S1,emission_factor,low,89500.0,25922928.756,21475663.599
G100000113713,S1,emission_factor,high,99700.0,32005028.364,25885185.816
