gem_unit_id,scenario,dimension,variant,parameter,ti_lifetime_tco2,ti_remaining_tco2
G100000400429,S1,efficiency,central,0.55,1521820.465,1414228.155
G100000400429,S1,efficiency,low,0.511,1846218.501,1652120.047
G100000400429,S1,efficiency,high,0.589,1240381.765,1207839.775
G100000400429,S1,emission_factor,central,56100.0,1521820.465,1414228.155
G100000400429,S1,emission_factor,low,54300.0,1385471.086,1314238.611
G100000400429,S1,emission_factor,high,58300.0,1688535.3,1536485.702
G100000400429,S2,lifetime,central,30,2350129.225,2242536.915
G100000400429,S2,lifetime,low,25,1705924.006,1598331.696
G100000400429,S2,lifetime,high,40,3707695.532,3600103.222
G100000400429,S2,capacity_factor,central,0.2447,2350129.225,2242536.915
G100000400429,S2,capacity_factor,low,0.2377,2282900.356,2178385.88
G100000400429,S2,capacity_factor,high,0.2955,2838018.742,2708090.146
G100000400429,S2,efficiency,central,0.55,2350129.225,2242536.915
G100000400429,S2,efficiency,low,0.511,2674527.263,2480428.809
G100000400429,S2,efficiency,high,0.589,2068690.523,2036148.533
G100000400429,S2,emission_factor,central,56100.0,2350129.225,2242536.915
G100000400429,S2,emission_factor,low,54300.0,2213779.847,2142547.372
G100000400429,S2,emission_factor,high,58300.0,2516844.057,2364794.459
G100001020490,S1,lifetime,central,30,3084549.335,217691.558
G100001020490,S1,lifetime,low,25,2121488.49,0
G100001020490,S1,lifetime,high,40,5596248.167,2729390.39
G100001020490,S1,capacity_factor,central,0.2447,3084549.335,217691.558
G100001020490,S1,capacity_factor,low,0.2377,2996311.307,211464.174
G100001020490,S1,capacity_factor,high,0.2955,3724905.309,262884.575
G100001020490,S1,efficiency,central,0.36,3084549.335,217691.558
G100001020490,S1,efficiency,low,0.335,4042994.765,249639.739
G100001020490,S1,efficiency,high,0.385,2250577.34,189892.491
G100001020490,S1,emission_factor,central,56100.0,3084549.335,217691.558
G100001020490,S1,emission_factor,low,54300.0,2672469.058,203955.549
G100001020490,S1,emission_factor,high,58300.0,3588203.014,234480.014
G100001020490,S2,lifetime,central,30,3099876.356,233018.579
G100001020490,S2,lifetime,low,25,2121488.49,0
G100001020490,S2,lifetime,high,40,6250845.709,3383987.932
G100001020490,S2,capacity_factor,central,0.2447,3099876.356,233018.579
G100001020490,S2,capacity_factor,low,0.2377,3011199.876,226352.743
G100001020490,S2,capacity_factor,high,0.2955,3743414.236,281393.502
G100001020490,S2,efficiency,central,0.36,3099876.356,233018.579
G100001020490,S2,efficiency,low,0.335,4058321.786,264966.76
G100001020490,S2,efficiency,high,0.385,2265904.361,205219.512
G100001020490,S2,emission_factor,central,56100.0,3099876.356,233018.579
G100001020490,S2,emission_factor,low,54300.0,2687796.078,219282.569
G100001020490,S2,emission_factor,high,58300.0,3603530.035,249807.035
G100000406671,S1,lifetime,central,30,-4758569.89,-916486.926
G100000406671,S1,lifetime,low,25,-4115928.831,-273845.867
G100000406671,S1,lifetime,high,40,-5869946.244,-2027863.28
G100000406671,S1,capacity_factor,central,0.6949,-4758569.89,-916486.926
G100000406671,S1,capacity_factor,low,0.5931,-4061458.917,-782225.35
G100000406671,S1,capacity_factor,high,0.6973,-4775004.727,-919652.23
G100000406671,S1,efficiency,central,0.55,-4758569.89,-916486.926
G100000406671,S1,efficiency,low,0.511,-4144418.7,-773184.983
G100000406671,S1,efficiency,high,0.589,-5291390.363,-1040811.703
G100000406671,S1,emission_factor,central,56100.0,-4758569.89,-916486.926
G100000406671,S1,emission_factor,low,54300.0,-5016706.883,-976718.891
G100000406671,S1,emission_factor,high,58300.0,-4442944.943,-842841.105
G100000406671,S2,lifetime,central,30,-4689218.665,-849139.185
G100000406671,S2,lifetime,low,25,-4104041.968,-263962.488
G100000406671,S2,lifetime,high,40,-5558357.922,-1718278.442
G100000406671,S2,capacity_factor,central,0.6949,-4689218.665,-849139.185
G100000406671,S2,capacity_factor,low,0.5931,-4002267.361,-724743.776
G100000406671,S2,capacity_factor,high,0.6973,-4705413.978,-852071.885
G100000406671,S2,efficiency,central,0.55,-4689218.665,-849139.185
G100000406671,S2,efficiency,low,0.511,-4075067.471,-705837.239
G100000406671,S2,efficiency,high,0.589,-5222039.136,-973463.96
G100000406671,S2,emission_factor,central,56100.0,-4689218.665,-849139.185
G100000406671,S2,emission_factor,low,54300.0,-4947355.656,-909371.148
G100000406671,S2,emission_factor,high,58300.0,-4373593.716,-775493.362
G100000406670,S1,lifetime,central,30,-5788323.739,-4183865.607
G100000406670,S1,lifetime,low,25,-5042541.757,-3438083.625
G100000406670,S1,lifetime,high,40,-7024438.861,-5419980.729
G100000406670,S1,capacity_factor,central,0.6949,-5788323.739,-4183865.607
G100000406670,S1,capacity_factor,low,0.5931,-4940358.051,-3570946.455
G100000406670,S1,capacity_factor,high,0.6973,-5808315.072,-4198315.567
G100000406670,S1,efficiency,central,0.55,-5788323.739,-4183865.607
G100000406670,S1,efficiency,low,0.511,-4795445.982,-3422659.326
G100000406670,S1,efficiency,high,0.589,-6649716.839,-4844266.984
G100000406670,S1,emission_factor,central,56100.0,-5788323.739,-4183865.607
G100000406670,S1,emission_factor,low,54300.0,-6205645.211,-4503812.068
G100000406670,S1,emission_factor,high,58300.0,-5278063.406,-3792666.019
G100000406670,S2,lifetime,central,30,-4933393.18,-3332174.015
G100000406670,S2,lifetime,low,25,-4485927.367,-2884708.202
G100000406670,S2,lifetime,high,40,-5419321.528,-3818102.363
G100000406670,S2,capacity_factor,central,0.6949,-4933393.18,-3332174.015
G100000406670,S2,capacity_factor,low,0.5931,-4210671.313,-2844024.188
G100000406670,S2,capacity_factor,high,0.6973,-4950431.811,-3343682.459
G100000406670,S2,efficiency,central,0.55,-4933393.18,-3332174.015
G100000406670,S2,efficiency,low,0.511,-3940515.42,-2570967.731
G100000406670,S2,efficiency,high,0.589,-5794786.28,-3992575.391
G100000406670,S2,emission_factor,central,56100.0,-4933393.18,-3332174.015
G100000406670,S2,emission_factor,low,54300.0,-5350714.649,-3652120.473
G100000406670,S2,emission_factor,high,58300.0,-4423132.845,-2940974.424
G100000404602,S1,lifetime,central,30,-5395220.072,-929579.294
G100000404602,S1,lifetime,low,25,-5521837.022,-1056196.244
G100000404602,S1,lifetime,high,40,-4249619.576,216021.202
G100000404602,S1,capacity_factor,central,0.4187,-5395220.072,-929579.294
G100000404602,S1,capacity_factor,low,0.4187,-5395220.072,-929579.294
G100000404602,S1,capacity_factor,high,0.4706,-6063985.107,-1044805.384
G100000404602,S1,efficiency,central,0.55,-5395220.072,-929579.294
G100000404602,S1,efficiency,low,0.511,-4244993.136,-316124.927
G100000404602,S1,efficiency,high,0.589,-6393124.934,-1461795.22
G100000404602,S1,emission_factor,central,56100.0,-5395220.072,-929579.294
G100000404602,S1,emission_factor,low,54300.0,-5878677.767,-1187423.397
G100000404602,S1,emission_factor,high,58300.0,-4804094.753,-614312.458
G100000804668,S1,lifetime,central,25,-1023241.27,-667500.181
G100000804668,S1,lifetime,low,20,-870108.865,-514367.776
G100000804668,S1,lifetime,high,30,-1156409.117,-800668.028
G100000804668,S1,capacity_factor,central,0.2039,-1023241.27,-667500.181
G100000804668,S1,capacity_factor,low,0.1868,-937427.509,-611520.52
G100000804668,S1,capacity_factor,high,0.2075,-1041307.326,-679285.375
G100000404603,S1,lifetime,central,30,-7273643.699,-1121397.721
G100000404603,S1,lifetime,low,25,-7185796.668,-1033550.69
G100000404603,S1,lifetime,high,40,-6408710.837,-256464.859
G100000404603,S1,capacity_factor,central,0.4187,-7273643.699,-1121397.721
G100000404603,S1,capacity_factor,low,0.4187,-7273643.699,-1121397.721
G100000404603,S1,capacity_factor,high,0.4706,-8175248.922,-1260400.684
G100000404603,S1,efficiency,central,0.55,-7273643.699,-1121397.721
G100000404603,S1,efficiency,low,0.511,-6040156.37,-586886.544
G100000404603,S1,efficiency,high,0.589,-8343782.96,-1585124.733
G100000404603,S1,emission_factor,central,56100.0,-7273643.699,-1121397.721
G100000404603,S1,emission_factor,low,54300.0,-7792096.994,-1346060.815
G100000404603,S1,emission_factor,high,58300.0,-6639729.149,-846701.416
G100000908108,S1,lifetime,central,25,-1509602.446,-1124405.11
G100000908108,S1,lifetime,low,20,-1284396.913,-899199.577
G100000908108,S1,lifetime,high,30,-1705446.896,-1320249.56
G100000908108,S1,capacity_factor,central,0.3171,-1509602.446,-1124405.11
G100000908108,S1,capacity_factor,low,0.2899,-1380112.737,-1027956.61
G100000908108,S1,capacity_factor,high,0.3171,-1509602.446,-1124405.11
G100000908107,S1,lifetime,central,25,-2723602.515,-1776712.127
G100000908107,S1,lifetime,low,20,-2316003.822,-1369113.434
G100000908107,S1,lifetime,high,30,-3078060.74,-2131170.352
G100000908107,S1,capacity_factor,central,0.3171,-2723602.515,-1776712.127
G100000908107,S1,capacity_factor,low,0.2899,-2489979.093,-1624310.459
G100000908107,S1,capacity_factor,high,0.3171,-2723602.515,-1776712.127
G100000411581,S1,lifetime,central,30,336530.548,3091164.477
G100000411581,S1,lifetime,low,25,-1253660.171,1500973.758
G100000411581,S1,lifetime,high,40,4815070.984,7569704.913
G100000411581,S1,capacity_factor,central,0.4187,336530.548,3091164.477
G100000411581,S1,capacity_factor,low,0.4187,336530.548,3091164.477
G100000411581,S1,capacity_factor,high,0.4706,378245.227,3474330.077
G100000411581,S1,efficiency,central,0.42,336530.548,3091164.477
G100000411581,S1,efficiency,low,0.391,2588320.711,4442238.575
G100000411581,S1,efficiency,high,0.449,-1624365.612,1914626.78
G100000411581,S1,emission_factor,central,56100.0,336530.548,3091164.477
G100000411581,S1,emission_factor,low,54300.0,-637683.141,2506636.263
G100000411581,S1,emission_factor,high,58300.0,1527031.324,3805464.943
G100000411580,S1,lifetime,central,30,140758.684,1292923.45
G100000411580,S1,lifetime,low,25,-524361.171,627803.595
G100000411580,S1,lifetime,high,40,2013971.833,3166136.599
G100000411580,S1,capacity_factor,central,0.4187,140758.684,1292923.45
G100000411580,S1,capacity_factor,low,0.4187,140758.684,1292923.45
G100000411580,S1,capacity_factor,high,0.4706,158206.437,1453187.902
G100000411580,S1,efficiency,central,0.42,140758.684,1292923.45
G100000411580,S1,efficiency,low,0.391,1082601.902,1858029.38
G100000411580,S1,efficiency,high,0.449,-679413.989,800819.845
G100000411580,S1,emission_factor,central,56100.0,140758.684,1292923.45
G100000411580,S1,emission_factor,low,54300.0,-266720.028,1048436.222
G100000411580,S1,emission_factor,high,58300.0,638702.539,1591689.762
G100000804642,S1,lifetime,central,25,-1134068.182,-589317.859
G100000804642,S1,lifetime,low,20,-964345.354,-419595.031
G100000804642,S1,lifetime,high,30,-1281663.495,-736913.172
G100000804642,S1,capacity_factor,central,0.2039,-1134068.182,-589317.859
G100000804642,S1,capacity_factor,low,0.1868,-1038959.962,-539894.928
G100000804642,S1,capacity_factor,high,0.2075,-1154090.97,-599722.689
G100000801577,S1,lifetime,central,25,-342762.573,-200295.23
G100000801577,S1,lifetime,low,20,-286543.626,-144076.283
G100000801577,S1,lifetime,high,30,-393912.021,-251444.678
G100000801577,S1,capacity_factor,central,0.1251,-342762.573,-200295.23
G100000801577,S1,capacity_factor,low,0.1226,-335912.798,-196292.525
G100000801577,S1,capacity_factor,high,0.1263,-346050.465,-202216.529
G100000801577,S2,lifetime,central,25,-276183.387,-133716.044
G100000801577,S2,lifetime,low,20,-249503.303,-107035.96
G100000801577,S2,lifetime,high,30,-294752.077,-152284.734
G100000801577,S2,capacity_factor,central,0.1251,-276183.387,-133716.044
G100000801577,S2,capacity_factor,low,0.1226,-270664.133,-131043.86
G100000801577,S2,capacity_factor,high,0.1263,-278832.627,-134998.691
G100000901211,S1,lifetime,central,25,-480497.529,-65726.924
G100000901211,S1,lifetime,low,20,-397421.123,0
G100000901211,S1,lifetime,high,30,-554972.764,-140202.159
G100000901211,S1,capacity_factor,central,0.1696,-480497.529,-65726.924
G100000901211,S1,capacity_factor,low,0.1696,-480497.529,-65726.924
G100000901211,S1,capacity_factor,high,0.2123,-601471.849,-82274.917
G100000901211,S2,lifetime,central,25,-475563.806,-60793.201
G100000901211,S2,lifetime,low,20,-397421.123,0
G100000901211,S2,lifetime,high,30,-535314.394,-120543.789
G100000901211,S2,capacity_factor,central,0.1696,-475563.806,-60793.201
G100000901211,S2,capacity_factor,low,0.1696,-475563.806,-60793.201
G100000901211,S2,capacity_factor,high,0.2123,-595295.968,-76099.036
G100000901212,S1,lifetime,central,25,-340962.893,-58057.256
G100000901212,S1,lifetime,low,20,-282905.637,0
G100000901212,S1,lifetime,high,30,-393009.293,-110103.656
G100000901212,S1,capacity_factor,central,0.1696,-340962.893,-58057.256
G100000901212,S1,capacity_factor,low,0.1696,-340962.893,-58057.256
G100000901212,S1,capacity_factor,high,0.2123,-426806.735,-72674.265
G100000901212,S2,lifetime,central,25,-335805.073,-52899.436
G100000901212,S2,lifetime,low,20,-282905.637,0
G100000901212,S2,lifetime,high,30,-376253.806,-93348.169
G100000901212,S2,capacity_factor,central,0.1696,-335805.073,-52899.436
G100000901212,S2,capacity_factor,low,0.1696,-335805.073,-52899.436
G100000901212,S2,capacity_factor,high,0.2123,-420350.336,-66217.866
G100000901213,S1,lifetime,central,25,-852407.233,-145143.139
G100000901213,S1,lifetime,low,20,-707264.094,0
G100000901213,S1,lifetime,high,30,-982523.233,-275259.139
G100000901213,S1,capacity_factor,central,0.1696,-852407.233,-145143.139
G100000901213,S1,capacity_factor,low,0.1696,-852407.233,-145143.139
G100000901213,S1,capacity_factor,high,0.2123,-1067016.838,-181685.663
G100000901213,S2,lifetime,central,25,-839512.684,-132248.59
G100000901213,S2,lifetime,low,20,-707264.094,0
G100000901213,S2,lifetime,high,30,-940634.517,-233370.423
G100000901213,S2,capacity_factor,central,0.1696,-839512.684,-132248.59
G100000901213,S2,capacity_factor,low,0.1696,-839512.684,-132248.59
G100000901213,S2,capacity_factor,high,0.2123,-1050875.844,-165544.669
G100000900878,S1,lifetime,central,25,-264947.406,-141085.376
G100000900878,S1,lifetime,low,20,-222955.32,-99093.29
G100000900878,S1,lifetime,high,30,-302591.919,-178729.889
G100000900878,S1,capacity_factor,central,0.1696,-264947.406,-141085.376
G100000900878,S1,capacity_factor,low,0.1696,-264947.406,-141085.376
G100000900878,S1,capacity_factor,high,0.2123,-331652.914,-176606.281
G100000900878,S2,lifetime,central,25,-235711.02,-111848.99
G100000900878,S2,lifetime,low,20,-207875.381,-84013.351
G100000900878,S2,lifetime,high,30,-256995.109,-133133.079
G100000900878,S2,capacity_factor,central,0.1696,-235711.02,-111848.99
G100000900878,S2,capacity_factor,low,0.1696,-235711.02,-111848.99
G100000900878,S2,capacity_factor,high,0.2123,-295055.719,-140009.086
G100001055350,S1,lifetime,central,25,-159357.707,-159357.707
G100001055350,S1,lifetime,low,20,-134047.414,-134047.414
G100001055350,S1,lifetime,high,30,-182047.542,-182047.542
G100001055350,S1,capacity_factor,central,0.1696,-159357.707,-159357.707
G100001055350,S1,capacity_factor,low,0.1696,-159357.707,-159357.707
G100001055350,S1,capacity_factor,high,0.2123,-199479.022,-199479.022
G100001055350,S2,lifetime,central,25,-112055.72,-112055.72
G100001055350,S2,lifetime,low,20,-99849.811,-99849.811
G100001055350,S2,lifetime,high,30,-121388.779,-121388.779
G100001055350,S2,capacity_factor,central,0.1696,-112055.72,-112055.72
G100001055350,S2,capacity_factor,low,0.1696,-112055.72,-112055.72
G100001055350,S2,capacity_factor,high,0.2123,-140267.86,-140267.86
G100000401385,S1,lifetime,central,30,-1992247.635,1275812.411
G100000401385,S1,lifetime,low,25,-2982274.117,285785.929
G100000401385,S1,lifetime,high,40,1182551.276,4450611.322
G100000401385,S1,capacity_factor,central,0.3965,-1992247.635,1275812.411
G100000401385,S1,capacity_factor,low,0.3965,-1992247.635,1275812.411
G100000401385,S1,capacity_factor,high,0.4708,-2365574.242,1514886.466
G100000401385,S1,efficiency,central,0.55,-1992247.635,1275812.411
G100000401385,S1,efficiency,low,0.511,285520.611,2642473.36
G100000401385,S1,efficiency,high,0.589,-3968375.948,90135.424
G100000401385,S1,emission_factor,central,56100.0,-1992247.635,1275812.411
G100000401385,S1,emission_factor,low,54300.0,-2949627.929,701384.237
G100000401385,S1,emission_factor,high,58300.0,-821655.609,1978167.628
G100000401385,S2,lifetime,central,30,1945163.82,5213223.866
G100000401385,S2,lifetime,low,25,-628374.678,2639685.368
G100000401385,S2,lifetime,high,40,8654286.446,11922346.492
G100000401385,S2,capacity_factor,central,0.3965,1945163.82,5213223.866
G100000401385,S2,capacity_factor,low,0.3965,1945163.82,5213223.866
G100000401385,S2,capacity_factor,high,0.4708,2309667.405,6190128.113
G100000401385,S2,efficiency,central,0.55,1945163.82,5213223.866
G100000401385,S2,efficiency,low,0.511,4222932.065,6579884.814
G100000401385,S2,efficiency,high,0.589,-30964.493,4027546.879
G100000401385,S2,emission_factor,central,56100.0,1945163.82,5213223.866
G100000401385,S2,emission_factor,low,54300.0,987783.532,4638795.698
G100000401385,S2,emission_factor,high,58300.0,3115755.845,5915579.082
G100000401386,S1,lifetime,central,30,-1992247.635,1275812.411
G100000401386,S1,lifetime,low,25,-2982274.117,285785.929
G100000401386,S1,lifetime,high,40,1182551.276,4450611.322
G100000401386,S1,capacity_factor,central,0.3965,-1992247.635,1275812.411
G100000401386,S1,capacity_factor,low,0.3965,-1992247.635,1275812.411
G100000401386,S1,capacity_factor,high,0.4708,-2365574.242,1514886.466
G100000401386,S1,efficiency,central,0.55,-1992247.635,1275812.411
G100000401386,S1,efficiency,low,0.511,285520.611,2642473.36
G100000401386,S1,efficiency,high,0.589,-3968375.948,90135.424
G100000401386,S1,emission_factor,central,56100.0,-1992247.635,1275812.411
G100000401386,S1,emission_factor,low,54300.0,-2949627.929,701384.237
G100000401386,S1,emission_factor,high,58300.0,-821655.609,1978167.628
G100000401386,S2,lifetime,central,30,1945163.82,5213223.866
G100000401386,S2,lifetime,low,25,-628374.678,2639685.368
G100000401386,S2,lifetime,high,40,8654286.446,11922346.492
G100000401386,S2,capacity_factor,central,0.3965,1945163.82,5213223.866
G100000401386,S2,capacity_factor,low,0.3965,1945163.82,5213223.866
G100000401386,S2,capacity_factor,high,0.4708,2309667.405,6190128.113
G100000401386,S2,efficiency,central,0.55,1945163.82,5213223.866
G100000401386,S2,efficiency,low,0.511,4222932.065,6579884.814
G100000401386,S2,efficiency,high,0.589,-30964.493,4027546.879
G100000401386,S2,emission_factor,central,56100.0,1945163.82,5213223.866
G100000401386,S2,emission_factor,low,54300.0,987783.532,4638795.698
G100000401386,S2,emission_factor,high,58300.0,3115755.845,5915579.082
G100000901041,S1,lifetime,central,25,-275827.63,-208518.202
G100000901041,S1,lifetime,low,20,-231909.033,-164599.605
G100000901041,S1,lifetime,high,30,-315199.196,-247889.768
G100000901041,S1,capacity_factor,central,0.1696,-275827.63,-208518.202
G100000901041,S1,capacity_factor,low,0.1696,-275827.63,-208518.202
G100000901041,S1,capacity_factor,high,0.2123,-345272.441,-261016.595
G100000901041,S2,lifetime,central,25,-222631.356,-155321.928
G100000901041,S2,lifetime,low,20,-197799.918,-130490.49
G100000901041,S2,lifetime,high,30,-241618.325,-174308.897
G100000901041,S2,capacity_factor,central,0.1696,-222631.356,-155321.928
G100000901041,S2,capacity_factor,low,0.1696,-222631.356,-155321.928
G100000901041,S2,capacity_factor,high,0.2123,-278682.999,-194427.153
G100000900879,S1,lifetime,central,25,-669972.705,-159121.482
G100000900879,S1,lifetime,low,20,-558825.083,-47973.86
G100000900879,S1,lifetime,high,30,-769612.863,-258761.64
G100000900879,S1,capacity_factor,central,0.1696,-669972.705,-159121.482
G100000900879,S1,capacity_factor,low,0.1696,-669972.705,-159121.482
G100000900879,S1,capacity_factor,high,0.2123,-838650.973,-199183.317
G100000900879,S2,lifetime,central,25,-651633.726,-140782.503
G100000900879,S2,lifetime,low,20,-556603.321,-45752.098
G100000900879,S2,lifetime,high,30,-724297.245,-213446.022
G100000900879,S2,capacity_factor,central,0.1696,-651633.726,-140782.503
G100000900879,S2,capacity_factor,low,0.1696,-651633.726,-140782.503
G100000900879,S2,capacity_factor,high,0.2123,-815694.811,-176227.155
G100000602405,S1,lifetime,central,60,-14595852.203,-12522330.165
G100000602405,S1,lifetime,low,40,-10183750.885,-8110228.847
G100000602405,S1,lifetime,high,80,-18664043.573,-16590521.535
G100000602405,S1,capacity_factor,central,0.4481,-14595852.203,-12522330.165
G100000602405,S1,capacity_factor,low,0.4058,-13218024.607,-11340240.088
G100000602405,S1,capacity_factor,high,0.4669,-15208220.031,-13047703.539
G100000602433,S1,lifetime,central,60,-20635515.181,-17703984.025
G100000602433,S1,lifetime,low,40,-14397716.767,-11466185.611
G100000602433,S1,lifetime,high,80,-26387096.086,-23455564.93
G100000602433,S1,capacity_factor,central,0.4481,-20635515.181,-17703984.025
G100000602433,S1,capacity_factor,low,0.4058,-18687552.026,-16032753.223
G100000602433,S1,capacity_factor,high,0.4669,-21501276.593,-18446753.279
G100000105353,S1,lifetime,central,40,37426936.311,27759805.938
G100000105353,S1,lifetime,low,30,26886217.394,17219087.021
G100000105353,S1,lifetime,high,50,48617621.256,38950490.883
G100000105353,S1,capacity_factor,central,0.7681,37426936.311,27759805.938
G100000105353,S1,capacity_factor,low,0.7275,35448634.512,26292486.423
G100000105353,S1,capacity_factor,high,0.7771,37865476.121,28085073.813
G100000105353,S1,efficiency,central,0.35,37426936.311,27759805.938
G100000105353,S1,efficiency,low,0.325,44477594.503,32695266.671
G100000105353,S1,efficiency,high,0.374,31545029.762,23642471.353
G100000105353,S1,emission_factor,central,94600.0,37426936.311,27759805.938
G100000105353,S1,emission_factor,low,89500.0,32485323.974,24300677.303
G100000105353,S1,emission_factor,high,99700.0,42368213.303,31218699.831
G100000105354,S1,lifetime,central,40,37426936.311,27759805.938
G100000105354,S1,lifetime,low,30,26886217.394,17219087.021
G100000105354,S1,lifetime,high,50,48617621.256,38950490.883
G100000105354,S1,capacity_factor,central,0.7681,37426936.311,27759805.938
G100000105354,S1,capacity_factor,low,0.7275,35448634.512,26292486.423
G100000105354,S1,capacity_factor,high,0.7771,37865476.121,28085073.813
G100000105354,S1,efficiency,central,0.35,37426936.311,27759805.938
G100000105354,S1,efficiency,low,0.325,44477594.503,32695266.671
G100000105354,S1,efficiency,high,0.374,31545029.762,23642471.353
G100000105354,S1,emission_factor,central,94600.0,37426936.311,27759805.938
G100000105354,S1,emission_factor,low,89500.0,32485323.974,24300677.303
G100000105354,S1,emission_factor,high,99700.0,42368213.303,31218699.831
G100000108700,S1,lifetime,central,40,42852512.288,36665091.32
G100000108700,S1,lifetime,low,30,29899950.958,23712529.99
G100000108700,S1,lifetime,high,50,57064529.347,50877108.379
G100000108700,S1,capacity_factor,central,0.7681,42852512.288,36665091.32
G100000108700,S1,capacity_factor,low,0.7275,40587427.012,34727058.892
G100000108700,S1,capacity_factor,high,0.7771,43354624.785,37094704.419
G100000108700,S1,efficiency,central,0.43,42852512.288,36665091.32
G100000108700,S1,efficiency,low,0.4,53931537.282,45528311.314
G100000108700,S1,efficiency,high,0.46,33218577.506,28957943.496
G100000108700,S1,emission_factor,central,94600.0,42852512.288,36665091.32
G100000108700,S1,emission_factor,low,89500.0,34888847.569,30294159.545
G100000108700,S1,emission_factor,high,99700.0,50816423.203,43036220.051
G100000108701,S1,lifetime,central,40,42852512.288,36665091.32
G100000108701,S1,lifetime,low,30,29899950.958,23712529.99
G100000108701,S1,lifetime,high,50,57064529.347,50877108.379
G100000108701,S1,capacity_factor,central,0.7681,42852512.288,36665091.32
G100000108701,S1,capacity_factor,low,0.7275,40587427.012,34727058.892
G100000108701,S1,capacity_factor,high,0.7771,43354624.785,37094704.419
G100000108701,S1,efficiency,central,0.43,42852512.288,36665091.32
G100000108701,S1,efficiency,low,0.4,53931537.282,45528311.314
G100000108701,S1,efficiency,high,0.46,33218577.506,28957943.496
G100000108701,S1,emission_factor,central,94600.0,42852512.288,36665091.32
G100000108701,S1,emission_factor,low,89500.0,34888847.569,30294159.545
G100000108701,S1,emission_factor,high,99700.0,50816423.203,43036220.051
G100000200987,S1,lifetime,central,30,-446961.633,-153584.346
G100000200987,S1,lifetime,low,25,-378279.491,-84902.204
G100000200987,S1,lifetime,high,40,-578890.129,-285512.842
G100000200987,S1,capacity_factor,central,0.6,-446961.633,-153584.346
G100000200987,S1,capacity_factor,low,0.4,-297974.422,-102389.566
G100000200987,S1,capacity_factor,high,0.8,-595948.843,-204779.129
G100000200987,S1,efficiency,central,0.268,-446961.633,-153584.346
G100000200987,S1,efficiency,low,0.249,727545.393,277068.229
G100000200987,S1,efficiency,high,0.287,572035.754,220048.026
G100000100149,S1,lifetime,central,40,2788599.229,1365110.241
G100000100149,S1,lifetime,low,30,2465502.859,1042013.871
G100000100149,S1,lifetime,high,50,2704480.636,1280991.648
G100000100149,S1,capacity_factor,central,0.4756,2788599.229,1365110.241
G100000100149,S1,capacity_factor,low,0.1998,1171493.115,573484.077
G100000100149,S1,capacity_factor,high,0.4852,2844887.185,1392665.031
G100000100149,S1,efficiency,central,0.35,2788599.229,1365110.241
G100000100149,S1,efficiency,low,0.325,3287536.203,1676945.851
G100000100149,S1,efficiency,high,0.374,2372368.491,1104966.031
G100000100149,S1,emission_factor,central,94600.0,2788599.229,1365110.241
G100000100149,S1,emission_factor,low,89500.0,2438908.03,1146553.241
G100000100149,S1,emission_factor,high,99700.0,3138266.697,1583652.41
G100000100150,S1,lifetime,central,40,2788599.229,1365110.241
G100000100150,S1,lifetime,low,30,2465502.859,1042013.871
G100000100150,S1,lifetime,high,50,2704480.636,1280991.648
G100000100150,S1,capacity_factor,central,0.4756,2788599.229,1365110.241
G100000100150,S1,capacity_factor,low,0.1998,1171493.115,573484.077
G100000100150,S1,capacity_factor,high,0.4852,2844887.185,1392665.031
G100000100150,S1,efficiency,central,0.35,2788599.229,1365110.241
G100000100150,S1,efficiency,low,0.325,3287536.203,1676945.851
G100000100150,S1,efficiency,high,0.374,2372368.491,1104966.031
G100000100150,S1,emission_factor,central,94600.0,2788599.229,1365110.241
G100000100150,S1,emission_factor,low,89500.0,2438908.03,1146553.241
G100000100150,S1,emission_factor,high,99700.0,3138266.697,1583652.41
G100000100151,S1,lifetime,central,40,2788599.229,1365110.241
G100000100151,S1,lifetime,low,30,2465502.859,1042013.871
G100000100151,S1,lifetime,high,50,2704480.636,1280991.648
G100000100151,S1,capacity_factor,central,0.4756,2788599.229,1365110.241
G100000100151,S1,capacity_factor,low,0.1998,1171493.115,573484.077
G100000100151,S1,capacity_factor,high,0.4852,2844887.185,1392665.031
G100000100151,S1,efficiency,central,0.35,2788599.229,1365110.241
G100000100151,S1,efficiency,low,0.325,3287536.203,1676945.851
G100000100151,S1,efficiency,high,0.374,2372368.491,1104966.031
G100000100151,S1,emission_factor,central,94600.0,2788599.229,1365110.241
G100000100151,S1,emission_factor,low,89500.0,2438908.03,1146553.241
G100000100151,S1,emission_factor,high,99700.0,3138266.697,1583652.41
G100000404370,S1,lifetime,central,30,-3222807.056,-2699745.758
G100000404370,S1,lifetime,low,25,-2110985.42,-1587924.122
G100000404370,S1,lifetime,high,40,-6487319.551,-5964258.253
G100000404370,S1,capacity_factor,central,0.4678,-3222807.056,-2699745.758
G100000404370,S1,capacity_factor,low,0.3746,-2580725.786,-2161874.222
G100000404370,S1,capacity_factor,high,0.5366,-3696789.798,-3096801.142
G100000404370,S1,efficiency,central,0.55,-3222807.056,-2699745.758
G100000404370,S1,efficiency,low,0.511,-2805921.042,-2463510.351
G100000404370,S1,efficiency,high,0.589,-3584485.758,-2904697.024
G100000404370,S1,emission_factor,central,56100.0,-3222807.056,-2699745.758
G100000404370,S1,emission_factor,low,54300.0,-3398030.529,-2799039.059
G100000404370,S1,emission_factor,high,58300.0,-3008560.745,-2578339.514
