gem_unit_id,gem_location_id,country,plant_name,unit_name,fuel_type,fuel_id,technology,status,capacity_mw,start_year,end_year,lifetime_years,lifetime_source,capacity_factor,cf_source,cf_low,cf_high,heat_rate_mj_per_kwh,heat_rate_source,ef_kgco2_per_tj,ef_basis,intensity_gco2_per_kwh,biogenic,biogenic_intensity_gco2_per_kwh,biogenic_lifetime_tco2,scenario,years_counted,years_dropped,e_prod_lifetime_tco2,e_ref_lifetime_tco2,ti_lifetime_tco2,ti_remaining_tco2,analysis_year,crossover_year,direction,layer1_tier,layer2_tier,tier,latitude,longitude,matched_companies,wiki_url
G100001001502,L100001001109,NL,Borssele III & IV offshore wind farm,1,wind,,Offshore hard mount,operating,360.0,2021,2045,25,default,0.3266,country_implied,0.2705,0.3267,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S1,25,0,0.0,3865945.892,-3865945.892,-2372464.641,2026,,contribution,A,B,B,52.6878,4.2486,mitsubishi_corp,https://www.gem.wiki/Borssele_III_&_IV_offshore_wind_farm
G100001001502,L100001001109,NL,Borssele III & IV offshore wind farm,1,wind,,Offshore hard mount,operating,360.0,2021,2045,25,default,0.3266,country_implied,0.2705,0.3267,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S2,25,0,0.0,3682368.811,-3682368.811,-2188887.56,2026,,contribution,A,B,B,52.6878,4.2486,mitsubishi_corp,https://www.gem.wiki/Borssele_III_&_IV_offshore_wind_farm
G100001001503,L100001001109,NL,Borssele III & IV offshore wind farm,2,wind,,Offshore hard mount,operating,380.0,2021,2045,25,default,0.3266,country_implied,0.2705,0.3267,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S1,25,0,0.0,4080720.663,-4080720.663,-2504268.231,2026,,contribution,A,B,B,52.6878,4.2486,mitsubishi_corp,https://www.gem.wiki/Borssele_III_&_IV_offshore_wind_farm
G100001001503,L100001001109,NL,Borssele III & IV offshore wind farm,2,wind,,Offshore hard mount,operating,380.0,2021,2045,25,default,0.3266,country_implied,0.2705,0.3267,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S2,25,0,0.0,3886944.854,-3886944.854,-2310492.422,2026,,contribution,A,B,B,52.6878,4.2486,mitsubishi_corp,https://www.gem.wiki/Borssele_III_&_IV_offshore_wind_farm
G100000915732,L100000912601,NL,Deil Windpark,2,wind,,Onshore,operating,21.0,2020,2044,25,default,0.3266,country_implied,0.2705,0.3267,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S1,25,0,0.0,243430.903,-243430.903,-135709.272,2026,,contribution,A,B,B,51.855,5.2333,toyota_tsusho,https://www.gem.wiki/Deil_Windpark
G100000915732,L100000912601,NL,Deil Windpark,2,wind,,Onshore,operating,21.0,2020,2044,25,default,0.3266,country_implied,0.2705,0.3267,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S2,25,0,0.0,233235.014,-233235.014,-125513.383,2026,,contribution,A,B,B,51.855,5.2333,toyota_tsusho,https://www.gem.wiki/Deil_Windpark
G100000200272,L100000200240,NL,Eneco Bio Golden Raand power station,1,bioenergy,wood,,operating,49.0,2013,2042,30,default,0.6,default,0.40,0.80,13.4328,default,112000.0,ipcc_default,0.0,yes,1504.478,11624075.463,S1,30,0,0.0,1909540.543,-1909540.543,-555490.085,2026,,contribution,A,C,C,53.3125,6.9844,mitsubishi_corp,https://www.gem.wiki/Eneco_Bio_Golden_Raand_power_station
G100000200272,L100000200240,NL,Eneco Bio Golden Raand power station,1,bioenergy,wood,,operating,49.0,2013,2042,30,default,0.6,default,0.40,0.80,13.4328,default,112000.0,ipcc_default,0.0,yes,1504.478,11624075.463,S2,30,0,0.0,1870501.638,-1870501.638,-516451.18,2026,,contribution,A,C,C,53.3125,6.9844,mitsubishi_corp,https://www.gem.wiki/Eneco_Bio_Golden_Raand_power_station
G100000919565,L100000915830,NL,Eneco Luchterduinen wind farm,--,wind,,Offshore hard mount,operating,129.0,2015,2039,25,default,0.3266,country_implied,0.2705,0.3267,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S1,25,0,0.0,2289130.573,-2289130.573,-725856.268,2026,,contribution,A,B,B,52.4032,4.1652,mitsubishi_corp,https://www.gem.wiki/Eneco_Luchterduinen_wind_farm
G100000919565,L100000915830,NL,Eneco Luchterduinen wind farm,--,wind,,Offshore hard mount,operating,129.0,2015,2039,25,default,0.3266,country_implied,0.2705,0.3267,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S2,25,0,0.0,2244094.861,-2244094.861,-680820.556,2026,,contribution,A,B,B,52.4032,4.1652,mitsubishi_corp,https://www.gem.wiki/Eneco_Luchterduinen_wind_farm
G100000400522,L100000400522,NL,Enecogen power station,U10,gas,natural_gas,combined cycle,operating,435.0,2011,2040,30,default,0.3601,country_implied,0.3386,0.4335,6.5455,default,56100.0,ipcc_default,367.2,no,0.0,0.0,S1,30,0,15116122.8,11334353.07,3781769.749,4764715.667,2026,2020,liability,A,C,C,51.957,4.0916,mitsubishi_corp,https://www.gem.wiki/Enecogen_power_station
G100000400522,L100000400522,NL,Enecogen power station,U10,gas,natural_gas,combined cycle,operating,435.0,2011,2040,30,default,0.3601,country_implied,0.3386,0.4335,6.5455,default,56100.0,ipcc_default,367.2,no,0.0,0.0,S2,30,0,15116122.8,11153002.134,3963120.685,4946066.603,2026,2020,liability,A,C,C,51.957,4.0916,mitsubishi_corp,https://www.gem.wiki/Enecogen_power_station
G100000400523,L100000400522,NL,Enecogen power station,U20,gas,natural_gas,combined cycle,operating,435.0,2011,2040,30,default,0.3601,country_implied,0.3386,0.4335,6.5455,default,56100.0,ipcc_default,367.2,no,0.0,0.0,S1,30,0,15116122.8,11334353.07,3781769.749,4764715.667,2026,2020,liability,A,C,C,51.957,4.0916,mitsubishi_corp,https://www.gem.wiki/Enecogen_power_station
G100000400523,L100000400522,NL,Enecogen power station,U20,gas,natural_gas,combined cycle,operating,435.0,2011,2040,30,default,0.3601,country_implied,0.3386,0.4335,6.5455,default,56100.0,ipcc_default,367.2,no,0.0,0.0,S2,30,0,15116122.8,11153002.134,3963120.685,4946066.603,2026,2020,liability,A,C,C,51.957,4.0916,mitsubishi_corp,https://www.gem.wiki/Enecogen_power_station
G100000409937,L100000407615,NL,Lage Weide 6 power station,1,gas,natural_gas,combined cycle,operating,248.0,1995,2024,30,default,0.3601,country_implied,0.3386,0.4335,6.5455,default,56100.0,ipcc_default,367.2,no,0.0,0.0,S1,30,0,8617927.5,11288444.54,-2670517.049,0,2026,2020,contribution,A,C,C,52.101944,5.071389,mitsubishi_corp,https://www.gem.wiki/Lage_Weide_6_power_station
G100000409937,L100000407615,NL,Lage Weide 6 power station,1,gas,natural_gas,combined cycle,operating,248.0,1995,2024,30,default,0.3601,country_implied,0.3386,0.4335,6.5455,default,56100.0,ipcc_default,367.2,no,0.0,0.0,S2,30,0,8617927.5,11288444.54,-2670517.049,0,2026,2020,contribution,A,C,C,52.101944,5.071389,mitsubishi_corp,https://www.gem.wiki/Lage_Weide_6_power_station
G100000919566,L100000915831,NL,Luchterduinen wind farm,--,wind,,Offshore hard mount,operating,129.0,2015,2039,25,default,0.3266,country_implied,0.2705,0.3267,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S1,25,0,0.0,2289130.573,-2289130.573,-725856.268,2026,,contribution,A,B,B,52.3717,3.8833,mitsubishi_corp,https://www.gem.wiki/Luchterduinen_wind_farm
G100000919566,L100000915831,NL,Luchterduinen wind farm,--,wind,,Offshore hard mount,operating,129.0,2015,2039,25,default,0.3266,country_implied,0.2705,0.3267,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S2,25,0,0.0,2244094.861,-2244094.861,-680820.556,2026,,contribution,A,B,B,52.3717,3.8833,mitsubishi_corp,https://www.gem.wiki/Luchterduinen_wind_farm
G100000925203,L100000920511,NL,Mauve wind farm,--,wind,,Onshore,operating,30.0,2021,2045,25,default,0.3266,country_implied,0.2705,0.3267,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S1,25,0,0.0,322162.158,-322162.158,-197705.386,2026,,contribution,A,B,B,53.2164,6.7921,toyota_tsusho,https://www.gem.wiki/Mauve_wind_farm
G100000925203,L100000920511,NL,Mauve wind farm,--,wind,,Onshore,operating,30.0,2021,2045,25,default,0.3266,country_implied,0.2705,0.3267,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S2,25,0,0.0,306864.069,-306864.069,-182407.297,2026,,contribution,A,B,B,53.2164,6.7921,toyota_tsusho,https://www.gem.wiki/Mauve_wind_farm
G100000400547,L100000400546,NL,Merwedekanaal power station,12,gas,natural_gas,combined cycle,operating,224.0,1989,2030,42,retired_year,0.3601,country_implied,0.3386,0.4335,6.5455,default,56100.0,ipcc_default,367.2,no,0.0,0.0,S1,41,1,10638043.844,13065032.284,-2426988.451,601658.78,2026,2020,contribution,A,C,C,52.1017,5.0794,mitsubishi_corp,https://www.gem.wiki/Merwedekanaal_power_station
G100000400547,L100000400546,NL,Merwedekanaal power station,12,gas,natural_gas,combined cycle,operating,224.0,1989,2030,42,retired_year,0.3601,country_implied,0.3386,0.4335,6.5455,default,56100.0,ipcc_default,367.2,no,0.0,0.0,S2,41,1,10638043.844,13044573.24,-2406529.409,622117.822,2026,2020,contribution,A,C,C,52.1017,5.0794,mitsubishi_corp,https://www.gem.wiki/Merwedekanaal_power_station
G100000917534,L100000914140,NL,Mondriaan wind farm,--,wind,,Onshore,operating,39.0,2021,2045,25,default,0.3266,country_implied,0.2705,0.3267,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S1,25,0,0.0,418810.805,-418810.805,-257017.004,2026,,contribution,A,B,B,53.3326,6.9135,toyota_tsusho,https://www.gem.wiki/Mondriaan_wind_farm
G100000917534,L100000914140,NL,Mondriaan wind farm,--,wind,,Onshore,operating,39.0,2021,2045,25,default,0.3266,country_implied,0.2705,0.3267,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S2,25,0,0.0,398923.288,-398923.288,-237129.487,2026,,contribution,A,B,B,53.3326,6.9135,toyota_tsusho,https://www.gem.wiki/Mondriaan_wind_farm
G100000925208,L100000920513,NL,N33 wind farm,4,wind,,Onshore,operating,58.0,2020,2044,25,default,0.3266,country_implied,0.2705,0.3267,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S1,25,0,0.0,672332.961,-672332.961,-374816.08,2026,,contribution,A,B,B,53.1438,6.9272,toyota_tsusho,https://www.gem.wiki/N33_wind_farm
G100000925208,L100000920513,NL,N33 wind farm,4,wind,,Onshore,operating,58.0,2020,2044,25,default,0.3266,country_implied,0.2705,0.3267,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S2,25,0,0.0,644172.892,-644172.892,-346656.011,2026,,contribution,A,B,B,53.1438,6.9272,toyota_tsusho,https://www.gem.wiki/N33_wind_farm
G100000925252,L100000920549,NL,Vermeer wind farm,--,wind,,Onshore,operating,86.0,2021,2045,25,default,0.3266,country_implied,0.2705,0.3267,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S1,25,0,0.0,923531.517,-923531.517,-566755.44,2026,,contribution,A,B,B,53.0892,6.9671,toyota_tsusho,https://www.gem.wiki/Vermeer_wind_farm
G100000925252,L100000920549,NL,Vermeer wind farm,--,wind,,Onshore,operating,86.0,2021,2045,25,default,0.3266,country_implied,0.2705,0.3267,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S2,25,0,0.0,879676.994,-879676.994,-522900.917,2026,,contribution,A,B,B,53.0892,6.9671,toyota_tsusho,https://www.gem.wiki/Vermeer_wind_farm
G100001001606,L100001001205,NO,GoliatVind Offshore wind farm,--,wind,,Offshore floating,pre-construction,75.0,2027,2051,25,default,0.3004,country_implied,0.2658,0.3339,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S1,25,0,0.0,110069.312,-110069.312,-110069.312,2026,,contribution,A,B,B,70.8424,23.7296,kansai,https://www.gem.wiki/GoliatVind_Offshore_wind_farm
G100001001606,L100001001205,NO,GoliatVind Offshore wind farm,--,wind,,Offshore floating,pre-construction,75.0,2027,2051,25,default,0.3004,country_implied,0.2658,0.3339,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S2,25,0,0.0,33777.261,-33777.261,-33777.261,2026,,contribution,A,B,B,70.8424,23.7296,kansai,https://www.gem.wiki/GoliatVind_Offshore_wind_farm
G100000912690,L100000909896,NO,Hog Jaeren wind farm,2,wind,,Onshore,operating,14.0,2012,2036,25,default,0.3004,country_implied,0.2658,0.3339,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S1,25,0,0.0,26564.414,-26564.414,-10298.718,2026,,contribution,A,B,B,58.6415,5.7441,toyota_tsusho,https://www.gem.wiki/Hog_Jaeren_wind_farm
G100000912690,L100000909896,NO,Hog Jaeren wind farm,2,wind,,Onshore,operating,14.0,2012,2036,25,default,0.3004,country_implied,0.2658,0.3339,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S2,25,0,0.0,21944.746,-21944.746,-5679.05,2026,,contribution,A,B,B,58.6415,5.7441,toyota_tsusho,https://www.gem.wiki/Hog_Jaeren_wind_farm
G100000918907,L100000909896,NO,Hog Jaeren wind farm,1,wind,,Onshore,operating,60.0,2011,2035,25,default,0.3004,country_implied,0.2658,0.3339,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S1,25,0,0.0,116224.947,-116224.947,-40458.156,2026,,contribution,A,B,B,58.6415,5.7441,toyota_tsusho,https://www.gem.wiki/Hog_Jaeren_wind_farm
G100000918907,L100000909896,NO,Hog Jaeren wind farm,1,wind,,Onshore,operating,60.0,2011,2035,25,default,0.3004,country_implied,0.2658,0.3339,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S2,25,0,0.0,99041.439,-99041.439,-23274.648,2026,,contribution,A,B,B,58.6415,5.7441,toyota_tsusho,https://www.gem.wiki/Hog_Jaeren_wind_farm
G100000604925,L100000602811,NP,Upper Trishuli 1 hydroelectric plant,,hydro,,run-of-river,construction,216.0,2026,2085,60,default,0.3817,country_implied,0.3817,0.5522,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S1,60,0,0.0,1104836.419,-1104836.419,-1104836.419,2026,,contribution,A,B,B,28.0737,85.208,koen;dl_enc,https://www.gem.wiki/Upper_Trishuli_1_hydroelectric_plant
G100000804621,L100000804048,OM,Amin Solar PV Power Plant,--,solar,,PV,operating,105.0,2020,2044,25,default,0.1572,country_implied,0.1572,0.4281,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S1,25,0,0.0,1892220.832,-1892220.832,-1415150.694,2026,,contribution,A,B,B,18.496,55.808,marubeni,https://www.gem.wiki/Amin_Solar_PV_Power_Plant
G100000804621,L100000804048,OM,Amin Solar PV Power Plant,--,solar,,PV,operating,105.0,2020,2044,25,default,0.1572,country_implied,0.1572,0.4281,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S2,25,0,0.0,1865012.891,-1865012.891,-1387942.753,2026,,contribution,A,B,B,18.496,55.808,marubeni,https://www.gem.wiki/Amin_Solar_PV_Power_Plant
G100000834618,L100000830750,OM,Ibri 3 solar farm,--,solar,,PV,pre-construction,500.0,2027,2051,25,default,0.1572,country_implied,0.1572,0.4281,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S1,25,0,0.0,8673797.627,-8673797.627,-8673797.627,2026,,contribution,A,B,B,23.3341,56.2608,komipo,https://www.gem.wiki/Ibri_3_solar_farm
G100000834618,L100000830750,OM,Ibri 3 solar farm,--,solar,,PV,pre-construction,500.0,2027,2051,25,default,0.1572,country_implied,0.1572,0.4281,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S2,25,0,0.0,8442327.799,-8442327.799,-8442327.799,2026,,contribution,A,B,B,23.3341,56.2608,komipo,https://www.gem.wiki/Ibri_3_solar_farm
G100000404688,L100000405508,OM,Ibri Independent power plant,1,gas,natural_gas,combined cycle,operating,1539.0,2019,2048,30,default,0.4111,country_implied,0.3318,0.4111,6.5455,default,56100.0,ipcc_default,367.2,no,0.0,0.0,S1,30,0,61054001.07,86373200.63,-25319199.55,-18139257.892,2026,,contribution,A,C,C,23.365562,56.283718,mitsui,https://www.gem.wiki/Ibri_Independent_power_plant
G100000404688,L100000405508,OM,Ibri Independent power plant,1,gas,natural_gas,combined cycle,operating,1539.0,2019,2048,30,default,0.4111,country_implied,0.3318,0.4111,6.5455,default,56100.0,ipcc_default,367.2,no,0.0,0.0,S2,30,0,61054001.07,84884277.772,-23830276.69,-16650335.032,2026,,contribution,A,C,C,23.365562,56.283718,mitsui,https://www.gem.wiki/Ibri_Independent_power_plant
G100000411532,L100000408234,OM,New Qalhat LNG power station,1,gas,natural_gas,internal combustion,operating,119.7,2021,2050,30,default,0.4111,country_implied,0.3318,0.4111,8.5714,default,56100.0,ipcc_default,480.857,no,0.0,0.0,S1,30,0,6218463.06,6639432.959,-420969.888,-278741.481,2026,2048,contribution,A,C,C,22.65971,59.405567,posco_international;samsung_ct,https://www.gem.wiki/New_Qalhat_LNG_power_station
G100000411532,L100000408234,OM,New Qalhat LNG power station,1,gas,natural_gas,internal combustion,operating,119.7,2021,2050,30,default,0.4111,country_implied,0.3318,0.4111,8.5714,default,56100.0,ipcc_default,480.857,no,0.0,0.0,S2,30,0,6218463.06,6504242.161,-285779.091,-143550.684,2026,2042,contribution,A,C,C,22.65971,59.405567,posco_international;samsung_ct,https://www.gem.wiki/New_Qalhat_LNG_power_station
G100000410072,L100000407694,OM,Qalhat LNG power station,1,gas,natural_gas,gas turbine,operating,280.0,2005,2034,30,default,0.4111,country_implied,0.3318,0.4111,10.0,default,56100.0,ipcc_default,561.0,no,0.0,0.0,S1,30,0,16970464.53,16729607.05,240857.477,285688.544,2026,2021,liability,A,C,C,22.65971,59.405567,posco_international;samsung_ct,https://www.gem.wiki/Qalhat_LNG_power_station
G100000410072,L100000407694,OM,Qalhat LNG power station,1,gas,natural_gas,gas turbine,operating,280.0,2005,2034,30,default,0.4111,country_implied,0.3318,0.4111,10.0,default,56100.0,ipcc_default,561.0,no,0.0,0.0,S2,30,0,16970464.53,16682671.061,287793.467,332624.534,2026,2021,liability,A,C,C,22.65971,59.405567,posco_international;samsung_ct,https://www.gem.wiki/Qalhat_LNG_power_station
G100000404706,L100000405524,OM,Sohar III power plant,1,gas,natural_gas,combined cycle,operating,870.5,2019,2048,30,default,0.4111,country_implied,0.3318,0.4111,6.5455,default,56100.0,ipcc_default,367.2,no,0.0,0.0,S1,30,0,34533793.32,48855016.991,-14321223.655,-10260054.576,2026,,contribution,A,C,C,24.4885,56.6135,mitsui,https://www.gem.wiki/Sohar_III_power_plant
G100000404706,L100000405524,OM,Sohar III power plant,1,gas,natural_gas,combined cycle,operating,870.5,2019,2048,30,default,0.4111,country_implied,0.3318,0.4111,6.5455,default,56100.0,ipcc_default,367.2,no,0.0,0.0,S2,30,0,34533793.32,48012841.976,-13479048.64,-9417879.561,2026,,contribution,A,C,C,24.4885,56.6135,mitsui,https://www.gem.wiki/Sohar_III_power_plant
G100000411167,L100000405524,OM,Sohar III power plant,2,gas,natural_gas,combined cycle,operating,870.5,2019,2048,30,default,0.4111,country_implied,0.3318,0.4111,6.5455,default,56100.0,ipcc_default,367.2,no,0.0,0.0,S1,30,0,34533793.32,48855016.991,-14321223.655,-10260054.576,2026,,contribution,A,C,C,24.4885,56.6135,mitsui,https://www.gem.wiki/Sohar_III_power_plant
G100000411167,L100000405524,OM,Sohar III power plant,2,gas,natural_gas,combined cycle,operating,870.5,2019,2048,30,default,0.4111,country_implied,0.3318,0.4111,6.5455,default,56100.0,ipcc_default,367.2,no,0.0,0.0,S2,30,0,34533793.32,48012841.976,-13479048.64,-9417879.561,2026,,contribution,A,C,C,24.4885,56.6135,mitsui,https://www.gem.wiki/Sohar_III_power_plant
G100000404707,L100000405526,OM,Sur Independent power plant,1,gas,natural_gas,combined cycle,operating,800.0,2014,2043,30,retired_year,0.4111,country_implied,0.3318,0.4111,6.5455,default,56100.0,ipcc_default,367.2,no,0.0,0.0,S1,30,0,31736972.61,46091465.898,-14354493.277,-7743949.235,2026,,contribution,A,C,C,22.655898,59.416961,jera,https://www.gem.wiki/Sur_Independent_power_plant
G100000404707,L100000405526,OM,Sur Independent power plant,1,gas,natural_gas,combined cycle,operating,800.0,2014,2043,30,retired_year,0.4111,country_implied,0.3318,0.4111,6.5455,default,56100.0,ipcc_default,367.2,no,0.0,0.0,S2,30,0,31736972.61,45601441.685,-13864469.061,-7253925.019,2026,,contribution,A,C,C,22.655898,59.416961,jera,https://www.gem.wiki/Sur_Independent_power_plant
G100000411165,L100000405526,OM,Sur Independent power plant,3,gas,natural_gas,combined cycle,operating,400.0,2014,2043,30,retired_year,0.4111,country_implied,0.3318,0.4111,6.5455,default,56100.0,ipcc_default,367.2,no,0.0,0.0,S1,30,0,15868486.32,23045732.947,-7177246.638,-3871974.618,2026,,contribution,A,C,C,22.655898,59.416961,jera,https://www.gem.wiki/Sur_Independent_power_plant
G100000411165,L100000405526,OM,Sur Independent power plant,3,gas,natural_gas,combined cycle,operating,400.0,2014,2043,30,retired_year,0.4111,country_implied,0.3318,0.4111,6.5455,default,56100.0,ipcc_default,367.2,no,0.0,0.0,S2,30,0,15868486.32,22800720.84,-6932234.531,-3626962.511,2026,,contribution,A,C,C,22.655898,59.416961,jera,https://www.gem.wiki/Sur_Independent_power_plant
G100000411166,L100000405526,OM,Sur Independent power plant,2,gas,natural_gas,combined cycle,operating,800.0,2014,2043,30,retired_year,0.4111,country_implied,0.3318,0.4111,6.5455,default,56100.0,ipcc_default,367.2,no,0.0,0.0,S1,30,0,31736972.61,46091465.898,-14354493.277,-7743949.235,2026,,contribution,A,C,C,22.655898,59.416961,jera,https://www.gem.wiki/Sur_Independent_power_plant
G100000411166,L100000405526,OM,Sur Independent power plant,2,gas,natural_gas,combined cycle,operating,800.0,2014,2043,30,retired_year,0.4111,country_implied,0.3318,0.4111,6.5455,default,56100.0,ipcc_default,367.2,no,0.0,0.0,S2,30,0,31736972.61,45601441.685,-13864469.061,-7253925.019,2026,,contribution,A,C,C,22.655898,59.416961,jera,https://www.gem.wiki/Sur_Independent_power_plant
G100000604224,L100000604168,PH,Bakun AC hydroelectric plant,,hydro,,run-of-river,operating,75.0,2000,2059,60,default,0.4602,country_implied,0.344,0.4602,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S1,60,0,0.0,11450033.853,-11450033.853,-7342339.132,2026,,contribution,A,B,B,16.8512,120.5835,jera,https://www.gem.wiki/Bakun_AC_hydroelectric_plant
G100000404387,L100000405342,PH,Ilijan power station,1-1,gas,natural_gas,combined cycle,operating,625.5,2002,2031,30,default,0.5789,country_implied,0.5732,0.6423,6.5455,default,56100.0,ipcc_default,367.2,no,0.0,0.0,S1,30,0,34942896.12,51632366.496,-16689470.384,-4639753.97,2026,,contribution,A,C,C,13.622,121.0795,,https://www.gem.wiki/Ilijan_power_station
G100000404388,L100000405342,PH,Ilijan power station,1-2,gas,natural_gas,combined cycle,operating,625.5,2002,2031,30,default,0.5789,country_implied,0.5732,0.6423,6.5455,default,56100.0,ipcc_default,367.2,no,0.0,0.0,S1,30,0,34942896.12,51632366.496,-16689470.384,-4639753.97,2026,,contribution,A,C,C,13.622,121.0795,,https://www.gem.wiki/Ilijan_power_station
G100000105513,L100000103197,PH,Kamanga power station,Unit 1,coal,sub_bituminous,subcritical,operating,105.0,2016,2055,40,default,0.6523,country_implied,0.6278,0.7253,10.2857,default,96100.0,ipcc_default,988.457,no,0.0,0.0,S1,40,0,23722399.72,16114176.918,7608222.786,5225211.361,2026,2016,liability,A,C,C,5.86868,125.079818,toyota_tsusho,https://www.gem.wiki/Kamanga_power_station
G100000105514,L100000103197,PH,Kamanga power station,Unit 2,coal,sub_bituminous,subcritical,operating,105.0,2019,2058,40,default,0.6523,country_implied,0.6278,0.7253,10.2857,default,96100.0,ipcc_default,988.457,no,0.0,0.0,S1,40,0,23722399.72,16592880.481,7129519.223,5509858.258,2026,2019,liability,A,C,C,5.86868,125.079818,toyota_tsusho,https://www.gem.wiki/Kamanga_power_station
G100000107172,L100000103181,PH,Naga power station,Unit 2-1,coal,bituminous,subcritical,operating,110.5,2010,2049,40,default,0.6523,country_implied,0.6278,0.7253,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S1,40,0,24575329.36,15927554.343,8647775.013,4517607.358,2026,2010,liability,A,C,C,10.21755,123.76058,,https://www.gem.wiki/Naga_power_station
G100000107173,L100000103181,PH,Naga power station,Unit 2-2,coal,bituminous,subcritical,operating,110.5,2011,2050,40,default,0.6523,country_implied,0.6278,0.7253,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S1,40,0,24575329.36,16095103.539,8480225.817,4645798.647,2026,2011,liability,A,C,C,10.21755,123.76058,,https://www.gem.wiki/Naga_power_station
G100000107724,L100000103166,PH,Pagbilao power station,Unit 3,coal,bituminous,subcritical,operating,420.0,2018,2057,40,default,0.6523,country_implied,0.6278,0.7253,10.2857,default,94600.0,ipcc_default,973.029,no,0.0,0.0,S1,40,0,93408491.64,65731020.324,27677471.334,20496511.828,2026,2018,liability,A,C,C,13.8932,121.745,marubeni,https://www.gem.wiki/Pagbilao_power_station
G100001054434,L100001047737,PH,San Mariano Biomass power station,--,bioenergy,wood,,operating,19.0,2012,2041,30,default,0.2044,country_implied,0.1884,0.2854,13.4328,default,112000.0,ipcc_default,0.0,yes,1504.478,1535485.016,S1,30,0,0.0,624515.407,-624515.407,-351343.335,2026,,contribution,A,C,C,16.9884743447966,121.994582064878,itochu;jgc,https://www.gem.wiki/San_Mariano_Biomass_power_station
G100000603038,L100000603005,PK,Asrit-Kedam hydroelectric plant,,hydro,,run-of-river,pre-construction,215.0,2029,2088,60,default,0.4087,country_implied,0.372,0.4107,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S1,60,0,0.0,7456742.273,-7456742.273,-7456742.273,2026,,contribution,A,B,B,34.7701,72.3397,koen,https://www.gem.wiki/Asrit-Kedam_hydroelectric_plant
G100000901029,L100000900899,PK,Gul Ahmed (DL Energy) wind farm,--,wind,,Onshore,operating,50.0,2016,2040,25,default,0.2752,country_implied,0.24,0.3186,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S1,25,0,0.0,1041692.91,-1041692.91,-513299.463,2026,,contribution,A,B,B,25.1531,67.9684,dl_enc,https://www.gem.wiki/Gul_Ahmed_(DL_Energy)_wind_farm
G100000900916,L100000900804,PK,Hawa Energy wind farm,--,wind,,Onshore,operating,50.0,2018,2042,25,default,0.2752,country_implied,0.24,0.3186,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S1,25,0,0.0,982692.033,-982692.033,-567975.186,2026,,contribution,A,B,B,25.1428,68.0551,dl_enc,https://www.gem.wiki/Hawa_Energy_wind_farm
G100000603057,L100000603024,PK,Kalam-Asrit hydroelectric plant,,hydro,,run-of-river,pre-construction,238.0,2032,2091,60,default,0.4087,country_implied,0.372,0.4107,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S1,60,0,0.0,7641907.302,-7641907.302,-7641907.302,2026,,contribution,A,B,B,34.931,72.4174,koen,https://www.gem.wiki/Kalam-Asrit_hydroelectric_plant
G100000603065,L100000603032,PK,Lower Spat Gah hydroelectric plant,,hydro,,run-of-river,pre-construction,496.0,2030,2089,60,default,0.4087,country_implied,0.372,0.4107,,not_applicable,,not_applicable,0.0,no,0.0,0.0,S1,60,0,0.0,16766035.907,-16766035.907,-16766035.907,2026,,contribution,A,B,B,33.7128,71.2679,komipo;dl_enc;lotte_ec,https://www.gem.wiki/Lower_Spat_Gah_hydroelectric_plant
