gem_unit_id,scenario,t,calendar_year,generation_gwh,grid_gco2_per_kwh,grid_basis,e_prod_tco2,e_ref_tco2,ti_tco2,cumulative_ti_tco2
G100000925203,S1,14,2035,85.83,106.439,pathway,0.0,9135.736,-9135.736,-263707.515
G100000925203,S1,15,2036,85.83,97.59,pathway,0.0,8376.179,-8376.179,-272083.694
G100000925203,S1,16,2037,85.83,89.476,pathway,0.0,7679.768,-7679.768,-279763.463
G100000925203,S1,17,2038,85.83,82.037,pathway,0.0,7041.258,-7041.258,-286804.72
G100000925203,S1,18,2039,85.83,75.216,pathway,0.0,6455.834,-6455.834,-293260.554
G100000925203,S1,19,2040,85.83,68.963,pathway,0.0,5919.084,-5919.084,-299179.639
G100000925203,S1,20,2041,85.83,63.229,pathway,0.0,5426.958,-5426.958,-304606.597
G100000925203,S1,21,2042,85.83,57.972,pathway,0.0,4975.747,-4975.747,-309582.345
G100000925203,S1,22,2043,85.83,53.152,pathway,0.0,4562.053,-4562.053,-314144.398
G100000925203,S1,23,2044,85.83,48.733,pathway,0.0,4182.76,-4182.76,-318327.157
G100000925203,S1,24,2045,85.83,44.681,pathway,0.0,3835.0,-3835.0,-322162.158
G100000925203,S2,0,2021,85.83,351.97,observed,0.0,30209.754,-30209.754,-30209.754
G100000925203,S2,1,2022,85.83,325.61,observed,0.0,27947.263,-27947.263,-58157.017
G100000925203,S2,2,2023,85.83,268.17,observed,0.0,23017.16,-23017.16,-81174.176
G100000925203,S2,3,2024,85.83,250.72,observed,0.0,21519.418,-21519.418,-102693.594
G100000925203,S2,4,2025,85.83,253.56,observed,0.0,21763.177,-21763.177,-124456.771
G100000925203,S2,5,2026,85.83,230.028,pathway,0.0,19743.379,-19743.379,-144200.15
G100000925203,S2,6,2027,85.83,208.679,pathway,0.0,17911.036,-17911.036,-162111.186
G100000925203,S2,7,2028,85.83,189.312,pathway,0.0,16248.748,-16248.748,-178359.935
G100000925203,S2,8,2029,85.83,171.743,pathway,0.0,14740.741,-14740.741,-193100.676
G100000925203,S2,9,2030,85.83,155.803,pathway,0.0,13372.681,-13372.681,-206473.356
G100000925203,S2,10,2031,85.83,141.344,pathway,0.0,12131.589,-12131.589,-218604.945
G100000925203,S2,11,2032,85.83,128.226,pathway,0.0,11005.682,-11005.682,-229610.627
G100000925203,S2,12,2033,85.83,116.325,pathway,0.0,9984.265,-9984.265,-239594.892
G100000925203,S2,13,2034,85.83,105.529,pathway,0.0,9057.648,-9057.648,-248652.54
G100000925203,S2,14,2035,85.83,95.736,pathway,0.0,8217.024,-8217.024,-256869.564
G100000925203,S2,15,2036,85.83,86.85,pathway,0.0,7454.42,-7454.42,-264323.984
G100000925203,S2,16,2037,85.83,78.79,pathway,0.0,6762.592,-6762.592,-271086.576
G100000925203,S2,17,2038,85.83,71.478,pathway,0.0,6134.965,-6134.965,-277221.541
G100000925203,S2,18,2039,85.83,64.844,pathway,0.0,5565.592,-5565.592,-282787.133
G100000925203,S2,19,2040,85.83,58.826,pathway,0.0,5049.064,-5049.064,-287836.197
G100000925203,S2,20,2041,85.83,53.367,pathway,0.0,4580.472,-4580.472,-292416.669
G100000925203,S2,21,2042,85.83,48.414,pathway,0.0,4155.363,-4155.363,-296572.032
G100000925203,S2,22,2043,85.83,43.92,pathway,0.0,3769.718,-3769.718,-300341.749
G100000925203,S2,23,2044,85.83,39.844,pathway,0.0,3419.855,-3419.855,-303761.605
G100000925203,S2,24,2045,85.83,36.146,pathway,0.0,3102.463,-3102.463,-306864.067
G100000400547,S1,1,1990,706.603,588.26,observed,259464.484,415666.06,-156201.576,-156201.576
G100000400547,S1,2,1991,706.603,566.79,observed,259464.484,400495.301,-141030.818,-297232.394
G100000400547,S1,3,1992,706.603,556.83,observed,259464.484,393457.539,-133993.056,-431225.449
G100000400547,S1,4,1993,706.603,548.37,observed,259464.484,387479.681,-128015.197,-559240.647
G100000400547,S1,5,1994,706.603,561.97,observed,259464.484,397089.477,-137624.993,-696865.64
G100000400547,S1,6,1995,706.603,579.09,observed,259464.484,409186.514,-149722.03,-846587.67
G100000400547,S1,7,1996,706.603,558.94,observed,259464.484,394948.471,-135483.987,-982071.657
G100000400547,S1,8,1997,706.603,556.99,observed,259464.484,393570.596,-134106.112,-1116177.769
G100000400547,S1,9,1998,706.603,554.87,observed,259464.484,392072.598,-132608.114,-1248785.883
G100000400547,S1,10,1999,706.603,533.23,observed,259464.484,376781.717,-117317.234,-1366103.117
G100000400547,S1,11,2000,706.603,540.31,observed,259464.484,381784.464,-122319.98,-1488423.097
G100000400547,S1,12,2001,706.603,541.03,observed,259464.484,382293.218,-122828.734,-1611251.831
G100000400547,S1,13,2002,706.603,538.78,observed,259464.484,380703.362,-121238.878,-1732490.71
G100000400547,S1,14,2003,706.603,540.8,observed,259464.484,382130.699,-122666.216,-1855156.925
G100000400547,S1,15,2004,706.603,522.74,observed,259464.484,369369.456,-109904.972,-1965061.897
G100000400547,S1,16,2005,706.603,511.72,observed,259464.484,361582.695,-102118.211,-2067180.109
G100000400547,S1,17,2006,706.603,511.38,observed,259464.484,361342.45,-101877.966,-2169058.075
G100000400547,S1,18,2007,706.603,509.74,observed,259464.484,360183.622,-100719.138,-2269777.213
G100000400547,S1,19,2008,706.603,494.4,observed,259464.484,349344.337,-89879.854,-2359657.067
G100000400547,S1,20,2009,706.603,486.69,observed,259464.484,343896.431,-84431.948,-2444089.014
G100000400547,S1,21,2010,706.603,478.15,observed,259464.484,337862.045,-78397.561,-2522486.575
G100000400547,S1,22,2011,706.603,472.3,observed,259464.484,333728.419,-74263.936,-2596750.511
G100000400547,S1,23,2012,706.603,494.48,observed,259464.484,349400.866,-89936.382,-2686686.893
G100000400547,S1,24,2013,706.603,500.6,observed,259464.484,353725.274,-94260.79,-2780947.683
G100000400547,S1,25,2014,706.603,521.25,observed,259464.484,368316.618,-108852.134,-2889799.817
G100000400547,S1,26,2015,706.603,551.43,observed,259464.484,389641.885,-130177.401,-3019977.219
G100000400547,S1,27,2016,706.603,524.57,observed,259464.484,370662.538,-111198.055,-3131175.274
G100000400547,S1,28,2017,706.603,489.66,observed,259464.484,345995.041,-86530.557,-3217705.831
G100000400547,S1,29,2018,706.603,467.11,observed,259464.484,330061.152,-70596.668,-3288302.499
G100000400547,S1,30,2019,706.603,410.0,observed,259464.484,289707.076,-30242.592,-3318545.092
G100000400547,S1,31,2020,706.603,342.9,observed,259464.484,242294.04,17170.444,-3301374.648
G100000400547,S1,32,2021,706.603,351.97,observed,259464.484,248702.926,10761.558,-3290613.09
G100000400547,S1,33,2022,706.603,325.61,observed,259464.484,230076.88,29387.603,-3261225.487
G100000400547,S1,34,2023,706.603,268.17,observed,259464.484,189489.626,69974.858,-3191250.629
G100000400547,S1,35,2024,706.603,250.72,observed,259464.484,177159.41,82305.074,-3108945.555
G100000400547,S1,36,2025,706.603,253.56,observed,259464.484,179166.161,80298.322,-3028647.233
G100000400547,S1,37,2026,706.603,232.478,pathway,259464.484,164269.918,95194.565,-2933452.668
G100000400547,S1,38,2027,706.603,213.15,pathway,259464.484,150612.208,108852.276,-2824600.392
G100000400547,S1,39,2028,706.603,195.428,pathway,259464.484,138090.079,121374.405,-2703225.987
G100000400547,S1,40,2029,706.603,179.18,pathway,259464.484,126608.988,132855.496,-2570370.491
G100000400547,S1,41,2030,706.603,164.282,pathway,259464.484,116082.446,143382.038,-2426988.453
G100000400547,S2,1,1990,706.603,588.26,observed,259464.484,415666.06,-156201.576,-156201.576
G100000400547,S2,2,1991,706.603,566.79,observed,259464.484,400495.301,-141030.818,-297232.394
G100000400547,S2,3,1992,706.603,556.83,observed,259464.484,393457.539,-133993.056,-431225.449
G100000400547,S2,4,1993,706.603,548.37,observed,259464.484,387479.681,-128015.197,-559240.647
G100000400547,S2,5,1994,706.603,561.97,observed,259464.484,397089.477,-137624.993,-696865.64
G100000400547,S2,6,1995,706.603,579.09,observed,259464.484,409186.514,-149722.03,-846587.67
G100000400547,S2,7,1996,706.603,558.94,observed,259464.484,394948.471,-135483.987,-982071.657
G100000400547,S2,8,1997,706.603,556.99,observed,259464.484,393570.596,-134106.112,-1116177.769
G100000400547,S2,9,1998,706.603,554.87,observed,259464.484,392072.598,-132608.114,-1248785.883
G100000400547,S2,10,1999,706.603,533.23,observed,259464.484,376781.717,-117317.234,-1366103.117
G100000400547,S2,11,2000,706.603,540.31,observed,259464.484,381784.464,-122319.98,-1488423.097
G100000400547,S2,12,2001,706.603,541.03,observed,259464.484,382293.218,-122828.734,-1611251.831
G100000400547,S2,13,2002,706.603,538.78,observed,259464.484,380703.362,-121238.878,-1732490.71
G100000400547,S2,14,2003,706.603,540.8,observed,259464.484,382130.699,-122666.216,-1855156.925
G100000400547,S2,15,2004,706.603,522.74,observed,259464.484,369369.456,-109904.972,-1965061.897
G100000400547,S2,16,2005,706.603,511.72,observed,259464.484,361582.695,-102118.211,-2067180.109
G100000400547,S2,17,2006,706.603,511.38,observed,259464.484,361342.45,-101877.966,-2169058.075
G100000400547,S2,18,2007,706.603,509.74,observed,259464.484,360183.622,-100719.138,-2269777.213
G100000400547,S2,19,2008,706.603,494.4,observed,259464.484,349344.337,-89879.854,-2359657.067
G100000400547,S2,20,2009,706.603,486.69,observed,259464.484,343896.431,-84431.948,-2444089.014
G100000400547,S2,21,2010,706.603,478.15,observed,259464.484,337862.045,-78397.561,-2522486.575
G100000400547,S2,22,2011,706.603,472.3,observed,259464.484,333728.419,-74263.936,-2596750.511
G100000400547,S2,23,2012,706.603,494.48,observed,259464.484,349400.866,-89936.382,-2686686.893
G100000400547,S2,24,2013,706.603,500.6,observed,259464.484,353725.274,-94260.79,-2780947.683
G100000400547,S2,25,2014,706.603,521.25,observed,259464.484,368316.618,-108852.134,-2889799.817
G100000400547,S2,26,2015,706.603,551.43,observed,259464.484,389641.885,-130177.401,-3019977.219
G100000400547,S2,27,2016,706.603,524.57,observed,259464.484,370662.538,-111198.055,-3131175.274
G100000400547,S2,28,2017,706.603,489.66,observed,259464.484,345995.041,-86530.557,-3217705.831
G100000400547,S2,29,2018,706.603,467.11,observed,259464.484,330061.152,-70596.668,-3288302.499
G100000400547,S2,30,2019,706.603,410.0,observed,259464.484,289707.076,-30242.592,-3318545.092
G100000400547,S2,31,2020,706.603,342.9,observed,259464.484,242294.04,17170.444,-3301374.648
G100000400547,S2,32,2021,706.603,351.97,observed,259464.484,248702.926,10761.558,-3290613.09
G100000400547,S2,33,2022,706.603,325.61,observed,259464.484,230076.88,29387.603,-3261225.487
G100000400547,S2,34,2023,706.603,268.17,observed,259464.484,189489.626,69974.858,-3191250.629
G100000400547,S2,35,2024,706.603,250.72,observed,259464.484,177159.41,82305.074,-3108945.555
G100000400547,S2,36,2025,706.603,253.56,observed,259464.484,179166.161,80298.322,-3028647.233
G100000400547,S2,37,2026,706.603,230.028,pathway,259464.484,162538.106,96926.378,-2931720.855
G100000400547,S2,38,2027,706.603,208.679,pathway,259464.484,147453.27,112011.213,-2819709.642
G100000400547,S2,39,2028,706.603,189.312,pathway,259464.484,133768.427,125696.057,-2694013.585
G100000400547,S2,40,2029,706.603,171.743,pathway,259464.484,121353.701,138110.782,-2555902.803
G100000400547,S2,41,2030,706.603,155.803,pathway,259464.484,110091.091,149373.392,-2406529.41
G100000917534,S1,0,2021,111.58,351.97,observed,0.0,39272.68,-39272.68,-39272.68
G100000917534,S1,1,2022,111.58,325.61,observed,0.0,36331.441,-36331.441,-75604.122
G100000917534,S1,2,2023,111.58,268.17,observed,0.0,29922.308,-29922.308,-105526.429
G100000917534,S1,3,2024,111.58,250.72,observed,0.0,27975.243,-27975.243,-133501.673
G100000917534,S1,4,2025,111.58,253.56,observed,0.0,28292.129,-28292.129,-161793.802
G100000917534,S1,5,2026,111.58,232.478,pathway,0.0,25939.864,-25939.864,-187733.666
G100000917534,S1,6,2027,111.58,213.15,pathway,0.0,23783.175,-23783.175,-211516.84
G100000917534,S1,7,2028,111.58,195.428,pathway,0.0,21805.805,-21805.805,-233322.645
G100000917534,S1,8,2029,111.58,179.18,pathway,0.0,19992.826,-19992.826,-253315.471
G100000917534,S1,9,2030,111.58,164.282,pathway,0.0,18330.58,-18330.58,-271646.051
G100000917534,S1,10,2031,111.58,150.624,pathway,0.0,16806.547,-16806.547,-288452.598
G100000917534,S1,11,2032,111.58,138.101,pathway,0.0,15409.213,-15409.213,-303861.811
G100000917534,S1,12,2033,111.58,126.619,pathway,0.0,14128.067,-14128.067,-317989.878
G100000917534,S1,13,2034,111.58,116.091,pathway,0.0,12953.435,-12953.435,-330943.313
G100000917534,S1,14,2035,111.58,106.439,pathway,0.0,11876.457,-11876.457,-342819.77
G100000917534,S1,15,2036,111.58,97.59,pathway,0.0,10889.033,-10889.033,-353708.803
G100000917534,S1,16,2037,111.58,89.476,pathway,0.0,9983.698,-9983.698,-363692.501
G100000917534,S1,17,2038,111.58,82.037,pathway,0.0,9153.635,-9153.635,-372846.137
G100000917534,S1,18,2039,111.58,75.216,pathway,0.0,8392.584,-8392.584,-381238.721
G100000917534,S1,19,2040,111.58,68.963,pathway,0.0,7694.81,-7694.81,-388933.531
G100000917534,S1,20,2041,111.58,63.229,pathway,0.0,7055.046,-7055.046,-395988.576
G100000917534,S1,21,2042,111.58,57.972,pathway,0.0,6468.472,-6468.472,-402457.048
G100000917534,S1,22,2043,111.58,53.152,pathway,0.0,5930.669,-5930.669,-408387.717
G100000917534,S1,23,2044,111.58,48.733,pathway,0.0,5437.588,-5437.588,-413825.304
G100000917534,S1,24,2045,111.58,44.681,pathway,0.0,4985.5,-4985.5,-418810.805
G100000917534,S2,0,2021,111.58,351.97,observed,0.0,39272.68,-39272.68,-39272.68
G100000917534,S2,1,2022,111.58,325.61,observed,0.0,36331.441,-36331.441,-75604.122
G100000917534,S2,2,2023,111.58,268.17,observed,0.0,29922.308,-29922.308,-105526.429
G100000917534,S2,3,2024,111.58,250.72,observed,0.0,27975.243,-27975.243,-133501.673
G100000917534,S2,4,2025,111.58,253.56,observed,0.0,28292.129,-28292.129,-161793.802
G100000917534,S2,5,2026,111.58,230.028,pathway,0.0,25666.393,-25666.393,-187460.195
G100000917534,S2,6,2027,111.58,208.679,pathway,0.0,23284.347,-23284.347,-210744.542
G100000917534,S2,7,2028,111.58,189.312,pathway,0.0,21123.373,-21123.373,-231867.915
G100000917534,S2,8,2029,111.58,171.743,pathway,0.0,19162.964,-19162.964,-251030.878
G100000917534,S2,9,2030,111.58,155.803,pathway,0.0,17384.485,-17384.485,-268415.363
G100000917534,S2,10,2031,111.58,141.344,pathway,0.0,15771.066,-15771.066,-284186.429
G100000917534,S2,11,2032,111.58,128.226,pathway,0.0,14307.387,-14307.387,-298493.816
G100000917534,S2,12,2033,111.58,116.325,pathway,0.0,12979.544,-12979.544,-311473.36
G100000917534,S2,13,2034,111.58,105.529,pathway,0.0,11774.942,-11774.942,-323248.302
G100000917534,S2,14,2035,111.58,95.736,pathway,0.0,10682.131,-10682.131,-333930.433
G100000917534,S2,15,2036,111.58,86.85,pathway,0.0,9690.746,-9690.746,-343621.179
G100000917534,S2,16,2037,111.58,78.79,pathway,0.0,8791.37,-8791.37,-352412.549
G100000917534,S2,17,2038,111.58,71.478,pathway,0.0,7975.455,-7975.455,-360388.004
G100000917534,S2,18,2039,111.58,64.844,pathway,0.0,7235.269,-7235.269,-367623.273
G100000917534,S2,19,2040,111.58,58.826,pathway,0.0,6563.783,-6563.783,-374187.056
G100000917534,S2,20,2041,111.58,53.367,pathway,0.0,5954.614,-5954.614,-380141.67
G100000917534,S2,21,2042,111.58,48.414,pathway,0.0,5401.971,-5401.971,-385543.641
G100000917534,S2,22,2043,111.58,43.92,pathway,0.0,4900.633,-4900.633,-390444.274
G100000917534,S2,23,2044,111.58,39.844,pathway,0.0,4445.812,-4445.812,-394890.086
G100000917534,S2,24,2045,111.58,36.146,pathway,0.0,4033.202,-4033.202,-398923.288
G100000925208,S1,0,2020,165.939,342.9,observed,0.0,56900.458,-56900.458,-56900.458
G100000925208,S1,1,2021,165.939,351.97,observed,0.0,58405.524,-58405.524,-115305.983
G100000925208,S1,2,2022,165.939,325.61,observed,0.0,54031.374,-54031.374,-169337.357
G100000925208,S1,3,2023,165.939,268.17,observed,0.0,44499.842,-44499.842,-213837.2
G100000925208,S1,4,2024,165.939,250.72,observed,0.0,41604.208,-41604.208,-255441.408
G100000925208,S1,5,2025,165.939,253.56,observed,0.0,42075.475,-42075.475,-297516.882
G100000925208,S1,6,2026,165.939,232.478,pathway,0.0,38577.233,-38577.233,-336094.115
G100000925208,S1,7,2027,165.939,213.15,pathway,0.0,35369.849,-35369.849,-371463.965
G100000925208,S1,8,2028,165.939,195.428,pathway,0.0,32429.146,-32429.146,-403893.111
G100000925208,S1,9,2029,165.939,179.18,pathway,0.0,29732.921,-29732.921,-433626.031
G100000925208,S1,10,2030,165.939,164.282,pathway,0.0,27260.862,-27260.862,-460886.893
G100000925208,S1,11,2031,165.939,150.624,pathway,0.0,24994.352,-24994.352,-485881.245
G100000925208,S1,12,2032,165.939,138.101,pathway,0.0,22916.266,-22916.266,-508797.51
G100000925208,S1,13,2033,165.939,126.619,pathway,0.0,21010.971,-21010.971,-529808.482
G100000925208,S1,14,2034,165.939,116.091,pathway,0.0,19264.082,-19264.082,-549072.564
G100000925208,S1,15,2035,165.939,106.439,pathway,0.0,17662.423,-17662.423,-566734.988
G100000925208,S1,16,2036,165.939,97.59,pathway,0.0,16193.947,-16193.947,-582928.934
G100000925208,S1,17,2037,165.939,89.476,pathway,0.0,14847.552,-14847.552,-597776.486
G100000925208,S1,18,2038,165.939,82.037,pathway,0.0,13613.099,-13613.099,-611389.585
G100000925208,S1,19,2039,165.939,75.216,pathway,0.0,12481.279,-12481.279,-623870.864
G100000925208,S1,20,2040,165.939,68.963,pathway,0.0,11443.563,-11443.563,-635314.427
G100000925208,S1,21,2041,165.939,63.229,pathway,0.0,10492.119,-10492.119,-645806.546
G100000925208,S1,22,2042,165.939,57.972,pathway,0.0,9619.778,-9619.778,-655426.325
G100000925208,S1,23,2043,165.939,53.152,pathway,0.0,8819.969,-8819.969,-664246.294
G100000925208,S1,24,2044,165.939,48.733,pathway,0.0,8086.669,-8086.669,-672332.962
G100000925208,S2,0,2020,165.939,342.9,observed,0.0,56900.458,-56900.458,-56900.458
G100000925208,S2,1,2021,165.939,351.97,observed,0.0,58405.524,-58405.524,-115305.983
G100000925208,S2,2,2022,165.939,325.61,observed,0.0,54031.374,-54031.374,-169337.357
G100000925208,S2,3,2023,165.939,268.17,observed,0.0,44499.842,-44499.842,-213837.2
G100000925208,S2,4,2024,165.939,250.72,observed,0.0,41604.208,-41604.208,-255441.408
G100000925208,S2,5,2025,165.939,253.56,observed,0.0,42075.475,-42075.475,-297516.882
G100000925208,S2,6,2026,165.939,230.028,pathway,0.0,38170.533,-38170.533,-335687.416
G100000925208,S2,7,2027,165.939,208.679,pathway,0.0,34628.003,-34628.003,-370315.418
G100000925208,S2,8,2028,165.939,189.312,pathway,0.0,31414.247,-31414.247,-401729.665
G100000925208,S2,9,2029,165.939,171.743,pathway,0.0,28498.766,-28498.766,-430228.432
G100000925208,S2,10,2030,165.939,155.803,pathway,0.0,25853.849,-25853.849,-456082.281
G100000925208,S2,11,2031,165.939,141.344,pathway,0.0,23454.405,-23454.405,-479536.686
G100000925208,S2,12,2032,165.939,128.226,pathway,0.0,21277.652,-21277.652,-500814.338
G100000925208,S2,13,2033,165.939,116.325,pathway,0.0,19302.912,-19302.912,-520117.25
G100000925208,S2,14,2034,165.939,105.529,pathway,0.0,17511.452,-17511.452,-537628.702
G100000925208,S2,15,2035,165.939,95.736,pathway,0.0,15886.246,-15886.246,-553514.949
G100000925208,S2,16,2036,165.939,86.85,pathway,0.0,14411.879,-14411.879,-567926.827
G100000925208,S2,17,2037,165.939,78.79,pathway,0.0,13074.345,-13074.345,-581001.172
G100000925208,S2,18,2038,165.939,71.478,pathway,0.0,11860.933,-11860.933,-592862.105
G100000925208,S2,19,2039,165.939,64.844,pathway,0.0,10760.144,-10760.144,-603622.249
G100000925208,S2,20,2040,165.939,58.826,pathway,0.0,9761.523,-9761.523,-613383.772
G100000925208,S2,21,2041,165.939,53.367,pathway,0.0,8855.58,-8855.58,-622239.352
G100000925208,S2,22,2042,165.939,48.414,pathway,0.0,8033.701,-8033.701,-630273.053
G100000925208,S2,23,2043,165.939,43.92,pathway,0.0,7288.121,-7288.121,-637561.174
G100000925208,S2,24,2044,165.939,39.844,pathway,0.0,6611.72,-6611.72,-644172.894
G100000925252,S1,0,2021,246.047,351.97,observed,0.0,86601.295,-86601.295,-86601.295
G100000925252,S1,1,2022,246.047,325.61,observed,0.0,80115.486,-80115.486,-166716.781
G100000925252,S1,2,2023,246.047,268.17,observed,0.0,65982.525,-65982.525,-232699.306
G100000925252,S1,3,2024,246.047,250.72,observed,0.0,61688.998,-61688.998,-294388.304
G100000925252,S1,4,2025,246.047,253.56,observed,0.0,62387.773,-62387.773,-356776.077
G100000925252,S1,5,2026,246.047,232.478,pathway,0.0,57200.725,-57200.725,-413976.802
G100000925252,S1,6,2027,246.047,213.15,pathway,0.0,52444.949,-52444.949,-466421.751
G100000925252,S1,7,2028,246.047,195.428,pathway,0.0,48084.596,-48084.596,-514506.346
G100000925252,S1,8,2029,246.047,179.18,pathway,0.0,44086.744,-44086.744,-558593.091
G100000925252,S1,9,2030,246.047,164.282,pathway,0.0,40421.278,-40421.278,-599014.369
G100000925252,S1,10,2031,246.047,150.624,pathway,0.0,37060.591,-37060.591,-636074.959
G100000925252,S1,11,2032,246.047,138.101,pathway,0.0,33979.29,-33979.29,-670054.25
G100000925252,S1,12,2033,246.047,126.619,pathway,0.0,31154.199,-31154.199,-701208.448
G100000925252,S1,13,2034,246.047,116.091,pathway,0.0,28563.984,-28563.984,-729772.433
G100000925252,S1,14,2035,246.047,106.439,pathway,0.0,26189.11,-26189.11,-755961.543
G100000925252,S1,15,2036,246.047,97.59,pathway,0.0,24011.714,-24011.714,-779973.258
G100000925252,S1,16,2037,246.047,89.476,pathway,0.0,22015.335,-22015.335,-801988.593
G100000925252,S1,17,2038,246.047,82.037,pathway,0.0,20184.939,-20184.939,-822173.532
G100000925252,S1,18,2039,246.047,75.216,pathway,0.0,18506.724,-18506.724,-840680.256
G100000925252,S1,19,2040,246.047,68.963,pathway,0.0,16968.042,-16968.042,-857648.298
G100000925252,S1,20,2041,246.047,63.229,pathway,0.0,15557.28,-15557.28,-873205.578
G100000925252,S1,21,2042,246.047,57.972,pathway,0.0,14263.809,-14263.809,-887469.388
G100000925252,S1,22,2043,246.047,53.152,pathway,0.0,13077.886,-13077.886,-900547.273
G100000925252,S1,23,2044,246.047,48.733,pathway,0.0,11990.578,-11990.578,-912537.851
G100000925252,S1,24,2045,246.047,44.681,pathway,0.0,10993.667,-10993.667,-923531.518
G100000925252,S2,0,2021,246.047,351.97,observed,0.0,86601.295,-86601.295,-86601.295
G100000925252,S2,1,2022,246.047,325.61,observed,0.0,80115.486,-80115.486,-166716.781
G100000925252,S2,2,2023,246.047,268.17,observed,0.0,65982.525,-65982.525,-232699.306
G100000925252,S2,3,2024,246.047,250.72,observed,0.0,61688.998,-61688.998,-294388.304
G100000925252,S2,4,2025,246.047,253.56,observed,0.0,62387.773,-62387.773,-356776.077
G100000925252,S2,5,2026,246.047,230.028,pathway,0.0,56597.687,-56597.687,-413373.764
G100000925252,S2,6,2027,246.047,208.679,pathway,0.0,51344.97,-51344.97,-464718.734
G100000925252,S2,7,2028,246.047,189.312,pathway,0.0,46579.745,-46579.745,-511298.479
G100000925252,S2,8,2029,246.047,171.743,pathway,0.0,42256.791,-42256.791,-553555.271
G100000925252,S2,9,2030,246.047,155.803,pathway,0.0,38335.018,-38335.018,-591890.288
G100000925252,S2,10,2031,246.047,141.344,pathway,0.0,34777.222,-34777.222,-626667.51
G100000925252,S2,11,2032,246.047,128.226,pathway,0.0,31549.622,-31549.622,-658217.132
G100000925252,S2,12,2033,246.047,116.325,pathway,0.0,28621.559,-28621.559,-686838.691
G100000925252,S2,13,2034,246.047,105.529,pathway,0.0,25965.257,-25965.257,-712803.948
G100000925252,S2,14,2035,246.047,95.736,pathway,0.0,23555.469,-23555.469,-736359.416
G100000925252,S2,15,2036,246.047,86.85,pathway,0.0,21369.338,-21369.338,-757728.754
G100000925252,S2,16,2037,246.047,78.79,pathway,0.0,19386.097,-19386.097,-777114.851
G100000925252,S2,17,2038,246.047,71.478,pathway,0.0,17586.901,-17586.901,-794701.752
G100000925252,S2,18,2039,246.047,64.844,pathway,0.0,15954.696,-15954.696,-810656.448
G100000925252,S2,19,2040,246.047,58.826,pathway,0.0,14473.983,-14473.983,-825130.431
G100000925252,S2,20,2041,246.047,53.367,pathway,0.0,13130.687,-13130.687,-838261.118
G100000925252,S2,21,2042,246.047,48.414,pathway,0.0,11912.039,-11912.039,-850173.157
G100000925252,S2,22,2043,246.047,43.92,pathway,0.0,10806.524,-10806.524,-860979.681
G100000925252,S2,23,2044,246.047,39.844,pathway,0.0,9803.585,-9803.585,-870783.267
G100000925252,S2,24,2045,246.047,36.146,pathway,0.0,8893.727,-8893.727,-879676.993
G100001001606,S1,0,2027,197.363,27.168,pathway,0.0,5361.854,-5361.854,-5361.854
G100001001606,S1,1,2028,197.363,26.708,pathway,0.0,5271.205,-5271.205,-10633.059
G100001001606,S1,2,2029,197.363,26.257,pathway,0.0,5182.076,-5182.076,-15815.135
G100001001606,S1,3,2030,197.363,25.813,pathway,0.0,5094.467,-5094.467,-20909.602
G100001001606,S1,4,2031,197.363,25.376,pathway,0.0,5008.318,-5008.318,-25917.92
G100001001606,S1,5,2032,197.363,24.947,pathway,0.0,4923.649,-4923.649,-30841.569
G100001001606,S1,6,2033,197.363,24.525,pathway,0.0,4840.402,-4840.402,-35681.971
G100001001606,S1,7,2034,197.363,24.111,pathway,0.0,4758.555,-4758.555,-40440.526
G100001001606,S1,8,2035,197.363,23.703,pathway,0.0,4678.11,-4678.11,-45118.636
G100001001606,S1,9,2036,197.363,23.302,pathway,0.0,4599.007,-4599.007,-49717.643
G100001001606,S1,10,2037,197.363,22.908,pathway,0.0,4521.266,-4521.266,-54238.909
G100001001606,S1,11,2038,197.363,22.521,pathway,0.0,4444.808,-4444.808,-58683.717
G100001001606,S1,12,2039,197.363,22.14,pathway,0.0,4369.672,-4369.672,-63053.388
G100001001606,S1,13,2040,197.363,21.766,pathway,0.0,4295.779,-4295.779,-67349.167
G100001001606,S1,14,2041,197.363,21.398,pathway,0.0,4223.149,-4223.149,-71572.317
G100001001606,S1,15,2042,197.363,21.036,pathway,0.0,4151.744,-4151.744,-75724.06
G100001001606,S1,16,2043,197.363,20.68,pathway,0.0,4081.561,-4081.561,-79805.622
G100001001606,S1,17,2044,197.363,20.331,pathway,0.0,4012.544,-4012.544,-83818.165
G100001001606,S1,18,2045,197.363,19.987,pathway,0.0,3944.71,-3944.71,-87762.875
G100001001606,S1,19,2046,197.363,19.649,pathway,0.0,3878.001,-3878.001,-91640.877
G100001001606,S1,20,2047,197.363,19.317,pathway,0.0,3812.437,-3812.437,-95453.314
G100001001606,S1,21,2048,197.363,18.99,pathway,0.0,3747.979,-3747.979,-99201.293
G100001001606,S1,22,2049,197.363,18.669,pathway,0.0,3684.625,-3684.625,-102885.918
G100001001606,S1,23,2050,197.363,18.354,pathway,0.0,3622.318,-3622.318,-106508.236
G100001001606,S1,24,2051,197.363,18.043,pathway,0.0,3561.076,-3561.076,-110069.313
G100001001606,S2,0,2027,197.363,21.682,pathway,0.0,4279.161,-4279.161,-4279.161
G100001001606,S2,1,2028,197.363,19.042,pathway,0.0,3758.143,-3758.143,-8037.304
