gem_unit_id,gem_location_id,country,country_name,plant_name,unit_name,gem_type,fuel_type,fuel_detail,technology,capacity_mw,status,start_year,retired_year,operator,owner,parent,latitude,longitude,capacity_factor,heat_rate_mj_per_kwh,gem_emission_factor_kgco2_per_tj,wiki_url,matched_companies,source_id,source_file
G100000104399,L100000101346,CN,China,Huaneng Jiaxiang power station,Phase I Unit 1,coal,coal,coal: unknown,subcritical,330.0,operating,2007,,,Huaneng Jiaxiang Power Generation Co Ltd [100%],Huaneng Power International Inc [40.0%]; Shandong Ruyi International Fashion Industry Investment Holding Co Ltd [39.7%]; China Huaneng Group Co Ltd [10.0%]; ITOCHU Corp [5.9%]; Australia Maid International Trade [3.3%]; unknown [1.1%],35.385028,116.44318,,,,https://www.gem.wiki/Huaneng_Jiaxiang_power_station,itochu,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000104400,L100000101346,CN,China,Huaneng Jiaxiang power station,Phase I Unit 2,coal,coal,coal: unknown,subcritical,330.0,operating,2007,,,Huaneng Jiaxiang Power Generation Co Ltd [100%],Huaneng Power International Inc [40.0%]; Shandong Ruyi International Fashion Industry Investment Holding Co Ltd [39.7%]; China Huaneng Group Co Ltd [10.0%]; ITOCHU Corp [5.9%]; Australia Maid International Trade [3.3%]; unknown [1.1%],35.385028,116.44318,,,,https://www.gem.wiki/Huaneng_Jiaxiang_power_station,itochu,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000104401,L100000101346,CN,China,Huaneng Jiaxiang power station,Phase II Unit 3,coal,coal,coal: unknown,supercritical,680.0,cancelled,,,,Huaneng Jiaxiang Power Generation Co Ltd [100%],Huaneng Power International Inc [40.0%]; Shandong Ruyi International Fashion Industry Investment Holding Co Ltd [39.7%]; China Huaneng Group Co Ltd [10.0%]; ITOCHU Corp [5.9%]; Australia Maid International Trade [3.3%]; unknown [1.1%],35.385028,116.44318,,,,https://www.gem.wiki/Huaneng_Jiaxiang_power_station,itochu,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000104402,L100000101346,CN,China,Huaneng Jiaxiang power station,Phase II Unit 4,coal,coal,coal: unknown,supercritical,680.0,cancelled,,,,Huaneng Jiaxiang Power Generation Co Ltd [100%],Huaneng Power International Inc [40.0%]; Shandong Ruyi International Fashion Industry Investment Holding Co Ltd [39.7%]; China Huaneng Group Co Ltd [10.0%]; ITOCHU Corp [5.9%]; Australia Maid International Trade [3.3%]; unknown [1.1%],35.385028,116.44318,,,,https://www.gem.wiki/Huaneng_Jiaxiang_power_station,itochu,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000112868,L100000101361,CN,China,Huaneng Jining Gaoxin cogen power station,Unit 1,coal,coal,coal: unknown,unknown,30.0,retired,2004,2023,,Huaneng Jining High Tech Zone Thermal Power Co Ltd [100%],Huaneng Power International Inc [40.0%]; Shandong Ruyi International Fashion Industry Investment Holding Co Ltd [39.7%]; China Huaneng Group Co Ltd [10.0%]; ITOCHU Corp [5.9%]; Australia Maid International Trade [3.3%]; unknown [1.1%],35.46868,116.705652,,,,https://www.gem.wiki/Huaneng_Jining_Gaoxin_cogen_power_station,itochu,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000112869,L100000101361,CN,China,Huaneng Jining Gaoxin cogen power station,Unit 2,coal,coal,coal: unknown,unknown,30.0,retired,2004,2023,,Huaneng Jining High Tech Zone Thermal Power Co Ltd [100%],Huaneng Power International Inc [40.0%]; Shandong Ruyi International Fashion Industry Investment Holding Co Ltd [39.7%]; China Huaneng Group Co Ltd [10.0%]; ITOCHU Corp [5.9%]; Australia Maid International Trade [3.3%]; unknown [1.1%],35.46868,116.705652,,,,https://www.gem.wiki/Huaneng_Jining_Gaoxin_cogen_power_station,itochu,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000104499,L100000101350,CN,China,Huaneng Qufu power station,Unit 1,coal,coal,coal: unknown,subcritical,225.0,retired,2006,2026,,Huaneng Qufu Thermal Power Co Ltd [100%],Huaneng Power International Inc [40.0%]; Shandong Ruyi International Fashion Industry Investment Holding Co Ltd [39.7%]; China Huaneng Group Co Ltd [10.0%]; ITOCHU Corp [5.9%]; Australia Maid International Trade [3.3%]; unknown [1.1%],35.607801,116.933863,,,,https://www.gem.wiki/Huaneng_Qufu_power_station,itochu,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000104500,L100000101350,CN,China,Huaneng Qufu power station,Unit 2,coal,coal,coal: unknown,subcritical,225.0,retired,2006,2026,,Huaneng Qufu Thermal Power Co Ltd [100%],Huaneng Power International Inc [40.0%]; Shandong Ruyi International Fashion Industry Investment Holding Co Ltd [39.7%]; China Huaneng Group Co Ltd [10.0%]; ITOCHU Corp [5.9%]; Australia Maid International Trade [3.3%]; unknown [1.1%],35.607801,116.933863,,,,https://www.gem.wiki/Huaneng_Qufu_power_station,itochu,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100001072474,L100001063101,CN,China,Hubei Anlu Tangdi wind farm,--,wind,wind,,Onshore,50.0,announced,2027,,,CLP Dabieshan (Hubei) Electric Power Development Co Ltd,,31.2383,113.5917,,,,https://www.gem.wiki/Hubei_Anlu_Tangdi_wind_farm,jpower,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000112047,L100000100681,CN,China,Jiaozuo Wuzhi-1 Cogen power station,Unit 1,coal,coal,coal: waste coal,subcritical,50.0,operating,2006,,,Jiaozuo Kepco POWER Co Ltd [100%],China Electric Equipment Group Co Ltd [77.0%]; Wuzhi Zhongjia Investment Operation Group Co Ltd [20.7%]; Wuzhi County Investment Group Co Ltd [2.3%],35.12455,113.38887,,,,https://www.gem.wiki/Jiaozuo_Wuzhi-1_Cogen_power_station,kepco,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000112048,L100000100681,CN,China,Jiaozuo Wuzhi-1 Cogen power station,Unit 2,coal,coal,coal: waste coal,subcritical,50.0,operating,2006,,,Jiaozuo Kepco POWER Co Ltd [100%],China Electric Equipment Group Co Ltd [77.0%]; Wuzhi Zhongjia Investment Operation Group Co Ltd [20.7%]; Wuzhi County Investment Group Co Ltd [2.3%],35.12455,113.38887,,,,https://www.gem.wiki/Jiaozuo_Wuzhi-1_Cogen_power_station,kepco,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000105165,L100000101486,CN,China,Jiexiu Chongguang power station,Unit 1,coal,coal,coal: waste coal,supercritical,350.0,operating,2020,,,Shanxi Chongguang Power Generation Co Ltd [100%],Shanxi Anyi Hongshan PORCELAIN Co Ltd [22.5%]; Jiexiu Yihong Investment Co Ltd [21.6%]; Shanxi State-Owned Capital Investment and Operation Co Ltd [21.6%]; KEPCO Shanxi International [17.3%]; Shanxi Ansheng Technology Development Co Ltd [4.9%]; Electric Power Development Co Ltd [3.6%]; Shanxi Gemeng International Energy Group Co Ltd [2.4%]; KEPCO Woori Sprott Global Private Equity Fund [2.0%]; Korea Electric Power Corp [2.0%]; unknown [2.0%],37.106543,111.995598,,,,https://www.gem.wiki/Jiexiu_Chongguang_power_station,kepco;jpower,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000105166,L100000101486,CN,China,Jiexiu Chongguang power station,Unit 2,coal,coal,coal: waste coal,supercritical,350.0,operating,2021,,,Shanxi Chongguang Power Generation Co Ltd [100%],Shanxi Anyi Hongshan PORCELAIN Co Ltd [22.5%]; Jiexiu Yihong Investment Co Ltd [21.6%]; Shanxi State-Owned Capital Investment and Operation Co Ltd [21.6%]; KEPCO Shanxi International [17.3%]; Shanxi Ansheng Technology Development Co Ltd [4.9%]; Electric Power Development Co Ltd [3.6%]; Shanxi Gemeng International Energy Group Co Ltd [2.4%]; KEPCO Woori Sprott Global Private Equity Fund [2.0%]; Korea Electric Power Corp [2.0%]; unknown [2.0%],37.106543,111.995598,,,,https://www.gem.wiki/Jiexiu_Chongguang_power_station,kepco;jpower,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000106307,L100000101492,CN,China,Lingshi Qiguang power station,Unit 1,coal,coal,coal: waste coal,supercritical,350.0,operating,2019,,,Shanxi Qiguang Power Generation Co Ltd [100%],Lingshi Deguangyi Investment and Trade Co Ltd [24.1%]; Lingshi Xinyuan Investment and Trade Co Ltd [24.1%]; Shanxi State-Owned Capital Investment and Operation Co Ltd [21.6%]; KEPCO Shanxi International [17.3%]; Electric Power Development Co Ltd [3.6%]; unknown [2.8%]; Shanxi Gemeng International Energy Group Co Ltd [2.4%]; KEPCO Woori Sprott Global Private Equity Fund [2.0%]; Korea Electric Power Corp [2.0%],36.820628,111.626103,,,,https://www.gem.wiki/Lingshi_Qiguang_power_station,kepco;jpower,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000106308,L100000101492,CN,China,Lingshi Qiguang power station,Unit 2,coal,coal,coal: waste coal,supercritical,350.0,operating,2019,,,Shanxi Qiguang Power Generation Co Ltd [100%],Lingshi Deguangyi Investment and Trade Co Ltd [24.1%]; Lingshi Xinyuan Investment and Trade Co Ltd [24.1%]; Shanxi State-Owned Capital Investment and Operation Co Ltd [21.6%]; KEPCO Shanxi International [17.3%]; Electric Power Development Co Ltd [3.6%]; unknown [2.8%]; Shanxi Gemeng International Energy Group Co Ltd [2.4%]; KEPCO Woori Sprott Global Private Equity Fund [2.0%]; Korea Electric Power Corp [2.0%],36.820628,111.626103,,,,https://www.gem.wiki/Lingshi_Qiguang_power_station,kepco;jpower,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000803804,L100000803298,CN,China,Ningxia Xingqing Hongdunzi Xuning solar farm,--,utility-scale solar,solar,,PV,30.0,operating,2014,,Ningxia Xuning New Energy Technology,RISEN (Ningbo) Electric POWER Development Co Ltd [100%],,38.476,106.4798,,,,https://www.gem.wiki/Ningxia_Xingqing_Hongdunzi_Xuning_solar_farm,jpower,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000107657,L100000100937,CN,China,Ordos Power Qipanjing power station,Unit 1,coal,coal,coal: unknown,subcritical,330.0,operating,2005,,,Inner Mongolia Erdos Electric Power Co Ltd [100%],Inner Mongolia Eerduosi Resources Co Ltd [78.0%]; Mitsui & Co Ltd [20.2%]; unknown [1.9%],39.385235,106.965664,,,,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station,mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000107658,L100000100937,CN,China,Ordos Power Qipanjing power station,Unit 10,coal,coal,coal: unknown,unknown,135.0,operating,2013,,,Inner Mongolia Erdos Electric Power Co Ltd [100%],Inner Mongolia Eerduosi Resources Co Ltd [78.0%]; Mitsui & Co Ltd [20.2%]; unknown [1.9%],39.385235,106.965664,,,,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station,mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000107659,L100000100937,CN,China,Ordos Power Qipanjing power station,Unit 2,coal,coal,coal: unknown,subcritical,330.0,operating,2005,,,Inner Mongolia Erdos Electric Power Co Ltd [100%],Inner Mongolia Eerduosi Resources Co Ltd [78.0%]; Mitsui & Co Ltd [20.2%]; unknown [1.9%],39.385235,106.965664,,,,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station,mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000107660,L100000100937,CN,China,Ordos Power Qipanjing power station,Unit 3,coal,coal,coal: unknown,subcritical,330.0,operating,2010,,,Inner Mongolia Erdos Electric Power Co Ltd [100%],Inner Mongolia Eerduosi Resources Co Ltd [78.0%]; Mitsui & Co Ltd [20.2%]; unknown [1.9%],39.385235,106.965664,,,,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station,mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000107661,L100000100937,CN,China,Ordos Power Qipanjing power station,Unit 4,coal,coal,coal: unknown,subcritical,330.0,operating,2010,,,Inner Mongolia Erdos Electric Power Co Ltd [100%],Inner Mongolia Eerduosi Resources Co Ltd [78.0%]; Mitsui & Co Ltd [20.2%]; unknown [1.9%],39.385235,106.965664,,,,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station,mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000107662,L100000100937,CN,China,Ordos Power Qipanjing power station,Unit 5,coal,coal,coal: unknown,unknown,50.0,operating,2013,,,Inner Mongolia Erdos Electric Power Co Ltd [100%],Inner Mongolia Eerduosi Resources Co Ltd [78.0%]; Mitsui & Co Ltd [20.2%]; unknown [1.9%],39.385235,106.965664,,,,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station,mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000107663,L100000100937,CN,China,Ordos Power Qipanjing power station,Unit 6,coal,coal,coal: unknown,unknown,50.0,operating,2013,,,Inner Mongolia Erdos Electric Power Co Ltd [100%],Inner Mongolia Eerduosi Resources Co Ltd [78.0%]; Mitsui & Co Ltd [20.2%]; unknown [1.9%],39.385235,106.965664,,,,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station,mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000107664,L100000100937,CN,China,Ordos Power Qipanjing power station,Unit 7,coal,coal,coal: unknown,unknown,135.0,operating,2013,,,Inner Mongolia Erdos Electric Power Co Ltd [100%],Inner Mongolia Eerduosi Resources Co Ltd [78.0%]; Mitsui & Co Ltd [20.2%]; unknown [1.9%],39.385235,106.965664,,,,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station,mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000107665,L100000100937,CN,China,Ordos Power Qipanjing power station,Unit 8,coal,coal,coal: unknown,unknown,135.0,operating,2013,,,Inner Mongolia Erdos Electric Power Co Ltd [100%],Inner Mongolia Eerduosi Resources Co Ltd [78.0%]; Mitsui & Co Ltd [20.2%]; unknown [1.9%],39.385235,106.965664,,,,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station,mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000107666,L100000100937,CN,China,Ordos Power Qipanjing power station,Unit 9,coal,coal,coal: unknown,unknown,135.0,operating,2013,,,Inner Mongolia Erdos Electric Power Co Ltd [100%],Inner Mongolia Eerduosi Resources Co Ltd [78.0%]; Mitsui & Co Ltd [20.2%]; unknown [1.9%],39.385235,106.965664,,,,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station,mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000107673,L100000100937,CN,China,Ordos Power Qipanjing power station,New Unit 1,coal,coal,coal: unknown,unknown,600.0,cancelled,,,,Inner Mongolia Erdos Electric Power and Metallurgy Group Co Ltd [100%],Inner Mongolia Eerduosi Resources Co Ltd [78.0%]; Mitsui & Co Ltd [20.2%]; unknown [1.9%],39.385235,106.965664,,,,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station,mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000107674,L100000100937,CN,China,Ordos Power Qipanjing power station,New Unit 2,coal,coal,coal: unknown,unknown,600.0,cancelled,,,,Inner Mongolia Erdos Electric Power and Metallurgy Group Co Ltd [100%],Inner Mongolia Eerduosi Resources Co Ltd [78.0%]; Mitsui & Co Ltd [20.2%]; unknown [1.9%],39.385235,106.965664,,,,https://www.gem.wiki/Ordos_Power_Qipanjing_power_station,mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000113713,L100000100938,CN,China,Ordos Resources Qipanjing power station,Unit 1,coal,coal,coal: unknown,unknown,330.0,operating,2015,,,Inner Mongolia Erdos High Tech Materials Co Ltd [100%],Inner Mongolia Eerduosi Resources Co Ltd [78.0%]; Mitsui & Co Ltd [20.2%]; unknown [1.9%],39.350291,107.01002,,,,https://www.gem.wiki/Ordos_Resources_Qipanjing_power_station,mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000113714,L100000100938,CN,China,Ordos Resources Qipanjing power station,Unit 2,coal,coal,coal: unknown,unknown,330.0,operating,2015,,,Inner Mongolia Erdos High Tech Materials Co Ltd [100%],Inner Mongolia Eerduosi Resources Co Ltd [78.0%]; Mitsui & Co Ltd [20.2%]; unknown [1.9%],39.350291,107.01002,,,,https://www.gem.wiki/Ordos_Resources_Qipanjing_power_station,mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000108003,L100000101501,CN,China,Pingshuo Gangue power station,Unit 1,coal,coal,coal: waste coal,subcritical,50.0,retired,2004,2020,,Shanxi Pingshuo Gangue Power Generation Co Ltd [100%],China Coal Pingshuo Coal Industry [33.0%]; Shanxi State-Owned Capital Investment and Operation Co Ltd [28.3%]; KEPCO Shanxi International [22.8%]; Electric Power Development Co Ltd [4.7%]; Shanxi Gemeng International Energy Group Co Ltd [3.1%]; KEPCO Woori Sprott Global Private Equity Fund [2.7%]; Korea Electric Power Corp [2.7%]; unknown [2.7%],39.473261,112.320541,,,,https://www.gem.wiki/Pingshuo_Gangue_power_station,kepco;jpower,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000108004,L100000101501,CN,China,Pingshuo Gangue power station,Unit 2,coal,coal,coal: waste coal,subcritical,50.0,retired,2005,2020,,Shanxi Pingshuo Gangue Power Generation Co Ltd [100%],China Coal Pingshuo Coal Industry [33.0%]; Shanxi State-Owned Capital Investment and Operation Co Ltd [28.3%]; KEPCO Shanxi International [22.8%]; Electric Power Development Co Ltd [4.7%]; Shanxi Gemeng International Energy Group Co Ltd [3.1%]; KEPCO Woori Sprott Global Private Equity Fund [2.7%]; Korea Electric Power Corp [2.7%]; unknown [2.7%],39.473261,112.320541,,,,https://www.gem.wiki/Pingshuo_Gangue_power_station,kepco;jpower,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000108005,L100000101501,CN,China,Pingshuo Gangue power station,Unit 3,coal,coal,coal: waste coal,subcritical,300.0,operating,2009,,,Shanxi Pingshuo Gangue Power Generation Co Ltd [100%],China Coal Pingshuo Coal Industry [33.0%]; Shanxi State-Owned Capital Investment and Operation Co Ltd [28.3%]; KEPCO Shanxi International [22.8%]; Electric Power Development Co Ltd [4.7%]; Shanxi Gemeng International Energy Group Co Ltd [3.1%]; KEPCO Woori Sprott Global Private Equity Fund [2.7%]; Korea Electric Power Corp [2.7%]; unknown [2.7%],39.4727567,112.3225046,,,,https://www.gem.wiki/Pingshuo_Gangue_power_station,kepco;jpower,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000108006,L100000101501,CN,China,Pingshuo Gangue power station,Unit 4,coal,coal,coal: waste coal,subcritical,300.0,operating,2009,,,Shanxi Pingshuo Gangue Power Generation Co Ltd [100%],China Coal Pingshuo Coal Industry [33.0%]; Shanxi State-Owned Capital Investment and Operation Co Ltd [28.3%]; KEPCO Shanxi International [22.8%]; Electric Power Development Co Ltd [4.7%]; Shanxi Gemeng International Energy Group Co Ltd [3.1%]; KEPCO Woori Sprott Global Private Equity Fund [2.7%]; Korea Electric Power Corp [2.7%]; unknown [2.7%],39.4727567,112.3225046,,,,https://www.gem.wiki/Pingshuo_Gangue_power_station,kepco;jpower,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000109043,L100000101509,CN,China,Shanxi Hepo power station,Unit 1,coal,coal,coal: unknown,subcritical,50.0,retired,1991,2016,,Shanxi Hepo Power Generation Co Ltd [100%],Shanxi State-Owned Capital Investment and Operation Co Ltd [39.6%]; KEPCO Shanxi International [31.8%]; Electric Power Development Co Ltd [6.5%]; Yangquan Economic and Trade Asset Operation Center [6.5%]; Shanxi Gemeng International Energy Group Co Ltd [4.4%]; KEPCO Woori Sprott Global Private Equity Fund [3.7%]; Korea Electric Power Corp [3.7%]; unknown [3.7%],37.8469433,113.6165446,,,,https://www.gem.wiki/Shanxi_Hepo_power_station,kepco;jpower,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000109044,L100000101509,CN,China,Shanxi Hepo power station,Unit 2,coal,coal,coal: unknown,subcritical,50.0,retired,1992,2016,,Shanxi Hepo Power Generation Co Ltd [100%],Shanxi State-Owned Capital Investment and Operation Co Ltd [39.6%]; KEPCO Shanxi International [31.8%]; Electric Power Development Co Ltd [6.5%]; Yangquan Economic and Trade Asset Operation Center [6.5%]; Shanxi Gemeng International Energy Group Co Ltd [4.4%]; KEPCO Woori Sprott Global Private Equity Fund [3.7%]; Korea Electric Power Corp [3.7%]; unknown [3.7%],37.8469433,113.6165446,,,,https://www.gem.wiki/Shanxi_Hepo_power_station,kepco;jpower,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000109045,L100000101509,CN,China,Shanxi Hepo power station,Unit 3,coal,coal,coal: unknown,subcritical,100.0,retired,2000,2016,,Shanxi Hepo Power Generation Co Ltd [100%],Shanxi State-Owned Capital Investment and Operation Co Ltd [39.6%]; KEPCO Shanxi International [31.8%]; Electric Power Development Co Ltd [6.5%]; Yangquan Economic and Trade Asset Operation Center [6.5%]; Shanxi Gemeng International Energy Group Co Ltd [4.4%]; KEPCO Woori Sprott Global Private Equity Fund [3.7%]; Korea Electric Power Corp [3.7%]; unknown [3.7%],37.8469433,113.6165446,,,,https://www.gem.wiki/Shanxi_Hepo_power_station,kepco;jpower,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000109046,L100000101509,CN,China,Shanxi Hepo power station,Unit 4,coal,coal,coal: unknown,subcritical,100.0,retired,2000,2016,,Shanxi Hepo Power Generation Co Ltd [100%],Shanxi State-Owned Capital Investment and Operation Co Ltd [39.6%]; KEPCO Shanxi International [31.8%]; Electric Power Development Co Ltd [6.5%]; Yangquan Economic and Trade Asset Operation Center [6.5%]; Shanxi Gemeng International Energy Group Co Ltd [4.4%]; KEPCO Woori Sprott Global Private Equity Fund [3.7%]; Korea Electric Power Corp [3.7%]; unknown [3.7%],37.8469433,113.6165446,,,,https://www.gem.wiki/Shanxi_Hepo_power_station,kepco;jpower,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000109047,L100000101509,CN,China,Shanxi Hepo power station,Unit 5,coal,coal,coal: unknown,supercritical,350.0,operating,2016,,,Shanxi Hepo Power Generation Co Ltd [100%],Shanxi State-Owned Capital Investment and Operation Co Ltd [39.6%]; KEPCO Shanxi International [31.8%]; Electric Power Development Co Ltd [6.5%]; Yangquan Economic and Trade Asset Operation Center [6.5%]; Shanxi Gemeng International Energy Group Co Ltd [4.4%]; KEPCO Woori Sprott Global Private Equity Fund [3.7%]; Korea Electric Power Corp [3.7%]; unknown [3.7%],37.919943,113.615236,,,,https://www.gem.wiki/Shanxi_Hepo_power_station,kepco;jpower,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000109048,L100000101509,CN,China,Shanxi Hepo power station,Unit 6,coal,coal,coal: unknown,supercritical,350.0,operating,2016,,,Shanxi Hepo Power Generation Co Ltd [100%],Shanxi State-Owned Capital Investment and Operation Co Ltd [39.6%]; KEPCO Shanxi International [31.8%]; Electric Power Development Co Ltd [6.5%]; Yangquan Economic and Trade Asset Operation Center [6.5%]; Shanxi Gemeng International Energy Group Co Ltd [4.4%]; KEPCO Woori Sprott Global Private Equity Fund [3.7%]; Korea Electric Power Corp [3.7%]; unknown [3.7%],37.919943,113.615236,,,,https://www.gem.wiki/Shanxi_Hepo_power_station,kepco;jpower,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000106344,L100000105027,CN,China,Shanxi Liulin power station,Phase I Unit 1,coal,coal,coal: unknown,subcritical,100.0,operating,1995,,,Shanxi Liulin Electric Power Co Ltd [100%],Shanxi State-Owned Capital Investment and Operation Co Ltd [42.3%]; KEPCO Shanxi International [34.0%]; Electric Power Development Co Ltd [7.0%]; Shanxi Gemeng International Energy Group Co Ltd [4.7%]; KEPCO Woori Sprott Global Private Equity Fund [4.0%]; Korea Electric Power Corp [4.0%]; unknown [4.0%],37.4185467,110.8243489,,,,https://www.gem.wiki/Shanxi_Liulin_power_station,kepco;jpower,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000106345,L100000105027,CN,China,Shanxi Liulin power station,Phase I Unit 2,coal,coal,coal: unknown,subcritical,100.0,operating,1996,,,Shanxi Liulin Electric Power Co Ltd [100%],Shanxi State-Owned Capital Investment and Operation Co Ltd [42.3%]; KEPCO Shanxi International [34.0%]; Electric Power Development Co Ltd [7.0%]; Shanxi Gemeng International Energy Group Co Ltd [4.7%]; KEPCO Woori Sprott Global Private Equity Fund [4.0%]; Korea Electric Power Corp [4.0%]; unknown [4.0%],37.4185467,110.8243489,,,,https://www.gem.wiki/Shanxi_Liulin_power_station,kepco;jpower,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000106346,L100000105027,CN,China,Shanxi Liulin power station,Phase II Unit 3,coal,coal,coal: unknown,subcritical,600.0,operating,2008,,,Shanxi Huaguang Power Generation Co Ltd [100%],China Huaneng Group Co Ltd [40.0%]; Shanxi State-Owned Capital Investment and Operation Co Ltd [21.2%]; KEPCO Shanxi International [17.0%]; Shanxi Coking Coal Energy Group Co Ltd [10.0%]; Electric Power Development Co Ltd [3.5%]; Shanxi Gemeng International Energy Group Co Ltd [2.4%]; KEPCO Woori Sprott Global Private Equity Fund [2.0%]; Korea Electric Power Corp [2.0%]; unknown [2.0%],37.4185467,110.8243489,,,,https://www.gem.wiki/Shanxi_Liulin_power_station,kepco;jpower,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000106347,L100000105027,CN,China,Shanxi Liulin power station,Phase II Unit 4,coal,coal,coal: unknown,subcritical,600.0,operating,2008,,,Shanxi Huaguang Power Generation Co Ltd [100%],China Huaneng Group Co Ltd [40.0%]; Shanxi State-Owned Capital Investment and Operation Co Ltd [21.2%]; KEPCO Shanxi International [17.0%]; Shanxi Coking Coal Energy Group Co Ltd [10.0%]; Electric Power Development Co Ltd [3.5%]; Shanxi Gemeng International Energy Group Co Ltd [2.4%]; KEPCO Woori Sprott Global Private Equity Fund [2.0%]; Korea Electric Power Corp [2.0%]; unknown [2.0%],37.4185467,110.8243489,,,,https://www.gem.wiki/Shanxi_Liulin_power_station,kepco;jpower,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000109051,L100000101511,CN,China,Shanxi Ruiguang power station,Phase I Unit 1,coal,coal,coal: bituminous,subcritical,330.0,operating,2011,,,Shanxi Ruiguang Power Co Ltd [100%],Shanxi State-Owned Capital Investment and Operation Co Ltd [42.3%]; KEPCO Shanxi International [34.0%]; Electric Power Development Co Ltd [7.0%]; Shanxi Gemeng International Energy Group Co Ltd [4.7%]; KEPCO Woori Sprott Global Private Equity Fund [4.0%]; Korea Electric Power Corp [4.0%]; unknown [4.0%],37.784571,112.719866,,,,https://www.gem.wiki/Shanxi_Ruiguang_power_station,kepco;jpower,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
