gem_unit_id,gem_location_id,country,country_name,plant_name,unit_name,gem_type,fuel_type,fuel_detail,technology,capacity_mw,status,start_year,retired_year,operator,owner,parent,latitude,longitude,capacity_factor,heat_rate_mj_per_kwh,gem_emission_factor_kgco2_per_tj,wiki_url,matched_companies,source_id,source_file
G100000811471,L100000809137,AE,United Arab Emirates,Al Ajban PV solar farm,--,utility-scale solar,solar,,PV,1500.0,construction,2026,,Masdar Clean Energy; Korea Western Power; EDF Renewables,Korea Western Power Co Ltd [20%]; EDF Renewables [20%]; Masdar Clean Energy [60%],,24.5696,55.2786,,,,https://www.gem.wiki/Al_Ajban_PV_solar_farm,kowepo,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405012,L100000405577,AE,United Arab Emirates,Fujairah F2 Integrated Water and power plant,1,oil/gas,gas,fossil gas: natural gas,combined cycle,867.0,operating,2011,2031,,Fujairah Asia Power Company PJSC [100%],Abu Dhabi National Energy Company PJSC [60.0%]; ENGIE SA [20.0%]; Marubeni Corp [20.0%],25.301931,56.370353,,,,https://www.gem.wiki/Fujairah_F2_Integrated_Water_and_power_plant,marubeni,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405013,L100000405577,AE,United Arab Emirates,Fujairah F2 Integrated Water and power plant,2,oil/gas,gas,fossil gas: natural gas,combined cycle,432.0,operating,2011,2031,,Fujairah Asia Power Company PJSC [100%],Abu Dhabi National Energy Company PJSC [60.0%]; ENGIE SA [20.0%]; Marubeni Corp [20.0%],25.301931,56.370353,,,,https://www.gem.wiki/Fujairah_F2_Integrated_Water_and_power_plant,marubeni,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405014,L100000405577,AE,United Arab Emirates,Fujairah F2 Integrated Water and power plant,3,oil/gas,gas,fossil gas: natural gas,combined cycle,867.0,operating,2011,2031,,Fujairah Asia Power Company PJSC [100%],Abu Dhabi National Energy Company PJSC [60.0%]; ENGIE SA [20.0%]; Marubeni Corp [20.0%],25.301931,56.370353,,,,https://www.gem.wiki/Fujairah_F2_Integrated_Water_and_power_plant,marubeni,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405015,L100000405578,AE,United Arab Emirates,Fujairah F3 Integrated Water and power plant,1,oil/gas,gas,fossil gas: natural gas,combined cycle,2400.0,operating,2025,,F3 Holding,F3 Holding Co [100%],Abu Dhabi Developmental Holding Company PJSC [60.0%]; Marubeni Corp [40.0%],25.301931,56.370353,,,,https://www.gem.wiki/Fujairah_F3_Integrated_Water_and_power_plant,marubeni,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405045,L100000405579,AE,United Arab Emirates,Hamriyah IPP power station,1,oil/gas,gas,fossil gas: natural gas,combined cycle,600.0,operating,2021,,Sharjah Hamriyah Independent Power,Sharjah Hamriyah Independent Power Co [100%],General Electric Co [25.0%]; Sharjah Asset Management [25.0%]; Shikoku Electric Power Co Inc [25.0%]; Sumitomo Corp [25.0%],25.459488,55.478473,,,,https://www.gem.wiki/Hamriyah_IPP_power_station,sumitomo_corp;shikoku,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405046,L100000405579,AE,United Arab Emirates,Hamriyah IPP power station,2,oil/gas,gas,fossil gas: natural gas,combined cycle,600.0,operating,2023,,Sharjah Hamriyah Independent Power,Sharjah Hamriyah Independent Power Co [100%],General Electric Co [25.0%]; Sharjah Asset Management [25.0%]; Shikoku Electric Power Co Inc [25.0%]; Sumitomo Corp [25.0%],25.459488,55.478473,,,,https://www.gem.wiki/Hamriyah_IPP_power_station,sumitomo_corp;shikoku,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405047,L100000405579,AE,United Arab Emirates,Hamriyah IPP power station,3,oil/gas,gas,fossil gas: natural gas,combined cycle,600.0,operating,2023,,Sharjah Hamriyah Independent Power,Sharjah Hamriyah Independent Power Co [100%],General Electric Co [25.0%]; Sharjah Asset Management [25.0%]; Shikoku Electric Power Co Inc [25.0%]; Sumitomo Corp [25.0%],25.459488,55.478473,,,,https://www.gem.wiki/Hamriyah_IPP_power_station,sumitomo_corp;shikoku,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405038,L100000405588,AE,United Arab Emirates,Mirfa Independent Water and Power Project,CC,oil/gas,gas,fossil gas: natural gas,combined cycle,1337.0,operating,2017,2042,,Mirfa International Power and Water Company PJSC [100%],Abu Dhabi Water and Electricity Authority [60.0%]; ENGIE SA [20.0%]; Sojitz Corp [20.0%],24.121,53.447,,,,https://www.gem.wiki/Mirfa_Independent_Water_and_Power_Project,sojitz,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405039,L100000405588,AE,United Arab Emirates,Mirfa Independent Water and Power Project,1,oil/gas,gas,fossil gas: natural gas,gas turbine,90.0,operating,2017,2042,,Mirfa International Power and Water Company PJSC [100%],Abu Dhabi Water and Electricity Authority [60.0%]; ENGIE SA [20.0%]; Sojitz Corp [20.0%],24.121,53.447,,,,https://www.gem.wiki/Mirfa_Independent_Water_and_Power_Project,sojitz,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405040,L100000405588,AE,United Arab Emirates,Mirfa Independent Water and Power Project,2,oil/gas,gas,fossil gas: natural gas,gas turbine,90.0,operating,2017,2042,,Mirfa International Power and Water Company PJSC [100%],Abu Dhabi Water and Electricity Authority [60.0%]; ENGIE SA [20.0%]; Sojitz Corp [20.0%],24.121,53.447,,,,https://www.gem.wiki/Mirfa_Independent_Water_and_Power_Project,sojitz,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405041,L100000405588,AE,United Arab Emirates,Mirfa Independent Water and Power Project,3,oil/gas,gas,fossil gas: natural gas,gas turbine,90.0,operating,2017,2042,,Mirfa International Power and Water Company PJSC [100%],Abu Dhabi Water and Electricity Authority [60.0%]; ENGIE SA [20.0%]; Sojitz Corp [20.0%],24.121,53.447,,,,https://www.gem.wiki/Mirfa_Independent_Water_and_Power_Project,sojitz,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405042,L100000405588,AE,United Arab Emirates,Mirfa Independent Water and Power Project,4,oil/gas,gas,fossil gas: natural gas,gas turbine,90.0,operating,2017,2042,,Mirfa International Power and Water Company PJSC [100%],Abu Dhabi Water and Electricity Authority [60.0%]; ENGIE SA [20.0%]; Sojitz Corp [20.0%],24.121,53.447,,,,https://www.gem.wiki/Mirfa_Independent_Water_and_Power_Project,sojitz,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000804694,L100000804102,AE,United Arab Emirates,Noor Abu Dhabi solar farm,--,utility-scale solar,solar,,PV,1177.0,operating,2019,,Sweihan PV Power,Abu Dhabi National Energy Company PJSC [60%]; Marubeni Corp [20%]; Jinko Power Technology Co Ltd [20%],,24.5361,55.4321,,,,https://www.gem.wiki/Noor_Abu_Dhabi_solar_farm,marubeni,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405048,L100000405592,AE,United Arab Emirates,Shuweihat S1 power plant,1,oil/gas,gas,fossil gas: natural gas,combined cycle,1615.0,operating,2004,2025,,Shuweihat CMS International Power Company PJSC [100%],Abu Dhabi National Energy Company PJSC [60.0%]; ENGIE SA [20.0%]; Sumitomo Corp [20.0%],24.165085,52.569724,,,,https://www.gem.wiki/Shuweihat_S1_power_plant,sumitomo_corp,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405049,L100000405593,AE,United Arab Emirates,Shuweihat S2 power plant,1,oil/gas,gas,"fossil gas: natural gas, fossil liquids: fuel oil",combined cycle,820.5,operating,2011,2036,,Ruwais Power Company PJSC [100%],Abu Dhabi National Energy Company PJSC [54.0%]; ENGIE SA [20.0%]; Marubeni Corp [10.0%]; Osaka Gas Co Ltd [10.0%]; Abu Dhabi Water and Electricity Authority [6.0%],24.156936,52.569199,,,,https://www.gem.wiki/Shuweihat_S2_power_plant,marubeni;osaka_gas,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405050,L100000405593,AE,United Arab Emirates,Shuweihat S2 power plant,2,oil/gas,gas,"fossil gas: natural gas, fossil liquids: fuel oil",combined cycle,820.5,operating,2012,2036,,Ruwais Power Company PJSC [100%],Abu Dhabi National Energy Company PJSC [54.0%]; ENGIE SA [20.0%]; Marubeni Corp [10.0%]; Osaka Gas Co Ltd [10.0%]; Abu Dhabi Water and Electricity Authority [6.0%],24.156936,52.569199,,,,https://www.gem.wiki/Shuweihat_S2_power_plant,marubeni;osaka_gas,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405051,L100000405594,AE,United Arab Emirates,Shuweihat S3 power plant,1,oil/gas,gas,fossil gas: natural gas,combined cycle,823.5,operating,2014,2039,Shuweihat Asia Power,Sumitomo Corp [45%]; Korea Electric Power Corp [55%],Korea Electric Power Corp [55.0%]; Sumitomo Corp [45.0%],24.1535,52.566208,,,,https://www.gem.wiki/Shuweihat_S3_power_plant,kepco;sumitomo_corp,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405052,L100000405594,AE,United Arab Emirates,Shuweihat S3 power plant,2,oil/gas,gas,fossil gas: natural gas,combined cycle,823.5,operating,2014,2039,Shuweihat Asia Power,Sumitomo Corp [45%]; Korea Electric Power Corp [55%],Korea Electric Power Corp [55.0%]; Sumitomo Corp [45.0%],24.1535,52.566208,,,,https://www.gem.wiki/Shuweihat_S3_power_plant,kepco;sumitomo_corp,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405055,L100000405597,AE,United Arab Emirates,Taweelah B Power and Desalination Station,Initial B EXT,oil/gas,gas,fossil gas: natural gas,combined cycle,337.9,operating,2001,,,Taweelah Asia Power Company PJSC [100%],Abu Dhabi National Energy Company PJSC [70.0%]; Marubeni Corp [14.0%]; China General Nuclear Power Co Ltd [10.0%]; Kyushu Electric Power Co Inc [6.0%],24.76581,54.686594,,,,https://www.gem.wiki/Taweelah_B_Power_and_Desalination_Station,marubeni;kyushu,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405056,L100000405597,AE,United Arab Emirates,Taweelah B Power and Desalination Station,ST11,oil/gas,gas,fossil gas: natural gas,steam turbine,146.0,operating,1997,,,Taweelah Asia Power Company PJSC [100%],Abu Dhabi National Energy Company PJSC [70.0%]; Marubeni Corp [14.0%]; China General Nuclear Power Co Ltd [10.0%]; Kyushu Electric Power Co Inc [6.0%],24.76581,54.686594,,,,https://www.gem.wiki/Taweelah_B_Power_and_Desalination_Station,marubeni;kyushu,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405057,L100000405597,AE,United Arab Emirates,Taweelah B Power and Desalination Station,ST21,oil/gas,gas,fossil gas: natural gas,steam turbine,146.0,operating,1997,,,Taweelah Asia Power Company PJSC [100%],Abu Dhabi National Energy Company PJSC [70.0%]; Marubeni Corp [14.0%]; China General Nuclear Power Co Ltd [10.0%]; Kyushu Electric Power Co Inc [6.0%],24.76581,54.686594,,,,https://www.gem.wiki/Taweelah_B_Power_and_Desalination_Station,marubeni;kyushu,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405058,L100000405597,AE,United Arab Emirates,Taweelah B Power and Desalination Station,ST31,oil/gas,gas,fossil gas: natural gas,steam turbine,146.0,operating,1997,,,Taweelah Asia Power Company PJSC [100%],Abu Dhabi National Energy Company PJSC [70.0%]; Marubeni Corp [14.0%]; China General Nuclear Power Co Ltd [10.0%]; Kyushu Electric Power Co Inc [6.0%],24.76581,54.686594,,,,https://www.gem.wiki/Taweelah_B_Power_and_Desalination_Station,marubeni;kyushu,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405059,L100000405597,AE,United Arab Emirates,Taweelah B Power and Desalination Station,ST41,oil/gas,gas,fossil gas: natural gas,steam turbine,146.0,operating,1997,,,Taweelah Asia Power Company PJSC [100%],Abu Dhabi National Energy Company PJSC [70.0%]; Marubeni Corp [14.0%]; China General Nuclear Power Co Ltd [10.0%]; Kyushu Electric Power Co Inc [6.0%],24.76581,54.686594,,,,https://www.gem.wiki/Taweelah_B_Power_and_Desalination_Station,marubeni;kyushu,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405060,L100000405597,AE,United Arab Emirates,Taweelah B Power and Desalination Station,ST51,oil/gas,gas,fossil gas: natural gas,steam turbine,146.0,operating,1997,,,Taweelah Asia Power Company PJSC [100%],Abu Dhabi National Energy Company PJSC [70.0%]; Marubeni Corp [14.0%]; China General Nuclear Power Co Ltd [10.0%]; Kyushu Electric Power Co Inc [6.0%],24.76581,54.686594,,,,https://www.gem.wiki/Taweelah_B_Power_and_Desalination_Station,marubeni;kyushu,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405061,L100000405597,AE,United Arab Emirates,Taweelah B Power and Desalination Station,ST61,oil/gas,gas,fossil gas: natural gas,steam turbine,146.0,operating,1997,,,Taweelah Asia Power Company PJSC [100%],Abu Dhabi National Energy Company PJSC [70.0%]; Marubeni Corp [14.0%]; China General Nuclear Power Co Ltd [10.0%]; Kyushu Electric Power Co Inc [6.0%],24.76581,54.686594,,,,https://www.gem.wiki/Taweelah_B_Power_and_Desalination_Station,marubeni;kyushu,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000405062,L100000405597,AE,United Arab Emirates,Taweelah B Power and Desalination Station,New B EXT,oil/gas,gas,fossil gas: natural gas,combined cycle,1041.0,operating,2008,,,Taweelah Asia Power Company PJSC [100%],Abu Dhabi National Energy Company PJSC [70.0%]; Marubeni Corp [14.0%]; China General Nuclear Power Co Ltd [10.0%]; Kyushu Electric Power Co Inc [6.0%],24.76581,54.686594,,,,https://www.gem.wiki/Taweelah_B_Power_and_Desalination_Station,marubeni;kyushu,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000410458,L100000405598,AE,United Arab Emirates,Umm Al Nar West and East Integrated Water and power plant,CC1,oil/gas,gas,fossil gas: natural gas,combined cycle,1706.0,operating,2007,2027,Arabian Power Company,Engie Energie Services SA [20%]; Abu Dhabi National Energy Company PJSC [60%]; JERA Co Inc [20%],Abu Dhabi National Energy Company PJSC [60.0%]; ENGIE SA [20.0%]; Chubu Electric Power Co Inc [10.0%]; Tokyo Electric Power Co [10.0%],24.434804,54.487617,,,,https://www.gem.wiki/Umm_Al_Nar_West_and_East_Integrated_Water_and_power_plant,jera,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100001051535,L100001045734,AE,United Arab Emirates,Zarraf Solar PV farm,--,utility-scale solar,solar,,PV,1500.0,pre-construction,,,EDF Power Solutions; Korea Western Power,EDF Power Solutions [20%]; Korea Western Power Co Ltd [20%]; Emirates Water and Electricity Company PJSC [60%],,23.7239,54.1989,,,,https://www.gem.wiki/Zarraf_Solar_PV_farm,kowepo,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000923767,L100000919284,AL,Albania,Karaburun Eurus wind farm,--,wind,wind,,Onshore,10.0,cancelled - inferred 4 y,,,,Eurus Energy [100%],,40.4667,19.4845,,,,https://www.gem.wiki/Karaburun_Eurus_wind_farm,toyota_tsusho,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000407060,L100000406735,AO,Angola,Lobito power station,1-1,oil/gas,gas,fossil gas: natural gas,combined cycle,375.0,pre-construction,2027,,,Busan Korea Biotechnology Co Ltd [25%]; Hyundai Engineering Co Ltd [25%]; Beltec Engenharia e Serviços Ltda [25%]; Korea Southern Power Co Ltd [25%],Beltec Engenharia e Serviços Ltda [25.0%]; Busan Korea Biotechnology Co Ltd [25.0%]; Korea Electric Power Corp [25.0%]; Hyundai Engineering & Construction Co Ltd [9.7%]; small shareholder(s) [4.8%]; natural person(s) [2.9%]; Hyundai Glovis Co Ltd [2.9%]; Hyundai Mobis Co Ltd [2.3%]; Kia Corp [2.3%],-12.366489,13.532781,,,,https://www.gem.wiki/Lobito_power_station,kepco;kospo;hyundai_ec;hyundai_engineering,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000407061,L100000406735,AO,Angola,Lobito power station,1-2,oil/gas,gas,fossil gas: natural gas,combined cycle,375.0,pre-construction,2029,,,Busan Korea Biotechnology Co Ltd [25%]; Hyundai Engineering Co Ltd [25%]; Beltec Engenharia e Serviços Ltda [25%]; Korea Southern Power Co Ltd [25%],Beltec Engenharia e Serviços Ltda [25.0%]; Busan Korea Biotechnology Co Ltd [25.0%]; Korea Electric Power Corp [25.0%]; Hyundai Engineering & Construction Co Ltd [9.7%]; small shareholder(s) [4.8%]; natural person(s) [2.9%]; Hyundai Glovis Co Ltd [2.9%]; Hyundai Mobis Co Ltd [2.3%]; Kia Corp [2.3%],-12.366489,13.532781,,,,https://www.gem.wiki/Lobito_power_station,kepco;kospo;hyundai_ec;hyundai_engineering,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000907500,L100000905494,AR,Argentina,Los Hercules wind farm,--,wind,wind,,Onshore,97.0,operating,2021,,Total Eren,Mitsui & Co Ltd [34%]; Total Eren SA [66%],,-46.6343,-68.3925,,,,https://www.gem.wiki/Los_Hercules_wind_farm,mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000409774,L100000407540,AU,Australia,Barrow Island LNG power station,5,oil/gas,gas,fossil gas: natural gas,gas turbine,118.0,operating,2015,,,Chevron Corp [47%]; Shell PLC [25%]; Exxon Mobil Corp [25%]; Osaka Gas Co Ltd [1%]; unknown [1%],Chevron Corp [47.3%]; Exxon Mobil Corp [25.0%]; Shell PLC [25.0%]; unknown [1.4%]; Osaka Gas Co Ltd [1.2%],-20.77708,115.461583,,,,https://www.gem.wiki/Barrow_Island_LNG_power_station,osaka_gas,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000409775,L100000407540,AU,Australia,Barrow Island LNG power station,4,oil/gas,gas,fossil gas: natural gas,gas turbine,118.0,operating,2015,,,Chevron Corp [47%]; Shell PLC [25%]; Exxon Mobil Corp [25%]; Osaka Gas Co Ltd [1%]; unknown [1%],Chevron Corp [47.3%]; Exxon Mobil Corp [25.0%]; Shell PLC [25.0%]; unknown [1.4%]; Osaka Gas Co Ltd [1.2%],-20.77708,115.461583,,,,https://www.gem.wiki/Barrow_Island_LNG_power_station,osaka_gas,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000409776,L100000407540,AU,Australia,Barrow Island LNG power station,3,oil/gas,gas,fossil gas: natural gas,gas turbine,118.0,operating,2015,,,Chevron Corp [47%]; Shell PLC [25%]; Exxon Mobil Corp [25%]; Osaka Gas Co Ltd [1%]; unknown [1%],Chevron Corp [47.3%]; Exxon Mobil Corp [25.0%]; Shell PLC [25.0%]; unknown [1.4%]; Osaka Gas Co Ltd [1.2%],-20.77708,115.461583,,,,https://www.gem.wiki/Barrow_Island_LNG_power_station,osaka_gas,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000409777,L100000407540,AU,Australia,Barrow Island LNG power station,2,oil/gas,gas,fossil gas: natural gas,gas turbine,118.0,operating,2015,,,Chevron Corp [47%]; Shell PLC [25%]; Exxon Mobil Corp [25%]; Osaka Gas Co Ltd [1%]; unknown [1%],Chevron Corp [47.3%]; Exxon Mobil Corp [25.0%]; Shell PLC [25.0%]; unknown [1.4%]; Osaka Gas Co Ltd [1.2%],-20.77708,115.461583,,,,https://www.gem.wiki/Barrow_Island_LNG_power_station,osaka_gas,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000409778,L100000407540,AU,Australia,Barrow Island LNG power station,1,oil/gas,gas,fossil gas: natural gas,gas turbine,118.0,operating,2015,,,Chevron Corp [47%]; Shell PLC [25%]; Exxon Mobil Corp [25%]; Osaka Gas Co Ltd [1%]; unknown [1%],Chevron Corp [47.3%]; Exxon Mobil Corp [25.0%]; Shell PLC [25.0%]; unknown [1.4%]; Osaka Gas Co Ltd [1.2%],-20.77708,115.461583,,,,https://www.gem.wiki/Barrow_Island_LNG_power_station,osaka_gas,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000100962,L100000100038,AU,Australia,Bluewaters power station,Unit 1,coal,coal,coal: subbituminous,subcritical,233.0,operating,2009,,,Sumitomo Corp [50%]; Kansai Electric Power Co [50%],Kansai Electric Power Co [50.0%]; Sumitomo Corp [50.0%],-33.332186,116.228023,,,,https://www.gem.wiki/Bluewaters_power_station,sumitomo_corp;kansai,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000100963,L100000100038,AU,Australia,Bluewaters power station,Unit 2,coal,coal,coal: subbituminous,subcritical,233.0,operating,2009,,,Sumitomo Corp [50%]; Kansai Electric Power Co [50%],Kansai Electric Power Co [50.0%]; Sumitomo Corp [50.0%],-33.332186,116.228023,,,,https://www.gem.wiki/Bluewaters_power_station,sumitomo_corp;kansai,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000100964,L100000100038,AU,Australia,Bluewaters power station,Unit 3,coal,coal,coal: subbituminous,subcritical,208.0,cancelled,,,,Sumitomo Corp [50%]; Kansai Electric Power Co [50%],Kansai Electric Power Co [50.0%]; Sumitomo Corp [50.0%],-33.332186,116.228023,,,,https://www.gem.wiki/Bluewaters_power_station,sumitomo_corp;kansai,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000100965,L100000100038,AU,Australia,Bluewaters power station,Unit 4,coal,coal,coal: subbituminous,subcritical,208.0,cancelled,,,,Sumitomo Corp [50%]; Kansai Electric Power Co [50%],Kansai Electric Power Co [50.0%]; Sumitomo Corp [50.0%],-33.332186,116.228023,,,,https://www.gem.wiki/Bluewaters_power_station,sumitomo_corp;kansai,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100001050905,L100001045275,AU,Australia,Bridgeman solar farm,--,utility-scale solar,solar,,Assumed PV,50.0,announced,,,,Mitsubishi Corp,,-32.488,151.152,,,,https://www.gem.wiki/Bridgeman_solar_farm,mitsubishi_corp,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000806459,L100000805614,AU,Australia,Cape York Solar,--,utility-scale solar,solar,,PV,55.0,cancelled,,,,Lyon Infrastructure; Fluence Energy; JERA Co Inc,,-15.8979,144.8621,,,,https://www.gem.wiki/Cape_York_Solar,jera,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000927827,L100000922306,AU,Australia,Collinsville Green Energy Hub wind farm,--,wind,wind,,Onshore,1500.0,announced,2031,,,SK Gas Co Ltd; Ark Energy; Korea Zinc Co Ltd; Hanwha Impact,,-20.5428,147.7806,,,,https://www.gem.wiki/Collinsville_Green_Energy_Hub_wind_farm,hanwha_energy,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000908242,L100000906041,AU,Australia,Coonooer Bridge wind farm,--,wind,wind,,Onshore,20.0,operating,2016,,Eurus Energy,Eurus Energy [100%],,-36.4288,143.3604,,,,https://www.gem.wiki/Coonooer_Bridge_wind_farm,toyota_tsusho,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000401509,L100000405112,AU,Australia,Dry Creek GT power station,1,oil/gas,gas,fossil gas: natural gas,gas turbine,52.0,operating,1973,2030,,Synergen Power Pty Ltd [100%],ENGIE SA [72.0%]; Mitsui & Co Ltd [28.0%],-34.847484,138.577433,,,,https://www.gem.wiki/Dry_Creek_GT_power_station,mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000401510,L100000405112,AU,Australia,Dry Creek GT power station,2,oil/gas,gas,fossil gas: natural gas,gas turbine,52.0,operating,1973,2030,,Synergen Power Pty Ltd [100%],ENGIE SA [72.0%]; Mitsui & Co Ltd [28.0%],-34.847484,138.577433,,,,https://www.gem.wiki/Dry_Creek_GT_power_station,mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000401511,L100000405112,AU,Australia,Dry Creek GT power station,3,oil/gas,gas,fossil gas: natural gas,gas turbine,52.0,operating,1973,2030,,Synergen Power Pty Ltd [100%],ENGIE SA [72.0%]; Mitsui & Co Ltd [28.0%],-34.847484,138.577433,,,,https://www.gem.wiki/Dry_Creek_GT_power_station,mitsui,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000806494,L100000805648,AU,Australia,Edenvale Solar Park,--,utility-scale solar,solar,,PV,204.0,operating,2024,,,Sojitz Corp [50%]; ENEOS Corp [50%],,-26.932,150.5819,,,,https://www.gem.wiki/Edenvale_Solar_Park,sojitz,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000409789,L100000407546,AU,Australia,Ichthys LNG power station,1,oil/gas,gas,fossil gas: natural gas,combined cycle,490.0,operating,2017,,,Tokyo Gas Co Ltd [1%]; TotalEnergies SE [30%]; CPC Corporation Taiwan [2%]; unknown [3%]; INPEX Corp [62%],INPEX Corp [62.2%]; TotalEnergies SE [30.0%]; unknown [3.6%]; CPC Corporation Taiwan [2.6%]; Tokyo Gas Co Ltd [1.6%],-12.513898,130.918349,,,,https://www.gem.wiki/Ichthys_LNG_power_station,tokyo_gas,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000831054,L100000827547,AU,Australia,Kennedy Energy Park solar farm,1,utility-scale solar,solar,,PV,15.0,operating,2024,,,Windlab / Eurus [100%],,-20.875,144.4209,,,,https://www.gem.wiki/Kennedy_Energy_Park_solar_farm,toyota_tsusho,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000908243,L100000906042,AU,Australia,Kennedy Energy Park wind farm,1,wind,wind,,Onshore,43.0,operating,2024,,,Eurus Energy; Windlab Pty Ltd,,-20.924,144.378,,,,https://www.gem.wiki/Kennedy_Energy_Park_wind_farm,toyota_tsusho,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000908250,L100000906049,AU,Australia,Kidston Renewable Energy Hub wind farm,3,wind,wind,,Onshore,258.0,pre-construction,2026,,,Electric Power Development Co Ltd [50%]; Genex Power [50%],,-27.4714,153.0294,,,,https://www.gem.wiki/Kidston_Renewable_Energy_Hub_wind_farm,jpower,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100000806293,L100000805460,AU,Australia,Kingfisher Solar Storage,--,utility-scale solar,solar,,PV,120.0,cancelled - inferred 4 y,,,First Solar,Lyon Infrastructure; Fluence Energy; JERA Co Inc,,-30.5518,136.8817,,,,https://www.gem.wiki/Kingfisher_Solar_Storage,jera,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
G100001023266,L100001020414,AU,Australia,Kumbarilla renewable energy park solar farm,--,utility-scale solar,solar,,Assumed PV,100.0,cancelled,,,,Elecseed; Korea Midland Power Co Ltd,,-27.2387,150.8217,,,,https://www.gem.wiki/Kumbarilla_renewable_energy_park_solar_farm,komipo,gem_global_integrated_power_tracker,gem_global_integrated_power_2026_08_v3.xlsx
