file,url,landing_page,publisher,original_bytes,original_sha256,filter,rows_kept,subset_sha256,fetched,what_it_states
ember_yearly_fuel.csv,https://storage.googleapis.com/emb-prod-bkt-publicdata/public-downloads/yearly_full_release_long_format.csv,https://ember-energy.org/data/yearly-electricity-data/,Ember,49079981,259e1095ee8ffeaf0aff37ad557916ae1823a2da13312da50ba4cec6b4574c3b,"Category in ('Capacity', 'Electricity generation'), Subcategory == 'Fuel', Area type == 'Country or economy'; columns kept: Area, ISO 3 code, Year, Category, Subcategory, Variable, Unit, Value",140127,5d2c93c2258a895c00ca47fef92037f0527402fde4a647582e10a5af9767244f,2026-09-07,"installed capacity in GW and electricity generation in TWh per country, fuel and year, from which the country-level capacity factor is computed"
