country,scenario,rate,value,target_level,base_year,target_year,derivation,source_id
KR,S1,r_fleet,-0.002030116,observed_trend,2015,2023,"Log-linear trend of observed road-transport CO2 (GIR 1.A.3.b; the KOTSA passenger-car share drifts from 0.49 to 0.58 over 2018-2024 and is not a stable observation, so the national road series carries the trend), 2015-2023 excluding 2020-2021. OBSERVED_INCREASE: series rising (-0.0020/yr).",gir_inventory_co2
KR,S1,r_power,0.021794021,observed_trend,2015,2024,"Log-linear trend of observed grid carbon intensity, 2015-2024 excluding 2020-2021.",owid_ember_grid_intensity
KR,S2,r_fleet,0.1051834,net_zero_2050,2018,2050,"2050 탄소중립 시나리오 (2021) transport (수송) A안 98.1 -> 2.8 MtCO2e (2018-2050), compound annual decline applied pro-rata over the whole vehicle-lifetime horizon. 수송 covers road, domestic aviation, rail and navigation, not cars alone.",kr_2050_scenarios_2021
KR,S2,r_power,0.077079959,net_zero_2050,2018,2050,"2050 탄소중립 시나리오 (2021) power sector (전환) B안 269.6 -> 20.7 MtCO2e (2018-2050), compound annual decline applied pro-rata over the whole vehicle-lifetime horizon. B안 anchors the power rate because the A안 endpoint is zero.",kr_2050_scenarios_2021
