country,scenario,rate,value,target_level,base_year,target_year,derivation,source_id
MT,S1,r_fleet,0.001602135,observed_trend,2015,2024,"Log-linear trend of observed CO2 per registered car (inventory CRF 1.A.3.b.i / car stock), 2015-2024 excluding 2020-2021.",eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda
MT,S1,r_power,0.018734645,observed_trend,2015,2024,"Log-linear trend of observed grid carbon intensity, 2015-2024 excluding 2020-2021.",owid_ember_grid_intensity
MT,S2,r_fleet,0.043443692,ndc_prorata,2023,2030,"EU domestic transport pathway 2023 -> 2030, compound annual decline, applied pro-rata to every member state's car fleet.",ec_2040_impact_assessment_transport
MT,S3,r_fleet,0.135101686,1p5c_prorata,2023,2040,"EU transport 2023 level to 10% of its 1990 level by 2040 (economy-wide 2040 target applied pro-rata to transport), compound annual decline.",ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3
MT,S2,r_power,0.0,ndc_prorata,2024,2030,"EU public electricity and heat CO2 from its latest observation to 45% of 1990 by 2030 (economy-wide 2030 target applied pro-rata), compound annual decline. PATHWAY_ALREADY_MET: EU public electricity CO2 in 2024 (513 Mt) is below the pro-rata 2030 level (552 Mt); implied rate -0.0121/yr, held at zero rather than allowed to rise.",eu_climate_law_2021_1119;eurostat_env_air_gge_crf1a1a
MT,S3,r_power,0.085599875,1p5c_prorata,2024,2040,"EU public electricity and heat CO2 from its latest observation to 10% of 1990 by 2040, compound annual decline.",ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a
NL,S1,r_fleet,0.036506093,observed_trend,2015,2024,"Log-linear trend of observed CO2 per registered car (inventory CRF 1.A.3.b.i / car stock), 2015-2024 excluding 2020-2021.",eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda
NL,S1,r_power,0.086411452,observed_trend,2015,2024,"Log-linear trend of observed grid carbon intensity, 2015-2024 excluding 2020-2021.",owid_ember_grid_intensity
NL,S2,r_fleet,0.043443692,ndc_prorata,2023,2030,"EU domestic transport pathway 2023 -> 2030, compound annual decline, applied pro-rata to every member state's car fleet.",ec_2040_impact_assessment_transport
NL,S3,r_fleet,0.135101686,1p5c_prorata,2023,2040,"EU transport 2023 level to 10% of its 1990 level by 2040 (economy-wide 2040 target applied pro-rata to transport), compound annual decline.",ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3
NL,S2,r_power,0.0,ndc_prorata,2024,2030,"EU public electricity and heat CO2 from its latest observation to 45% of 1990 by 2030 (economy-wide 2030 target applied pro-rata), compound annual decline. PATHWAY_ALREADY_MET: EU public electricity CO2 in 2024 (513 Mt) is below the pro-rata 2030 level (552 Mt); implied rate -0.0121/yr, held at zero rather than allowed to rise.",eu_climate_law_2021_1119;eurostat_env_air_gge_crf1a1a
NL,S3,r_power,0.085599875,1p5c_prorata,2024,2040,"EU public electricity and heat CO2 from its latest observation to 10% of 1990 by 2040, compound annual decline.",ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a
PL,S1,r_fleet,-0.008983217,observed_trend,2015,2024,"Log-linear trend of observed CO2 per registered car (inventory CRF 1.A.3.b.i / car stock), 2015-2024 excluding 2020-2021. OBSERVED_INCREASE: the series is rising (-0.0090/yr), so the S1 benchmark grows over the lifetime and no crossover can occur.",eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda
PL,S1,r_power,0.031577249,observed_trend,2015,2024,"Log-linear trend of observed grid carbon intensity, 2015-2024 excluding 2020-2021.",owid_ember_grid_intensity
PL,S2,r_fleet,0.043443692,ndc_prorata,2023,2030,"EU domestic transport pathway 2023 -> 2030, compound annual decline, applied pro-rata to every member state's car fleet.",ec_2040_impact_assessment_transport
PL,S3,r_fleet,0.135101686,1p5c_prorata,2023,2040,"EU transport 2023 level to 10% of its 1990 level by 2040 (economy-wide 2040 target applied pro-rata to transport), compound annual decline.",ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3
PL,S2,r_power,0.0,ndc_prorata,2024,2030,"EU public electricity and heat CO2 from its latest observation to 45% of 1990 by 2030 (economy-wide 2030 target applied pro-rata), compound annual decline. PATHWAY_ALREADY_MET: EU public electricity CO2 in 2024 (513 Mt) is below the pro-rata 2030 level (552 Mt); implied rate -0.0121/yr, held at zero rather than allowed to rise.",eu_climate_law_2021_1119;eurostat_env_air_gge_crf1a1a
PL,S3,r_power,0.085599875,1p5c_prorata,2024,2040,"EU public electricity and heat CO2 from its latest observation to 10% of 1990 by 2040, compound annual decline.",ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a
PT,S1,r_fleet,0.020429971,observed_trend,2015,2024,"Log-linear trend of observed CO2 per registered car (inventory CRF 1.A.3.b.i / car stock), 2015-2024 excluding 2020-2021.",eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda
PT,S1,r_power,0.126835564,observed_trend,2015,2024,"Log-linear trend of observed grid carbon intensity, 2015-2024 excluding 2020-2021.",owid_ember_grid_intensity
PT,S2,r_fleet,0.043443692,ndc_prorata,2023,2030,"EU domestic transport pathway 2023 -> 2030, compound annual decline, applied pro-rata to every member state's car fleet.",ec_2040_impact_assessment_transport
PT,S3,r_fleet,0.135101686,1p5c_prorata,2023,2040,"EU transport 2023 level to 10% of its 1990 level by 2040 (economy-wide 2040 target applied pro-rata to transport), compound annual decline.",ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3
PT,S2,r_power,0.0,ndc_prorata,2024,2030,"EU public electricity and heat CO2 from its latest observation to 45% of 1990 by 2030 (economy-wide 2030 target applied pro-rata), compound annual decline. PATHWAY_ALREADY_MET: EU public electricity CO2 in 2024 (513 Mt) is below the pro-rata 2030 level (552 Mt); implied rate -0.0121/yr, held at zero rather than allowed to rise.",eu_climate_law_2021_1119;eurostat_env_air_gge_crf1a1a
PT,S3,r_power,0.085599875,1p5c_prorata,2024,2040,"EU public electricity and heat CO2 from its latest observation to 10% of 1990 by 2040, compound annual decline.",ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a
RO,S1,r_fleet,0.005610179,observed_trend,2015,2024,"Log-linear trend of observed CO2 per registered car (inventory CRF 1.A.3.b.i / car stock), 2015-2024 excluding 2020-2021.",eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda
RO,S1,r_power,0.045020687,observed_trend,2015,2024,"Log-linear trend of observed grid carbon intensity, 2015-2024 excluding 2020-2021.",owid_ember_grid_intensity
RO,S2,r_fleet,0.043443692,ndc_prorata,2023,2030,"EU domestic transport pathway 2023 -> 2030, compound annual decline, applied pro-rata to every member state's car fleet.",ec_2040_impact_assessment_transport
RO,S3,r_fleet,0.135101686,1p5c_prorata,2023,2040,"EU transport 2023 level to 10% of its 1990 level by 2040 (economy-wide 2040 target applied pro-rata to transport), compound annual decline.",ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3
RO,S2,r_power,0.0,ndc_prorata,2024,2030,"EU public electricity and heat CO2 from its latest observation to 45% of 1990 by 2030 (economy-wide 2030 target applied pro-rata), compound annual decline. PATHWAY_ALREADY_MET: EU public electricity CO2 in 2024 (513 Mt) is below the pro-rata 2030 level (552 Mt); implied rate -0.0121/yr, held at zero rather than allowed to rise.",eu_climate_law_2021_1119;eurostat_env_air_gge_crf1a1a
RO,S3,r_power,0.085599875,1p5c_prorata,2024,2040,"EU public electricity and heat CO2 from its latest observation to 10% of 1990 by 2040, compound annual decline.",ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a
SE,S1,r_fleet,0.037630742,observed_trend,2015,2024,"Log-linear trend of observed CO2 per registered car (inventory CRF 1.A.3.b.i / car stock), 2015-2024 excluding 2020-2021.",eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda
SE,S1,r_power,0.016031123,observed_trend,2015,2024,"Log-linear trend of observed grid carbon intensity, 2015-2024 excluding 2020-2021.",owid_ember_grid_intensity
SE,S2,r_fleet,0.043443692,ndc_prorata,2023,2030,"EU domestic transport pathway 2023 -> 2030, compound annual decline, applied pro-rata to every member state's car fleet.",ec_2040_impact_assessment_transport
SE,S3,r_fleet,0.135101686,1p5c_prorata,2023,2040,"EU transport 2023 level to 10% of its 1990 level by 2040 (economy-wide 2040 target applied pro-rata to transport), compound annual decline.",ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3
SE,S2,r_power,0.0,ndc_prorata,2024,2030,"EU public electricity and heat CO2 from its latest observation to 45% of 1990 by 2030 (economy-wide 2030 target applied pro-rata), compound annual decline. PATHWAY_ALREADY_MET: EU public electricity CO2 in 2024 (513 Mt) is below the pro-rata 2030 level (552 Mt); implied rate -0.0121/yr, held at zero rather than allowed to rise.",eu_climate_law_2021_1119;eurostat_env_air_gge_crf1a1a
SE,S3,r_power,0.085599875,1p5c_prorata,2024,2040,"EU public electricity and heat CO2 from its latest observation to 10% of 1990 by 2040, compound annual decline.",ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a
SI,S1,r_fleet,0.011887943,observed_trend,2015,2024,"Log-linear trend of observed CO2 per registered car (inventory CRF 1.A.3.b.i / car stock), 2015-2024 excluding 2020-2021.",eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda
SI,S1,r_power,0.041934388,observed_trend,2015,2024,"Log-linear trend of observed grid carbon intensity, 2015-2024 excluding 2020-2021.",owid_ember_grid_intensity
SI,S2,r_fleet,0.043443692,ndc_prorata,2023,2030,"EU domestic transport pathway 2023 -> 2030, compound annual decline, applied pro-rata to every member state's car fleet.",ec_2040_impact_assessment_transport
SI,S3,r_fleet,0.135101686,1p5c_prorata,2023,2040,"EU transport 2023 level to 10% of its 1990 level by 2040 (economy-wide 2040 target applied pro-rata to transport), compound annual decline.",ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3
SI,S2,r_power,0.0,ndc_prorata,2024,2030,"EU public electricity and heat CO2 from its latest observation to 45% of 1990 by 2030 (economy-wide 2030 target applied pro-rata), compound annual decline. PATHWAY_ALREADY_MET: EU public electricity CO2 in 2024 (513 Mt) is below the pro-rata 2030 level (552 Mt); implied rate -0.0121/yr, held at zero rather than allowed to rise.",eu_climate_law_2021_1119;eurostat_env_air_gge_crf1a1a
SI,S3,r_power,0.085599875,1p5c_prorata,2024,2040,"EU public electricity and heat CO2 from its latest observation to 10% of 1990 by 2040, compound annual decline.",ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a
SK,S1,r_fleet,0.017762656,observed_trend,2015,2024,"Log-linear trend of observed CO2 per registered car (inventory CRF 1.A.3.b.i / car stock), 2015-2024 excluding 2020-2021.",eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda
SK,S1,r_power,0.064203575,observed_trend,2015,2024,"Log-linear trend of observed grid carbon intensity, 2015-2024 excluding 2020-2021.",owid_ember_grid_intensity
SK,S2,r_fleet,0.043443692,ndc_prorata,2023,2030,"EU domestic transport pathway 2023 -> 2030, compound annual decline, applied pro-rata to every member state's car fleet.",ec_2040_impact_assessment_transport
SK,S3,r_fleet,0.135101686,1p5c_prorata,2023,2040,"EU transport 2023 level to 10% of its 1990 level by 2040 (economy-wide 2040 target applied pro-rata to transport), compound annual decline.",ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3
SK,S2,r_power,0.0,ndc_prorata,2024,2030,"EU public electricity and heat CO2 from its latest observation to 45% of 1990 by 2030 (economy-wide 2030 target applied pro-rata), compound annual decline. PATHWAY_ALREADY_MET: EU public electricity CO2 in 2024 (513 Mt) is below the pro-rata 2030 level (552 Mt); implied rate -0.0121/yr, held at zero rather than allowed to rise.",eu_climate_law_2021_1119;eurostat_env_air_gge_crf1a1a
SK,S3,r_power,0.085599875,1p5c_prorata,2024,2040,"EU public electricity and heat CO2 from its latest observation to 10% of 1990 by 2040, compound annual decline.",ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a
