country,series,year,value,unit,source_id,source_file
JP,co2_bus,1990,5107.99,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,1991,4941.201,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,1992,4852.709,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,1993,4900.52,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,1994,5042.171,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,1995,4976.065,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,1996,4868.202,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,1997,4769.622,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,1998,4712.817,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,1999,4727.629,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,2000,4520.823,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,2001,4610.737,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,2002,4394.526,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,2003,4464.019,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,2004,4662.301,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,2005,4695.114,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,2006,4732.251,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,2007,4711.419,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,2008,4531.962,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,2009,4324.411,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,2010,4548.432,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,2011,4444.641,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,2012,4513.141,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,2013,4503.719,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,2014,4454.646,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,2015,4385.886,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,2016,4292.082,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,2017,4170.844,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,2018,4099.489,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,2019,3990.493,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,2020,2939.159,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,2021,2892.271,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,2022,3331.318,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,2023,3628.035,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_bus,2024,3737.057,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_freight,1990,91993.07,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_freight,1991,95910.624,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_freight,1992,96292.077,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_freight,1993,96732.246,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_freight,1994,100294.996,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_freight,1995,102123.747,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
JP,co2_freight,1996,102708.288,ktCO2,gio_nies_inventory,gio_nies_inventory_co2_by_sector.xlsx
