market,company,destination,model,powertrain,scenario,cohort_year,units,lifetime_years,vkt_km,vkt_tier,test_cycle,real_world_factor,e_prod_year0_kgco2e,e_ref_year0_kgco2e,ti_per_vehicle_kgco2e,ti_tco2e
EU27,hyundai,LT,I20,HEV,S2,2024,3,23,12224.226,B,WLTP,1.211,1751.7515,1627.3625,-16317.6872,-48.9531
EU27,hyundai,LT,I20,ICE,S2,2024,163,23,12224.226,B,WLTP,1.191,1759.1442,1627.3625,-16487.7198,-2687.4983
EU27,hyundai,LT,I20 N,ICE,S2,2024,2,23,12224.226,B,WLTP,1.191,2300.3304,1627.3625,-28935.0029,-57.87
EU27,hyundai,LT,IONIQ5,BEV,S2,2024,46,23,12224.226,B,WLTP,1.0,248.8195,1627.3625,21308.1413,980.1745
EU27,hyundai,LT,IONIQ5 N,BEV,S2,2024,1,23,12224.226,B,WLTP,1.0,301.577,1627.3625,20743.1938,20.7432
EU27,hyundai,LT,IONIQ6,BEV,S2,2024,13,23,12224.226,B,WLTP,1.0,224.1037,1627.3625,21572.8077,280.4465
EU27,hyundai,LT,KONA KAUAI,BEV,S2,2024,19,23,12224.226,B,WLTP,1.0,215.2517,1627.3625,21667.5983,411.6844
EU27,hyundai,LT,KONA KAUAI,HEV,S2,2024,30,23,12224.226,B,WLTP,1.211,1562.7606,1627.3625,-11970.8977,-359.1269
EU27,hyundai,LT,SANTA FE,HEV,S2,2024,11,23,12224.226,B,WLTP,1.211,2447.9663,1627.3625,-32330.6282,-355.6369
EU27,hyundai,LT,TUCSON IX35,HEV,S2,2024,338,23,12224.226,B,WLTP,1.211,2117.6949,1627.3625,-24734.3867,-8360.2227
EU27,hyundai,LT,TUCSON IX35,ICE,S2,2024,6,23,12224.226,B,WLTP,1.191,2217.8286,1627.3625,-27037.4618,-162.2248
EU27,hyundai,LV,BAYON,HEV,S2,2024,55,23,12307.331,A,WLTP,1.211,1788.7726,1934.6636,-12642.3354,-695.3284
EU27,hyundai,LV,BAYON,ICE,S2,2024,11,23,12307.331,A,WLTP,1.191,1818.9283,1934.6636,-13335.9163,-146.6951
EU27,hyundai,LV,I 30,HEV,S2,2024,27,23,12307.331,A,WLTP,1.211,1852.5342,1934.6636,-14108.8514,-380.939
EU27,hyundai,LV,I 30,ICE,S2,2024,118,23,12307.331,A,WLTP,1.191,1943.8045,1934.6636,-16208.0681,-1912.552
EU27,hyundai,LV,I10,ICE,S2,2024,4,23,12307.331,A,WLTP,1.191,1597.7254,1934.6636,-8248.2499,-32.993
EU27,hyundai,LV,I20,HEV,S2,2024,7,23,12307.331,A,WLTP,1.211,1760.8228,1934.6636,-11999.4899,-83.9964
EU27,hyundai,LV,I20,ICE,S2,2024,75,23,12307.331,A,WLTP,1.191,1769.5176,1934.6636,-12199.4688,-914.9602
EU27,hyundai,LV,I20 N,ICE,S2,2024,2,23,12307.331,A,WLTP,1.191,2315.969,1934.6636,-24767.8513,-49.5357
EU27,hyundai,LV,IONIQ5,BEV,S2,2024,53,23,12307.331,A,WLTP,1.0,295.6334,1934.6636,24679.644,1308.0211
EU27,hyundai,LV,IONIQ5 N,BEV,S2,2024,2,23,12307.331,A,WLTP,1.0,350.3572,1934.6636,23972.574,47.9451
EU27,hyundai,LV,IONIQ6,BEV,S2,2024,7,23,12307.331,A,WLTP,1.0,268.9063,1934.6636,25024.9773,175.1748
EU27,hyundai,LV,KONA KAUAI,BEV,S2,2024,12,23,12307.331,A,WLTP,1.0,248.0319,1934.6636,25294.6885,303.5363
EU27,hyundai,LV,KONA KAUAI,HEV,S2,2024,25,23,12307.331,A,WLTP,1.211,1566.131,1934.6636,-7521.5788,-188.0395
EU27,hyundai,LV,KONA N KAUAI N,ICE,S2,2024,1,23,12307.331,A,WLTP,1.191,2843.6581,1934.6636,-36904.7013,-36.9047
EU27,hyundai,LV,SANTA FE,HEV,S2,2024,12,23,12307.331,A,WLTP,1.211,2476.5781,1934.6636,-28461.861,-341.5423
EU27,hyundai,LV,TUCSON IX35,HEV,S2,2024,225,23,12307.331,A,WLTP,1.211,2111.0278,1934.6636,-20054.204,-4512.1959
EU27,hyundai,LV,TUCSON IX35,ICE,S2,2024,11,23,12307.331,A,WLTP,1.191,2226.6884,1934.6636,-22714.3974,-249.8584
EU27,hyundai,MT,BAYON,HEV,S2,2024,15,22,7108.834,A,WLTP,1.211,1027.3163,1314.6779,-3729.328,-55.9399
EU27,hyundai,MT,BAYON,ICE,S2,2024,18,22,7108.834,A,WLTP,1.191,1062.0903,1314.6779,-4494.3551,-80.8984
EU27,hyundai,MT,I10,ICE,S2,2024,377,22,7108.834,A,WLTP,1.191,998.2757,1314.6779,-3090.4334,-1165.0934
EU27,hyundai,MT,I20,HEV,S2,2024,9,22,7108.834,A,WLTP,1.211,998.6206,1314.6779,-3098.0224,-27.8822
EU27,hyundai,MT,I20,ICE,S2,2024,198,22,7108.834,A,WLTP,1.191,1015.3528,1314.6779,-3466.1313,-686.294
EU27,hyundai,MT,IONIQ5,BEV,S2,2024,4,22,7108.834,A,WLTP,1.0,625.1822,1314.6779,7513.4493,30.0538
EU27,hyundai,MT,IONIQ5 N,BEV,S2,2024,1,22,7108.834,A,WLTP,1.0,736.3257,1314.6779,5494.217,5.4942
EU27,hyundai,MT,IONIQ6,BEV,S2,2024,5,22,7108.834,A,WLTP,1.0,561.9693,1314.6779,8661.8877,43.3094
EU27,hyundai,MT,KONA KAUAI,BEV,S2,2024,68,22,7108.834,A,WLTP,1.0,530.4855,1314.6779,9233.8794,627.9038
EU27,hyundai,MT,KONA KAUAI,HEV,S2,2024,14,22,7108.834,A,WLTP,1.211,912.5326,1314.6779,-1204.0868,-16.8572
EU27,hyundai,MT,KONA KAUAI,ICE,S2,2024,21,22,7108.834,A,WLTP,1.191,1132.9144,1314.6779,-6052.4861,-127.1022
EU27,hyundai,MT,TUCSON IX35,HEV,S2,2024,8,22,7108.834,A,WLTP,1.211,1123.4482,1314.6779,-5844.2291,-46.7538
EU27,hyundai,NL,BAYON,HEV,S2,2024,968,16,13187.663,A,WLTP,1.211,1904.717,1524.4863,-12625.5045,-12221.4884
EU27,hyundai,NL,GV60 GENESIS GV60,BEV,S2,2024,1,16,13187.663,A,WLTP,1.0,621.6052,1524.4863,12350.5728,12.3506
EU27,hyundai,NL,I 30,HEV,S2,2024,354,16,13187.663,A,WLTP,1.211,1957.4396,1524.4863,-13469.0664,-4768.0495
EU27,hyundai,NL,I10,ICE,S2,2024,5977,16,13187.663,A,WLTP,1.191,1736.6496,1524.4863,-9936.426,-59390.018
EU27,hyundai,NL,I20,HEV,S2,2024,1407,16,13187.663,A,WLTP,1.211,1846.194,1524.4863,-11689.1362,-16446.6147
EU27,hyundai,NL,I20,ICE,S2,2024,159,16,13187.663,A,WLTP,1.191,1871.8402,1524.4863,-12099.4758,-1923.8166
EU27,hyundai,NL,INSTER,BEV,S2,2024,33,16,13187.663,A,WLTP,1.0,488.8479,1524.4863,13525.0884,446.3279
EU27,hyundai,NL,IONIQ5,BEV,S2,2024,667,16,13187.663,A,WLTP,1.0,565.8671,1524.4863,12843.6929,8566.7432
EU27,hyundai,NL,IONIQ5 N,BEV,S2,2024,59,16,13187.663,A,WLTP,1.0,700.9591,1524.4863,11648.5224,687.2628
EU27,hyundai,NL,IONIQ6,BEV,S2,2024,587,16,13187.663,A,WLTP,1.0,490.3625,1524.4863,13511.688,7931.3608
EU27,hyundai,NL,KONA KAUAI,BEV,S2,2024,3060,16,13187.663,A,WLTP,1.0,498.5062,1524.4863,13439.6401,41125.2986
EU27,hyundai,NL,KONA KAUAI,HEV,S2,2024,3898,16,13187.663,A,WLTP,1.211,1695.818,1524.4863,-9283.1208,-36185.6049
EU27,hyundai,NL,SANTA FE,HEV,S2,2024,67,16,13187.663,A,WLTP,1.211,2460.6114,1524.4863,-21519.8148,-1441.8276
EU27,hyundai,NL,TUCSON IX35,HEV,S2,2024,1231,16,13187.663,A,WLTP,1.211,2089.5743,1524.4863,-15583.2221,-19182.9465
EU27,hyundai,PL,BAYON,ICE,S2,2024,1421,24,12059.225,C,WLTP,1.191,1796.8439,1537.7658,-19917.855,-28303.272
EU27,hyundai,PL,ELANTRA,ICE,S2,2024,1077,24,12059.225,C,WLTP,1.191,2043.1342,1537.7658,-25828.8205,-27817.6397
EU27,hyundai,PL,G80 GENESIS G80,ICE,S2,2024,2,24,12059.225,C,WLTP,1.191,3016.1329,1537.7658,-49180.7899,-98.3616
EU27,hyundai,PL,GV80 GENESIS GV80,ICE,S2,2024,1,24,12059.225,C,WLTP,1.191,3533.1842,1537.7658,-61590.0223,-61.59
EU27,hyundai,PL,I 30,HEV,S2,2024,3221,24,12059.225,C,WLTP,1.211,1890.3861,1537.7658,-22162.8671,-71386.5951
EU27,hyundai,PL,I 30,ICE,S2,2024,2019,24,12059.225,C,WLTP,1.191,1837.8576,1537.7658,-20902.1829,-42201.5073
EU27,hyundai,PL,I 30 N,ICE,S2,2024,4,24,12059.225,C,WLTP,1.191,2527.8066,1537.7658,-37460.9592,-149.8438
EU27,hyundai,PL,I10,ICE,S2,2024,868,24,12059.225,C,WLTP,1.191,1714.222,1537.7658,-17934.9286,-15567.518
EU27,hyundai,PL,I20,ICE,S2,2024,4275,24,12059.225,C,WLTP,1.191,1741.2968,1537.7658,-18584.7243,-79449.6963
EU27,hyundai,PL,I20 N,ICE,S2,2024,51,24,12059.225,C,WLTP,1.191,2269.2809,1537.7658,-31256.343,-1594.0735
EU27,hyundai,PL,IONIQ5,BEV,S2,2024,165,24,12059.225,C,WLTP,1.0,1334.6432,1537.7658,508.6071,83.9202
EU27,hyundai,PL,IONIQ5 N,BEV,S2,2024,7,24,12059.225,C,WLTP,1.0,1554.8461,1537.7658,-3236.3032,-22.6541
EU27,hyundai,PL,KONA KAUAI,BEV,S2,2024,290,24,12059.225,C,WLTP,1.0,1095.0686,1537.7658,4582.9661,1329.0602
EU27,hyundai,PL,KONA KAUAI,HEV,S2,2024,1562,24,12059.225,C,WLTP,1.211,1542.7868,1537.7658,-13820.4851,-21587.5977
EU27,hyundai,PL,KONA KAUAI,ICE,S2,2024,2057,24,12059.225,C,WLTP,1.191,2010.3574,1537.7658,-25042.1786,-51511.7614
EU27,hyundai,PL,SANTA FE,HEV,S2,2024,594,24,12059.225,C,WLTP,1.211,2424.5129,1537.7658,-34981.9092,-20779.2541
EU27,hyundai,PL,STARIA,HEV,S2,2024,41,24,12059.225,C,WLTP,1.211,2511.8402,1537.7658,-37077.7653,-1520.1884
EU27,hyundai,PL,STARIA PREMIUM,HEV,S2,2024,17,24,12059.225,C,WLTP,1.211,2511.8402,1537.7658,-37077.7653,-630.322
EU27,hyundai,PL,TUCSON IX35,HEV,S2,2024,9747,24,12059.225,C,WLTP,1.211,2059.5863,1537.7658,-26223.6716,-255602.1267
EU27,hyundai,PL,TUCSON IX35,ICE,S2,2024,3360,24,12059.225,C,WLTP,1.191,2227.552,1537.7658,-30254.849,-101656.2928
EU27,hyundai,PT,BAYON,ICE,S2,2024,1090,21,12059.225,C,WLTP,1.191,1800.1272,1651.9341,-14739.8738,-16066.4624
EU27,hyundai,PT,I 30,ICE,S2,2024,432,21,12059.225,C,WLTP,1.191,1820.6513,1651.9341,-15170.8791,-6553.8198
EU27,hyundai,PT,I 30 N,ICE,S2,2024,31,21,12059.225,C,WLTP,1.191,2684.8681,1651.9341,-33319.4333,-1032.9024
EU27,hyundai,PT,I10,ICE,S2,2024,447,21,12059.225,C,WLTP,1.191,1703.0049,1651.9341,-12700.3044,-5677.0361
EU27,hyundai,PT,I20,ICE,S2,2024,1982,21,12059.225,C,WLTP,1.191,1757.6931,1651.9341,-13848.7573,-27448.237
EU27,hyundai,PT,I20 N,ICE,S2,2024,73,21,12059.225,C,WLTP,1.191,2269.2809,1651.9341,-24592.102,-1795.2234
EU27,hyundai,PT,IONIQ5,BEV,S2,2024,369,21,12059.225,C,WLTP,1.0,230.768,1651.9341,21348.7982,7877.7065
EU27,hyundai,PT,IONIQ6,BEV,S2,2024,128,21,12059.225,C,WLTP,1.0,204.4399,1651.9341,21544.3461,2757.6763
EU27,hyundai,PT,KONA KAUAI,BEV,S2,2024,377,21,12059.225,C,WLTP,1.0,195.6792,1651.9341,21609.4151,8146.7495
EU27,hyundai,PT,KONA KAUAI,HEV,S2,2024,181,21,12059.225,C,WLTP,1.211,1550.0916,1651.9341,-9489.1267,-1717.5319
EU27,hyundai,PT,KONA KAUAI,ICE,S2,2024,715,21,12059.225,C,WLTP,1.191,1919.1366,1651.9341,-17239.0716,-12325.9362
EU27,hyundai,PT,SANTA FE,HEV,S2,2024,45,21,12059.225,C,WLTP,1.211,2285.6446,1651.9341,-24935.7391,-1122.1083
EU27,hyundai,PT,SANTA FE,ICE,S2,2024,38,21,12059.225,C,WLTP,1.191,2398.5438,1651.9341,-27306.6216,-1037.6516
EU27,hyundai,PT,TUCSON IX35,HEV,S2,2024,449,21,12059.225,C,WLTP,1.211,1915.0065,1651.9341,-17152.3393,-7701.4003
EU27,hyundai,PT,TUCSON IX35,ICE,S2,2024,574,21,12059.225,C,WLTP,1.191,2142.0202,1651.9341,-21919.6273,-12581.8661
EU27,hyundai,RO,BAYON,HEV,S2,2024,209,25,12059.225,C,WLTP,1.211,1752.4466,1367.31,-22706.2219,-4745.6004
EU27,hyundai,RO,BAYON,ICE,S2,2024,421,25,12059.225,C,WLTP,1.191,1817.2531,1367.31,-24326.3832,-10241.4073
EU27,hyundai,RO,ELANTRA,ICE,S2,2024,850,25,12059.225,C,WLTP,1.191,2007.3427,1367.31,-29078.6237,-24716.8302
EU27,hyundai,RO,G80 GENESIS G80,BEV,S2,2024,1,25,12059.225,C,WLTP,1.0,578.8914,1367.31,12311.3539,12.3114
EU27,hyundai,RO,GV60 GENESIS GV60,BEV,S2,2024,8,25,12059.225,C,WLTP,1.0,549.3407,1367.31,12760.2413,102.0819
EU27,hyundai,RO,GV70 GENESIS GV70,BEV,S2,2024,1,25,12059.225,C,WLTP,1.0,575.8606,1367.31,12357.3936,12.3574
EU27,hyundai,RO,GV70 GENESIS GV70,ICE,S2,2024,2,25,12059.225,C,WLTP,1.191,3210.0271,1367.31,-59145.7343,-118.2915
EU27,hyundai,RO,GV80 GENESIS GV80,ICE,S2,2024,1,25,12059.225,C,WLTP,1.191,3547.5468,1367.31,-67583.7251,-67.5837
EU27,hyundai,RO,I 30,HEV,S2,2024,531,25,12059.225,C,WLTP,1.211,1865.1509,1367.31,-25523.8276,-13553.1524
EU27,hyundai,RO,I 30,ICE,S2,2024,1134,25,12059.225,C,WLTP,1.191,1984.703,1367.31,-28512.632,-32333.3247
EU27,hyundai,RO,I 30 N,ICE,S2,2024,9,25,12059.225,C,WLTP,1.191,2743.2447,1367.31,-47476.1725,-427.2856
EU27,hyundai,RO,I10,ICE,S2,2024,542,25,12059.225,C,WLTP,1.191,1727.1354,1367.31,-22073.4397,-11963.8043
EU27,hyundai,RO,I20,HEV,S2,2024,238,25,12059.225,C,WLTP,1.211,1714.588,1367.31,-21759.7547,-5178.8216
EU27,hyundai,RO,I20,ICE,S2,2024,1072,25,12059.225,C,WLTP,1.191,1725.2194,1367.31,-22025.5406,-23611.3795
EU27,hyundai,RO,IONIQ5,BEV,S2,2024,161,25,12059.225,C,WLTP,1.0,520.7595,1367.31,13194.4007,2124.2985
EU27,hyundai,RO,IONIQ6,BEV,S2,2024,71,25,12059.225,C,WLTP,1.0,470.2932,1367.31,13961.0038,991.2313
EU27,hyundai,RO,KONA KAUAI,BEV,S2,2024,366,25,12059.225,C,WLTP,1.0,447.7949,1367.31,14302.7614,5234.8107
EU27,hyundai,RO,KONA KAUAI,HEV,S2,2024,451,25,12059.225,C,WLTP,1.211,1552.5275,1367.31,-17708.2441,-7986.4181
EU27,hyundai,RO,KONA KAUAI,ICE,S2,2024,314,25,12059.225,C,WLTP,1.191,1958.9309,1367.31,-27868.3286,-8750.6552
EU27,hyundai,RO,SANTA FE,HEV,S2,2024,41,25,12059.225,C,WLTP,1.211,2398.9286,1367.31,-38868.2707,-1593.5991
EU27,hyundai,RO,SANTA FE,ICE,S2,2024,2,25,12059.225,C,WLTP,1.191,2542.1691,1367.31,-42449.2844,-84.8986
EU27,hyundai,RO,TUCSON IX35,HEV,S2,2024,2708,25,12059.225,C,WLTP,1.211,2126.4699,1367.31,-32056.8026,-86809.8215
EU27,hyundai,RO,TUCSON IX35,ICE,S2,2024,553,25,12059.225,C,WLTP,1.191,2195.6442,1367.31,-33786.1608,-18683.7469
EU27,hyundai,SE,BAYON,HEV,S2,2024,104,16,13290.512,A,WLTP,1.211,1929.985,1953.3786,-8007.9615,-832.828
EU27,hyundai,SE,BAYON,ICE,S2,2024,95,16,13290.512,A,WLTP,1.191,2022.78,1953.3786,-9492.681,-901.8047
EU27,hyundai,SE,I 30,HEV,S2,2024,52,16,13290.512,A,WLTP,1.211,2118.9429,1953.3786,-11031.2879,-573.627
EU27,hyundai,SE,I10,ICE,S2,2024,359,16,13290.512,A,WLTP,1.191,1866.7203,1953.3786,-6995.7259,-2511.4656
EU27,hyundai,SE,I20,HEV,S2,2024,144,16,13290.512,A,WLTP,1.211,1924.2247,1953.3786,-7915.7962,-1139.8747
EU27,hyundai,SE,I20,ICE,S2,2024,129,16,13290.512,A,WLTP,1.191,1929.9112,1953.3786,-8006.7811,-1032.8748
EU27,hyundai,SE,I20 N,ICE,S2,2024,15,16,13290.512,A,WLTP,1.191,2500.982,1953.3786,-17143.9129,-257.1587
EU27,hyundai,SE,IONIQ5 N,BEV,S2,2024,50,16,13290.512,A,WLTP,1.0,98.362,1953.3786,21473.7824,1073.6891
EU27,hyundai,SE,IONIQ6,BEV,S2,2024,8,16,13290.512,A,WLTP,1.0,70.8137,1953.3786,21865.3258,174.9226
EU27,hyundai,SE,KONA KAUAI,BEV,S2,2024,208,16,13290.512,A,WLTP,1.0,70.0597,1953.3786,21876.0417,4550.2167
EU27,hyundai,SE,KONA KAUAI,HEV,S2,2024,201,16,13290.512,A,WLTP,1.211,1706.4506,1953.3786,-4431.4115,-890.7137
EU27,hyundai,SE,KONA KAUAI,ICE,S2,2024,22,16,13290.512,A,WLTP,1.191,2145.5497,1953.3786,-11456.9965,-252.0539
EU27,hyundai,SE,TUCSON IX35,HEV,S2,2024,187,16,13290.512,A,WLTP,1.211,2239.7602,1953.3786,-12964.3647,-2424.3362
EU27,hyundai,SI,BAYON,HEV,S2,2024,18,18,14417.341,A,WLTP,1.211,2112.5874,2918.302,-1051.2635,-18.9227
EU27,hyundai,SI,BAYON,ICE,S2,2024,383,18,14417.341,A,WLTP,1.191,2144.8568,2918.302,-1632.1137,-625.0996
EU27,hyundai,SI,I 30,HEV,S2,2024,130,18,14417.341,A,WLTP,1.211,2337.6792,2918.302,-5102.9162,-663.3791
EU27,hyundai,SI,I 30,ICE,S2,2024,131,18,14417.341,A,WLTP,1.191,2360.8223,2918.302,-5519.4924,-723.0535
EU27,hyundai,SI,I 30 N,ICE,S2,2024,11,18,14417.341,A,WLTP,1.191,3279.6711,2918.302,-22058.7708,-242.6465
EU27,hyundai,SI,I10,ICE,S2,2024,208,18,14417.341,A,WLTP,1.191,2020.4062,2918.302,607.9978,126.4635
EU27,hyundai,SI,I20,HEV,S2,2024,20,18,14417.341,A,WLTP,1.211,2112.5874,2918.302,-1051.2635,-21.0253
EU27,hyundai,SI,I20,ICE,S2,2024,344,18,14417.341,A,WLTP,1.191,2075.1011,2918.302,-376.5114,-129.5199
EU27,hyundai,SI,I20 N,ICE,S2,2024,31,18,14417.341,A,WLTP,1.191,2713.0264,2918.302,-11859.1653,-367.6341
EU27,hyundai,SI,IONIQ5,BEV,S2,2024,58,18,14417.341,A,WLTP,1.0,579.9898,2918.302,29541.2487,1713.3924
EU27,hyundai,SI,IONIQ5 N,BEV,S2,2024,3,18,14417.341,A,WLTP,1.0,704.2121,2918.302,27949.0198,83.8471
EU27,hyundai,SI,IONIQ6,BEV,S2,2024,30,18,14417.341,A,WLTP,1.0,523.5086,2918.302,30265.1997,907.956
EU27,hyundai,SI,KONA KAUAI,BEV,S2,2024,123,18,14417.341,A,WLTP,1.0,509.9031,2918.302,30439.5902,3744.0696
EU27,hyundai,SI,KONA KAUAI,HEV,S2,2024,64,18,14417.341,A,WLTP,1.211,1843.3302,2918.302,3795.3646,242.9033
EU27,hyundai,SI,KONA KAUAI,ICE,S2,2024,176,18,14417.341,A,WLTP,1.191,2335.2632,2918.302,-5059.4284,-890.4594
EU27,hyundai,SI,SANTA FE,HEV,S2,2024,16,18,14417.341,A,WLTP,1.211,2896.0779,2918.302,-15154.0936,-242.4655
EU27,hyundai,SI,SANTA FE / 1.6 / T-GDI HEV AUT. 4WD,HEV,S2,2024,2,18,14417.341,A,WLTP,1.211,3090.3137,2918.302,-18650.3384,-37.3007
EU27,hyundai,SI,STARIA / 2.2. / CRDI AUT. 4WD,ICE,S2,2024,2,18,14417.341,A,WLTP,1.191,3983.6843,2918.302,-34731.0078,-69.462
EU27,hyundai,SI,TUCSON / 1.6 / CRDI HP DCT 4WD 48V N LINE,HEV,S2,2024,1,18,14417.341,A,WLTP,1.211,2985.5573,2918.302,-16764.7232,-16.7647
EU27,hyundai,SI,TUCSON / 1.6 / T-GDI DCT 48V,HEV,S2,2024,1,18,14417.341,A,WLTP,1.211,3003.0167,2918.302,-17078.9924,-17.079
EU27,hyundai,SI,TUCSON IX35,HEV,S2,2024,609,18,14417.341,A,WLTP,1.211,2494.716,2918.302,-7929.5791,-4829.1136
EU27,hyundai,SI,TUCSON IX35,ICE,S2,2024,296,18,14417.341,A,WLTP,1.191,2638.0198,2918.302,-10509.0467,-3110.6778
EU27,hyundai,SK,BAYON,ICE,S2,2024,478,19,12059.225,C,WLTP,1.191,1803.4004,1731.1866,-11551.9469,-5521.8306
EU27,hyundai,SK,I 30,HEV,S2,2024,1859,19,12059.225,C,WLTP,1.211,1871.7897,1731.1866,-12851.3435,-23890.6476
EU27,hyundai,SK,I 30,ICE,S2,2024,1537,19,12059.225,C,WLTP,1.191,1955.932,1731.1866,-14450.047,-22209.7223
EU27,hyundai,SK,I 30 N,ICE,S2,2024,63,19,12059.225,C,WLTP,1.191,2710.4162,1731.1866,-28785.2469,-1813.4706
EU27,hyundai,SK,I10,ICE,S2,2024,269,19,12059.225,C,WLTP,1.191,1719.5534,1731.1866,-9958.8528,-2678.9314
EU27,hyundai,SK,I20,ICE,S2,2024,1394,19,12059.225,C,WLTP,1.191,1749.4375,1731.1866,-10526.6513,-14674.152
EU27,hyundai,SK,IONIQ5,BEV,S2,2024,47,19,12059.225,C,WLTP,1.0,212.9464,1731.1866,20335.9882,955.7914
EU27,hyundai,SK,IONIQ5 N,BEV,S2,2024,6,19,12059.225,C,WLTP,1.0,246.8355,1731.1866,19957.7552,119.7465
EU27,hyundai,SK,IONIQ6,BEV,S2,2024,32,19,12059.225,C,WLTP,1.0,183.8895,1731.1866,20660.2887,661.1292
EU27,hyundai,SK,KONA KAUAI,BEV,S2,2024,35,19,12059.225,C,WLTP,1.0,179.3383,1731.1866,20711.0842,724.8879
EU27,hyundai,SK,KONA KAUAI,HEV,S2,2024,104,19,12059.225,C,WLTP,1.211,1550.6626,1731.1866,-6749.9289,-701.9926
EU27,hyundai,SK,KONA KAUAI,ICE,S2,2024,576,19,12059.225,C,WLTP,1.191,1988.8869,1731.1866,-15076.189,-8683.8849
EU27,hyundai,SK,SANTA FE,HEV,S2,2024,105,19,12059.225,C,WLTP,1.211,2420.7407,1731.1866,-23281.4123,-2444.5483
EU27,hyundai,SK,SANTA FE,ICE,S2,2024,43,19,12059.225,C,WLTP,1.191,2538.4952,1731.1866,-25518.7477,-1097.3062
EU27,hyundai,SK,STARIA,HEV,S2,2024,3,19,12059.225,C,WLTP,1.211,2511.8402,1731.1866,-25012.3024,-75.0369
EU27,hyundai,SK,STARIA,ICE,S2,2024,38,19,12059.225,C,WLTP,1.191,3332.1087,1731.1866,-40597.4043,-1542.7014
EU27,hyundai,SK,TUCSON IX35,HEV,S2,2024,1062,19,12059.225,C,WLTP,1.211,2163.5093,1731.1866,-18394.0154,-19534.4443
EU27,hyundai,SK,TUCSON IX35,ICE,S2,2024,448,19,12059.225,C,WLTP,1.191,2231.4184,1731.1866,-19684.2886,-8818.5613
EU27,hyundai,AT,BAYON,HEV,S3,2024,60,15,12059.225,C,WLTP,1.211,1767.0504,2344.0617,-11122.3122,-667.3387
EU27,hyundai,AT,BAYON,ICE,S3,2024,705,15,12059.225,C,WLTP,1.191,1803.5469,2344.0617,-11669.7606,-8227.1812
EU27,hyundai,AT,G70 GENESIS G70,ICE,S3,2024,1,15,12059.225,C,WLTP,1.191,3102.3081,2344.0617,-31151.1783,-31.1512
EU27,hyundai,AT,G90 GENESIS G90,HEV,S3,2024,2,15,12059.225,C,WLTP,1.211,3753.1566,2344.0617,-40913.9052,-81.8278
EU27,hyundai,AT,GV70 GENESIS GV70,BEV,S3,2024,1,15,12059.225,C,WLTP,1.0,237.0988,2344.0617,13337.1961,13.3372
EU27,hyundai,AT,GV70 GENESIS GV70,ICE,S3,2024,1,15,12059.225,C,WLTP,1.191,2815.0574,2344.0617,-26842.4171,-26.8424
EU27,hyundai,AT,I 30,HEV,S3,2024,324,15,12059.225,C,WLTP,1.211,2053.8514,2344.0617,-15424.3278,-4997.4822
EU27,hyundai,AT,I 30,ICE,S3,2024,1631,15,12059.225,C,WLTP,1.191,1940.0341,2344.0617,-13717.0685,-22372.5387
EU27,hyundai,AT,I 30 N,ICE,S3,2024,17,15,12059.225,C,WLTP,1.191,2728.0376,2344.0617,-25537.1209,-434.1311
EU27,hyundai,AT,I10,ICE,S3,2024,1575,15,12059.225,C,WLTP,1.191,1691.8064,2344.0617,-9993.6525,-15740.0026
EU27,hyundai,AT,I20,ICE,S3,2024,2058,15,12059.225,C,WLTP,1.191,1748.0486,2344.0617,-10837.2864,-22303.1354
EU27,hyundai,AT,I20 N,ICE,S3,2024,42,15,12059.225,C,WLTP,1.191,2269.2809,2344.0617,-18655.7707,-783.5424
EU27,hyundai,AT,IONIQ5,BEV,S3,2024,144,15,12059.225,C,WLTP,1.0,218.8571,2344.0617,13494.629,1943.2266
EU27,hyundai,AT,IONIQ5 N,BEV,S3,2024,77,15,12059.225,C,WLTP,1.0,264.5524,2344.0617,13100.2622,1008.7202
EU27,hyundai,AT,IONIQ6,BEV,S3,2024,51,15,12059.225,C,WLTP,1.0,195.9674,2344.0617,13692.1748,698.3009
EU27,hyundai,AT,KONA KAUAI,BEV,S3,2024,527,15,12059.225,C,WLTP,1.0,185.7956,2344.0617,13779.9609,7262.0394
EU27,hyundai,AT,KONA KAUAI,HEV,S3,2024,630,15,12059.225,C,WLTP,1.211,1545.1658,2344.0617,-7794.0437,-4910.2475
EU27,hyundai,AT,KONA KAUAI,ICE,S3,2024,451,15,12059.225,C,WLTP,1.191,1961.4889,2344.0617,-14038.8899,-6331.5393
EU27,hyundai,AT,SANTA FE,HEV,S3,2024,11,15,12059.225,C,WLTP,1.211,2341.9054,2344.0617,-19745.1383,-217.1965
EU27,hyundai,AT,SANTA FE,ICE,S3,2024,8,15,12059.225,C,WLTP,1.191,2538.5785,2344.0617,-22695.2344,-181.5619
EU27,hyundai,AT,STARIA,HEV,S3,2024,1,15,12059.225,C,WLTP,1.211,2511.8402,2344.0617,-22294.1596,-22.2942
EU27,hyundai,AT,STARIA,ICE,S3,2024,17,15,12059.225,C,WLTP,1.191,3257.761,2344.0617,-33482.9722,-569.2105
EU27,hyundai,AT,STARIA PREMIUM,ICE,S3,2024,2,15,12059.225,C,WLTP,1.191,3332.1087,2344.0617,-34598.1873,-69.1964
