cohort_year,market,country,dataset,parameter,value,observation_year,lag_years,status,tier,source_id,note
2024,EU27,FR,emission_targets,r_power (S1),0.031559764,2024,0,current,A,owid_ember_grid_intensity,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,FR,emission_targets,r_power (S2),0.085599875,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,FR,sales,volumes (hyundai),2024-01..2024-12,2024,0,current,,,
2024,EU27,FR,sales,volumes (kia),2024-01..2024-12,2024,0,current,,,
2024,EU27,FR,sales,volumes (nissan),2024-01..2024-12,2024,0,current,,,
2024,EU27,FR,sales,volumes (toyota),2024-01..2024-12,2024,0,current,,,
2024,EU27,FR,vehicle_usage,lifetime_years (passenger_car),17,2024,0,current,B,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,FR,vehicle_usage,mean_age_years (passenger_car),11.602430014917612,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,FR,vehicle_usage,stock (passenger_car),39738933.0,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,FR,vehicle_usage,vkt_km (passenger_car),11532.060938827924,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,GR,country_emissions,fleet_intensity_gco2_km (passenger_car),97.93752748997034,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,GR,country_emissions,grid_gco2_kwh (passenger_car),321.65,2024,0,current,A,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,GR,emission_targets,r_fleet (S1),0.019755231,2024,0,current,A,eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,GR,emission_targets,r_fleet (S2),0.135101686,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,GR,emission_targets,r_power (S1),0.073081335,2024,0,current,A,owid_ember_grid_intensity,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,GR,emission_targets,r_power (S2),0.085599875,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,GR,sales,volumes (hyundai),2024-01..2024-12,2024,0,current,,,
2024,EU27,GR,sales,volumes (kia),2024-01..2024-12,2024,0,current,,,
2024,EU27,GR,sales,volumes (nissan),2024-01..2024-12,2024,0,current,,,
2024,EU27,GR,sales,volumes (toyota),2024-01..2024-12,2024,0,current,,,
2024,EU27,GR,vehicle_usage,lifetime_years (passenger_car),19,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,GR,vehicle_usage,mean_age_years (passenger_car),12.355719274017453,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,GR,vehicle_usage,stock (passenger_car),6027946.0,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,GR,vehicle_usage,vkt_km (passenger_car),12059.225470942853,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,HR,country_emissions,fleet_intensity_gco2_km (passenger_car),211.62899636959833,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,HR,country_emissions,grid_gco2_kwh (passenger_car),170.7,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,HR,emission_targets,r_fleet (S1),0.006035829,2024,0,current,A,eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,HR,emission_targets,r_fleet (S2),0.135101686,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,HR,emission_targets,r_power (S1),0.040592876,2024,0,current,A,owid_ember_grid_intensity,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,HR,emission_targets,r_power (S2),0.085599875,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,HR,sales,volumes (hyundai),2024-01..2024-12,2024,0,current,,,
2024,EU27,HR,sales,volumes (kia),2024-01..2024-12,2024,0,current,,,
2024,EU27,HR,sales,volumes (nissan),2024-01..2024-12,2024,0,current,,,
2024,EU27,HR,sales,volumes (toyota),2024-01..2024-12,2024,0,current,,,
2024,EU27,HR,vehicle_usage,lifetime_years (passenger_car),20,2024,0,current,B,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,HR,vehicle_usage,mean_age_years (passenger_car),13.174220091427145,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,HR,vehicle_usage,stock (passenger_car),1987156.0,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,HR,vehicle_usage,vkt_km (passenger_car),12891.287850576402,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,HU,country_emissions,fleet_intensity_gco2_km (passenger_car),149.09465923191536,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,HU,country_emissions,grid_gco2_kwh (passenger_car),184.47,2024,0,current,A,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,HU,emission_targets,r_fleet (S1),0.004574812,2024,0,current,A,eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,HU,emission_targets,r_fleet (S2),0.135101686,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,HU,emission_targets,r_power (S1),0.054666697,2024,0,current,A,owid_ember_grid_intensity,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,HU,emission_targets,r_power (S2),0.085599875,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,HU,sales,volumes (hyundai),2024-01..2024-12,2024,0,current,,,
2024,EU27,HU,sales,volumes (kia),2024-01..2024-12,2024,0,current,,,
2024,EU27,HU,sales,volumes (nissan),2024-01..2024-12,2024,0,current,,,
2024,EU27,HU,sales,volumes (toyota),2024-01..2024-12,2024,0,current,,,
2024,EU27,HU,vehicle_usage,lifetime_years (passenger_car),22,2024,0,current,B,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,HU,vehicle_usage,mean_age_years (passenger_car),14.919494227981874,2024,0,current,A,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,HU,vehicle_usage,stock (passenger_car),4263067.0,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,HU,vehicle_usage,vkt_km (passenger_car),12059.225470942853,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,IE,country_emissions,fleet_intensity_gco2_km (passenger_car),148.70076145690362,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,IE,country_emissions,grid_gco2_kwh (passenger_car),270.91,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,IE,emission_targets,r_fleet (S1),0.032660219,2024,0,current,A,eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,IE,emission_targets,r_fleet (S2),0.135101686,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,IE,emission_targets,r_power (S1),0.051960881,2024,0,current,A,owid_ember_grid_intensity,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,IE,emission_targets,r_power (S2),0.085599875,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,IE,sales,volumes (hyundai),2024-01..2024-12,2024,0,current,,,
2024,EU27,IE,sales,volumes (kia),2024-01..2024-12,2024,0,current,,,
2024,EU27,IE,sales,volumes (nissan),2024-01..2024-12,2024,0,current,,,
2024,EU27,IE,sales,volumes (toyota),2024-01..2024-12,2024,0,current,,,
2024,EU27,IE,vehicle_usage,lifetime_years (passenger_car),19,2024,0,current,C,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,IE,vehicle_usage,mean_age_years (passenger_car),12.355719274017453,2024,0,current,C,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,IE,vehicle_usage,stock (passenger_car),2534636.0,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,IE,vehicle_usage,vkt_km (passenger_car),14899.298709725723,2023,1,behind,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,IT,country_emissions,fleet_intensity_gco2_km (passenger_car),130.94507289539993,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,IT,country_emissions,grid_gco2_kwh (passenger_car),281.4,2024,0,current,A,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,IT,emission_targets,r_fleet (S1),0.017910898,2024,0,current,A,eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,IT,emission_targets,r_fleet (S2),0.135101686,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,IT,emission_targets,r_power (S1),0.029069833,2024,0,current,A,owid_ember_grid_intensity,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,IT,emission_targets,r_power (S2),0.085599875,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,IT,sales,volumes (hyundai),2024-01..2024-12,2024,0,current,,,
2024,EU27,IT,sales,volumes (kia),2024-01..2024-12,2024,0,current,,,
2024,EU27,IT,sales,volumes (nissan),2024-01..2024-12,2024,0,current,,,
2024,EU27,IT,sales,volumes (toyota),2024-01..2024-12,2024,0,current,,,
2024,EU27,IT,vehicle_usage,lifetime_years (passenger_car),19,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,IT,vehicle_usage,mean_age_years (passenger_car),12.355719274017453,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,IT,vehicle_usage,stock (passenger_car),41340516.0,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,IT,vehicle_usage,vkt_km (passenger_car),12059.225470942853,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,LT,country_emissions,fleet_intensity_gco2_km (passenger_car),133.12601040687613,2024,0,current,B,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,LT,country_emissions,grid_gco2_kwh (passenger_car),116.37,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,LT,emission_targets,r_fleet (S1),0.03214133,2024,0,current,A,eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,LT,emission_targets,r_fleet (S2),0.135101686,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,LT,emission_targets,r_power (S1),0.079486042,2024,0,current,A,owid_ember_grid_intensity,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,LT,emission_targets,r_power (S2),0.085599875,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,LT,sales,volumes (hyundai),2024-01..2024-12,2024,0,current,,,
2024,EU27,LT,sales,volumes (kia),2024-01..2024-12,2024,0,current,,,
2024,EU27,LT,sales,volumes (nissan),2024-01..2024-12,2024,0,current,,,
2024,EU27,LT,sales,volumes (toyota),2024-01..2024-12,2024,0,current,,,
2024,EU27,LT,vehicle_usage,lifetime_years (passenger_car),23,2024,0,current,B,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,LT,vehicle_usage,mean_age_years (passenger_car),15.459505709906788,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,LT,vehicle_usage,stock (passenger_car),1729713.0,2024,0,current,B,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,LT,vehicle_usage,vkt_km (passenger_car),12224.226155523866,2018,6,stale,B,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,LU,country_emissions,fleet_intensity_gco2_km (passenger_car),388.6992447981309,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,LU,country_emissions,grid_gco2_kwh (passenger_car),132.45,2024,0,current,A,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,LU,emission_targets,r_fleet (S1),0.043298936,2024,0,current,A,eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,LU,emission_targets,r_fleet (S2),0.135101686,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,LU,emission_targets,r_power (S1),0.073464658,2024,0,current,A,owid_ember_grid_intensity,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,LU,emission_targets,r_power (S2),0.085599875,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,LU,sales,volumes (hyundai),2024-01..2024-12,2024,0,current,,,
2024,EU27,LU,sales,volumes (kia),2024-01..2024-12,2024,0,current,,,
2024,EU27,LU,sales,volumes (nissan),2024-01..2024-12,2024,0,current,,,
2024,EU27,LU,sales,volumes (toyota),2024-01..2024-12,2024,0,current,,,
2024,EU27,LU,vehicle_usage,lifetime_years (passenger_car),12,2024,0,current,B,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,LU,vehicle_usage,mean_age_years (passenger_car),8.01317386616393,2024,0,current,A,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,LU,vehicle_usage,stock (passenger_car),457231.0,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,LU,vehicle_usage,vkt_km (passenger_car),12059.225470942853,2024,0,current,C,eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,LV,country_emissions,fleet_intensity_gco2_km (passenger_car),157.19602849748946,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,LV,country_emissions,grid_gco2_kwh (passenger_car),134.28,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,LV,emission_targets,r_fleet (S1),0.032188027,2024,0,current,A,eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,LV,emission_targets,r_fleet (S2),0.135101686,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,LV,emission_targets,r_power (S1),0.05763822,2024,0,current,A,owid_ember_grid_intensity,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,LV,emission_targets,r_power (S2),0.085599875,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,LV,sales,volumes (hyundai),2024-01..2024-12,2024,0,current,,,
2024,EU27,LV,sales,volumes (kia),2024-01..2024-12,2024,0,current,,,
2024,EU27,LV,sales,volumes (nissan),2024-01..2024-12,2024,0,current,,,
2024,EU27,LV,sales,volumes (toyota),2024-01..2024-12,2024,0,current,,,
2024,EU27,LV,vehicle_usage,lifetime_years (passenger_car),23,2024,0,current,B,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,LV,vehicle_usage,mean_age_years (passenger_car),15.288464295910922,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,LV,vehicle_usage,stock (passenger_car),788075.0,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,LV,vehicle_usage,vkt_km (passenger_car),12307.33115502966,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,MT,country_emissions,fleet_intensity_gco2_km (passenger_car),184.935786658131,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,MT,country_emissions,grid_gco2_kwh (passenger_car),488.58,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,MT,emission_targets,r_fleet (S1),0.001602135,2024,0,current,A,eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,MT,emission_targets,r_fleet (S2),0.135101686,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,MT,emission_targets,r_power (S1),0.018734645,2024,0,current,A,owid_ember_grid_intensity,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,MT,emission_targets,r_power (S2),0.085599875,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,MT,sales,volumes (hyundai),2024-01..2024-12,2024,0,current,,,
2024,EU27,MT,sales,volumes (kia),2024-01..2024-12,2024,0,current,,,
2024,EU27,MT,sales,volumes (nissan),2024-01..2024-12,2024,0,current,,,
2024,EU27,MT,sales,volumes (toyota),2024-01..2024-12,2024,0,current,,,
2024,EU27,MT,vehicle_usage,lifetime_years (passenger_car),22,2024,0,current,B,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,MT,vehicle_usage,mean_age_years (passenger_car),14.457090207090207,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,MT,vehicle_usage,stock (passenger_car),330484.0,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,MT,vehicle_usage,vkt_km (passenger_car),7108.834315730867,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,NL,country_emissions,fleet_intensity_gco2_km (passenger_car),115.59943258689538,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,NL,country_emissions,grid_gco2_kwh (passenger_car),250.72,2024,0,current,A,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
2024,EU27,NL,emission_targets,r_fleet (S1),0.036506093,2024,0,current,A,eurostat_env_air_gge_crf1a3b1;eurostat_road_eqs_carpda,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,NL,emission_targets,r_fleet (S2),0.135101686,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a3,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,NL,emission_targets,r_power (S1),0.086411452,2024,0,current,A,owid_ember_grid_intensity,policy basis observed_trend; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,NL,emission_targets,r_power (S2),0.085599875,2024,0,current,B,ec_2040_com_2024_63;eurostat_env_air_gge_crf1a1a,policy basis ndc_prorata; vintage is the year the policy was announced (S1: the last observed year); a later sale year is measured against a policy that has not changed since
2024,EU27,NL,sales,volumes (hyundai),2024-01..2024-12,2024,0,current,,,
2024,EU27,NL,sales,volumes (kia),2024-01..2024-12,2024,0,current,,,
2024,EU27,NL,sales,volumes (nissan),2024-01..2024-12,2024,0,current,,,
2024,EU27,NL,sales,volumes (toyota),2024-01..2024-12,2024,0,current,,,
2024,EU27,NL,vehicle_usage,lifetime_years (passenger_car),16,2024,0,current,B,eurostat_road_tf_veh;eurostat_road_eqs_carpda;eurostat_env_air_gge_crf1a3b1;owid_ember_grid_intensity;eurostat_road_eqs_carage,
