market,country,segment,scenario,t,calendar_year,r_fleet,r_power,fleet_intensity_gco2_km,e_ref_kgco2_per_vehicle,grid_kgco2_per_kwh
EU27,FR,passenger_car,S2,7,2031,0.135101686,0.085599875,144.320729,602.547096,0.02163687
EU27,FR,passenger_car,S2,8,2032,0.135101686,0.085599875,144.320729,521.141967,0.019784757
EU27,FR,passenger_car,S2,9,2033,0.135101686,0.085599875,144.320729,450.734809,0.018091184
EU27,FR,passenger_car,S2,10,2034,0.135101686,0.085599875,144.320729,389.839776,0.016542581
EU27,FR,passenger_car,S2,11,2035,0.135101686,0.085599875,144.320729,337.171765,0.015126538
EU27,FR,passenger_car,S2,12,2036,0.135101686,0.085599875,144.320729,291.619291,0.013831708
EU27,FR,passenger_car,S2,13,2037,0.135101686,0.085599875,144.320729,252.221033,0.012647716
EU27,FR,passenger_car,S2,14,2038,0.135101686,0.085599875,144.320729,218.145546,0.011565073
EU27,FR,passenger_car,S2,15,2039,0.135101686,0.085599875,144.320729,188.673715,0.010575104
EU27,FR,passenger_car,S2,16,2040,0.135101686,0.085599875,144.320729,163.183578,0.009669877
EU27,FR,passenger_car,S2,17,2041,0.135101686,0.085599875,144.320729,141.137202,0.008842136
EU27,FR,passenger_car,S2,18,2042,0.135101686,0.085599875,144.320729,122.069328,0.008085251
EU27,FR,passenger_car,S2,19,2043,0.135101686,0.085599875,144.320729,105.577556,0.007393154
EU27,FR,passenger_car,S2,20,2044,0.135101686,0.085599875,144.320729,91.31385,0.006760301
EU27,FR,passenger_car,S2,21,2045,0.135101686,0.085599875,144.320729,78.977195,0.00618162
EU27,FR,passenger_car,S2,22,2046,0.135101686,0.085599875,144.320729,68.307243,0.005652474
EU27,GR,passenger_car,S1,0,2024,0.019755231,0.073081335,97.937527,1181.050726,0.32165
EU27,GR,passenger_car,S1,1,2025,0.019755231,0.073081335,97.937527,1157.718796,0.298143389
EU27,GR,passenger_car,S1,2,2026,0.019755231,0.073081335,97.937527,1134.847794,0.276354672
EU27,GR,passenger_car,S1,3,2027,0.019755231,0.073081335,97.937527,1112.428614,0.256158303
EU27,GR,passenger_car,S1,4,2028,0.019755231,0.073081335,97.937527,1090.452329,0.237437913
EU27,GR,passenger_car,S1,5,2029,0.019755231,0.073081335,97.937527,1068.910192,0.220085633
EU27,GR,passenger_car,S1,6,2030,0.019755231,0.073081335,97.937527,1047.793624,0.204001481
EU27,GR,passenger_car,S1,7,2031,0.019755231,0.073081335,97.937527,1027.094219,0.189092781
EU27,GR,passenger_car,S1,8,2032,0.019755231,0.073081335,97.937527,1006.803735,0.175273628
EU27,GR,passenger_car,S1,9,2033,0.019755231,0.073081335,97.937527,986.914095,0.162464397
EU27,GR,passenger_car,S1,10,2034,0.019755231,0.073081335,97.937527,967.417379,0.150591282
EU27,GR,passenger_car,S1,11,2035,0.019755231,0.073081335,97.937527,948.305825,0.13958587
EU27,GR,passenger_car,S1,12,2036,0.019755231,0.073081335,97.937527,929.571825,0.129384748
EU27,GR,passenger_car,S1,13,2037,0.019755231,0.073081335,97.937527,911.207918,0.119929138
EU27,GR,passenger_car,S1,14,2038,0.019755231,0.073081335,97.937527,893.206796,0.111164557
EU27,GR,passenger_car,S1,15,2039,0.019755231,0.073081335,97.937527,875.561289,0.103040502
EU27,GR,passenger_car,S1,16,2040,0.019755231,0.073081335,97.937527,858.264373,0.095510165
EU27,GR,passenger_car,S1,17,2041,0.019755231,0.073081335,97.937527,841.309162,0.088530155
EU27,GR,passenger_car,S1,18,2042,0.019755231,0.073081335,97.937527,824.688906,0.082060253
EU27,GR,passenger_car,S1,19,2043,0.019755231,0.073081335,97.937527,808.396986,0.07606318
EU27,GR,passenger_car,S1,20,2044,0.019755231,0.073081335,97.937527,792.426917,0.070504381
EU27,GR,passenger_car,S1,21,2045,0.019755231,0.073081335,97.937527,776.77234,0.065351827
EU27,GR,passenger_car,S1,22,2046,0.019755231,0.073081335,97.937527,761.427023,0.060575828
EU27,GR,passenger_car,S1,23,2047,0.019755231,0.073081335,97.937527,746.384856,0.056148866
EU27,GR,passenger_car,S1,24,2048,0.019755231,0.073081335,97.937527,731.639851,0.052045432
EU27,GR,passenger_car,S2,0,2024,0.135101686,0.085599875,97.937527,1181.050726,0.32165
EU27,GR,passenger_car,S2,1,2025,0.135101686,0.085599875,97.937527,1021.488782,0.2941168
EU27,GR,passenger_car,S2,2,2026,0.135101686,0.085599875,97.937527,883.483925,0.268940439
EU27,GR,passenger_car,S2,3,2027,0.135101686,0.085599875,97.937527,764.123757,0.245919171
EU27,GR,passenger_car,S2,4,2028,0.135101686,0.085599875,97.937527,660.889349,0.224868521
EU27,GR,passenger_car,S2,5,2029,0.135101686,0.085599875,97.937527,571.602084,0.205619803
EU27,GR,passenger_car,S2,6,2030,0.135101686,0.085599875,97.937527,494.377679,0.188018774
EU27,GR,passenger_car,S2,7,2031,0.135101686,0.085599875,97.937527,427.586421,0.17192439
EU27,GR,passenger_car,S2,8,2032,0.135101686,0.085599875,97.937527,369.818774,0.157207684
EU27,GR,passenger_car,S2,9,2033,0.135101686,0.085599875,97.937527,319.855634,0.143750726
EU27,GR,passenger_car,S2,10,2034,0.135101686,0.085599875,97.937527,276.642599,0.131445682
EU27,GR,passenger_car,S2,11,2035,0.135101686,0.085599875,97.937527,239.267717,0.120193948
EU27,GR,passenger_car,S2,12,2036,0.135101686,0.085599875,97.937527,206.942245,0.109905361
EU27,GR,passenger_car,S2,13,2037,0.135101686,0.085599875,97.937527,178.983999,0.100497476
EU27,GR,passenger_car,S2,14,2038,0.135101686,0.085599875,97.937527,154.802959,0.091894904
EU27,GR,passenger_car,S2,15,2039,0.135101686,0.085599875,97.937527,133.888818,0.084028712
EU27,GR,passenger_car,S2,16,2040,0.135101686,0.085599875,97.937527,115.800213,0.076835865
EU27,GR,passenger_car,S2,17,2041,0.135101686,0.085599875,97.937527,100.155409,0.070258724
EU27,GR,passenger_car,S2,18,2042,0.135101686,0.085599875,97.937527,86.624245,0.064244586
EU27,GR,passenger_car,S2,19,2043,0.135101686,0.085599875,97.937527,74.921163,0.058745258
EU27,GR,passenger_car,S2,20,2044,0.135101686,0.085599875,97.937527,64.799188,0.053716671
EU27,GR,passenger_car,S2,21,2045,0.135101686,0.085599875,97.937527,56.044708,0.049118531
EU27,GR,passenger_car,S2,22,2046,0.135101686,0.085599875,97.937527,48.472974,0.044913991
EU27,GR,passenger_car,S2,23,2047,0.135101686,0.085599875,97.937527,41.924193,0.041069359
EU27,GR,passenger_car,S2,24,2048,0.135101686,0.085599875,97.937527,36.260164,0.037553827
EU27,HR,passenger_car,S1,0,2024,0.006035829,0.040592876,211.628996,2728.17031,0.1707
EU27,HR,passenger_car,S1,1,2025,0.006035829,0.040592876,211.628996,2711.70354,0.163770796
EU27,HR,passenger_car,S1,2,2026,0.006035829,0.040592876,211.628996,2695.336161,0.157122868
EU27,HR,passenger_car,S1,3,2027,0.006035829,0.040592876,211.628996,2679.067573,0.150744799
EU27,HR,passenger_car,S1,4,2028,0.006035829,0.040592876,211.628996,2662.897179,0.144625634
EU27,HR,passenger_car,S1,5,2029,0.006035829,0.040592876,211.628996,2646.824387,0.138754864
EU27,HR,passenger_car,S1,6,2030,0.006035829,0.040592876,211.628996,2630.848608,0.133122405
EU27,HR,passenger_car,S1,7,2031,0.006035829,0.040592876,211.628996,2614.969256,0.127718584
EU27,HR,passenger_car,S1,8,2032,0.006035829,0.040592876,211.628996,2599.185748,0.122534119
EU27,HR,passenger_car,S1,9,2033,0.006035829,0.040592876,211.628996,2583.497508,0.117560107
EU27,HR,passenger_car,S1,10,2034,0.006035829,0.040592876,211.628996,2567.903959,0.112788004
EU27,HR,passenger_car,S1,11,2035,0.006035829,0.040592876,211.628996,2552.404529,0.108209614
EU27,HR,passenger_car,S1,12,2036,0.006035829,0.040592876,211.628996,2536.998652,0.103817075
EU27,HR,passenger_car,S1,13,2037,0.006035829,0.040592876,211.628996,2521.685762,0.099602841
EU27,HR,passenger_car,S1,14,2038,0.006035829,0.040592876,211.628996,2506.465298,0.095559676
EU27,HR,passenger_car,S1,15,2039,0.006035829,0.040592876,211.628996,2491.336702,0.091680633
EU27,HR,passenger_car,S1,16,2040,0.006035829,0.040592876,211.628996,2476.29942,0.087959053
EU27,HR,passenger_car,S1,17,2041,0.006035829,0.040592876,211.628996,2461.3529,0.084388542
EU27,HR,passenger_car,S1,18,2042,0.006035829,0.040592876,211.628996,2446.496595,0.080962968
EU27,HR,passenger_car,S1,19,2043,0.006035829,0.040592876,211.628996,2431.72996,0.077676449
EU27,HR,passenger_car,S1,20,2044,0.006035829,0.040592876,211.628996,2417.052453,0.074523338
EU27,HR,passenger_car,S1,21,2045,0.006035829,0.040592876,211.628996,2402.463538,0.071498222
EU27,HR,passenger_car,S1,22,2046,0.006035829,0.040592876,211.628996,2387.962679,0.068595903
EU27,HR,passenger_car,S1,23,2047,0.006035829,0.040592876,211.628996,2373.549345,0.065811398
EU27,HR,passenger_car,S1,24,2048,0.006035829,0.040592876,211.628996,2359.223007,0.063139924
EU27,HR,passenger_car,S2,0,2024,0.135101686,0.085599875,211.628996,2728.17031,0.1707
EU27,HR,passenger_car,S2,1,2025,0.135101686,0.085599875,211.628996,2359.589901,0.156088101
EU27,HR,passenger_car,S2,2,2026,0.135101686,0.085599875,211.628996,2040.805327,0.142726979
EU27,HR,passenger_car,S2,3,2027,0.135101686,0.085599875,211.628996,1765.089087,0.130509568
EU27,HR,passenger_car,S2,4,2028,0.135101686,0.085599875,211.628996,1526.622575,0.119337965
EU27,HR,passenger_car,S2,5,2029,0.135101686,0.085599875,211.628996,1320.373291,0.10912265
EU27,HR,passenger_car,S2,6,2030,0.135101686,0.085599875,211.628996,1141.988634,0.099781765
EU27,HR,passenger_car,S2,7,2031,0.135101686,0.085599875,211.628996,987.704044,0.091240458
EU27,HR,passenger_car,S2,8,2032,0.135101686,0.085599875,211.628996,854.263562,0.083430287
EU27,HR,passenger_car,S2,9,2033,0.135101686,0.085599875,211.628996,738.851115,0.076288664
EU27,HR,passenger_car,S2,10,2034,0.135101686,0.085599875,211.628996,639.031083,0.069758364
EU27,HR,passenger_car,S2,11,2035,0.135101686,0.085599875,211.628996,552.696907,0.063787057
EU27,HR,passenger_car,S2,12,2036,0.135101686,0.085599875,211.628996,478.026623,0.058326893
EU27,HR,passenger_car,S2,13,2037,0.135101686,0.085599875,211.628996,413.44442,0.053334118
EU27,HR,passenger_car,S2,14,2038,0.135101686,0.085599875,211.628996,357.587382,0.048768724
EU27,HR,passenger_car,S2,15,2039,0.135101686,0.085599875,211.628996,309.276724,0.044594128
EU27,HR,passenger_car,S2,16,2040,0.135101686,0.085599875,211.628996,267.492917,0.040776876
EU27,HR,passenger_car,S2,17,2041,0.135101686,0.085599875,211.628996,231.354173,0.03728638
EU27,HR,passenger_car,S2,18,2042,0.135101686,0.085599875,211.628996,200.097834,0.034094671
EU27,HR,passenger_car,S2,19,2043,0.135101686,0.085599875,211.628996,173.064279,0.031176171
EU27,HR,passenger_car,S2,20,2044,0.135101686,0.085599875,211.628996,149.683003,0.028507495
EU27,HR,passenger_car,S2,21,2045,0.135101686,0.085599875,211.628996,129.460577,0.026067257
EU27,HR,passenger_car,S2,22,2046,0.135101686,0.085599875,211.628996,111.970235,0.023835903
EU27,HR,passenger_car,S2,23,2047,0.135101686,0.085599875,211.628996,96.842867,0.021795553
EU27,HR,passenger_car,S2,24,2048,0.135101686,0.085599875,211.628996,83.759233,0.019929856
EU27,HU,passenger_car,S1,0,2024,0.004574812,0.054666697,149.094659,1797.966112,0.18447
EU27,HU,passenger_car,S1,1,2025,0.004574812,0.054666697,149.094659,1789.740755,0.174385634
EU27,HU,passenger_car,S1,2,2026,0.004574812,0.054666697,149.094659,1781.553028,0.164852548
EU27,HU,passenger_car,S1,3,2027,0.004574812,0.054666697,149.094659,1773.402758,0.155840603
EU27,HU,passenger_car,S1,4,2028,0.004574812,0.054666697,149.094659,1765.289773,0.147321312
EU27,HU,passenger_car,S1,5,2029,0.004574812,0.054666697,149.094659,1757.213905,0.139267743
EU27,HU,passenger_car,S1,6,2030,0.004574812,0.054666697,149.094659,1749.174981,0.131654435
EU27,HU,passenger_car,S1,7,2031,0.004574812,0.054666697,149.094659,1741.172835,0.124457322
EU27,HU,passenger_car,S1,8,2032,0.004574812,0.054666697,149.094659,1733.207296,0.117653652
EU27,HU,passenger_car,S1,9,2033,0.004574812,0.054666697,149.094659,1725.278199,0.111221915
EU27,HU,passenger_car,S1,10,2034,0.004574812,0.054666697,149.094659,1717.385375,0.10514178
EU27,HU,passenger_car,S1,11,2035,0.004574812,0.054666697,149.094659,1709.52866,0.099394026
EU27,HU,passenger_car,S1,12,2036,0.004574812,0.054666697,149.094659,1701.707888,0.093960483
EU27,HU,passenger_car,S1,13,2037,0.004574812,0.054666697,149.094659,1693.922894,0.088823974
EU27,HU,passenger_car,S1,14,2038,0.004574812,0.054666697,149.094659,1686.173515,0.083968261
EU27,HU,passenger_car,S1,15,2039,0.004574812,0.054666697,149.094659,1678.459589,0.079377993
EU27,HU,passenger_car,S1,16,2040,0.004574812,0.054666697,149.094659,1670.780951,0.075038661
EU27,HU,passenger_car,S1,17,2041,0.004574812,0.054666697,149.094659,1663.137443,0.070936545
EU27,HU,passenger_car,S1,18,2042,0.004574812,0.054666697,149.094659,1655.528902,0.067058678
EU27,HU,passenger_car,S1,19,2043,0.004574812,0.054666697,149.094659,1647.955168,0.063392802
EU27,HU,passenger_car,S1,20,2044,0.004574812,0.054666697,149.094659,1640.416083,0.059927327
EU27,HU,passenger_car,S1,21,2045,0.004574812,0.054666697,149.094659,1632.911488,0.056651298
EU27,HU,passenger_car,S1,22,2046,0.004574812,0.054666697,149.094659,1625.441225,0.053554358
EU27,HU,passenger_car,S1,23,2047,0.004574812,0.054666697,149.094659,1618.005137,0.050626719
EU27,HU,passenger_car,S1,24,2048,0.004574812,0.054666697,149.094659,1610.603067,0.047859123
EU27,HU,passenger_car,S2,0,2024,0.135101686,0.085599875,149.094659,1797.966112,0.18447
EU27,HU,passenger_car,S2,1,2025,0.135101686,0.085599875,149.094659,1555.057859,0.168679391
EU27,HU,passenger_car,S2,2,2026,0.135101686,0.085599875,149.094659,1344.96692,0.154240456
EU27,HU,passenger_car,S2,3,2027,0.135101686,0.085599875,149.094659,1163.259622,0.141037492
EU27,HU,passenger_car,S2,4,2028,0.135101686,0.085599875,149.094659,1006.101286,0.128964701
EU27,HU,passenger_car,S2,5,2029,0.135101686,0.085599875,149.094659,870.175306,0.117925338
EU27,HU,passenger_car,S2,6,2030,0.135101686,0.085599875,149.094659,752.613155,0.107830944
EU27,HU,passenger_car,S2,7,2031,0.135101686,0.085599875,149.094659,650.933849,0.098600629
EU27,HU,passenger_car,S2,8,2032,0.135101686,0.085599875,149.094659,562.991588,0.090160427
EU27,HU,passenger_car,S2,9,2033,0.135101686,0.085599875,149.094659,486.930475,0.082442706
EU27,HU,passenger_car,S2,10,2034,0.135101686,0.085599875,149.094659,421.145347,0.075385621
EU27,HU,passenger_car,S2,11,2035,0.135101686,0.085599875,149.094659,364.247901,0.068932621
EU27,HU,passenger_car,S2,12,2036,0.135101686,0.085599875,149.094659,315.037395,0.063031997
EU27,HU,passenger_car,S2,13,2037,0.135101686,0.085599875,149.094659,272.475312,0.057636466
EU27,HU,passenger_car,S2,14,2038,0.135101686,0.085599875,149.094659,235.663438,0.052702792
EU27,HU,passenger_car,S2,15,2039,0.135101686,0.085599875,149.094659,203.82491,0.04819144
EU27,HU,passenger_car,S2,16,2040,0.135101686,0.085599875,149.094659,176.287821,0.044066258
EU27,HU,passenger_car,S2,17,2041,0.135101686,0.085599875,149.094659,152.471039,0.040294192
EU27,HU,passenger_car,S2,18,2042,0.135101686,0.085599875,149.094659,131.871945,0.036845014
EU27,HU,passenger_car,S2,19,2043,0.135101686,0.085599875,149.094659,114.055823,0.033691086
EU27,HU,passenger_car,S2,20,2044,0.135101686,0.085599875,149.094659,98.646689,0.030807133
EU27,HU,passenger_car,S2,21,2045,0.135101686,0.085599875,149.094659,85.319355,0.028170046
EU27,HU,passenger_car,S2,22,2046,0.135101686,0.085599875,149.094659,73.792566,0.025758694
EU27,HU,passenger_car,S2,23,2047,0.135101686,0.085599875,149.094659,63.823066,0.023553753
EU27,HU,passenger_car,S2,24,2048,0.135101686,0.085599875,149.094659,55.200462,0.021537555
EU27,IE,passenger_car,S1,0,2024,0.032660219,0.051960881,148.700761,2215.537063,0.27091
EU27,IE,passenger_car,S1,1,2025,0.032660219,0.051960881,148.700761,2143.177138,0.256833278
EU27,IE,passenger_car,S1,2,2026,0.032660219,0.051960881,148.700761,2073.180503,0.243487994
EU27,IE,passenger_car,S1,3,2027,0.032660219,0.051960881,148.700761,2005.469974,0.230836144
EU27,IE,passenger_car,S1,4,2028,0.032660219,0.051960881,148.700761,1939.970885,0.218841694
EU27,IE,passenger_car,S1,5,2029,0.032660219,0.051960881,148.700761,1876.611011,0.207470487
EU27,IE,passenger_car,S1,6,2030,0.032660219,0.051960881,148.700761,1815.320485,0.196690138
EU27,IE,passenger_car,S1,7,2031,0.032660219,0.051960881,148.700761,1756.03172,0.186469945
EU27,IE,passenger_car,S1,8,2032,0.032660219,0.051960881,148.700761,1698.679339,0.176780802
EU27,IE,passenger_car,S1,9,2033,0.032660219,0.051960881,148.700761,1643.2001,0.167595116
EU27,IE,passenger_car,S1,10,2034,0.032660219,0.051960881,148.700761,1589.532825,0.158886726
EU27,IE,passenger_car,S1,11,2035,0.032660219,0.051960881,148.700761,1537.618335,0.150630832
EU27,IE,passenger_car,S1,12,2036,0.032660219,0.051960881,148.700761,1487.399383,0.142803921
EU27,IE,passenger_car,S1,13,2037,0.032660219,0.051960881,148.700761,1438.820594,0.135383704
EU27,IE,passenger_car,S1,14,2038,0.032660219,0.051960881,148.700761,1391.828398,0.128349047
EU27,IE,passenger_car,S1,15,2039,0.032660219,0.051960881,148.700761,1346.370978,0.121679918
EU27,IE,passenger_car,S1,16,2040,0.032660219,0.051960881,148.700761,1302.398207,0.115357322
EU27,IE,passenger_car,S1,17,2041,0.032660219,0.051960881,148.700761,1259.861596,0.109363254
EU27,IE,passenger_car,S1,18,2042,0.032660219,0.051960881,148.700761,1218.71424,0.103680643
EU27,IE,passenger_car,S1,19,2043,0.032660219,0.051960881,148.700761,1178.910766,0.098293305
EU27,IE,passenger_car,S1,20,2044,0.032660219,0.051960881,148.700761,1140.407283,0.093185898
EU27,IE,passenger_car,S1,21,2045,0.032660219,0.051960881,148.700761,1103.161331,0.088343877
EU27,IE,passenger_car,S1,22,2046,0.032660219,0.051960881,148.700761,1067.13184,0.083753451
EU27,IE,passenger_car,S1,23,2047,0.032660219,0.051960881,148.700761,1032.279081,0.079401548
EU27,IE,passenger_car,S1,24,2048,0.032660219,0.051960881,148.700761,998.56462,0.075275774
EU27,IE,passenger_car,S2,0,2024,0.135101686,0.085599875,148.700761,2215.537063,0.27091
EU27,IE,passenger_car,S2,1,2025,0.135101686,0.085599875,148.700761,1916.214271,0.247720138
EU27,IE,passenger_car,S2,2,2026,0.135101686,0.085599875,148.700761,1657.330492,0.226515325
EU27,IE,passenger_car,S2,3,2027,0.135101686,0.085599875,148.700761,1433.422348,0.207125642
EU27,IE,passenger_car,S2,4,2028,0.135101686,0.085599875,148.700761,1239.764572,0.189395712
EU27,IE,passenger_car,S2,5,2029,0.135101686,0.085599875,148.700761,1072.270288,0.173183463
EU27,IE,passenger_car,S2,6,2030,0.135101686,0.085599875,148.700761,927.404764,0.15835898
EU27,IE,passenger_car,S2,7,2031,0.135101686,0.085599875,148.700761,802.110817,0.144803471
EU27,IE,passenger_car,S2,8,2032,0.135101686,0.085599875,148.700761,693.744293,0.132408312
EU27,IE,passenger_car,S2,9,2033,0.135101686,0.085599875,148.700761,600.01827,0.121074177
EU27,IE,passenger_car,S2,10,2034,0.135101686,0.085599875,148.700761,518.95479,0.110710243
EU27,IE,passenger_car,S2,11,2035,0.135101686,0.085599875,148.700761,448.843123,0.10123346
EU27,IE,passenger_car,S2,12,2036,0.135101686,0.085599875,148.700761,388.20366,0.092567888
EU27,IE,passenger_car,S2,13,2037,0.135101686,0.085599875,148.700761,335.756691,0.084644089
EU27,IE,passenger_car,S2,14,2038,0.135101686,0.085599875,148.700761,290.395396,0.077398565
EU27,IE,passenger_car,S2,15,2039,0.135101686,0.085599875,148.700761,251.162488,0.070773258
EU27,IE,passenger_car,S2,16,2040,0.135101686,0.085599875,148.700761,217.230013,0.064715076
EU27,IE,passenger_car,S2,17,2041,0.135101686,0.085599875,148.700761,187.881872,0.059175473
EU27,IE,passenger_car,S2,18,2042,0.135101686,0.085599875,148.700761,162.498714,0.05411006
EU27,IE,passenger_car,S2,19,2043,0.135101686,0.085599875,148.700761,140.544864,0.049478246
EU27,IE,passenger_car,S2,20,2044,0.135101686,0.085599875,148.700761,121.557016,0.045242914
EU27,IE,passenger_car,S2,21,2045,0.135101686,0.085599875,148.700761,105.134458,0.041370126
EU27,IE,passenger_car,S2,22,2046,0.135101686,0.085599875,148.700761,90.930616,0.037828849
EU27,IE,passenger_car,S2,23,2047,0.135101686,0.085599875,148.700761,78.645736,0.034590704
EU27,IE,passenger_car,S2,24,2048,0.135101686,0.085599875,148.700761,68.020565,0.031629744
EU27,IT,passenger_car,S1,0,2024,0.017910898,0.029069833,130.945073,1579.096158,0.2814
EU27,IT,passenger_car,S1,1,2025,0.017910898,0.029069833,130.945073,1550.813128,0.273219749
EU27,IT,passenger_car,S1,2,2026,0.017910898,0.029069833,130.945073,1523.036672,0.265277297
EU27,IT,passenger_car,S1,3,2027,0.017910898,0.029069833,130.945073,1495.757718,0.25756573
EU27,IT,passenger_car,S1,4,2028,0.017910898,0.029069833,130.945073,1468.967354,0.250078337
EU27,IT,passenger_car,S1,5,2029,0.017910898,0.029069833,130.945073,1442.65683,0.242808602
EU27,IT,passenger_car,S1,6,2030,0.017910898,0.029069833,130.945073,1416.81755,0.235750196
EU27,IT,passenger_car,S1,7,2031,0.017910898,0.029069833,130.945073,1391.441076,0.228896977
EU27,IT,passenger_car,S1,8,2032,0.017910898,0.029069833,130.945073,1366.519116,0.22224298
EU27,IT,passenger_car,S1,9,2033,0.017910898,0.029069833,130.945073,1342.043532,0.215782414
EU27,IT,passenger_car,S1,10,2034,0.017910898,0.029069833,130.945073,1318.006327,0.209509655
EU27,IT,passenger_car,S1,11,2035,0.017910898,0.029069833,130.945073,1294.39965,0.203419245
EU27,IT,passenger_car,S1,12,2036,0.017910898,0.029069833,130.945073,1271.21579,0.197505881
EU27,IT,passenger_car,S1,13,2037,0.017910898,0.029069833,130.945073,1248.447174,0.191764418
EU27,IT,passenger_car,S1,14,2038,0.017910898,0.029069833,130.945073,1226.086364,0.186189859
EU27,IT,passenger_car,S1,15,2039,0.017910898,0.029069833,130.945073,1204.126056,0.18077735
EU27,IT,passenger_car,S1,16,2040,0.017910898,0.029069833,130.945073,1182.559077,0.175522183
EU27,IT,passenger_car,S1,17,2041,0.017910898,0.029069833,130.945073,1161.378382,0.170419782
EU27,IT,passenger_car,S1,18,2042,0.017910898,0.029069833,130.945073,1140.577052,0.165465708
EU27,IT,passenger_car,S1,19,2043,0.017910898,0.029069833,130.945073,1120.148293,0.160655647
EU27,IT,passenger_car,S1,20,2044,0.017910898,0.029069833,130.945073,1100.085431,0.155985415
EU27,IT,passenger_car,S1,21,2045,0.017910898,0.029069833,130.945073,1080.381913,0.151450945
EU27,IT,passenger_car,S1,22,2046,0.017910898,0.029069833,130.945073,1061.031303,0.147048291
EU27,IT,passenger_car,S1,23,2047,0.017910898,0.029069833,130.945073,1042.02728,0.142773622
EU27,IT,passenger_car,S1,24,2048,0.017910898,0.029069833,130.945073,1023.363635,0.138623216
EU27,IT,passenger_car,S2,0,2024,0.135101686,0.085599875,130.945073,1579.096158,0.2814
EU27,IT,passenger_car,S2,1,2025,0.135101686,0.085599875,130.945073,1365.757605,0.257312195
EU27,IT,passenger_car,S2,2,2026,0.135101686,0.085599875,130.945073,1181.24145,0.235286303
EU27,IT,passenger_car,S2,3,2027,0.135101686,0.085599875,130.945073,1021.653738,0.215145825
EU27,IT,passenger_car,S2,4,2028,0.135101686,0.085599875,130.945073,883.626596,0.19672937
EU27,IT,passenger_car,S2,5,2029,0.135101686,0.085599875,130.945073,764.247153,0.17988936
EU27,IT,passenger_car,S2,6,2030,0.135101686,0.085599875,130.945073,660.996074,0.164490853
EU27,IT,passenger_car,S2,7,2031,0.135101686,0.085599875,130.945073,571.69439,0.150410457
EU27,IT,passenger_car,S2,8,2032,0.135101686,0.085599875,130.945073,494.457514,0.137535341
EU27,IT,passenger_car,S2,9,2033,0.135101686,0.085599875,130.945073,427.65547,0.125762333
EU27,IT,passenger_car,S2,10,2034,0.135101686,0.085599875,130.945073,369.878495,0.114997093
EU27,IT,passenger_car,S2,11,2035,0.135101686,0.085599875,130.945073,319.907287,0.105153356
EU27,IT,passenger_car,S2,12,2036,0.135101686,0.085599875,130.945073,276.687273,0.096152242
EU27,IT,passenger_car,S2,13,2037,0.135101686,0.085599875,130.945073,239.306356,0.087921622
EU27,IT,passenger_car,S2,14,2038,0.135101686,0.085599875,130.945073,206.975664,0.080395542
EU27,IT,passenger_car,S2,15,2039,0.135101686,0.085599875,130.945073,179.012903,0.073513694
EU27,IT,passenger_car,S2,16,2040,0.135101686,0.085599875,130.945073,154.827958,0.067220931
EU27,IT,passenger_car,S2,17,2041,0.135101686,0.085599875,130.945073,133.91044,0.061466827
EU27,IT,passenger_car,S2,18,2042,0.135101686,0.085599875,130.945073,115.818913,0.056205275
EU27,IT,passenger_car,S2,19,2043,0.135101686,0.085599875,130.945073,100.171583,0.05139411
EU27,IT,passenger_car,S2,20,2044,0.135101686,0.085599875,130.945073,86.638233,0.046994781
EU27,IT,passenger_car,S2,21,2045,0.135101686,0.085599875,130.945073,74.933262,0.042972033
EU27,IT,passenger_car,S2,22,2046,0.135101686,0.085599875,130.945073,64.809652,0.039293633
EU27,IT,passenger_car,S2,23,2047,0.135101686,0.085599875,130.945073,56.053759,0.035930103
EU27,IT,passenger_car,S2,24,2048,0.135101686,0.085599875,130.945073,48.480801,0.03285449
EU27,LT,passenger_car,S1,0,2024,0.03214133,0.079486042,133.12601,1627.362458,0.11637
EU27,LT,passenger_car,S1,1,2025,0.03214133,0.079486042,133.12601,1575.056865,0.107120209
EU27,LT,passenger_car,S1,2,2026,0.03214133,0.079486042,133.12601,1524.432442,0.098605648
EU27,LT,passenger_car,S1,3,2027,0.03214133,0.079486042,133.12601,1475.435156,0.090767875
EU27,LT,passenger_car,S1,4,2028,0.03214133,0.079486042,133.12601,1428.012708,0.083553096
EU27,LT,passenger_car,S1,5,2029,0.03214133,0.079486042,133.12601,1382.11448,0.076911791
EU27,LT,passenger_car,S1,6,2030,0.03214133,0.079486042,133.12601,1337.691482,0.070798377
EU27,LT,passenger_car,S1,7,2031,0.03214133,0.079486042,133.12601,1294.696299,0.065170894
EU27,LT,passenger_car,S1,8,2032,0.03214133,0.079486042,133.12601,1253.083038,0.059990718
EU27,LT,passenger_car,S1,9,2033,0.03214133,0.079486042,133.12601,1212.807283,0.055222293
EU27,LT,passenger_car,S1,10,2034,0.03214133,0.079486042,133.12601,1173.826044,0.050832892
EU27,LT,passenger_car,S1,11,2035,0.03214133,0.079486042,133.12601,1136.097713,0.046792386
EU27,LT,passenger_car,S1,12,2036,0.03214133,0.079486042,133.12601,1099.582022,0.043073045
EU27,LT,passenger_car,S1,13,2037,0.03214133,0.079486042,133.12601,1064.239993,0.039649339
EU27,LT,passenger_car,S1,14,2038,0.03214133,0.079486042,133.12601,1030.033904,0.03649777
