company,destination,model,powertrain,scenario,cohort_year,units,lifetime_years,vkt_km,vkt_tier,real_world_factor,e_prod_year0_kgco2e,e_ref_year0_kgco2e,ti_per_vehicle_kgco2e,ti_tco2e
hyundai,GR,BAYON,ICE,S2,2024,1138,19,12059.225,C,1.191,1783.8702,1181.0507,-18398.4953,-20937.4876
hyundai,GR,I 30,HEV,S2,2024,525,19,12059.225,C,1.211,1938.8179,1181.0507,-21342.5004,-11204.8127
hyundai,GR,I 30,ICE,S2,2024,960,19,12059.225,C,1.191,1959.02,1181.0507,-21726.3398,-20857.2862
hyundai,GR,I 30 N,ICE,S2,2024,12,19,12059.225,C,1.191,2613.9818,1181.0507,-34170.6154,-410.0474
hyundai,GR,I10,ICE,S2,2024,1610,19,12059.225,C,1.191,1687.1874,1181.0507,-16561.521,-26664.0488
hyundai,GR,I20,HEV,S2,2024,44,19,12059.225,C,1.211,1716.2688,1181.0507,-17114.0686,-753.019
hyundai,GR,I20,ICE,S2,2024,2155,19,12059.225,C,1.191,1750.0565,1181.0507,-17756.0346,-38264.2545
hyundai,GR,I20 N,ICE,S2,2024,88,19,12059.225,C,1.191,2269.2809,1181.0507,-27621.2982,-2430.6742
hyundai,GR,IONIQ5,BEV,S2,2024,84,19,12059.225,C,1.0,687.2953,1181.0507,8314.4775,698.4161
hyundai,GR,IONIQ5 N,BEV,S2,2024,8,19,12059.225,C,1.0,822.3162,1181.0507,6903.8388,55.2307
hyundai,GR,IONIQ6,BEV,S2,2024,13,19,12059.225,C,1.0,580.3357,1181.0507,9431.9455,122.6153
hyundai,GR,KONA KAUAI,BEV,S2,2024,108,19,12059.225,C,1.0,576.0453,1181.0507,9476.7697,1023.4911
hyundai,GR,KONA KAUAI,HEV,S2,2024,721,19,12059.225,C,1.211,1726.8449,1181.0507,-17315.0129,-12484.1243
hyundai,GR,KONA KAUAI,ICE,S2,2024,173,19,12059.225,C,1.191,2056.25,1181.0507,-23573.7111,-4078.252
hyundai,GR,TUCSON IX35,HEV,S2,2024,1046,19,12059.225,C,1.211,2138.775,1181.0507,-25141.685,-26298.2025
hyundai,HR,BAYON,HEV,S2,2024,4,20,12891.288,A,1.211,1873.362,2728.1703,-501.2448,-2.005
hyundai,HR,BAYON,ICE,S2,2024,372,20,12891.288,A,1.191,1920.4694,2728.1703,-1443.3944,-536.9427
hyundai,HR,I 30,HEV,S2,2024,40,20,12891.288,A,1.211,2181.2958,2728.1703,-6659.9222,-266.3969
hyundai,HR,I 30,ICE,S2,2024,548,20,12891.288,A,1.191,2039.0493,2728.1703,-3814.9918,-2090.6155
hyundai,HR,I 30 N,ICE,S2,2024,10,20,12891.288,A,1.191,2863.4322,2728.1703,-20302.6497,-203.0265
hyundai,HR,I10,ICE,S2,2024,164,20,12891.288,A,1.191,1784.4725,2728.1703,1276.5438,209.3532
hyundai,HR,I20,ICE,S2,2024,563,20,12891.288,A,1.191,1853.1673,2728.1703,-97.3509,-54.8086
hyundai,HR,I20 N,ICE,S2,2024,5,20,12891.288,A,1.191,2425.8568,2728.1703,-11551.1411,-57.7557
hyundai,HR,I30,ICE,S2,2024,2,20,12891.288,A,1.191,2794.3413,2728.1703,-18920.8326,-37.8417
hyundai,HR,IONIQ5,BEV,S2,2024,48,20,12891.288,A,1.0,375.1926,2728.1703,31758.3588,1524.4012
hyundai,HR,IONIQ6,BEV,S2,2024,30,20,12891.288,A,1.0,345.8521,2728.1703,32165.602,964.9681
hyundai,HR,KONA,HEV,S2,2024,1,20,12891.288,A,1.211,1670.4144,2728.1703,3557.7061,3.5577
hyundai,HR,KONA,ICE,S2,2024,1,20,12891.288,A,1.191,2195.5539,2728.1703,-6945.084,-6.9451
hyundai,HR,KONA KAUAI,BEV,S2,2024,80,20,12891.288,A,1.0,325.2677,2728.1703,32451.3103,2596.1048
hyundai,HR,KONA KAUAI,HEV,S2,2024,50,20,12891.288,A,1.211,1630.7616,2728.1703,4350.7626,217.5381
hyundai,HR,KONA KAUAI,ICE,S2,2024,225,20,12891.288,A,1.191,2089.5808,2728.1703,-4825.6221,-1085.765
hyundai,HR,SANTA FE,HEV,S2,2024,6,20,12891.288,A,1.211,2601.8921,2728.1703,-15071.8482,-90.4311
hyundai,HR,TUCSON,HEV,S2,2024,4,20,12891.288,A,1.211,2228.5202,2728.1703,-7604.4089,-30.4176
hyundai,HR,TUCSON IX35,HEV,S2,2024,715,20,12891.288,A,1.211,2220.3492,2728.1703,-7440.9893,-5320.3073
hyundai,HR,TUCSON IX35,ICE,S2,2024,469,20,12891.288,A,1.191,2351.9372,2728.1703,-10072.7503,-4724.1199
hyundai,HU,BAYON,ICE,S2,2024,181,22,12059.225,C,1.191,1795.3172,1797.9661,-13687.9539,-2477.5197
hyundai,HU,I 30,HEV,S2,2024,266,22,12059.225,C,1.211,1864.9946,1797.9661,-15220.8571,-4048.748
hyundai,HU,I 30,ICE,S2,2024,899,22,12059.225,C,1.191,1948.1288,1797.9661,-17049.8103,-15327.7795
hyundai,HU,I 30 N,ICE,S2,2024,33,22,12059.225,C,1.191,2692.3223,1797.9661,-33422.0661,-1102.9282
hyundai,HU,I10,ICE,S2,2024,153,22,12059.225,C,1.191,1737.9604,1797.9661,-12426.1045,-1901.194
hyundai,HU,I20,HEV,S2,2024,90,22,12059.225,C,1.211,1764.778,1797.9661,-13016.0923,-1171.4483
hyundai,HU,I20,ICE,S2,2024,588,22,12059.225,C,1.191,1746.9054,1797.9661,-12622.8942,-7422.2618
hyundai,HU,I20 N,ICE,S2,2024,36,22,12059.225,C,1.191,2269.2809,1797.9661,-24115.1562,-868.1456
hyundai,HU,IONIQ5,BEV,S2,2024,115,22,12059.225,C,1.0,405.3158,1797.9661,20547.1982,2362.9278
hyundai,HU,IONIQ5 N,BEV,S2,2024,32,22,12059.225,C,1.0,471.6078,1797.9661,19686.5922,629.9709
hyundai,HU,IONIQ6,BEV,S2,2024,136,22,12059.225,C,1.0,342.305,1797.9661,21365.2071,2905.6682
hyundai,HU,KONA KAUAI,BEV,S2,2024,280,22,12059.225,C,1.0,336.7038,1797.9661,21437.9225,6002.6183
hyundai,HU,KONA KAUAI,HEV,S2,2024,139,22,12059.225,C,1.211,1547.1534,1797.9661,-8228.3497,-1143.7406
hyundai,HU,KONA KAUAI,ICE,S2,2024,201,22,12059.225,C,1.191,2061.06,1797.9661,-19534.2966,-3926.3936
hyundai,HU,KONA N KAUAI N,ICE,S2,2024,4,22,12059.225,C,1.191,2786.3323,1797.9661,-35490.2859,-141.9611
hyundai,HU,SANTA FE,HEV,S2,2024,20,22,12059.225,C,1.211,2441.0121,1797.9661,-27893.2428,-557.8649
hyundai,HU,STARIA,HEV,S2,2024,5,22,12059.225,C,1.211,2511.8402,1797.9661,-29451.4599,-147.2573
hyundai,HU,STARIA PREMIUM,HEV,S2,2024,6,22,12059.225,C,1.211,2511.8402,1797.9661,-29451.4599,-176.7088
hyundai,HU,STARIA PREMIUM,ICE,S2,2024,1,22,12059.225,C,1.191,3332.1087,1797.9661,-47497.3673,-47.4974
hyundai,HU,TUCSON IX35,HEV,S2,2024,989,22,12059.225,C,1.211,2056.9094,1797.9661,-19442.983,-19229.1102
hyundai,HU,TUCSON IX35,ICE,S2,2024,251,22,12059.225,C,1.191,2232.3161,1797.9661,-23301.9292,-5848.7842
hyundai,IE,BAYON,ICE,S2,2024,416,19,14899.299,A,1.191,2244.197,2215.5371,-13572.5468,-5646.1795
hyundai,IE,I 30,ICE,S2,2024,214,19,14899.299,A,1.191,2316.643,2215.5371,-14949.0209,-3199.0905
hyundai,IE,I 30 N,ICE,S2,2024,3,19,14899.299,A,1.191,3229.6018,2215.5371,-32295.2369,-96.8857
hyundai,IE,I10,ICE,S2,2024,502,19,14899.299,A,1.191,2092.4679,2215.5371,-10689.6925,-5366.2256
hyundai,IE,I20,ICE,S2,2024,1457,19,14899.299,A,1.191,2147.2629,2215.5371,-11730.7972,-17091.7715
hyundai,IE,I20 N,ICE,S2,2024,1,19,14899.299,A,1.191,2803.7202,2215.5371,-24203.4874,-24.2035
hyundai,IE,IONIQ5,BEV,S2,2024,462,19,14899.299,A,1.0,711.2659,2215.5371,20345.2536,9399.5072
hyundai,IE,IONIQ5 N,BEV,S2,2024,7,19,14899.299,A,1.0,855.7102,2215.5371,18573.9964,130.018
hyundai,IE,IONIQ6,BEV,S2,2024,226,19,14899.299,A,1.0,575.3792,2215.5371,22011.5739,4974.6157
hyundai,IE,KONA KAUAI,BEV,S2,2024,739,19,14899.299,A,1.0,595.542,2215.5371,21764.3254,16083.8364
hyundai,IE,KONA KAUAI,HEV,S2,2024,870,19,14899.299,A,1.211,1905.0358,2215.5371,-7128.4835,-6201.7806
hyundai,IE,KONA KAUAI,ICE,S2,2024,889,19,14899.299,A,1.191,2340.5527,2215.5371,-15403.3052,-13693.5383
hyundai,IE,TUCSON IX35,HEV,S2,2024,1420,19,14899.299,A,1.211,2324.0983,2215.5371,-15090.6707,-21428.7523
hyundai,IE,TUCSON IX35,ICE,S2,2024,2710,19,14899.299,A,1.191,2466.9242,2215.5371,-17804.3633,-48249.8244
hyundai,IT,BAYON,HEV,S2,2024,718,19,12059.225,C,1.211,1759.6872,1579.0962,-12716.7774,-9130.6461
hyundai,IT,BAYON,ICE,S2,2024,1508,19,12059.225,C,1.191,1826.843,1579.0962,-13992.7374,-21101.048
hyundai,IT,BAYON BI-FUEL,ICE,S2,2024,1475,19,12059.225,C,1.191,1655.3916,1579.0962,-10735.1616,-15834.3634
hyundai,IT,GV70 GENESIS GV70,ICE,S2,2024,1,19,12059.225,C,1.191,3245.9335,1579.0962,-40955.4573,-40.9555
hyundai,IT,GV80 GENESIS GV80,ICE,S2,2024,2,19,12059.225,C,1.191,3518.8217,1579.0962,-46140.3333,-92.2807
hyundai,IT,I 30,HEV,S2,2024,122,19,12059.225,C,1.211,1892.14,1579.0962,-15233.3813,-1858.4725
hyundai,IT,I 30,ICE,S2,2024,12,19,12059.225,C,1.191,1824.0423,1579.0962,-13939.5242,-167.2743
hyundai,IT,I 30 N,ICE,S2,2024,26,19,12059.225,C,1.191,2673.6409,1579.0962,-30081.899,-782.1294
hyundai,IT,I10,ICE,S2,2024,13611,19,12059.225,C,1.191,1689.7339,1579.0962,-11387.6646,-154997.5035
hyundai,IT,I10 BI-FUEL,ICE,S2,2024,2139,19,12059.225,C,1.191,1541.0486,1579.0962,-8562.644,-18315.4955
hyundai,IT,I20,HEV,S2,2024,2268,19,12059.225,C,1.211,1701.817,1579.0962,-11617.2441,-26347.9097
hyundai,IT,I20,ICE,S2,2024,5314,19,12059.225,C,1.191,1737.067,1579.0962,-12286.995,-65293.0916
hyundai,IT,I20 BI-FUEL,ICE,S2,2024,2087,19,12059.225,C,1.191,1614.8663,1579.0962,-9965.1803,-20797.3312
hyundai,IT,I20 I20 ACTIVE,ICE,S2,2024,1,19,12059.225,C,1.191,1393.1661,1579.0962,-5752.8778,-5.7529
hyundai,IT,I20 N,ICE,S2,2024,886,19,12059.225,C,1.191,2269.2809,1579.0962,-22399.0588,-19845.5661
hyundai,IT,IONIQ5,BEV,S2,2024,46,19,12059.225,C,1.0,595.0368,1579.0962,11934.2557,548.9758
hyundai,IT,IONIQ5 N,BEV,S2,2024,27,19,12059.225,C,1.0,719.4148,1579.0962,10098.378,272.6562
hyundai,IT,IONIQ6,BEV,S2,2024,90,19,12059.225,C,1.0,555.6991,1579.0962,12514.8992,1126.3409
hyundai,IT,KONA KAUAI,BEV,S2,2024,341,19,12059.225,C,1.0,519.9567,1579.0962,13042.4733,4447.4834
hyundai,IT,KONA KAUAI,HEV,S2,2024,5143,19,12059.225,C,1.211,1614.8285,1579.0962,-9964.4621,-51247.2284
hyundai,IT,KONA KAUAI,ICE,S2,2024,1076,19,12059.225,C,1.191,1938.2618,1579.0962,-16109.695,-17334.0318
hyundai,IT,SANTA FE,HEV,S2,2024,276,19,12059.225,C,1.211,2417.0752,1579.0962,-25207.1495,-6957.1733
hyundai,IT,STARIA,HEV,S2,2024,4,19,12059.225,C,1.211,2511.8402,1579.0962,-27007.6848,-108.0307
hyundai,IT,STARIA,ICE,S2,2024,296,19,12059.225,C,1.191,3190.9092,1579.0962,-39909.9953,-11813.3586
hyundai,IT,STARIA PREMIUM,HEV,S2,2024,4,19,12059.225,C,1.211,2511.8402,1579.0962,-27007.6848,-108.0307
hyundai,IT,STARIA PREMIUM,ICE,S2,2024,43,19,12059.225,C,1.191,3298.7072,1579.0962,-41958.1577,-1804.2008
hyundai,IT,TUCSON IX35,HEV,S2,2024,10997,19,12059.225,C,1.211,1962.2671,1579.0962,-16565.7957,-182174.0551
hyundai,IT,TUCSON IX35,ICE,S2,2024,272,19,12059.225,C,1.191,1981.9239,1579.0962,-16939.2752,-4607.4828
hyundai,IT,VERACRUZIX55,ICE,S2,2024,1,19,12059.225,C,1.191,2858.145,1579.0962,-33587.4755,-33.5875
hyundai,LT,BAYON,HEV,S2,2024,11,23,12224.226,B,1.211,1779.1158,1627.3625,-16947.067,-186.4177
hyundai,LT,BAYON,ICE,S2,2024,8,23,12224.226,B,1.191,1798.0431,1627.3625,-17382.394,-139.0592
hyundai,LT,G90 GENESIS G90,HEV,S2,2024,1,23,12224.226,B,1.211,3641.6703,1627.3625,-59785.8203,-59.7858
hyundai,LT,I 30,HEV,S2,2024,11,23,12224.226,B,1.211,1858.5176,1627.3625,-18773.307,-206.5064
hyundai,LT,I 30,ICE,S2,2024,28,23,12224.226,B,1.191,1857.3188,1627.3625,-18745.7358,-524.8806
hyundai,LT,I 30 N,ICE,S2,2024,3,23,12224.226,B,1.191,2780.7792,1627.3625,-39985.3244,-119.956
hyundai,LT,I10,ICE,S2,2024,1,23,12224.226,B,1.191,1586.9368,1627.3625,-12526.9497,-12.5269
hyundai,LT,I20,HEV,S2,2024,3,23,12224.226,B,1.211,1751.7515,1627.3625,-16317.6872,-48.9531
hyundai,LT,I20,ICE,S2,2024,163,23,12224.226,B,1.191,1759.1442,1627.3625,-16487.7198,-2687.4983
hyundai,LT,I20 N,ICE,S2,2024,2,23,12224.226,B,1.191,2300.3304,1627.3625,-28935.0029,-57.87
hyundai,LT,IONIQ5,BEV,S2,2024,46,23,12224.226,B,1.0,248.8195,1627.3625,21308.1413,980.1745
hyundai,LT,IONIQ5 N,BEV,S2,2024,1,23,12224.226,B,1.0,301.577,1627.3625,20743.1938,20.7432
hyundai,LT,IONIQ6,BEV,S2,2024,13,23,12224.226,B,1.0,224.1037,1627.3625,21572.8077,280.4465
hyundai,LT,KONA KAUAI,BEV,S2,2024,19,23,12224.226,B,1.0,215.2517,1627.3625,21667.5983,411.6844
hyundai,LT,KONA KAUAI,HEV,S2,2024,30,23,12224.226,B,1.211,1562.7606,1627.3625,-11970.8977,-359.1269
hyundai,LT,SANTA FE,HEV,S2,2024,11,23,12224.226,B,1.211,2447.9663,1627.3625,-32330.6282,-355.6369
hyundai,LT,TUCSON IX35,HEV,S2,2024,338,23,12224.226,B,1.211,2117.6949,1627.3625,-24734.3867,-8360.2227
hyundai,LT,TUCSON IX35,ICE,S2,2024,6,23,12224.226,B,1.191,2217.8286,1627.3625,-27037.4618,-162.2248
hyundai,LV,BAYON,HEV,S2,2024,55,23,12307.331,A,1.211,1788.7726,1934.6636,-12642.3354,-695.3284
hyundai,LV,BAYON,ICE,S2,2024,11,23,12307.331,A,1.191,1818.9283,1934.6636,-13335.9163,-146.6951
hyundai,LV,I 30,HEV,S2,2024,27,23,12307.331,A,1.211,1852.5342,1934.6636,-14108.8514,-380.939
hyundai,LV,I 30,ICE,S2,2024,118,23,12307.331,A,1.191,1943.8045,1934.6636,-16208.0681,-1912.552
hyundai,LV,I10,ICE,S2,2024,4,23,12307.331,A,1.191,1597.7254,1934.6636,-8248.2499,-32.993
hyundai,LV,I20,HEV,S2,2024,7,23,12307.331,A,1.211,1760.8228,1934.6636,-11999.4899,-83.9964
hyundai,LV,I20,ICE,S2,2024,75,23,12307.331,A,1.191,1769.5176,1934.6636,-12199.4688,-914.9602
hyundai,LV,I20 N,ICE,S2,2024,2,23,12307.331,A,1.191,2315.969,1934.6636,-24767.8513,-49.5357
hyundai,LV,IONIQ5,BEV,S2,2024,53,23,12307.331,A,1.0,295.6334,1934.6636,24679.644,1308.0211
hyundai,LV,IONIQ5 N,BEV,S2,2024,2,23,12307.331,A,1.0,350.3572,1934.6636,23972.574,47.9451
hyundai,LV,IONIQ6,BEV,S2,2024,7,23,12307.331,A,1.0,268.9063,1934.6636,25024.9773,175.1748
hyundai,LV,KONA KAUAI,BEV,S2,2024,12,23,12307.331,A,1.0,248.0319,1934.6636,25294.6885,303.5363
hyundai,LV,KONA KAUAI,HEV,S2,2024,25,23,12307.331,A,1.211,1566.131,1934.6636,-7521.5788,-188.0395
hyundai,LV,KONA N KAUAI N,ICE,S2,2024,1,23,12307.331,A,1.191,2843.6581,1934.6636,-36904.7013,-36.9047
hyundai,LV,SANTA FE,HEV,S2,2024,12,23,12307.331,A,1.211,2476.5781,1934.6636,-28461.861,-341.5423
hyundai,LV,TUCSON IX35,HEV,S2,2024,225,23,12307.331,A,1.211,2111.0278,1934.6636,-20054.204,-4512.1959
hyundai,LV,TUCSON IX35,ICE,S2,2024,11,23,12307.331,A,1.191,2226.6884,1934.6636,-22714.3974,-249.8584
hyundai,MT,BAYON,HEV,S2,2024,15,22,7108.834,A,1.211,1027.3163,1314.6779,-3729.328,-55.9399
hyundai,MT,BAYON,ICE,S2,2024,18,22,7108.834,A,1.191,1062.0903,1314.6779,-4494.3551,-80.8984
hyundai,MT,I10,ICE,S2,2024,377,22,7108.834,A,1.191,998.2757,1314.6779,-3090.4334,-1165.0934
hyundai,MT,I20,HEV,S2,2024,9,22,7108.834,A,1.211,998.6206,1314.6779,-3098.0224,-27.8822
hyundai,MT,I20,ICE,S2,2024,198,22,7108.834,A,1.191,1015.3528,1314.6779,-3466.1313,-686.294
hyundai,MT,IONIQ5,BEV,S2,2024,4,22,7108.834,A,1.0,625.1822,1314.6779,7513.4493,30.0538
hyundai,MT,IONIQ5 N,BEV,S2,2024,1,22,7108.834,A,1.0,736.3257,1314.6779,5494.217,5.4942
hyundai,MT,IONIQ6,BEV,S2,2024,5,22,7108.834,A,1.0,561.9693,1314.6779,8661.8877,43.3094
hyundai,MT,KONA KAUAI,BEV,S2,2024,68,22,7108.834,A,1.0,530.4855,1314.6779,9233.8794,627.9038
hyundai,MT,KONA KAUAI,HEV,S2,2024,14,22,7108.834,A,1.211,912.5326,1314.6779,-1204.0868,-16.8572
hyundai,MT,KONA KAUAI,ICE,S2,2024,21,22,7108.834,A,1.191,1132.9144,1314.6779,-6052.4861,-127.1022
hyundai,MT,TUCSON IX35,HEV,S2,2024,8,22,7108.834,A,1.211,1123.4482,1314.6779,-5844.2291,-46.7538
hyundai,NL,BAYON,HEV,S2,2024,968,16,13187.663,A,1.211,1904.717,1524.4863,-12625.5045,-12221.4884
hyundai,NL,GV60 GENESIS GV60,BEV,S2,2024,1,16,13187.663,A,1.0,621.6052,1524.4863,12350.5728,12.3506
hyundai,NL,I 30,HEV,S2,2024,354,16,13187.663,A,1.211,1957.4396,1524.4863,-13469.0664,-4768.0495
hyundai,NL,I10,ICE,S2,2024,5977,16,13187.663,A,1.191,1736.6496,1524.4863,-9936.426,-59390.018
hyundai,NL,I20,HEV,S2,2024,1407,16,13187.663,A,1.211,1846.194,1524.4863,-11689.1362,-16446.6147
hyundai,NL,I20,ICE,S2,2024,159,16,13187.663,A,1.191,1871.8402,1524.4863,-12099.4758,-1923.8166
hyundai,NL,INSTER,BEV,S2,2024,33,16,13187.663,A,1.0,488.8479,1524.4863,13525.0884,446.3279
hyundai,NL,IONIQ5,BEV,S2,2024,667,16,13187.663,A,1.0,565.8671,1524.4863,12843.6929,8566.7432
hyundai,NL,IONIQ5 N,BEV,S2,2024,59,16,13187.663,A,1.0,700.9591,1524.4863,11648.5224,687.2628
hyundai,NL,IONIQ6,BEV,S2,2024,587,16,13187.663,A,1.0,490.3625,1524.4863,13511.688,7931.3608
hyundai,NL,KONA KAUAI,BEV,S2,2024,3060,16,13187.663,A,1.0,498.5062,1524.4863,13439.6401,41125.2986
hyundai,NL,KONA KAUAI,HEV,S2,2024,3898,16,13187.663,A,1.211,1695.818,1524.4863,-9283.1208,-36185.6049
hyundai,NL,SANTA FE,HEV,S2,2024,67,16,13187.663,A,1.211,2460.6114,1524.4863,-21519.8148,-1441.8276
hyundai,NL,TUCSON IX35,HEV,S2,2024,1231,16,13187.663,A,1.211,2089.5743,1524.4863,-15583.2221,-19182.9465
hyundai,PL,BAYON,ICE,S2,2024,1421,24,12059.225,C,1.191,1796.8439,1537.7658,-19917.855,-28303.272
hyundai,PL,ELANTRA,ICE,S2,2024,1077,24,12059.225,C,1.191,2043.1342,1537.7658,-25828.8205,-27817.6397
hyundai,PL,G80 GENESIS G80,ICE,S2,2024,2,24,12059.225,C,1.191,3016.1329,1537.7658,-49180.7899,-98.3616
hyundai,PL,GV80 GENESIS GV80,ICE,S2,2024,1,24,12059.225,C,1.191,3533.1842,1537.7658,-61590.0223,-61.59
hyundai,PL,I 30,HEV,S2,2024,3221,24,12059.225,C,1.211,1890.3861,1537.7658,-22162.8671,-71386.5951
hyundai,PL,I 30,ICE,S2,2024,2019,24,12059.225,C,1.191,1837.8576,1537.7658,-20902.1829,-42201.5073
hyundai,PL,I 30 N,ICE,S2,2024,4,24,12059.225,C,1.191,2527.8066,1537.7658,-37460.9592,-149.8438
hyundai,PL,I10,ICE,S2,2024,868,24,12059.225,C,1.191,1714.222,1537.7658,-17934.9286,-15567.518
hyundai,PL,I20,ICE,S2,2024,4275,24,12059.225,C,1.191,1741.2968,1537.7658,-18584.7243,-79449.6963
hyundai,PL,I20 N,ICE,S2,2024,51,24,12059.225,C,1.191,2269.2809,1537.7658,-31256.343,-1594.0735
hyundai,PL,IONIQ5,BEV,S2,2024,165,24,12059.225,C,1.0,1334.6432,1537.7658,508.6071,83.9202
hyundai,PL,IONIQ5 N,BEV,S2,2024,7,24,12059.225,C,1.0,1554.8461,1537.7658,-3236.3032,-22.6541
hyundai,PL,KONA KAUAI,BEV,S2,2024,290,24,12059.225,C,1.0,1095.0686,1537.7658,4582.9661,1329.0602
hyundai,PL,KONA KAUAI,HEV,S2,2024,1562,24,12059.225,C,1.211,1542.7868,1537.7658,-13820.4851,-21587.5977
hyundai,PL,KONA KAUAI,ICE,S2,2024,2057,24,12059.225,C,1.191,2010.3574,1537.7658,-25042.1786,-51511.7614
hyundai,PL,SANTA FE,HEV,S2,2024,594,24,12059.225,C,1.211,2424.5129,1537.7658,-34981.9092,-20779.2541
hyundai,PL,STARIA,HEV,S2,2024,41,24,12059.225,C,1.211,2511.8402,1537.7658,-37077.7653,-1520.1884
hyundai,PL,STARIA PREMIUM,HEV,S2,2024,17,24,12059.225,C,1.211,2511.8402,1537.7658,-37077.7653,-630.322
hyundai,PL,TUCSON IX35,HEV,S2,2024,9747,24,12059.225,C,1.211,2059.5863,1537.7658,-26223.6716,-255602.1267
hyundai,PL,TUCSON IX35,ICE,S2,2024,3360,24,12059.225,C,1.191,2227.552,1537.7658,-30254.849,-101656.2928
hyundai,PT,BAYON,ICE,S2,2024,1090,21,12059.225,C,1.191,1800.1272,1651.9341,-14739.8738,-16066.4624
hyundai,PT,I 30,ICE,S2,2024,432,21,12059.225,C,1.191,1820.6513,1651.9341,-15170.8791,-6553.8198
hyundai,PT,I 30 N,ICE,S2,2024,31,21,12059.225,C,1.191,2684.8681,1651.9341,-33319.4333,-1032.9024
hyundai,PT,I10,ICE,S2,2024,447,21,12059.225,C,1.191,1703.0049,1651.9341,-12700.3044,-5677.0361
hyundai,PT,I20,ICE,S2,2024,1982,21,12059.225,C,1.191,1757.6931,1651.9341,-13848.7573,-27448.237
hyundai,PT,I20 N,ICE,S2,2024,73,21,12059.225,C,1.191,2269.2809,1651.9341,-24592.102,-1795.2234
hyundai,PT,IONIQ5,BEV,S2,2024,369,21,12059.225,C,1.0,230.768,1651.9341,21348.7982,7877.7065
hyundai,PT,IONIQ6,BEV,S2,2024,128,21,12059.225,C,1.0,204.4399,1651.9341,21544.3461,2757.6763
hyundai,PT,KONA KAUAI,BEV,S2,2024,377,21,12059.225,C,1.0,195.6792,1651.9341,21609.4151,8146.7495
hyundai,PT,KONA KAUAI,HEV,S2,2024,181,21,12059.225,C,1.211,1550.0916,1651.9341,-9489.1267,-1717.5319
hyundai,PT,KONA KAUAI,ICE,S2,2024,715,21,12059.225,C,1.191,1919.1366,1651.9341,-17239.0716,-12325.9362
hyundai,PT,SANTA FE,HEV,S2,2024,45,21,12059.225,C,1.211,2285.6446,1651.9341,-24935.7391,-1122.1083
hyundai,PT,SANTA FE,ICE,S2,2024,38,21,12059.225,C,1.191,2398.5438,1651.9341,-27306.6216,-1037.6516
hyundai,PT,TUCSON IX35,HEV,S2,2024,449,21,12059.225,C,1.211,1915.0065,1651.9341,-17152.3393,-7701.4003
hyundai,PT,TUCSON IX35,ICE,S2,2024,574,21,12059.225,C,1.191,2142.0202,1651.9341,-21919.6273,-12581.8661
hyundai,RO,BAYON,HEV,S2,2024,209,25,12059.225,C,1.211,1752.4466,1367.31,-22706.2219,-4745.6004
hyundai,RO,BAYON,ICE,S2,2024,421,25,12059.225,C,1.191,1817.2531,1367.31,-24326.3832,-10241.4073
hyundai,RO,ELANTRA,ICE,S2,2024,850,25,12059.225,C,1.191,2007.3427,1367.31,-29078.6237,-24716.8302
hyundai,RO,G80 GENESIS G80,BEV,S2,2024,1,25,12059.225,C,1.0,578.8914,1367.31,12311.3539,12.3114
hyundai,RO,GV60 GENESIS GV60,BEV,S2,2024,8,25,12059.225,C,1.0,549.3407,1367.31,12760.2413,102.0819
hyundai,RO,GV70 GENESIS GV70,BEV,S2,2024,1,25,12059.225,C,1.0,575.8606,1367.31,12357.3936,12.3574
hyundai,RO,GV70 GENESIS GV70,ICE,S2,2024,2,25,12059.225,C,1.191,3210.0271,1367.31,-59145.7343,-118.2915
hyundai,RO,GV80 GENESIS GV80,ICE,S2,2024,1,25,12059.225,C,1.191,3547.5468,1367.31,-67583.7251,-67.5837
hyundai,RO,I 30,HEV,S2,2024,531,25,12059.225,C,1.211,1865.1509,1367.31,-25523.8276,-13553.1524
hyundai,RO,I 30,ICE,S2,2024,1134,25,12059.225,C,1.191,1984.703,1367.31,-28512.632,-32333.3247
hyundai,RO,I 30 N,ICE,S2,2024,9,25,12059.225,C,1.191,2743.2447,1367.31,-47476.1725,-427.2856
hyundai,RO,I10,ICE,S2,2024,542,25,12059.225,C,1.191,1727.1354,1367.31,-22073.4397,-11963.8043
hyundai,RO,I20,HEV,S2,2024,238,25,12059.225,C,1.211,1714.588,1367.31,-21759.7547,-5178.8216
hyundai,RO,I20,ICE,S2,2024,1072,25,12059.225,C,1.191,1725.2194,1367.31,-22025.5406,-23611.3795
hyundai,RO,IONIQ5,BEV,S2,2024,161,25,12059.225,C,1.0,520.7595,1367.31,13194.4007,2124.2985
hyundai,RO,IONIQ6,BEV,S2,2024,71,25,12059.225,C,1.0,470.2932,1367.31,13961.0038,991.2313
hyundai,RO,KONA KAUAI,BEV,S2,2024,366,25,12059.225,C,1.0,447.7949,1367.31,14302.7614,5234.8107
hyundai,RO,KONA KAUAI,HEV,S2,2024,451,25,12059.225,C,1.211,1552.5275,1367.31,-17708.2441,-7986.4181
hyundai,RO,KONA KAUAI,ICE,S2,2024,314,25,12059.225,C,1.191,1958.9309,1367.31,-27868.3286,-8750.6552
hyundai,RO,SANTA FE,HEV,S2,2024,41,25,12059.225,C,1.211,2398.9286,1367.31,-38868.2707,-1593.5991
