company,destination,model,powertrain,scenario,cohort_year,units,lifetime_years,vkt_km,vkt_tier,real_world_factor,e_prod_year0_kgco2e,e_ref_year0_kgco2e,ti_per_vehicle_kgco2e,ti_tco2e
hyundai,AT,BAYON,HEV,S1,2024,60,15,12059.225,C,1.211,1767.0504,2344.0617,2794.6135,167.6768
hyundai,AT,BAYON,ICE,S1,2024,705,15,12059.225,C,1.191,1803.5469,2344.0617,2247.1651,1584.2514
hyundai,AT,G70 GENESIS G70,ICE,S1,2024,1,15,12059.225,C,1.191,3102.3081,2344.0617,-17234.2526,-17.2343
hyundai,AT,G90 GENESIS G90,HEV,S1,2024,2,15,12059.225,C,1.211,3753.1566,2344.0617,-26996.9795,-53.994
hyundai,AT,GV70 GENESIS GV70,BEV,S1,2024,1,15,12059.225,C,1.0,237.0988,2344.0617,26735.8333,26.7358
hyundai,AT,GV70 GENESIS GV70,ICE,S1,2024,1,15,12059.225,C,1.191,2815.0574,2344.0617,-12925.4913,-12.9255
hyundai,AT,I 30,HEV,S1,2024,324,15,12059.225,C,1.211,2053.8514,2344.0617,-1507.402,-488.3983
hyundai,AT,I 30,ICE,S1,2024,1631,15,12059.225,C,1.191,1940.0341,2344.0617,199.8572,325.9671
hyundai,AT,I 30 N,ICE,S1,2024,17,15,12059.225,C,1.191,2728.0376,2344.0617,-11620.1952,-197.5433
hyundai,AT,I10,ICE,S1,2024,1575,15,12059.225,C,1.191,1691.8064,2344.0617,3923.2733,6179.1554
hyundai,AT,I20,ICE,S1,2024,2058,15,12059.225,C,1.191,1748.0486,2344.0617,3079.6393,6337.8978
hyundai,AT,I20 N,ICE,S1,2024,42,15,12059.225,C,1.191,2269.2809,2344.0617,-4738.8449,-199.0315
hyundai,AT,IONIQ5,BEV,S1,2024,144,15,12059.225,C,1.0,218.8571,2344.0617,26933.142,3878.3724
hyundai,AT,IONIQ5 N,BEV,S1,2024,77,15,12059.225,C,1.0,264.5524,2344.0617,26438.8871,2035.7943
hyundai,AT,IONIQ6,BEV,S1,2024,51,15,12059.225,C,1.0,195.9674,2344.0617,27180.7236,1386.2169
hyundai,AT,KONA KAUAI,BEV,S1,2024,527,15,12059.225,C,1.0,185.7956,2344.0617,27290.7449,14382.2225
hyundai,AT,KONA KAUAI,HEV,S1,2024,630,15,12059.225,C,1.211,1545.1658,2344.0617,6122.8821,3857.4157
hyundai,AT,KONA KAUAI,ICE,S1,2024,451,15,12059.225,C,1.191,1961.4889,2344.0617,-121.9642,-55.0058
hyundai,AT,SANTA FE,HEV,S1,2024,11,15,12059.225,C,1.211,2341.9054,2344.0617,-5828.2126,-64.1103
hyundai,AT,SANTA FE,ICE,S1,2024,8,15,12059.225,C,1.191,2538.5785,2344.0617,-8778.3086,-70.2265
hyundai,AT,STARIA,HEV,S1,2024,1,15,12059.225,C,1.211,2511.8402,2344.0617,-8377.2339,-8.3772
hyundai,AT,STARIA,ICE,S1,2024,17,15,12059.225,C,1.191,3257.761,2344.0617,-19566.0465,-332.6228
hyundai,AT,STARIA PREMIUM,ICE,S1,2024,2,15,12059.225,C,1.191,3332.1087,2344.0617,-20681.2616,-41.3625
hyundai,AT,TUCSON IX35,HEV,S1,2024,1849,15,12059.225,C,1.211,2115.6763,2344.0617,-2434.7749,-4501.8988
hyundai,AT,TUCSON IX35,ICE,S1,2024,727,15,12059.225,C,1.191,2253.4175,2344.0617,-4500.8936,-3272.1496
hyundai,BE,BAYON,HEV,S1,2024,309,14,14501.791,B,1.211,2100.8076,1993.2305,-6129.3015,-1893.9542
hyundai,BE,BAYON,ICE,S1,2024,493,14,14501.791,B,1.191,2131.1019,1993.2305,-6553.4215,-3230.8368
hyundai,BE,G80 GENESIS G80,ICE,S1,2024,1,14,14501.791,B,1.191,3316.1535,1993.2305,-23144.1443,-23.1441
hyundai,BE,G90 GENESIS G90,HEV,S1,2024,1,14,14501.791,B,1.211,4320.1705,1993.2305,-37200.3821,-37.2004
hyundai,BE,I 30,HEV,S1,2024,542,14,14501.791,B,1.211,2203.5679,1993.2305,-7567.9464,-4101.8269
hyundai,BE,I 30,ICE,S1,2024,157,14,14501.791,B,1.191,2227.051,1993.2305,-7896.7089,-1239.7833
hyundai,BE,I 30 N,ICE,S1,2024,42,14,14501.791,B,1.191,3298.8819,1993.2305,-22902.3415,-961.8983
hyundai,BE,I10,ICE,S1,2024,1255,14,14501.791,B,1.191,2028.5153,1993.2305,-5117.2092,-6422.0975
hyundai,BE,I20,HEV,S1,2024,5,14,14501.791,B,1.211,2107.4002,1993.2305,-6221.5986,-31.108
hyundai,BE,I20,ICE,S1,2024,1171,14,14501.791,B,1.191,2091.6811,1993.2305,-6001.5306,-7027.7924
hyundai,BE,I20 N,ICE,S1,2024,48,14,14501.791,B,1.191,2728.918,1993.2305,-14922.8471,-716.2967
hyundai,BE,IONIQ5,BEV,S1,2024,468,14,14501.791,B,1.0,321.2055,1993.2305,19862.2102,9295.5144
hyundai,BE,IONIQ5 N,BEV,S1,2024,71,14,14501.791,B,1.0,390.3232,1993.2305,19126.3305,1357.9695
hyundai,BE,IONIQ6,BEV,S1,2024,347,14,14501.791,B,1.0,274.7023,1993.2305,20357.3176,7063.9892
hyundai,BE,KONA KAUAI,BEV,S1,2024,588,14,14501.791,B,1.0,278.6707,1993.2305,20315.067,11945.2594
hyundai,BE,KONA KAUAI,HEV,S1,2024,1274,14,14501.791,B,1.211,1855.6871,1993.2305,-2697.6145,-3436.7609
hyundai,BE,KONA KAUAI,ICE,S1,2024,576,14,14501.791,B,1.191,2301.0254,1993.2305,-8932.3505,-5145.0339
hyundai,BE,KONA N KAUAI N,ICE,S1,2024,5,14,14501.791,B,1.191,3350.6968,1993.2305,-23627.75,-118.1388
hyundai,BE,SANTA FE,HEV,S1,2024,38,14,14501.791,B,1.211,2737.3092,1993.2305,-15040.324,-571.5323
hyundai,BE,STARIA,HEV,S1,2024,1,14,14501.791,B,1.211,3020.607,1993.2305,-19006.4934,-19.0065
hyundai,BE,STARIA,ICE,S1,2024,12,14,14501.791,B,1.191,3848.6949,1993.2305,-30599.7244,-367.1967
hyundai,BE,STARIA PREMIUM,HEV,S1,2024,1,14,14501.791,B,1.211,3020.607,1993.2305,-19006.4934,-19.0065
hyundai,BE,STARIA PREMIUM,ICE,S1,2024,3,14,14501.791,B,1.191,3834.3025,1993.2305,-30398.2301,-91.1947
hyundai,BE,TUCSON IX35,HEV,S1,2024,3307,14,14501.791,B,1.211,2400.4781,1993.2305,-10324.6893,-34143.7476
hyundai,BE,TUCSON IX35,ICE,S1,2024,196,14,14501.791,B,1.191,2591.8019,1993.2305,-13003.2226,-2548.6316
hyundai,BG,BAYON,HEV,S1,2024,2,19,12059.225,C,1.211,1752.4466,2002.7773,11950.4722,23.9009
hyundai,BG,BAYON,ICE,S1,2024,121,19,12059.225,C,1.191,1781.3108,2002.7773,11402.0524,1379.6483
hyundai,BG,ELANTRA,ICE,S1,2024,37,19,12059.225,C,1.191,1978.925,2002.7773,7647.3835,282.9532
hyundai,BG,GV80 GENESIS GV80,ICE,S1,2024,1,19,12059.225,C,1.191,3504.4592,2002.7773,-21337.7655,-21.3378
hyundai,BG,I 30,HEV,S1,2024,29,19,12059.225,C,1.211,2016.3213,2002.7773,6936.8538,201.1688
hyundai,BG,I 30,ICE,S1,2024,236,19,12059.225,C,1.191,1967.85,2002.7773,7857.8076,1854.4426
hyundai,BG,I 30 N,ICE,S1,2024,5,19,12059.225,C,1.191,2717.3921,2002.7773,-6383.4914,-31.9175
hyundai,BG,I10,ICE,S1,2024,284,19,12059.225,C,1.191,1718.0424,2002.7773,12604.1523,3579.5793
hyundai,BG,I20,ICE,S1,2024,253,19,12059.225,C,1.191,1740.0243,2002.7773,12186.4969,3083.1837
hyundai,BG,I20 N,ICE,S1,2024,5,19,12059.225,C,1.191,2269.2809,2002.7773,2130.6208,10.6531
hyundai,BG,IONIQ5,BEV,S1,2024,24,19,12059.225,C,1.0,612.5747,2002.7773,37538.0377,900.9129
hyundai,BG,IONIQ5 N,BEV,S1,2024,23,19,12059.225,C,1.0,712.8956,2002.7773,36275.5537,834.3377
hyundai,BG,IONIQ6,BEV,S1,2024,30,19,12059.225,C,1.0,517.2975,2002.7773,38737.049,1162.1115
hyundai,BG,KONA KAUAI,BEV,S1,2024,121,19,12059.225,C,1.0,497.7097,2002.7773,38983.5511,4717.0097
hyundai,BG,KONA KAUAI,HEV,S1,2024,142,19,12059.225,C,1.211,1528.4548,2002.7773,16206.3181,2301.2972
hyundai,BG,KONA KAUAI,ICE,S1,2024,85,19,12059.225,C,1.191,2127.0071,2002.7773,4833.8242,410.8751
hyundai,BG,SANTA FE,HEV,S1,2024,52,19,12059.225,C,1.211,2436.0133,2002.7773,-1037.2939,-53.9393
hyundai,BG,SANTA FE,ICE,S1,2024,2,19,12059.225,C,1.191,2556.5317,2002.7773,-3327.1434,-6.6543
hyundai,BG,STARIA,HEV,S1,2024,3,19,12059.225,C,1.211,2511.8402,2002.7773,-2478.0051,-7.434
hyundai,BG,STARIA,ICE,S1,2024,13,19,12059.225,C,1.191,3219.4174,2002.7773,-15921.9714,-206.9856
hyundai,BG,STARIA PREMIUM,ICE,S1,2024,28,19,12059.225,C,1.191,3321.8495,2002.7773,-17868.1829,-500.3091
hyundai,BG,TUCSON IX35,HEV,S1,2024,632,19,12059.225,C,1.211,2183.2097,2002.7773,3765.9739,2380.0955
hyundai,BG,TUCSON IX35,ICE,S1,2024,48,19,12059.225,C,1.191,2242.6499,2002.7773,2636.6102,126.5573
hyundai,CY,BAYON,ICE,S1,2024,91,21,12059.225,C,1.191,1786.6365,2046.1065,-1954.2567,-177.8374
hyundai,CY,I 30,HEV,S1,2024,9,21,12059.225,C,1.211,1848.1828,2046.1065,-3246.7296,-29.2206
hyundai,CY,I 30,ICE,S1,2024,5,21,12059.225,C,1.191,1809.6797,2046.1065,-2438.165,-12.1908
hyundai,CY,I 30 N,ICE,S1,2024,6,21,12059.225,C,1.191,2743.2447,2046.1065,-22043.0288,-132.2582
hyundai,CY,I10,ICE,S1,2024,60,21,12059.225,C,1.191,1795.0773,2046.1065,-2131.5148,-127.8909
hyundai,CY,I20,ICE,S1,2024,108,21,12059.225,C,1.191,1779.4911,2046.1065,-1804.2041,-194.854
hyundai,CY,I20 N,ICE,S1,2024,11,21,12059.225,C,1.191,2269.2809,2046.1065,-12089.7903,-132.9877
hyundai,CY,IONIQ5,BEV,S1,2024,63,21,12059.225,C,1.0,1097.7682,2046.1065,16306.706,1027.3225
hyundai,CY,IONIQ5 N,BEV,S1,2024,2,21,12059.225,C,1.0,1306.988,2046.1065,12636.3142,25.2726
hyundai,CY,IONIQ6,BEV,S1,2024,19,21,12059.225,C,1.0,965.964,2046.1065,18618.9776,353.7606
hyundai,CY,KONA KAUAI,BEV,S1,2024,34,21,12059.225,C,1.0,935.6351,2046.1065,19151.0446,651.1355
hyundai,CY,KONA KAUAI,HEV,S1,2024,54,21,12059.225,C,1.211,1538.8,2046.1065,3250.3086,175.5167
hyundai,CY,KONA KAUAI,ICE,S1,2024,46,21,12059.225,C,1.191,1967.6676,2046.1065,-5755.9112,-264.7719
hyundai,CY,KONA N KAUAI N,ICE,S1,2024,1,21,12059.225,C,1.191,2786.3323,2046.1065,-22947.8686,-22.9479
hyundai,CY,TUCSON IX35,HEV,S1,2024,760,21,12059.225,C,1.211,2037.3726,2046.1065,-7219.7146,-5486.9831
hyundai,CY,TUCSON IX35,ICE,S1,2024,8,21,12059.225,C,1.191,2188.4917,2046.1065,-10393.2155,-83.1457
hyundai,CZ,BAYON,HEV,S1,2024,13,16,10618.247,A,1.211,1532.1626,1812.621,3584.7345,46.6015
hyundai,CZ,BAYON,ICE,S1,2024,1575,16,10618.247,A,1.191,1591.8722,1812.621,2629.3807,4141.2746
hyundai,CZ,G80 GENESIS G80,ICE,S1,2024,1,16,10618.247,A,1.191,2428.0958,1812.621,-10750.1959,-10.7502
hyundai,CZ,GV80 GENESIS GV80,ICE,S1,2024,1,16,10618.247,A,1.191,3123.6441,1812.621,-21878.9683,-21.879
hyundai,CZ,I 10,ICE,S1,2024,1,16,10618.247,A,1.191,1504.9135,1812.621,4020.7201,4.0207
hyundai,CZ,I 20,ICE,S1,2024,2,16,10618.247,A,1.191,1504.9135,1812.621,4020.7201,8.0414
hyundai,CZ,I 30,HEV,S1,2024,3154,16,10618.247,A,1.211,1745.7533,1812.621,167.2837,527.6129
hyundai,CZ,I 30,ICE,S1,2024,5588,16,10618.247,A,1.191,1715.0349,1812.621,658.7786,3681.255
hyundai,CZ,I10,ICE,S1,2024,773,16,10618.247,A,1.191,1483.0898,1812.621,4369.9005,3377.9331
hyundai,CZ,I20,HEV,S1,2024,3,16,10618.247,A,1.211,1534.4708,1812.621,3547.8043,10.6434
hyundai,CZ,I20,ICE,S1,2024,1736,16,10618.247,A,1.191,1545.8902,1812.621,3365.0937,5841.8027
hyundai,CZ,IONIQ5,BEV,S1,2024,146,16,10618.247,A,1.0,817.3786,1812.621,17710.8974,2585.791
hyundai,CZ,IONIQ6,BEV,S1,2024,31,16,10618.247,A,1.0,688.7036,1812.621,19346.288,599.7349
hyundai,CZ,KONA KAUAI,BEV,S1,2024,310,16,10618.247,A,1.0,662.7108,1812.621,19676.6419,6099.759
hyundai,CZ,KONA KAUAI,HEV,S1,2024,37,16,10618.247,A,1.211,1364.4119,1812.621,6268.7458,231.9436
hyundai,CZ,KONA KAUAI,ICE,S1,2024,747,16,10618.247,A,1.191,1786.6371,1812.621,-486.8577,-363.6827
hyundai,CZ,SANTA FE,HEV,S1,2024,145,16,10618.247,A,1.211,2125.5864,1812.621,-5910.0451,-856.9565
hyundai,CZ,SANTA FE,ICE,S1,2024,33,16,10618.247,A,1.191,2234.1858,1812.621,-7647.6359,-252.372
hyundai,CZ,STARIA,HEV,S1,2024,9,16,10618.247,A,1.211,2211.6959,1812.621,-7287.798,-65.5902
hyundai,CZ,STARIA,ICE,S1,2024,154,16,10618.247,A,1.191,2876.9584,1812.621,-17931.9974,-2761.5276
hyundai,CZ,TUCSON,ICE,S1,2024,2,16,10618.247,A,1.191,1947.5352,1812.621,-3061.226,-6.1225
hyundai,CZ,TUCSON IX35,HEV,S1,2024,3205,16,10618.247,A,1.211,1896.3634,1812.621,-2242.4773,-7187.1396
hyundai,CZ,TUCSON IX35,ICE,S1,2024,2312,16,10618.247,A,1.191,1973.3425,1812.621,-3474.1439,-8032.2207
hyundai,DE,BAYON,HEV,S1,2024,2799,15,12041.874,A,1.211,1742.835,1810.3985,-3462.4149,-9691.2992
hyundai,DE,BAYON,ICE,S1,2024,1626,15,12041.874,A,1.191,1785.0252,1810.3985,-4095.2681,-6658.906
hyundai,DE,BC3,ICE,S1,2024,2,15,12041.874,A,1.191,2093.9132,1810.3985,-8728.589,-17.4572
hyundai,DE,G70 GENESIS G70,ICE,S1,2024,119,15,12041.874,A,1.191,2785.2158,1810.3985,-19098.1277,-2272.6772
hyundai,DE,G80 GENESIS G80,BEV,S1,2024,16,15,12041.874,A,1.0,773.6733,1810.3985,13836.5985,221.3856
hyundai,DE,G80 GENESIS G80,ICE,S1,2024,28,15,12041.874,A,1.191,2930.8633,1810.3985,-21282.8394,-595.9195
hyundai,DE,G90 GENESIS G90,HEV,S1,2024,35,15,12041.874,A,1.211,3629.0107,1810.3985,-31755.0503,-1111.4268
hyundai,DE,GENESIS RS4,ICE,S1,2024,1,15,12041.874,A,1.191,4532.0314,1810.3985,-45300.3612,-45.3004
hyundai,DE,GV60 GENESIS GV60,BEV,S1,2024,110,15,12041.874,A,1.0,752.4625,1810.3985,14079.0497,1548.6955
hyundai,DE,GV70 GENESIS GV70,BEV,S1,2024,124,15,12041.874,A,1.0,780.5659,1810.3985,13757.8126,1705.9688
hyundai,DE,GV70 GENESIS GV70,ICE,S1,2024,460,15,12041.874,A,1.191,2915.8588,1810.3985,-21057.7724,-9686.5753
hyundai,DE,GV80 GENESIS GV80,ICE,S1,2024,126,15,12041.874,A,1.191,3485.4161,1810.3985,-29601.132,-3729.7426
hyundai,DE,I 30,HEV,S1,2024,7647,15,12041.874,A,1.211,1971.4,1810.3985,-6890.8899,-52694.6353
hyundai,DE,I 30,ICE,S1,2024,3771,15,12041.874,A,1.191,1898.8623,1810.3985,-5802.8257,-21882.4556
hyundai,DE,I 30 N,ICE,S1,2024,2735,15,12041.874,A,1.191,2705.3173,1810.3985,-17899.6493,-48955.5407
hyundai,DE,I10,ICE,S1,2024,15021,15,12041.874,A,1.191,1718.0644,1810.3985,-3090.8567,-46427.758
hyundai,DE,I20,HEV,S1,2024,4421,15,12041.874,A,1.211,1719.3437,1810.3985,-3110.0456,-13749.5115
hyundai,DE,I20,ICE,S1,2024,5642,15,12041.874,A,1.191,1734.0871,1810.3985,-3331.1978,-18794.6177
hyundai,DE,I20 N,ICE,S1,2024,1792,15,12041.874,A,1.191,2266.0157,1810.3985,-11310.1258,-20267.7455
hyundai,DE,INSTER,BEV,S1,2024,28,15,12041.874,A,1.0,606.8466,1810.3985,15743.5188,440.8185
hyundai,DE,IONIQ,HEV,S1,2024,1,15,12041.874,A,1.211,1531.1844,1810.3985,-287.657,-0.2877
hyundai,DE,IONIQ5,BEV,S1,2024,6449,15,12041.874,A,1.0,700.9601,1810.3985,14667.7497,94592.3176
hyundai,DE,IONIQ5 N,BEV,S1,2024,1171,15,12041.874,A,1.0,858.7368,1810.3985,12864.2754,15064.0664
hyundai,DE,IONIQ6,BEV,S1,2024,2450,15,12041.874,A,1.0,614.5757,1810.3985,15655.1717,38355.1706
hyundai,DE,KONA,HEV,S1,2024,3,15,12041.874,A,1.211,3339.4403,1810.3985,-27411.4956,-82.2345
hyundai,DE,KONA KAUAI,BEV,S1,2024,6505,15,12041.874,A,1.0,613.9037,1810.3985,15662.853,101886.8588
hyundai,DE,KONA KAUAI,HEV,S1,2024,2601,15,12041.874,A,1.211,1551.8161,1810.3985,-597.1313,-1553.1385
hyundai,DE,KONA KAUAI,ICE,S1,2024,4389,15,12041.874,A,1.191,2039.3697,1810.3985,-7910.4354,-34718.901
hyundai,DE,KONA N KAUAI N,ICE,S1,2024,84,15,12041.874,A,1.191,2782.3231,1810.3985,-19054.7364,-1600.5979
hyundai,DE,MX5 PHEV,HEV,S1,2024,1,15,12041.874,A,1.211,2595.7222,1810.3985,-16255.7233,-16.2557
hyundai,DE,NX4,HEV,S1,2024,4,15,12041.874,A,1.211,2329.5877,1810.3985,-12263.7067,-49.0548
hyundai,DE,NX4,ICE,S1,2024,2,15,12041.874,A,1.191,3176.7245,1810.3985,-24970.7584,-49.9415
hyundai,DE,NX4E,ICE,S1,2024,1,15,12041.874,A,1.191,3026.1349,1810.3985,-22711.9136,-22.7119
hyundai,DE,SANTA FE,HEV,S1,2024,731,15,12041.874,A,1.211,2353.203,1810.3985,-12617.9353,-9223.7107
hyundai,DE,SANTA FE,ICE,S1,2024,119,15,12041.874,A,1.191,2493.6771,1810.3985,-14725.0473,-1752.2806
hyundai,DE,STARIA,HEV,S1,2024,266,15,12041.874,A,1.211,2508.2259,1810.3985,-14943.2795,-3974.9123
hyundai,DE,STARIA,ICE,S1,2024,1598,15,12041.874,A,1.191,3223.7616,1810.3985,-25676.3139,-41030.7496
hyundai,DE,STARIA PREMIUM,ICE,S1,2024,661,15,12041.874,A,1.191,3266.6481,1810.3985,-26319.6114,-17397.2631
hyundai,DE,SX2,HEV,S1,2024,3,15,12041.874,A,1.211,1813.1163,1810.3985,-4516.6353,-13.5499
hyundai,DE,SX2,ICE,S1,2024,6,15,12041.874,A,1.191,2882.7162,1810.3985,-20560.6329,-123.3638
hyundai,DE,TUCSON,HEV,S1,2024,2,15,12041.874,A,1.211,2391.5643,1810.3985,-13193.3544,-26.3867
hyundai,DE,TUCSON IX35,HEV,S1,2024,16018,15,12041.874,A,1.211,2094.3891,1810.3985,-8735.7266,-139928.868
hyundai,DE,TUCSON IX35,ICE,S1,2024,2198,15,12041.874,A,1.191,2218.2773,1810.3985,-10594.0505,-23285.7231
hyundai,DE,US4,HEV,S1,2024,5,15,12041.874,A,1.211,4864.7917,1810.3985,-50291.7659,-251.4588
hyundai,DK,BAYON,ICE,S1,2024,49,15,12059.225,C,1.191,1770.1095,1874.9633,-4947.3587,-242.4206
hyundai,DK,I 30,HEV,S1,2024,24,15,12059.225,C,1.211,1997.668,1874.9633,-8360.7357,-200.6577
hyundai,DK,I 30,ICE,S1,2024,173,15,12059.225,C,1.191,1877.0917,1874.9633,-6552.0922,-1133.512
hyundai,DK,I10,ICE,S1,2024,776,15,12059.225,C,1.191,1592.2051,1874.9633,-2278.7921,-1768.3427
hyundai,DK,I20,ICE,S1,2024,763,15,12059.225,C,1.191,1729.3213,1874.9633,-4335.5362,-3308.0141
hyundai,DK,I20 N,ICE,S1,2024,2,15,12059.225,C,1.191,2269.2809,1874.9633,-12434.9302,-24.8699
hyundai,DK,IONIQ,BEV,S1,2024,1,15,12059.225,C,1.0,270.1375,1874.9633,19416.683,19.4167
hyundai,DK,IONIQ 5,BEV,S1,2024,1,15,12059.225,C,1.0,270.1375,1874.9633,19416.683,19.4167
hyundai,DK,IONIQ5,BEV,S1,2024,790,15,12059.225,C,1.0,273.1023,1874.9633,19392.6734,15320.212
hyundai,DK,IONIQ6,BEV,S1,2024,377,15,12059.225,C,1.0,241.0837,1874.9633,19651.9633,7408.7902
hyundai,DK,KONA KAUAI,BEV,S1,2024,1141,15,12059.225,C,1.0,238.8872,1874.9633,19669.7511,22443.186
hyundai,DK,KONA KAUAI,ICE,S1,2024,252,15,12059.225,C,1.191,1932.5599,1874.9633,-7384.114,-1860.7967
hyundai,DK,STARIA PREMIUM,ICE,S1,2024,1,15,12059.225,C,1.191,3188.4833,1874.9633,-26222.9662,-26.223
hyundai,DK,TUCSON IX35,HEV,S1,2024,198,15,12059.225,C,1.211,2118.9417,1874.9633,-10179.841,-2015.6085
hyundai,DK,TUCSON IX35,ICE,S1,2024,15,15,12059.225,C,1.191,2174.4882,1874.9633,-11013.039,-165.1956
hyundai,EE,BAYON,HEV,S1,2024,33,24,7387.618,A,1.211,1074.1108,1593.7613,831.2898,27.4326
hyundai,EE,BAYON,ICE,S1,2024,16,24,7387.618,A,1.191,1094.3324,1593.7613,345.9696,5.5355
hyundai,EE,G90 GENESIS G90,HEV,S1,2024,1,24,7387.618,A,1.211,2200.8157,1593.7613,-26209.6277,-26.2096
hyundai,EE,I 30,HEV,S1,2024,20,24,7387.618,A,1.211,1103.5391,1593.7613,125.0104,2.5002
hyundai,EE,I 30,ICE,S1,2024,26,24,7387.618,A,1.191,1158.7148,1593.7613,-1199.2075,-31.1794
hyundai,EE,I 30 N,ICE,S1,2024,1,24,7387.618,A,1.191,1680.5427,1593.7613,-13723.0761,-13.7231
hyundai,EE,I10,ICE,S1,2024,3,24,7387.618,A,1.191,959.0532,1593.7613,3592.6725,10.778
hyundai,EE,I20,HEV,S1,2024,12,24,7387.618,A,1.211,1056.421,1593.7613,1255.8432,15.0701
hyundai,EE,I20,ICE,S1,2024,65,24,7387.618,A,1.191,1068.9686,1593.7613,954.7027,62.0557
hyundai,EE,I20 N,ICE,S1,2024,4,24,7387.618,A,1.191,1390.1871,1593.7613,-6754.5431,-27.0182
hyundai,EE,IONIQ5,BEV,S1,2024,61,24,7387.618,A,1.0,450.2211,1593.7613,20439.1686,1246.7893
hyundai,EE,IONIQ5 N,BEV,S1,2024,9,24,7387.618,A,1.0,537.9028,1593.7613,19237.3935,173.1365
hyundai,EE,IONIQ6,BEV,S1,2024,19,24,7387.618,A,1.0,406.4985,1593.7613,21038.4356,399.7303
hyundai,EE,KONA KAUAI,BEV,S1,2024,27,24,7387.618,A,1.0,376.7387,1593.7613,21446.3256,579.0508
hyundai,EE,KONA KAUAI,HEV,S1,2024,40,24,7387.618,A,1.211,944.7404,1593.7613,3936.179,157.4472
hyundai,EE,KONA N KAUAI N,ICE,S1,2024,1,24,7387.618,A,1.191,1706.9386,1593.7613,-14356.5791,-14.3566
hyundai,EE,SANTA FE,HEV,S1,2024,29,24,7387.618,A,1.211,1487.2629,1593.7613,-9084.3617,-263.4465
hyundai,EE,TUCSON IX35,HEV,S1,2024,314,24,7387.618,A,1.211,1284.3218,1593.7613,-4213.7742,-1323.1251
hyundai,EE,TUCSON IX35,ICE,S1,2024,7,24,7387.618,A,1.191,1338.6525,1593.7613,-5517.713,-38.624
hyundai,ES,BAYON,HEV,S1,2024,3167,21,12059.225,C,1.211,1749.2966,1958.1722,-3802.7651,-12043.3572
hyundai,ES,BAYON,ICE,S1,2024,1912,21,12059.225,C,1.191,1814.8704,1958.1722,-5179.8134,-9903.8033
hyundai,ES,G90 GENESIS G90,HEV,S1,2024,1,21,12059.225,C,1.211,3592.5156,1958.1722,-42510.3641,-42.5104
hyundai,ES,GV70 GENESIS GV70,ICE,S1,2024,1,21,12059.225,C,1.191,3231.5709,1958.1722,-34930.5259,-34.9305
hyundai,ES,GV80 GENESIS GV80,ICE,S1,2024,1,21,12059.225,C,1.191,3490.0966,1958.1722,-40359.5651,-40.3596
hyundai,ES,I 30,HEV,S1,2024,2095,21,12059.225,C,1.211,1794.2148,1958.1722,-4746.0458,-9942.966
hyundai,ES,I 30,ICE,S1,2024,3669,21,12059.225,C,1.191,1932.3272,1958.1722,-7646.4069,-28054.6669
hyundai,ES,I 30 N,ICE,S1,2024,596,21,12059.225,C,1.191,2626.9469,1958.1722,-22233.4208,-13251.1188
hyundai,ES,I10,ICE,S1,2024,5388,21,12059.225,C,1.191,1690.429,1958.1722,-2566.5454,-13828.5466
hyundai,ES,I20,HEV,S1,2024,2700,21,12059.225,C,1.211,1707.419,1958.1722,-2923.3348,-7893.004
hyundai,ES,I20,ICE,S1,2024,8440,21,12059.225,C,1.191,1723.3207,1958.1722,-3257.27,-27491.3588
hyundai,ES,I20 N,ICE,S1,2024,888,21,12059.225,C,1.191,2269.2809,1958.1722,-14722.4356,-13073.5228
hyundai,ES,INSTER,BEV,S1,2024,74,21,12059.225,C,1.0,259.4433,1958.1722,30282.566,2240.9099
hyundai,ES,IONIQ5,BEV,S1,2024,377,21,12059.225,C,1.0,305.6169,1958.1722,29810.9588,11238.7315
hyundai,ES,IONIQ5 N,BEV,S1,2024,23,21,12059.225,C,1.0,373.8196,1958.1722,29114.3514,669.6301
hyundai,ES,IONIQ6,BEV,S1,2024,156,21,12059.225,C,1.0,258.8322,1958.1722,30288.8082,4725.0541
hyundai,ES,KONA KAUAI,BEV,S1,2024,868,21,12059.225,C,1.0,264.166,1958.1722,30234.3299,26243.3983
hyundai,ES,KONA KAUAI,HEV,S1,2024,8739,21,12059.225,C,1.211,1560.9962,1958.1722,151.5431,1324.3352
hyundai,ES,KONA KAUAI,ICE,S1,2024,3204,21,12059.225,C,1.191,1913.5482,1958.1722,-7252.0475,-23235.5602
hyundai,ES,SANTA FE,HEV,S1,2024,310,21,12059.225,C,1.211,2387.3785,1958.1722,-17202.4848,-5332.7703
hyundai,ES,SANTA FE,ICE,S1,2024,84,21,12059.225,C,1.191,2417.3515,1958.1722,-17831.9178,-1497.8811
hyundai,ES,STARIA,HEV,S1,2024,82,21,12059.225,C,1.211,2511.8402,1958.1722,-19816.1801,-1624.9268
hyundai,ES,STARIA,ICE,S1,2024,102,21,12059.225,C,1.191,3208.7604,1958.1722,-34451.5037,-3514.0534
hyundai,ES,STARIA PREMIUM,ICE,S1,2024,1,21,12059.225,C,1.191,3188.4833,1958.1722,-34025.686,-34.0257
hyundai,ES,TUCSON IX35,HEV,S1,2024,11395,21,12059.225,C,1.211,1983.9229,1958.1722,-8729.9178,-99477.4137
