market,company,destination,segment,cohort_year,period,model,powertrain,units,basis,tailpipe_gco2_km,energy_wh_km,test_cycle,technology_source,sales_source_file,powertrain_rule,coverage_note,variant
EU27,hyundai,PT,passenger_car,2024,2024-01..2024-12,SANTA FE,HEV,45,registrations,156.5111,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,PT,passenger_car,2024,2024-01..2024-12,SANTA FE,ICE,38,registrations,167.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,PT,passenger_car,2024,2024-01..2024-12,TUCSON IX35,HEV,449,registrations,131.1314,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,PT,passenger_car,2024,2024-01..2024-12,TUCSON IX35,ICE,574,registrations,149.1394,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,RO,passenger_car,2024,2024-01..2024-12,BAYON,HEV,209,registrations,120.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,RO,passenger_car,2024,2024-01..2024-12,BAYON,ICE,421,registrations,126.5273,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,RO,passenger_car,2024,2024-01..2024-12,ELANTRA,ICE,850,registrations,139.7624,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,RO,passenger_car,2024,2024-01..2024-12,G80 GENESIS G80,BEV,1,registrations,0.0,191.0,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,RO,passenger_car,2024,2024-01..2024-12,GV60 GENESIS GV60,BEV,8,registrations,0.0,181.25,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,RO,passenger_car,2024,2024-01..2024-12,GV70 GENESIS GV70,BEV,1,registrations,0.0,190.0,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,RO,passenger_car,2024,2024-01..2024-12,GV70 GENESIS GV70,ICE,2,registrations,223.5,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,RO,passenger_car,2024,2024-01..2024-12,GV80 GENESIS GV80,ICE,1,registrations,247.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,RO,passenger_car,2024,2024-01..2024-12,I 30,HEV,531,registrations,127.7175,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,RO,passenger_car,2024,2024-01..2024-12,I 30,ICE,1134,registrations,138.1861,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,RO,passenger_car,2024,2024-01..2024-12,I 30 N,ICE,9,registrations,191.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,RO,passenger_car,2024,2024-01..2024-12,I10,ICE,542,registrations,120.2528,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,RO,passenger_car,2024,2024-01..2024-12,I20,HEV,238,registrations,117.4076,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,RO,passenger_car,2024,2024-01..2024-12,I20,ICE,1072,registrations,120.1194,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,RO,passenger_car,2024,2024-01..2024-12,IONIQ5,BEV,161,registrations,0.0,171.8199,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,RO,passenger_car,2024,2024-01..2024-12,IONIQ6,BEV,71,registrations,0.0,155.169,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,RO,passenger_car,2024,2024-01..2024-12,KONA KAUAI,BEV,366,registrations,0.0,147.7459,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,RO,passenger_car,2024,2024-01..2024-12,KONA KAUAI,HEV,451,registrations,106.3104,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,RO,passenger_car,2024,2024-01..2024-12,KONA KAUAI,ICE,314,registrations,136.3917,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,RO,passenger_car,2024,2024-01..2024-12,SANTA FE,HEV,41,registrations,164.2683,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,RO,passenger_car,2024,2024-01..2024-12,SANTA FE,ICE,2,registrations,177.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,RO,passenger_car,2024,2024-01..2024-12,TUCSON IX35,HEV,2708,registrations,145.6115,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,RO,passenger_car,2024,2024-01..2024-12,TUCSON IX35,ICE,553,registrations,152.873,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SE,passenger_car,2024,2024-01..2024-12,BAYON,HEV,104,registrations,119.9135,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SE,passenger_car,2024,2024-01..2024-12,BAYON,ICE,95,registrations,127.7895,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SE,passenger_car,2024,2024-01..2024-12,I 30,HEV,52,registrations,131.6538,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SE,passenger_car,2024,2024-01..2024-12,I10,ICE,359,registrations,117.9304,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SE,passenger_car,2024,2024-01..2024-12,I20,HEV,144,registrations,119.5556,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SE,passenger_car,2024,2024-01..2024-12,I20,ICE,129,registrations,121.9225,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SE,passenger_car,2024,2024-01..2024-12,I20 N,ICE,15,registrations,158.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SE,passenger_car,2024,2024-01..2024-12,IONIQ5 N,BEV,50,registrations,0.0,212.0,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SE,passenger_car,2024,2024-01..2024-12,IONIQ6,BEV,8,registrations,0.0,152.625,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SE,passenger_car,2024,2024-01..2024-12,KONA KAUAI,BEV,208,registrations,0.0,151.0,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SE,passenger_car,2024,2024-01..2024-12,KONA KAUAI,HEV,201,registrations,106.0249,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SE,passenger_car,2024,2024-01..2024-12,KONA KAUAI,ICE,22,registrations,135.5455,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SE,passenger_car,2024,2024-01..2024-12,TUCSON IX35,HEV,187,registrations,139.1604,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SI,passenger_car,2024,2024-01..2024-12,BAYON,HEV,18,registrations,121.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SI,passenger_car,2024,2024-01..2024-12,BAYON,ICE,383,registrations,124.9112,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SI,passenger_car,2024,2024-01..2024-12,I 30,HEV,130,registrations,133.8923,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SI,passenger_car,2024,2024-01..2024-12,I 30,ICE,131,registrations,137.4885,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SI,passenger_car,2024,2024-01..2024-12,I 30 N,ICE,11,registrations,191.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SI,passenger_car,2024,2024-01..2024-12,I10,ICE,208,registrations,117.6635,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SI,passenger_car,2024,2024-01..2024-12,I20,HEV,20,registrations,121.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SI,passenger_car,2024,2024-01..2024-12,I20,ICE,344,registrations,120.8488,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SI,passenger_car,2024,2024-01..2024-12,I20 N,ICE,31,registrations,158.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SI,passenger_car,2024,2024-01..2024-12,IONIQ5,BEV,58,registrations,0.0,174.6034,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SI,passenger_car,2024,2024-01..2024-12,IONIQ5 N,BEV,3,registrations,0.0,212.0,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SI,passenger_car,2024,2024-01..2024-12,IONIQ6,BEV,30,registrations,0.0,157.6,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SI,passenger_car,2024,2024-01..2024-12,KONA KAUAI,BEV,123,registrations,0.0,153.5041,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SI,passenger_car,2024,2024-01..2024-12,KONA KAUAI,HEV,64,registrations,105.5781,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SI,passenger_car,2024,2024-01..2024-12,KONA KAUAI,ICE,176,registrations,136.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SI,passenger_car,2024,2024-01..2024-12,SANTA FE,HEV,16,registrations,165.875,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SI,passenger_car,2024,2024-01..2024-12,SANTA FE / 1.6 / T-GDI HEV AUT. 4WD,HEV,2,registrations,177.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SI,passenger_car,2024,2024-01..2024-12,STARIA / 2.2. / CRDI AUT. 4WD,ICE,2,registrations,232.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SI,passenger_car,2024,2024-01..2024-12,TUCSON / 1.6 / CRDI HP DCT 4WD 48V N LINE,HEV,1,registrations,171.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SI,passenger_car,2024,2024-01..2024-12,TUCSON / 1.6 / T-GDI DCT 48V,HEV,1,registrations,172.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SI,passenger_car,2024,2024-01..2024-12,TUCSON IX35,HEV,609,registrations,142.8867,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SI,passenger_car,2024,2024-01..2024-12,TUCSON IX35,ICE,296,registrations,153.6318,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SK,passenger_car,2024,2024-01..2024-12,BAYON,ICE,478,registrations,125.5628,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SK,passenger_car,2024,2024-01..2024-12,I 30,HEV,1859,registrations,128.1721,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SK,passenger_car,2024,2024-01..2024-12,I 30,ICE,1537,registrations,136.1829,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SK,passenger_car,2024,2024-01..2024-12,I 30 N,ICE,63,registrations,188.7143,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SK,passenger_car,2024,2024-01..2024-12,I10,ICE,269,registrations,119.7249,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SK,passenger_car,2024,2024-01..2024-12,I20,ICE,1394,registrations,121.8056,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SK,passenger_car,2024,2024-01..2024-12,IONIQ5,BEV,47,registrations,0.0,182.8936,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SK,passenger_car,2024,2024-01..2024-12,IONIQ5 N,BEV,6,registrations,0.0,212.0,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SK,passenger_car,2024,2024-01..2024-12,IONIQ6,BEV,32,registrations,0.0,157.9375,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SK,passenger_car,2024,2024-01..2024-12,KONA KAUAI,BEV,35,registrations,0.0,154.0286,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SK,passenger_car,2024,2024-01..2024-12,KONA KAUAI,HEV,104,registrations,106.1827,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SK,passenger_car,2024,2024-01..2024-12,KONA KAUAI,ICE,576,registrations,138.4774,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SK,passenger_car,2024,2024-01..2024-12,SANTA FE,HEV,105,registrations,165.7619,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SK,passenger_car,2024,2024-01..2024-12,SANTA FE,ICE,43,registrations,176.7442,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SK,passenger_car,2024,2024-01..2024-12,STARIA,HEV,3,registrations,172.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SK,passenger_car,2024,2024-01..2024-12,STARIA,ICE,38,registrations,232.0,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SK,passenger_car,2024,2024-01..2024-12,TUCSON IX35,HEV,1062,registrations,148.1478,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,hyundai,SK,passenger_car,2024,2024-01..2024-12,TUCSON IX35,ICE,448,registrations,155.3638,,WLTP,eea_co2_monitoring_2024 (eea_hyundai_2024_final.json),eea_hyundai_2024_final.json,explicit,,central
EU27,kia,AT,passenger_car,2024,2024-01..2024-12,CEED,HEV,431,registrations,124.1624,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,AT,passenger_car,2024,2024-01..2024-12,CEED,ICE,1946,registrations,123.63,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,AT,passenger_car,2024,2024-01..2024-12,EV3,BEV,85,registrations,0.0,152.1882,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,AT,passenger_car,2024,2024-01..2024-12,EV3 LONG RANGE,BEV,1,registrations,0.0,149.0,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,AT,passenger_car,2024,2024-01..2024-12,EV6,BEV,587,registrations,0.0,172.8654,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,AT,passenger_car,2024,2024-01..2024-12,EV9,BEV,157,registrations,0.0,224.0637,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,AT,passenger_car,2024,2024-01..2024-12,EV9 AWD,BEV,1,registrations,0.0,228.0,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,AT,passenger_car,2024,2024-01..2024-12,NIRO,BEV,421,registrations,0.0,162.0,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,AT,passenger_car,2024,2024-01..2024-12,NIRO,HEV,74,registrations,101.2703,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,AT,passenger_car,2024,2024-01..2024-12,PICANTO,ICE,506,registrations,115.7589,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,AT,passenger_car,2024,2024-01..2024-12,PROCEED,HEV,57,registrations,129.1053,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,AT,passenger_car,2024,2024-01..2024-12,PROCEED,ICE,46,registrations,142.8261,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,AT,passenger_car,2024,2024-01..2024-12,RIO,HEV,3,registrations,126.0,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,AT,passenger_car,2024,2024-01..2024-12,RIO,ICE,75,registrations,121.24,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,AT,passenger_car,2024,2024-01..2024-12,SORENTO,HEV,1,registrations,160.0,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,AT,passenger_car,2024,2024-01..2024-12,SORENTO,ICE,73,registrations,172.7534,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,AT,passenger_car,2024,2024-01..2024-12,SOUL,BEV,24,registrations,0.0,157.0,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,AT,passenger_car,2024,2024-01..2024-12,SPORTAGE,HEV,729,registrations,145.4774,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,AT,passenger_car,2024,2024-01..2024-12,SPORTAGE,ICE,291,registrations,155.0241,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,AT,passenger_car,2024,2024-01..2024-12,STONIC,HEV,31,registrations,127.129,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,AT,passenger_car,2024,2024-01..2024-12,STONIC,ICE,929,registrations,126.2659,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,AT,passenger_car,2024,2024-01..2024-12,XCEED,HEV,155,registrations,136.4581,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,AT,passenger_car,2024,2024-01..2024-12,XCEED,ICE,280,registrations,137.1464,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,BE,passenger_car,2024,2024-01..2024-12,CEED,HEV,672,registrations,124.3601,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,BE,passenger_car,2024,2024-01..2024-12,CEED,ICE,1390,registrations,128.1532,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,BE,passenger_car,2024,2024-01..2024-12,EV3,BEV,182,registrations,0.0,152.5714,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,BE,passenger_car,2024,2024-01..2024-12,EV6,BEV,1417,registrations,0.0,168.5229,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,BE,passenger_car,2024,2024-01..2024-12,EV9,BEV,886,registrations,0.0,220.0023,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,BE,passenger_car,2024,2024-01..2024-12,NIRO,BEV,619,registrations,0.0,162.0,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,BE,passenger_car,2024,2024-01..2024-12,NIRO,HEV,906,registrations,101.8974,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,BE,passenger_car,2024,2024-01..2024-12,PICANTO,ICE,1684,registrations,119.2785,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,BE,passenger_car,2024,2024-01..2024-12,PROCEED,ICE,406,registrations,136.5985,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,BE,passenger_car,2024,2024-01..2024-12,RIO,ICE,31,registrations,124.5484,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,BE,passenger_car,2024,2024-01..2024-12,SORENTO,HEV,88,registrations,161.1136,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,BE,passenger_car,2024,2024-01..2024-12,SORENTO,ICE,39,registrations,171.641,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,BE,passenger_car,2024,2024-01..2024-12,SOUL,BEV,4,registrations,0.0,157.0,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,BE,passenger_car,2024,2024-01..2024-12,SPORTAGE,HEV,2323,registrations,141.1201,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,BE,passenger_car,2024,2024-01..2024-12,SPORTAGE,ICE,422,registrations,153.9621,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,BE,passenger_car,2024,2024-01..2024-12,STINGER,ICE,1,registrations,247.0,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,BE,passenger_car,2024,2024-01..2024-12,STONIC,HEV,44,registrations,129.0,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,BE,passenger_car,2024,2024-01..2024-12,STONIC,ICE,2453,registrations,131.331,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,BE,passenger_car,2024,2024-01..2024-12,XCEED,HEV,47,registrations,130.0213,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,BE,passenger_car,2024,2024-01..2024-12,XCEED,ICE,676,registrations,140.2618,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,BG,passenger_car,2024,2024-01..2024-12,CEED,HEV,15,registrations,122.6,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,BG,passenger_car,2024,2024-01..2024-12,CEED,ICE,646,registrations,134.3591,,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,BG,passenger_car,2024,2024-01..2024-12,EV3,BEV,5,registrations,0.0,153.4,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
EU27,kia,BG,passenger_car,2024,2024-01..2024-12,EV6,BEV,13,registrations,0.0,179.1538,WLTP,eea_co2_monitoring_2024 (eea_kia_2024_final.json),eea_kia_2024_final.json,explicit,,central
