company,market,cohort_year,destination,scenario,t,calendar_year,units,e_ref_tco2e,e_prod_tco2e,ti_tco2e,cumulative_ti_tco2e,e_ref_kgco2e_per_vehicle,e_prod_kgco2e_per_vehicle,gap_kgco2e_per_vehicle,direction
hyundai,EU27,2024,LT,S1,20,2044,743,629.0891,1247.9576,618.8685,7728.648,846.6879,1679.6199,832.932,liability
hyundai,EU27,2024,LT,S1,21,2045,743,608.869,1247.4877,638.6187,8367.2667,819.4738,1678.9875,859.5137,liability
hyundai,EU27,2024,LT,S1,22,2046,743,589.2992,1247.0549,657.7557,9025.0224,793.1349,1678.405,885.2701,liability
hyundai,EU27,2024,LT,S2,0,2024,743,1209.1305,1273.0342,63.9037,63.9037,1627.3627,1713.3704,86.0077,liability
hyundai,EU27,2024,LT,S2,1,2025,743,1045.7745,1270.3814,224.6069,288.5106,1407.5027,1709.8,302.2973,liability
hyundai,EU27,2024,LT,S2,2,2026,743,904.4886,1267.9558,363.4672,651.9778,1217.3467,1706.5354,489.1887,liability
hyundai,EU27,2024,LT,S2,3,2027,743,782.2909,1265.7378,483.4469,1135.4247,1052.8814,1703.5502,650.6688,liability
hyundai,EU27,2024,LT,S2,4,2028,743,676.602,1263.7096,587.1076,1722.5323,910.6353,1700.8205,790.1852,liability
hyundai,EU27,2024,LT,S2,5,2029,743,585.1919,1261.855,676.6631,2399.1954,787.6069,1698.3244,910.7175,liability
hyundai,EU27,2024,LT,S2,6,2030,743,506.1316,1260.1593,754.0277,3153.2231,681.2,1696.0421,1014.8421,liability
hyundai,EU27,2024,LT,S2,7,2031,743,437.7525,1258.6086,820.8561,3974.0792,589.1689,1693.955,1104.7861,liability
hyundai,EU27,2024,LT,S2,8,2032,743,378.6113,1257.1907,878.5794,4852.6586,509.5711,1692.0467,1182.4756,liability
hyundai,EU27,2024,LT,S2,9,2033,743,327.4603,1255.8942,928.4339,5781.0925,440.7272,1690.3017,1249.5746,liability
hyundai,EU27,2024,LT,S2,10,2034,743,283.2199,1254.7086,971.4887,6752.5812,381.1843,1688.7061,1307.5218,liability
hyundai,EU27,2024,LT,S2,11,2035,743,244.9563,1253.6247,1008.6684,7761.2496,329.6855,1687.2472,1357.5618,liability
hyundai,EU27,2024,LT,S2,12,2036,743,211.862,1252.6332,1040.7712,8802.0208,285.144,1685.9128,1400.7688,liability
hyundai,EU27,2024,LT,S2,13,2037,743,183.2393,1251.7268,1068.4875,9870.5083,246.6209,1684.6929,1438.072,liability
hyundai,EU27,2024,LT,S2,14,2038,743,158.4833,1250.898,1092.4147,10962.923,213.3019,1683.5774,1470.2755,liability
hyundai,EU27,2024,LT,S2,15,2039,743,137.0722,1250.1401,1113.0679,12075.9909,184.4848,1682.5573,1498.0725,liability
hyundai,EU27,2024,LT,S2,16,2040,743,118.5536,1249.4472,1130.8936,13206.8845,159.5607,1681.6248,1522.0641,liability
hyundai,EU27,2024,LT,S2,17,2041,743,102.5364,1248.8135,1146.2771,14353.1616,138.0032,1680.7719,1542.7686,liability
hyundai,EU27,2024,LT,S2,18,2042,743,88.6838,1248.2341,1159.5503,15512.7119,119.3591,1679.9921,1560.633,liability
hyundai,EU27,2024,LT,S2,19,2043,743,76.7023,1247.7042,1171.0019,16683.7138,103.2332,1679.2789,1576.0456,liability
hyundai,EU27,2024,LT,S2,20,2044,743,66.34,1247.2197,1180.8797,17864.5935,89.2867,1678.6268,1589.3401,liability
hyundai,EU27,2024,LT,S2,21,2045,743,57.3773,1246.7766,1189.3993,19053.9928,77.2238,1678.0304,1600.8066,liability
hyundai,EU27,2024,LT,S2,22,2046,743,49.6254,1246.3715,1196.7461,20250.7389,66.7906,1677.4852,1610.6946,liability
hyundai,EU27,2024,LV,S1,0,2024,668,1292.3553,1163.5794,-128.7759,-128.7759,1934.6636,1741.8853,-192.7783,contribution
hyundai,EU27,2024,LV,S1,1,2025,668,1250.757,1161.982,-88.775,-217.5509,1872.3907,1739.494,-132.8967,contribution
hyundai,EU27,2024,LV,S1,2,2026,668,1210.4977,1160.4769,-50.0208,-267.5717,1812.1223,1737.2409,-74.8814,contribution
hyundai,EU27,2024,LV,S1,3,2027,668,1171.5339,1159.0583,-12.4756,-280.0473,1753.7933,1735.1172,-18.676,contribution
hyundai,EU27,2024,LV,S1,4,2028,668,1133.8247,1157.7216,23.8969,-256.1504,1697.3424,1733.1162,35.7738,liability
hyundai,EU27,2024,LV,S1,5,2029,668,1097.329,1156.4619,59.1329,-197.0175,1642.7081,1731.2304,88.5223,liability
hyundai,EU27,2024,LV,S1,6,2030,668,1062.0081,1155.2749,93.2668,-103.7507,1589.8325,1729.4534,139.621,liability
hyundai,EU27,2024,LV,S1,7,2031,668,1027.824,1154.1561,126.3321,22.5814,1538.6587,1727.7786,189.1199,liability
hyundai,EU27,2024,LV,S1,8,2032,668,994.7406,1153.1019,158.3613,180.9427,1489.1326,1726.2004,237.0678,liability
hyundai,EU27,2024,LV,S1,9,2033,668,962.7217,1152.1085,189.3868,370.3295,1441.2001,1724.7133,283.5132,liability
hyundai,EU27,2024,LV,S1,10,2034,668,931.7337,1151.1724,219.4387,589.7682,1394.8109,1723.312,328.501,liability
hyundai,EU27,2024,LV,S1,11,2035,668,901.7431,1150.2901,248.547,838.3152,1349.9148,1721.9912,372.0763,liability
hyundai,EU27,2024,LV,S1,12,2036,668,872.7177,1149.4588,276.7411,1115.0563,1306.4636,1720.7467,414.2831,liability
hyundai,EU27,2024,LV,S1,13,2037,668,844.6265,1148.6754,304.0489,1419.1052,1264.4109,1719.574,455.163,liability
hyundai,EU27,2024,LV,S1,14,2038,668,817.4397,1147.9371,330.4974,1749.6026,1223.7121,1718.4687,494.7566,liability
hyundai,EU27,2024,LV,S1,15,2039,668,791.1282,1147.2413,356.1131,2105.7157,1184.3237,1717.4271,533.1034,liability
hyundai,EU27,2024,LV,S1,16,2040,668,765.663,1146.5856,380.9226,2486.6383,1146.2021,1716.4455,570.2434,liability
hyundai,EU27,2024,LV,S1,17,2041,668,741.018,1145.9678,404.9498,2891.5881,1109.3084,1715.5207,606.2123,liability
hyundai,EU27,2024,LV,S1,18,2042,668,717.1658,1145.3856,428.2198,3319.8079,1073.6015,1714.6491,641.0476,liability
hyundai,EU27,2024,LV,S1,19,2043,668,694.0819,1144.8369,450.755,3770.5629,1039.0448,1713.8277,674.7829,liability
hyundai,EU27,2024,LV,S1,20,2044,668,671.7408,1144.3199,472.5791,4243.142,1005.6,1713.0537,707.4537,liability
hyundai,EU27,2024,LV,S1,21,2045,668,650.1186,1143.8327,493.7141,4736.8561,973.2314,1712.3244,739.093,liability
hyundai,EU27,2024,LV,S1,22,2046,668,629.1927,1143.3736,514.1809,5251.037,941.9052,1711.6371,769.7319,liability
hyundai,EU27,2024,LV,S2,0,2024,668,1292.3553,1163.5794,-128.7759,-128.7759,1934.6636,1741.8853,-192.7783,contribution
hyundai,EU27,2024,LV,S2,1,2025,668,1117.7558,1161.207,43.4512,-85.3247,1673.2871,1738.3338,65.0467,liability
hyundai,EU27,2024,LV,S2,2,2026,668,966.7454,1159.0379,192.2925,106.9678,1447.2237,1735.0867,287.863,liability
hyundai,EU27,2024,LV,S2,3,2027,668,836.1362,1157.0545,320.9183,427.8861,1251.7009,1732.1175,480.4166,liability
hyundai,EU27,2024,LV,S2,4,2028,668,723.173,1155.2408,432.0678,859.9539,1082.5943,1729.4024,646.8081,liability
hyundai,EU27,2024,LV,S2,5,2029,668,625.4709,1153.5823,528.1114,1388.0653,936.3337,1726.9196,790.5859,liability
hyundai,EU27,2024,LV,S2,6,2030,668,540.9687,1152.0659,611.0972,1999.1625,809.8334,1724.6496,914.8162,liability
hyundai,EU27,2024,LV,S2,7,2031,668,467.8831,1150.6792,682.7961,2681.9586,700.4238,1722.5737,1022.1499,liability
hyundai,EU27,2024,LV,S2,8,2032,668,404.671,1149.4112,744.7402,3426.6988,605.7949,1720.6754,1114.8805,liability
hyundai,EU27,2024,LV,S2,9,2033,668,349.9996,1148.2518,798.2522,4224.951,523.9515,1718.9398,1194.9883,liability
hyundai,EU27,2024,LV,S2,10,2034,668,302.714,1147.1916,844.4776,5069.4286,453.1647,1717.3527,1264.188,liability
hyundai,EU27,2024,LV,S2,11,2035,668,261.817,1146.2221,884.4051,5953.8337,391.9416,1715.9013,1323.9597,liability
hyundai,EU27,2024,LV,S2,12,2036,668,226.4449,1145.3357,918.8908,6872.7245,338.9894,1714.5744,1375.585,liability
hyundai,EU27,2024,LV,S2,13,2037,668,195.8517,1144.5251,948.6734,7821.3979,293.1912,1713.3609,1420.1698,liability
hyundai,EU27,2024,LV,S2,14,2038,668,169.3922,1143.784,974.3918,8795.7897,253.5811,1712.2515,1458.6704,liability
hyundai,EU27,2024,LV,S2,15,2039,668,146.5067,1143.1063,996.5996,9792.3893,219.3214,1711.237,1491.9156,liability
hyundai,EU27,2024,LV,S2,16,2040,668,126.7135,1142.4866,1015.7731,10808.1624,189.6909,1710.3093,1520.6184,liability
hyundai,EU27,2024,LV,S2,17,2041,668,109.5943,1141.9199,1032.3256,11840.488,164.0633,1709.4609,1545.3976,liability
hyundai,EU27,2024,LV,S2,18,2042,668,94.7882,1141.4018,1046.6136,12887.1016,141.8985,1708.6853,1566.7868,liability
hyundai,EU27,2024,LV,S2,19,2043,668,81.982,1140.928,1058.946,13946.0476,122.7275,1707.976,1585.2485,liability
hyundai,EU27,2024,LV,S2,20,2044,668,70.9061,1140.4946,1069.5885,15015.6361,106.1469,1707.3272,1601.1804,liability
hyundai,EU27,2024,LV,S2,21,2045,668,61.3265,1140.0984,1078.7719,16094.408,91.8061,1706.7341,1614.928,liability
hyundai,EU27,2024,LV,S2,22,2046,668,53.041,1139.7361,1086.6951,17181.1031,79.4027,1706.1918,1626.7891,liability
hyundai,EU27,2024,MT,S1,0,2024,750,986.0084,718.9932,-267.0152,-267.0152,1314.6779,958.6576,-356.0203,contribution
hyundai,EU27,2024,MT,S1,1,2025,750,984.4289,718.0659,-266.363,-533.3782,1312.5719,957.4212,-355.1507,contribution
hyundai,EU27,2024,MT,S1,2,2026,750,982.8514,717.1557,-265.6957,-799.0739,1310.4685,956.2076,-354.2609,contribution
hyundai,EU27,2024,MT,S1,3,2027,750,981.2769,716.2628,-265.0141,-1064.088,1308.3692,955.0171,-353.3521,contribution
hyundai,EU27,2024,MT,S1,4,2028,750,979.7048,715.3865,-264.3183,-1328.4063,1306.2731,953.8487,-352.4244,contribution
hyundai,EU27,2024,MT,S1,5,2029,750,978.135,714.5266,-263.6084,-1592.0147,1304.18,952.7021,-351.4779,contribution
hyundai,EU27,2024,MT,S1,6,2030,750,976.5681,713.6829,-262.8852,-1854.8999,1302.0908,951.5772,-350.5136,contribution
hyundai,EU27,2024,MT,S1,7,2031,750,975.0034,712.8548,-262.1486,-2117.0485,1300.0045,950.4731,-349.5315,contribution
hyundai,EU27,2024,MT,S1,8,2032,750,973.4414,712.0424,-261.399,-2378.4475,1297.9219,949.3899,-348.532,contribution
hyundai,EU27,2024,MT,S1,9,2033,750,971.8817,711.2453,-260.6364,-2639.0839,1295.8423,948.3271,-347.5152,contribution
hyundai,EU27,2024,MT,S1,10,2034,750,970.3246,710.463,-259.8616,-2898.9455,1293.7661,947.284,-346.4821,contribution
hyundai,EU27,2024,MT,S1,11,2035,750,968.77,709.6953,-259.0747,-3158.0202,1291.6933,946.2604,-345.4329,contribution
hyundai,EU27,2024,MT,S1,12,2036,750,967.2178,708.942,-258.2758,-3416.296,1289.6237,945.256,-344.3677,contribution
hyundai,EU27,2024,MT,S1,13,2037,750,965.6683,708.2029,-257.4654,-3673.7614,1287.5577,944.2705,-343.2872,contribution
hyundai,EU27,2024,MT,S1,14,2038,750,964.1213,707.4776,-256.6437,-3930.4051,1285.4951,943.3035,-342.1916,contribution
hyundai,EU27,2024,MT,S1,15,2039,750,962.5763,706.766,-255.8103,-4186.2154,1283.4351,942.3547,-341.0804,contribution
hyundai,EU27,2024,MT,S1,16,2040,750,961.0343,706.0677,-254.9666,-4441.182,1281.3791,941.4236,-339.9555,contribution
hyundai,EU27,2024,MT,S1,17,2041,750,959.4947,705.3825,-254.1122,-4695.2942,1279.3263,940.51,-338.8163,contribution
hyundai,EU27,2024,MT,S1,18,2042,750,957.9575,704.71,-253.2475,-4948.5417,1277.2767,939.6133,-337.6633,contribution
hyundai,EU27,2024,MT,S1,19,2043,750,956.4227,704.0501,-252.3726,-5200.9143,1275.2303,938.7335,-336.4968,contribution
hyundai,EU27,2024,MT,S1,20,2044,750,954.8901,703.4026,-251.4875,-5452.4018,1273.1868,937.8701,-335.3167,contribution
hyundai,EU27,2024,MT,S1,21,2045,750,953.3605,702.7673,-250.5932,-5702.995,1271.1473,937.0231,-334.1243,contribution
hyundai,EU27,2024,MT,S2,0,2024,750,986.0084,718.9932,-267.0152,-267.0152,1314.6779,958.6576,-356.0203,contribution
hyundai,EU27,2024,MT,S2,1,2025,750,852.7971,714.7558,-138.0413,-405.0565,1137.0628,953.0077,-184.0551,contribution
hyundai,EU27,2024,MT,S2,2,2026,750,737.5826,710.8809,-26.7017,-431.7582,983.4435,947.8412,-35.6023,contribution
hyundai,EU27,2024,MT,S2,3,2027,750,637.9341,707.3378,69.4037,-362.3545,850.5788,943.1171,92.5383,liability
hyundai,EU27,2024,MT,S2,4,2028,750,551.7483,704.0981,152.3498,-210.0047,735.6644,938.7975,203.1331,liability
hyundai,EU27,2024,MT,S2,5,2029,750,477.206,701.1354,223.9294,13.9247,636.2747,934.8472,298.5725,liability
hyundai,EU27,2024,MT,S2,6,2030,750,412.7347,698.4266,285.6919,299.6166,550.3129,931.2355,380.9225,liability
hyundai,EU27,2024,MT,S2,7,2031,750,356.9737,695.9497,338.976,638.5926,475.9649,927.9329,451.968,liability
hyundai,EU27,2024,MT,S2,8,2032,750,308.7457,693.6845,384.9388,1023.5314,411.6609,924.9127,513.2517,liability
hyundai,EU27,2024,MT,S2,9,2033,750,267.0336,691.6135,424.5799,1448.1113,356.0448,922.1513,566.1065,liability
hyundai,EU27,2024,MT,S2,10,2034,750,230.9569,689.7196,458.7627,1906.874,307.9425,919.6261,611.6836,liability
hyundai,EU27,2024,MT,S2,11,2035,750,199.7543,687.9879,488.2336,2395.1076,266.3391,917.3172,650.9781,liability
hyundai,EU27,2024,MT,S2,12,2036,750,172.7671,686.4045,513.6374,2908.745,230.3561,915.206,684.8499,liability
hyundai,EU27,2024,MT,S2,13,2037,750,149.426,684.9565,535.5305,3444.2755,199.2347,913.2753,714.0407,liability
hyundai,EU27,2024,MT,S2,14,2038,750,129.2383,683.6326,554.3943,3998.6698,172.3177,911.5101,739.1924,liability
hyundai,EU27,2024,MT,S2,15,2039,750,111.7779,682.4219,570.644,4569.3138,149.0372,909.8959,760.8587,liability
hyundai,EU27,2024,MT,S2,16,2040,750,96.6763,681.3148,584.6385,5153.9523,128.9017,908.4197,779.518,liability
hyundai,EU27,2024,MT,S2,17,2041,750,83.6153,680.3025,596.6872,5750.6395,111.4871,907.07,795.5829,liability
hyundai,EU27,2024,MT,S2,18,2042,750,72.3189,679.377,607.0581,6357.6976,96.4252,905.836,809.4108,liability
hyundai,EU27,2024,MT,S2,19,2043,750,62.5487,678.5306,615.9819,6973.6795,83.3983,904.7075,821.3092,liability
hyundai,EU27,2024,MT,S2,20,2044,750,54.0981,677.7567,623.6586,7597.3381,72.1308,903.6756,831.5448,liability
hyundai,EU27,2024,MT,S2,21,2045,750,46.7892,677.0489,630.2597,8227.5978,62.3856,902.7319,840.3463,liability
hyundai,EU27,2024,NL,S1,0,2024,20579,31372.4043,29676.8717,-1695.5326,-1695.5326,1524.4863,1442.0949,-82.3914,contribution
hyundai,EU27,2024,NL,S1,1,2025,20579,30227.1204,29374.7341,-852.3863,-2547.9189,1468.8333,1427.4131,-41.4202,contribution
hyundai,EU27,2024,NL,S1,2,2026,20579,29123.6464,29098.7048,-24.9416,-2572.8605,1415.2119,1413.9999,-1.212,contribution
hyundai,EU27,2024,NL,S1,3,2027,20579,28060.4556,28846.5275,786.0719,-1786.7886,1363.5481,1401.7458,38.1978,liability
hyundai,EU27,2024,NL,S1,4,2028,20579,27036.0784,28616.141,1580.0626,-206.726,1313.7703,1390.5506,76.7803,liability
hyundai,EU27,2024,NL,S1,5,2029,20579,26049.0966,28405.6627,2356.5661,2149.8401,1265.8096,1380.3228,114.5131,liability
hyundai,EU27,2024,NL,S1,6,2030,20579,25098.1459,28213.3722,3115.2263,5265.0664,1219.5999,1370.9788,151.3789,liability
hyundai,EU27,2024,NL,S1,7,2031,20579,24181.9105,28037.6977,3855.7872,9120.8536,1175.077,1362.4422,187.3651,liability
hyundai,EU27,2024,NL,S1,8,2032,20579,23299.1236,27877.2036,4578.08,13698.9336,1132.1796,1354.6433,222.4637,liability
hyundai,EU27,2024,NL,S1,9,2033,20579,22448.5634,27730.578,5282.0146,18980.9482,1090.8481,1347.5182,256.6701,liability
hyundai,EU27,2024,NL,S1,10,2034,20579,21629.0542,27596.6225,5967.5683,24948.5165,1051.0255,1341.0089,289.9834,liability
hyundai,EU27,2024,NL,S1,11,2035,20579,20839.4622,27474.2423,6634.7801,31583.2966,1012.6567,1335.0621,322.4054,liability
hyundai,EU27,2024,NL,S1,12,2036,20579,20078.6947,27362.4372,7283.7425,38867.0391,975.6886,1329.6291,353.9405,liability
hyundai,EU27,2024,NL,S1,13,2037,20579,19345.6998,27260.2933,7914.5935,46781.6326,940.07,1324.6656,384.5956,liability
hyundai,EU27,2024,NL,S1,14,2038,20579,18639.464,27166.9756,8527.5116,55309.1442,905.7517,1320.131,414.3793,liability
hyundai,EU27,2024,NL,S1,15,2039,20579,17959.0099,27081.7219,9122.712,64431.8562,872.6862,1315.9882,443.302,liability
hyundai,EU27,2024,NL,S2,0,2024,20579,31372.4043,29676.8717,-1695.5326,-1695.5326,1524.4863,1442.0949,-82.3914,contribution
hyundai,EU27,2024,NL,S2,1,2025,20579,27133.9394,29377.5718,2243.6324,548.0998,1318.5257,1427.551,109.0253,liability
hyundai,EU27,2024,NL,S2,2,2026,20579,23468.0986,29103.8918,5635.7932,6183.893,1140.3906,1414.252,273.8614,liability
hyundai,EU27,2024,NL,S2,3,2027,20579,20297.5191,28853.6391,8556.12,14740.013,986.3219,1402.0914,415.7695,liability
hyundai,EU27,2024,NL,S2,4,2028,20579,17555.2898,28624.8078,11069.518,25809.531,853.0682,1390.9718,537.9036,liability
hyundai,EU27,2024,NL,S2,5,2029,20579,15183.5406,28415.5643,13232.0237,39041.5547,737.8172,1380.8039,642.9867,liability
hyundai,EU27,2024,NL,S2,6,2030,20579,13132.2188,28224.2324,15092.0136,54133.5683,638.1369,1371.5065,733.3696,liability
hyundai,EU27,2024,NL,S2,7,2031,20579,11358.0339,28049.2782,16691.2443,70824.8126,551.9235,1363.0049,811.0814,liability
hyundai,EU27,2024,NL,S2,8,2032,20579,9823.5443,27889.3001,18065.7558,88890.5684,477.3577,1355.2311,877.8734,liability
hyundai,EU27,2024,NL,S2,9,2033,20579,8496.3671,27743.016,19246.6489,108137.2173,412.8659,1348.1226,935.2568,liability
hyundai,EU27,2024,NL,S2,10,2034,20579,7348.4933,27609.2539,20260.7606,128397.9779,357.087,1341.6227,984.5357,liability
hyundai,EU27,2024,NL,S2,11,2035,20579,6355.6996,27486.942,21131.2424,149529.2203,308.8439,1335.6792,1026.8352,liability
hyundai,EU27,2024,NL,S2,12,2036,20579,5497.0337,27375.0997,21878.066,171407.2863,267.1186,1330.2444,1063.1258,liability
hyundai,EU27,2024,NL,S2,13,2037,20579,4754.3753,27272.8311,22518.4558,193925.7421,231.0304,1325.2748,1094.2444,liability
hyundai,EU27,2024,NL,S2,14,2038,20579,4112.0514,27179.3169,23067.2655,216993.0076,199.8178,1320.7307,1120.9128,liability
hyundai,EU27,2024,NL,S2,15,2039,20579,3556.5059,27093.8074,23537.3015,240530.3091,172.8221,1316.5755,1143.7534,liability
hyundai,EU27,2024,PL,S1,0,2024,30949,47592.3134,60180.4651,12588.1517,12588.1517,1537.7658,1944.5043,406.7386,liability
hyundai,EU27,2024,PL,S1,1,2025,30949,48019.8452,60155.6755,12135.8303,24723.982,1551.5799,1943.7034,392.1235,liability
hyundai,EU27,2024,PL,S1,2,2026,30949,48451.2176,60131.6689,11680.4513,36404.4333,1565.518,1942.9277,377.4097,liability
hyundai,EU27,2024,PL,S1,3,2027,30949,48886.4657,60108.4202,11221.9545,47626.3878,1579.5814,1942.1765,362.5951,liability
hyundai,EU27,2024,PL,S1,4,2028,30949,49325.6234,60085.9056,10760.2822,58386.67,1593.7712,1941.449,347.6779,liability
hyundai,EU27,2024,PL,S1,5,2029,30949,49768.7262,60064.1021,10295.3759,68682.0459,1608.0883,1940.7445,332.6562,liability
hyundai,EU27,2024,PL,S1,6,2030,30949,50215.8094,60042.987,9827.1776,78509.2235,1622.5341,1940.0623,317.5281,liability
hyundai,EU27,2024,PL,S1,7,2031,30949,50666.9088,60022.5387,9355.6299,87864.8534,1637.1097,1939.4016,302.2918,liability
hyundai,EU27,2024,PL,S1,8,2032,30949,51122.0609,60002.736,8880.6751,96745.5285,1651.8162,1938.7617,286.9455,liability
hyundai,EU27,2024,PL,S1,9,2033,30949,51581.3016,59983.5587,8402.2571,105147.7856,1666.6549,1938.1421,271.4872,liability
hyundai,EU27,2024,PL,S1,10,2034,30949,52044.6677,59964.987,7920.3193,113068.1049,1681.6268,1937.542,255.9152,liability
hyundai,EU27,2024,PL,S1,11,2035,30949,52512.1962,59947.0017,7434.8055,120502.9104,1696.7332,1936.9609,240.2276,liability
hyundai,EU27,2024,PL,S1,12,2036,30949,52983.9243,59929.5843,6945.66,127448.5704,1711.9753,1936.3981,224.4228,liability
hyundai,EU27,2024,PL,S1,13,2037,30949,53459.8906,59912.717,6452.8264,133901.3968,1727.3544,1935.8531,208.4987,liability
hyundai,EU27,2024,PL,S1,14,2038,30949,53940.1323,59896.3823,5956.25,139857.6468,1742.8716,1935.3253,192.4537,liability
hyundai,EU27,2024,PL,S1,15,2039,30949,54424.6881,59880.5634,5455.8753,145313.5221,1758.5282,1934.8142,176.286,liability
hyundai,EU27,2024,PL,S1,16,2040,30949,54913.5972,59865.2438,4951.6466,150265.1687,1774.3254,1934.3192,159.9938,liability
hyundai,EU27,2024,PL,S1,17,2041,30949,55406.8976,59850.4082,4443.5106,154708.6793,1790.2646,1933.8398,143.5753,liability
hyundai,EU27,2024,PL,S1,18,2042,30949,55904.63,59836.0409,3931.4109,158640.0902,1806.3469,1933.3756,127.0287,liability
hyundai,EU27,2024,PL,S1,19,2043,30949,56406.8336,59822.1274,3415.2938,162055.384,1822.5737,1932.926,110.3523,liability
hyundai,EU27,2024,PL,S1,20,2044,30949,56913.5481,59808.6532,2895.1051,164950.4891,1838.9463,1932.4907,93.5444,liability
hyundai,EU27,2024,PL,S1,21,2045,30949,57424.8151,59795.6045,2370.7894,167321.2785,1855.4659,1932.069,76.6031,liability
hyundai,EU27,2024,PL,S1,22,2046,30949,57940.6747,59782.9678,1842.2931,169163.5716,1872.134,1931.6607,59.5267,liability
hyundai,EU27,2024,PL,S1,23,2047,30949,58461.1682,59770.7302,1309.562,170473.1336,1888.9518,1931.2653,42.3135,liability
hyundai,EU27,2024,PL,S2,0,2024,30949,47592.3134,60180.4651,12588.1517,12588.1517,1537.7658,1944.5043,406.7386,liability
hyundai,EU27,2024,PL,S2,1,2025,30949,41162.5116,60113.2655,18950.7539,31538.9056,1330.011,1942.333,612.322,liability
hyundai,EU27,2024,PL,S2,2,2026,30949,35601.3866,60051.8181,24450.4315,55989.3371,1150.3243,1940.3476,790.0233,liability
hyundai,EU27,2024,PL,S2,3,2027,30949,30791.5794,59995.6308,29204.0514,85193.3885,994.9135,1938.5321,943.6186,liability
hyundai,EU27,2024,PL,S2,4,2028,30949,26631.5849,59944.253,33312.6681,118506.0566,860.499,1936.872,1076.373,liability
hyundai,EU27,2024,PL,S2,5,2029,30949,23033.6131,59897.273,36863.6599,155369.7165,744.2442,1935.3541,1191.1099,liability
hyundai,EU27,2024,PL,S2,6,2030,30949,19921.7332,59854.3147,39932.5815,195302.298,643.6955,1933.966,1290.2705,liability
hyundai,EU27,2024,PL,S2,7,2031,30949,17230.2732,59815.0334,42584.7602,237887.0582,556.7312,1932.6968,1375.9656,liability
hyundai,EU27,2024,PL,S2,8,2032,30949,14902.4344,59779.1148,44876.6804,282763.7386,481.5159,1931.5362,1450.0204,liability
hyundai,EU27,2024,PL,S2,9,2033,30949,12889.0904,59746.2708,46857.1804,329620.919,416.4623,1930.475,1514.0127,liability
hyundai,EU27,2024,PL,S2,10,2034,30949,11147.7528,59716.2381,48568.4853,378189.4043,360.1975,1929.5046,1569.3071,liability
hyundai,EU27,2024,PL,S2,11,2035,30949,9641.6722,59688.7763,50047.1041,428236.5084,311.5342,1928.6173,1617.0831,liability
hyundai,EU27,2024,PL,S2,12,2036,30949,8339.0663,59663.6652,51324.5989,479561.1073,269.4454,1927.8059,1658.3605,liability
hyundai,EU27,2024,PL,S2,13,2037,30949,7212.4442,59640.7036,52428.2594,531989.3667,233.0429,1927.064,1694.0211,liability
hyundai,EU27,2024,PL,S2,14,2038,30949,6238.0308,59619.7074,53381.6766,585371.0433,201.5584,1926.3856,1724.8272,liability
hyundai,EU27,2024,PL,S2,15,2039,30949,5395.2622,59600.5086,54205.2464,639576.2897,174.3275,1925.7652,1751.4377,liability
hyundai,EU27,2024,PL,S2,16,2040,30949,4666.3536,59582.9533,54916.5997,694492.8894,150.7756,1925.198,1774.4224,liability
hyundai,EU27,2024,PL,S2,17,2041,30949,4035.9211,59566.9006,55530.9795,750023.8689,130.4055,1924.6793,1794.2738,liability
hyundai,EU27,2024,PL,S2,18,2042,30949,3490.6615,59552.222,56061.5605,806085.4294,112.7875,1924.205,1811.4175,liability
hyundai,EU27,2024,PL,S2,19,2043,30949,3019.067,59538.8,56519.733,862605.1624,97.5497,1923.7714,1826.2216,liability
hyundai,EU27,2024,PL,S2,20,2044,30949,2611.1863,59526.5269,56915.3406,919520.503,84.3706,1923.3748,1839.0042,liability
hyundai,EU27,2024,PL,S2,21,2045,30949,2258.4105,59515.3044,57256.8939,976777.3969,72.972,1923.0122,1850.0402,liability
hyundai,EU27,2024,PL,S2,22,2046,30949,1953.2954,59505.0424,57551.747,1034329.1439,63.1134,1922.6806,1859.5673,liability
hyundai,EU27,2024,PL,S2,23,2047,30949,1689.4019,59495.6588,57806.2569,1092135.4008,54.5866,1922.3774,1867.7908,liability
hyundai,EU27,2024,PT,S1,0,2024,7190,11877.4066,11539.0035,-338.4031,-338.4031,1651.9342,1604.8684,-47.0658,contribution
hyundai,EU27,2024,PT,S1,1,2025,7190,11634.7511,11507.6578,-127.0933,-465.4964,1618.1851,1600.5087,-17.6764,contribution
hyundai,EU27,2024,PT,S1,2,2026,7190,11397.054,11480.288,83.234,-382.2624,1585.1257,1596.7021,11.5764,liability
hyundai,EU27,2024,PT,S1,3,2027,7190,11164.2124,11456.3895,292.1771,-90.0853,1552.7416,1593.3782,40.6366,liability
hyundai,EU27,2024,PT,S1,4,2028,7190,10936.128,11435.5223,499.3943,409.309,1521.0192,1590.476,69.4568,liability
hyundai,EU27,2024,PT,S1,5,2029,7190,10712.7029,11417.3017,704.5988,1113.9078,1489.9448,1587.9418,97.9971,liability
hyundai,EU27,2024,PT,S1,6,2030,7190,10493.8428,11401.3923,907.5495,2021.4573,1459.5053,1585.7291,126.2239,liability
hyundai,EU27,2024,PT,S1,7,2031,7190,10279.4537,11387.5006,1108.0469,3129.5042,1429.6876,1583.797,154.1094,liability
hyundai,EU27,2024,PT,S1,8,2032,7190,10069.4449,11375.3709,1305.926,4435.4302,1400.4791,1582.11,181.6309,liability
