company,market,cohort_year,destination,scenario,t,calendar_year,units,e_ref_tco2e,e_prod_tco2e,ti_tco2e,cumulative_ti_tco2e,e_ref_kgco2e_per_vehicle,e_prod_kgco2e_per_vehicle,gap_kgco2e_per_vehicle,direction
hyundai,EU27,2024,AT,S1,0,2024,11364,26637.9173,19621.3949,-7016.5224,-7016.5224,2344.0617,1726.6275,-617.4342,contribution
hyundai,EU27,2024,AT,S1,1,2025,11364,25927.7973,19608.5022,-6319.2951,-13335.8175,2281.5732,1725.493,-556.0802,contribution
hyundai,EU27,2024,AT,S1,2,2026,11364,25236.6088,19596.2384,-5640.3704,-18976.1879,2220.7505,1724.4138,-496.3367,contribution
hyundai,EU27,2024,AT,S1,3,2027,11364,24563.8448,19584.5734,-4979.2714,-23955.4593,2161.5492,1723.3873,-438.1619,contribution
hyundai,EU27,2024,AT,S1,4,2028,11364,23909.0165,19573.4774,-4335.5391,-28290.9984,2103.9261,1722.4109,-381.5152,contribution
hyundai,EU27,2024,AT,S1,5,2029,11364,23271.6442,19562.9231,-3708.7211,-31999.7195,2047.8392,1721.4821,-326.357,contribution
hyundai,EU27,2024,AT,S1,6,2030,11364,22651.2635,19552.8838,-3098.3797,-35098.0992,1993.2474,1720.5987,-272.6487,contribution
hyundai,EU27,2024,AT,S1,7,2031,11364,22047.4211,19543.3346,-2504.0865,-37602.1857,1940.111,1719.7584,-220.3526,contribution
hyundai,EU27,2024,AT,S1,8,2032,11364,21459.6758,19534.2514,-1925.4244,-39527.6101,1888.391,1718.9591,-169.4319,contribution
hyundai,EU27,2024,AT,S1,9,2033,11364,20887.5987,19525.6115,-1361.9872,-40889.5973,1838.0499,1718.1988,-119.851,contribution
hyundai,EU27,2024,AT,S1,10,2034,11364,20330.7727,19517.3934,-813.3793,-41702.9766,1789.0507,1717.4757,-71.5751,contribution
hyundai,EU27,2024,AT,S1,11,2035,11364,19788.7902,19509.576,-279.2142,-41982.1908,1741.3578,1716.7878,-24.5701,contribution
hyundai,EU27,2024,AT,S1,12,2036,11364,19261.2561,19502.1406,240.8845,-41741.3063,1694.9363,1716.1335,21.1972,liability
hyundai,EU27,2024,AT,S1,13,2037,11364,18747.7852,19495.0679,747.2827,-40994.0236,1649.7523,1715.5111,65.7588,liability
hyundai,EU27,2024,AT,S1,14,2038,11364,18248.0022,19488.3403,1240.3381,-39753.6855,1605.7728,1714.9191,109.1463,liability
hyundai,EU27,2024,AT,S2,0,2024,11364,26637.9173,19621.3949,-7016.5224,-7016.5224,2344.0617,1726.6275,-617.4342,contribution
hyundai,EU27,2024,AT,S2,1,2025,11364,23039.0898,19598.7819,-3440.3079,-10456.8303,2027.375,1724.6376,-302.7374,contribution
hyundai,EU27,2024,AT,S2,2,2026,11364,19926.4694,19578.1044,-348.365,-10805.1953,1753.4732,1722.8181,-30.6551,contribution
hyundai,EU27,2024,AT,S2,3,2027,11364,17234.3703,19559.1969,2324.8266,-8480.3687,1516.5761,1721.1543,204.5782,liability
hyundai,EU27,2024,AT,S2,4,2028,11364,14905.9777,19541.9078,4635.9301,-3844.4386,1311.6841,1719.6329,407.9488,liability
hyundai,EU27,2024,AT,S2,5,2029,11364,12892.1549,19526.0988,6633.9439,2789.5053,1134.4733,1718.2417,583.7684,liability
hyundai,EU27,2024,AT,S2,6,2030,11364,11150.403,19511.643,8361.24,11150.7453,981.2041,1716.9696,735.7656,liability
hyundai,EU27,2024,AT,S2,7,2031,11364,9643.9646,19498.4244,9854.4598,21005.2051,848.6417,1715.8064,867.1647,liability
hyundai,EU27,2024,AT,S2,8,2032,11364,8341.049,19486.3378,11145.2888,32150.4939,733.9888,1714.7429,980.754,liability
hyundai,EU27,2024,AT,S2,9,2033,11364,7214.1591,19475.2854,12261.1263,44411.6202,634.8257,1713.7703,1078.9446,liability
hyundai,EU27,2024,AT,S2,10,2034,11364,6239.5142,19465.1791,13225.6649,57637.2851,549.0597,1712.8809,1163.8213,liability
hyundai,EU27,2024,AT,S2,11,2035,11364,5396.5453,19455.938,14059.3927,71696.6778,474.8808,1712.0678,1237.187,liability
hyundai,EU27,2024,AT,S2,12,2036,11364,4667.4626,19447.488,14780.0254,86476.7032,410.7236,1711.3242,1300.6006,liability
hyundai,EU27,2024,AT,S2,13,2037,11364,4036.8808,19439.7612,15402.8804,101879.5836,355.2341,1710.6442,1355.4101,liability
hyundai,EU27,2024,AT,S2,14,2038,11364,3491.4912,19432.6959,15941.2047,117820.7883,307.2414,1710.0225,1402.7811,liability
hyundai,EU27,2024,BE,S1,0,2024,12147,24211.7705,22361.5136,-1850.2569,-1850.2569,1993.2305,1840.9083,-152.3221,contribution
hyundai,EU27,2024,BE,S1,1,2025,12147,23521.8302,22324.8386,-1196.9916,-3047.2485,1936.4312,1837.8891,-98.5422,contribution
hyundai,EU27,2024,BE,S1,2,2026,12147,22851.5507,22289.7633,-561.7874,-3609.0359,1881.2506,1835.0015,-46.2491,contribution
hyundai,EU27,2024,BE,S1,3,2027,12147,22200.3712,22256.2183,55.8471,-3553.1888,1827.6423,1832.2399,4.5976,liability
hyundai,EU27,2024,BE,S1,4,2028,12147,21567.7484,22224.1364,656.388,-2896.8008,1775.5617,1829.5988,54.037,liability
hyundai,EU27,2024,BE,S1,5,2029,12147,20953.1521,22193.454,1240.3019,-1656.4989,1724.9652,1827.0729,102.1077,liability
hyundai,EU27,2024,BE,S1,6,2030,12147,20356.0697,22164.1102,1808.0405,151.5416,1675.8105,1824.6571,148.8467,liability
hyundai,EU27,2024,BE,S1,7,2031,12147,19776.002,22136.0463,2360.0443,2511.5859,1628.0565,1822.3468,194.2903,liability
hyundai,EU27,2024,BE,S1,8,2032,12147,19212.4638,22109.2065,2896.7427,5408.3286,1581.6633,1820.1372,238.4739,liability
hyundai,EU27,2024,BE,S1,9,2033,12147,18664.9842,22083.5376,3418.5534,8826.882,1536.5921,1818.024,281.4319,liability
hyundai,EU27,2024,BE,S1,10,2034,12147,18133.1055,22058.9885,3925.883,12752.765,1492.8053,1816.003,323.1977,liability
hyundai,EU27,2024,BE,S1,11,2035,12147,17616.3836,22035.5102,4419.1266,17171.8916,1450.2662,1814.0702,363.804,liability
hyundai,EU27,2024,BE,S1,12,2036,12147,17114.3856,22013.056,4898.6704,22070.562,1408.9393,1812.2216,403.2823,liability
hyundai,EU27,2024,BE,S1,13,2037,12147,16626.6934,21991.5815,5364.8881,27435.4501,1368.7901,1810.4537,441.6636,liability
hyundai,EU27,2024,BE,S2,0,2024,12147,24211.7705,22361.5136,-1850.2569,-1850.2569,1993.2305,1840.9083,-152.3221,contribution
hyundai,EU27,2024,BE,S2,1,2025,12147,20940.7194,22289.5458,1348.8264,-501.4305,1723.9417,1834.9836,111.0419,liability
hyundai,EU27,2024,BE,S2,2,2026,12147,18111.5927,22223.7387,4112.146,3610.7155,1491.0342,1829.566,338.5318,liability
hyundai,EU27,2024,BE,S2,3,2027,12147,15664.6863,22163.5645,6498.8782,10109.5937,1289.593,1824.6122,535.0192,liability
hyundai,EU27,2024,BE,S2,4,2028,12147,13548.3606,22108.5411,8560.1805,18669.7742,1115.3668,1820.0824,704.7156,liability
hyundai,EU27,2024,BE,S2,5,2029,12147,11717.9545,22058.2278,10340.2733,29010.0475,964.6789,1815.9404,851.2615,liability
hyundai,EU27,2024,BE,S2,6,2030,12147,10134.8387,22012.2214,11877.3827,40887.4302,834.3491,1812.1529,977.8038,liability
hyundai,EU27,2024,BE,S2,7,2031,12147,8765.6048,21970.1531,13204.5483,54091.9785,721.6271,1808.6896,1087.0625,liability
hyundai,EU27,2024,BE,S2,8,2032,12147,7581.3569,21931.6858,14350.3289,68442.3074,624.1341,1805.5228,1181.3887,liability
hyundai,EU27,2024,BE,S2,9,2033,12147,6557.1033,21896.5114,15339.4081,83781.7155,539.8126,1802.6271,1262.8145,liability
hyundai,EU27,2024,BE,S2,10,2034,12147,5671.2274,21864.3478,16193.1204,99974.8359,466.883,1799.9792,1333.0963,liability
hyundai,EU27,2024,BE,S2,11,2035,12147,4905.0348,21834.9373,16929.9025,116904.7384,403.8063,1797.558,1393.7517,liability
hyundai,EU27,2024,BE,S2,12,2036,12147,4242.3568,21808.0445,17565.6877,134470.4261,349.2514,1795.3441,1446.0927,liability
hyundai,EU27,2024,BE,S2,13,2037,12147,3669.207,21783.4537,18114.2467,152584.6728,302.0669,1793.3196,1491.2527,liability
hyundai,EU27,2024,BG,S1,0,2024,2336,4678.4877,4210.4593,-468.0284,-468.0284,2002.7773,1802.4226,-200.3546,contribution
hyundai,EU27,2024,BG,S1,1,2025,2336,4766.6096,4200.4756,-566.134,-1034.1624,2040.5007,1798.1488,-242.3519,contribution
hyundai,EU27,2024,BG,S1,2,2026,2336,4856.392,4190.9776,-665.4144,-1699.5768,2078.9349,1794.0829,-284.8521,contribution
hyundai,EU27,2024,BG,S1,3,2027,2336,4947.8653,4181.942,-765.9233,-2465.5001,2118.093,1790.2149,-327.8781,contribution
hyundai,EU27,2024,BG,S1,4,2028,2336,5041.0614,4173.3462,-867.7152,-3333.2153,2157.9886,1786.5352,-371.4534,contribution
hyundai,EU27,2024,BG,S1,5,2029,2336,5136.013,4165.1687,-970.8443,-4304.0596,2198.6357,1783.0345,-415.6012,contribution
hyundai,EU27,2024,BG,S1,6,2030,2336,5232.7529,4157.3893,-1075.3636,-5379.4232,2240.0483,1779.7043,-460.344,contribution
hyundai,EU27,2024,BG,S1,7,2031,2336,5331.3152,4149.9883,-1181.3269,-6560.7501,2282.2411,1776.5361,-505.705,contribution
hyundai,EU27,2024,BG,S1,8,2032,2336,5431.7341,4142.9476,-1288.7865,-7849.5366,2325.2286,1773.5221,-551.7065,contribution
hyundai,EU27,2024,BG,S1,9,2033,2336,5534.0439,4136.2497,-1397.7942,-9247.3308,2369.0256,1770.6548,-598.3708,contribution
hyundai,EU27,2024,BG,S1,10,2034,2336,5638.2812,4129.8775,-1508.4037,-10755.7345,2413.6478,1767.927,-645.7208,contribution
hyundai,EU27,2024,BG,S1,11,2035,2336,5744.4816,4123.8157,-1620.6659,-12376.4004,2459.1103,1765.3321,-693.7782,contribution
hyundai,EU27,2024,BG,S1,12,2036,2336,5852.6827,4118.0486,-1734.6341,-14111.0345,2505.4292,1762.8633,-742.566,contribution
hyundai,EU27,2024,BG,S1,13,2037,2336,5962.9218,4112.5625,-1850.3593,-15961.3938,2552.6206,1760.5148,-792.1059,contribution
hyundai,EU27,2024,BG,S1,14,2038,2336,6075.2368,4107.3433,-1967.8935,-17929.2873,2600.7007,1758.2805,-842.4202,contribution
hyundai,EU27,2024,BG,S1,15,2039,2336,6189.6681,4102.3781,-2087.29,-20016.5773,2649.6867,1756.155,-893.5317,contribution
hyundai,EU27,2024,BG,S1,16,2040,2336,6306.2545,4097.6544,-2208.6001,-22225.1774,2699.5952,1754.1329,-945.4624,contribution
hyundai,EU27,2024,BG,S1,17,2041,2336,6425.0364,4093.1609,-2331.8755,-24557.0529,2750.4437,1752.2093,-998.2344,contribution
hyundai,EU27,2024,BG,S1,18,2042,2336,6546.0568,4088.8858,-2457.171,-27014.2239,2802.2503,1750.3792,-1051.8711,contribution
hyundai,EU27,2024,BG,S2,0,2024,2336,4678.4877,4210.4593,-468.0284,-468.0284,2002.7773,1802.4226,-200.3546,contribution
hyundai,EU27,2024,BG,S2,1,2025,2336,4046.4163,4192.8998,146.4835,-321.5449,1732.1988,1794.9057,62.707,liability
hyundai,EU27,2024,BG,S2,2,2026,2336,3499.7387,4176.8432,677.1045,355.5596,1498.1758,1788.0322,289.8564,liability
hyundai,EU27,2024,BG,S2,3,2027,2336,3026.9177,4162.1612,1135.2435,1490.8031,1295.7696,1781.7471,485.9775,liability
hyundai,EU27,2024,BG,S2,4,2028,2336,2617.9763,4148.7359,1530.7596,3021.5627,1120.709,1776.0,655.2909,liability
hyundai,EU27,2024,BG,S2,5,2029,2336,2264.2833,4136.4599,1872.1766,4893.7393,969.2994,1770.7448,801.4455,liability
hyundai,EU27,2024,BG,S2,6,2030,2336,1958.3748,4125.2347,2166.8599,7060.5992,838.3454,1765.9395,927.5941,liability
hyundai,EU27,2024,BG,S2,7,2031,2336,1693.7951,4114.9702,2421.1751,9481.7743,725.0835,1761.5455,1036.4619,liability
hyundai,EU27,2024,BG,S2,8,2032,2336,1464.9601,4105.5846,2640.6245,12122.3988,627.1233,1757.5277,1130.4043,liability
hyundai,EU27,2024,BG,S2,9,2033,2336,1267.0417,4097.0022,2829.9605,14952.3593,542.398,1753.8537,1211.4557,liability
hyundai,EU27,2024,BG,S2,10,2034,2336,1095.8621,4089.1545,2993.2924,17945.6517,469.119,1750.4942,1281.3752,liability
hyundai,EU27,2024,BG,S2,11,2035,2336,947.8094,4081.9787,3134.1693,21079.821,405.7403,1747.4224,1341.6821,liability
hyundai,EU27,2024,BG,S2,12,2036,2336,819.7588,4075.417,3255.6582,24335.4792,350.9241,1744.6134,1393.6893,liability
hyundai,EU27,2024,BG,S2,13,2037,2336,709.0081,4069.4171,3360.409,27695.8882,303.5137,1742.045,1438.5312,liability
hyundai,EU27,2024,BG,S2,14,2038,2336,613.2195,4063.9306,3450.7111,31146.5993,262.5083,1739.6963,1477.188,liability
hyundai,EU27,2024,BG,S2,15,2039,2336,530.3728,4058.9138,3528.541,34675.1403,227.0432,1737.5487,1510.5056,liability
hyundai,EU27,2024,BG,S2,16,2040,2336,458.7184,4054.3266,3595.6082,38270.7485,196.3692,1735.585,1539.2158,liability
hyundai,EU27,2024,BG,S2,17,2041,2336,396.745,4050.1317,3653.3867,41924.1352,169.8395,1733.7893,1563.9498,liability
hyundai,EU27,2024,BG,S2,18,2042,2336,343.1441,4046.2964,3703.1523,45627.2875,146.8939,1732.1474,1585.2536,liability
hyundai,EU27,2024,CY,S1,0,2024,1340,2741.7828,2492.1718,-249.611,-249.611,2046.1066,1859.8297,-186.2769,contribution
hyundai,EU27,2024,CY,S1,1,2025,1340,2688.5296,2488.6323,-199.8973,-449.5083,2006.3654,1857.1883,-149.1771,contribution
hyundai,EU27,2024,CY,S1,2,2026,1340,2636.3112,2485.1583,-151.1529,-600.6612,1967.3964,1854.5957,-112.8007,contribution
hyundai,EU27,2024,CY,S1,3,2027,1340,2585.1063,2481.7483,-103.358,-704.0192,1929.1838,1852.051,-77.1328,contribution
hyundai,EU27,2024,CY,S1,4,2028,1340,2534.8964,2478.4013,-56.4951,-760.5143,1891.7137,1849.5532,-42.1605,contribution
hyundai,EU27,2024,CY,S1,5,2029,1340,2485.6616,2475.1159,-10.5457,-771.06,1854.9713,1847.1014,-7.8699,contribution
hyundai,EU27,2024,CY,S1,6,2030,1340,2437.3831,2471.8913,34.5082,-736.5518,1818.9426,1844.695,25.7524,liability
hyundai,EU27,2024,CY,S1,7,2031,1340,2390.0422,2468.7261,78.6839,-657.8679,1783.6136,1842.3329,58.7193,liability
hyundai,EU27,2024,CY,S1,8,2032,1340,2343.6208,2465.6193,121.9985,-535.8694,1748.9707,1840.0144,91.0437,liability
hyundai,EU27,2024,CY,S1,9,2033,1340,2298.1012,2462.5697,164.4685,-371.4009,1715.0009,1837.7386,122.7377,liability
hyundai,EU27,2024,CY,S1,10,2034,1340,2253.4657,2459.5765,206.1108,-165.2901,1681.6908,1835.5049,153.814,liability
hyundai,EU27,2024,CY,S1,11,2035,1340,2209.6969,2456.6383,246.9414,81.6513,1649.0275,1833.3122,184.2846,liability
hyundai,EU27,2024,CY,S1,12,2036,1340,2166.7784,2453.7548,286.9764,368.6277,1616.9988,1831.1603,214.1615,liability
hyundai,EU27,2024,CY,S1,13,2037,1340,2124.6936,2450.924,326.2304,694.8581,1585.5922,1829.0478,243.4555,liability
hyundai,EU27,2024,CY,S1,14,2038,1340,2083.4261,2448.1455,364.7194,1059.5775,1554.7956,1826.9743,272.1787,liability
hyundai,EU27,2024,CY,S1,15,2039,1340,2042.9601,2445.4184,402.4583,1462.0358,1524.5971,1824.9391,300.342,liability
hyundai,EU27,2024,CY,S1,16,2040,1340,2003.28,2442.7415,439.4615,1901.4973,1494.9851,1822.9414,327.9563,liability
hyundai,EU27,2024,CY,S1,17,2041,1340,1964.3705,2440.1141,475.7436,2377.2409,1465.9481,1820.9807,355.0325,liability
hyundai,EU27,2024,CY,S1,18,2042,1340,1926.2175,2437.5351,511.3176,2888.5585,1437.4757,1819.056,381.5803,liability
hyundai,EU27,2024,CY,S1,19,2043,1340,1888.8046,2435.0037,546.1991,3434.7576,1409.5557,1817.1669,407.6113,liability
hyundai,EU27,2024,CY,S1,20,2044,1340,1852.1188,2432.5189,580.4001,4015.1577,1382.1782,1815.3126,433.1344,liability
hyundai,EU27,2024,CY,S2,0,2024,1340,2741.7828,2492.1718,-249.611,-249.611,2046.1066,1859.8297,-186.2769,contribution
hyundai,EU27,2024,CY,S2,1,2025,1340,2371.3632,2475.7489,104.3857,-145.2253,1769.674,1847.5738,77.8998,liability
hyundai,EU27,2024,CY,S2,2,2026,1340,2050.9883,2460.7319,409.7436,264.5183,1530.5883,1836.3671,305.7788,liability
hyundai,EU27,2024,CY,S2,3,2027,1340,1773.8961,2447.0002,673.1041,937.6224,1323.8031,1826.1196,502.3165,liability
hyundai,EU27,2024,CY,S2,4,2028,1340,1534.2397,2434.4442,900.2045,1837.8269,1144.955,1816.7494,671.7944,liability
hyundai,EU27,2024,CY,S2,5,2029,1340,1326.9614,2422.9627,1096.0013,2933.8282,990.2697,1808.1811,817.9114,liability
hyundai,EU27,2024,CY,S2,6,2030,1340,1147.6868,2412.4642,1264.7774,4198.6056,856.4827,1800.3464,943.8637,liability
hyundai,EU27,2024,CY,S2,7,2031,1340,992.6323,2402.8642,1410.2319,5608.8375,740.7704,1793.1822,1052.4119,liability
hyundai,EU27,2024,CY,S2,8,2032,1340,858.526,2394.0861,1535.5601,7144.3976,640.691,1786.6314,1145.9404,liability
hyundai,EU27,2024,CY,S2,9,2033,1340,742.5379,2386.0593,1643.5214,8787.919,554.1328,1780.6413,1226.5085,liability
hyundai,EU27,2024,CY,S2,10,2034,1340,642.2194,2378.7197,1736.5003,10524.4193,479.2682,1775.164,1295.8957,liability
hyundai,EU27,2024,CY,S2,11,2035,1340,555.4546,2372.0084,1816.5538,12340.9731,414.5184,1770.1555,1355.6372,liability
hyundai,EU27,2024,CY,S2,12,2036,1340,480.4119,2365.8715,1885.4596,14226.4327,358.5163,1765.5757,1407.0594,liability
hyundai,EU27,2024,CY,S2,13,2037,1340,415.5073,2360.2599,1944.7526,16171.1853,310.0801,1761.388,1451.3079,liability
hyundai,EU27,2024,CY,S2,14,2038,1340,359.3717,2355.1286,1995.7569,18166.9422,268.1878,1757.5587,1489.3708,liability
hyundai,EU27,2024,CY,S2,15,2039,1340,310.8199,2350.4368,2039.6169,20206.5591,231.9551,1754.0573,1522.1022,liability
hyundai,EU27,2024,CY,S2,16,2040,1340,268.8276,2346.1463,2077.3187,22283.8778,200.6176,1750.8554,1550.2378,liability
hyundai,EU27,2024,CY,S2,17,2041,1340,232.5086,2342.2234,2109.7148,24393.5926,173.5139,1747.9279,1574.414,liability
hyundai,EU27,2024,CY,S2,18,2042,1340,201.0962,2338.636,2137.5398,26531.1324,150.0718,1745.2507,1595.179,liability
hyundai,EU27,2024,CY,S2,19,2043,1340,173.9279,2335.3558,2161.4279,28692.5603,129.7969,1742.8028,1613.0059,liability
hyundai,EU27,2024,CY,S2,20,2044,1340,150.4299,2332.3564,2181.9265,30874.4868,112.2611,1740.5645,1628.3034,liability
hyundai,EU27,2024,CZ,S1,0,2024,20260,36723.7015,35021.8261,-1701.8754,-1701.8754,1812.621,1728.6193,-84.0017,contribution
hyundai,EU27,2024,CZ,S1,1,2025,20260,36568.2846,35003.6723,-1564.6123,-3266.4877,1804.9499,1727.7232,-77.2267,contribution
hyundai,EU27,2024,CZ,S1,2,2026,20260,36413.5259,34986.0929,-1427.433,-4693.9207,1797.3112,1726.8555,-70.4557,contribution
hyundai,EU27,2024,CZ,S1,3,2027,20260,36259.4224,34969.07,-1290.3524,-5984.2731,1789.705,1726.0153,-63.6897,contribution
hyundai,EU27,2024,CZ,S1,4,2028,20260,36105.9707,34952.5857,-1153.385,-7137.6581,1782.1308,1725.2017,-56.9292,contribution
hyundai,EU27,2024,CZ,S1,5,2029,20260,35953.1687,34936.6233,-1016.5454,-8154.2035,1774.5888,1724.4138,-50.175,contribution
hyundai,EU27,2024,CZ,S1,6,2030,20260,35801.0131,34921.1659,-879.8472,-9034.0507,1767.0786,1723.6508,-43.4278,contribution
hyundai,EU27,2024,CZ,S1,7,2031,20260,35649.5012,34906.1978,-743.3034,-9777.3541,1759.6003,1722.912,-36.6882,contribution
hyundai,EU27,2024,CZ,S1,8,2032,20260,35498.6311,34891.7034,-606.9277,-10384.2818,1752.1536,1722.1966,-29.9569,contribution
hyundai,EU27,2024,CZ,S1,9,2033,20260,35348.3989,34877.6678,-470.7311,-10855.0129,1744.7383,1721.5038,-23.2345,contribution
hyundai,EU27,2024,CZ,S1,10,2034,20260,35198.803,34864.0763,-334.7267,-11189.7396,1737.3545,1720.833,-16.5216,contribution
hyundai,EU27,2024,CZ,S1,11,2035,20260,35049.8398,34850.9152,-198.9246,-11388.6642,1730.002,1720.1834,-9.8186,contribution
hyundai,EU27,2024,CZ,S1,12,2036,20260,34901.5072,34838.1704,-63.3368,-11452.001,1722.6805,1719.5543,-3.1262,contribution
hyundai,EU27,2024,CZ,S1,13,2037,20260,34753.8024,34825.8292,72.0268,-11379.9742,1715.39,1718.9452,3.5551,liability
hyundai,EU27,2024,CZ,S1,14,2038,20260,34606.7222,34813.8784,207.1562,-11172.818,1708.1304,1718.3553,10.2249,liability
hyundai,EU27,2024,CZ,S1,15,2039,20260,34460.2649,34802.3058,342.0409,-10830.7771,1700.9015,1717.7841,16.8826,liability
hyundai,EU27,2024,CZ,S2,0,2024,20260,36723.7015,35021.8261,-1701.8754,-1701.8754,1812.621,1728.6193,-84.0017,contribution
hyundai,EU27,2024,CZ,S2,1,2025,20260,31762.2676,34972.7266,3210.459,1508.5836,1567.7329,1726.1958,158.4629,liability
hyundai,EU27,2024,CZ,S2,2,2026,20260,27471.1316,34927.8299,7456.6983,8965.2819,1355.9295,1723.9798,368.0503,liability
hyundai,EU27,2024,CZ,S2,3,2027,20260,23759.7353,34886.7762,11127.0409,20092.3228,1172.7411,1721.9534,549.2123,liability
hyundai,EU27,2024,CZ,S2,4,2028,20260,20549.7553,34849.2369,14299.4816,34391.8044,1014.3018,1720.1005,705.7987,liability
hyundai,EU27,2024,CZ,S2,5,2029,20260,17773.4488,34814.9108,17041.462,51433.2664,877.268,1718.4063,841.1383,liability
hyundai,EU27,2024,CZ,S2,6,2030,20260,15372.2255,34783.5231,19411.2976,70844.564,758.7476,1716.857,958.1095,liability
hyundai,EU27,2024,CZ,S2,7,2031,20260,13295.4121,34754.8221,21459.41,92303.974,656.2395,1715.4404,1059.2009,liability
hyundai,EU27,2024,CZ,S2,8,2032,20260,11499.1797,34728.5781,23229.3984,115533.3724,567.5804,1714.145,1146.5646,liability
hyundai,EU27,2024,CZ,S2,9,2033,20260,9945.6211,34704.5803,24758.9592,140292.3316,490.8994,1712.9605,1222.0612,liability
hyundai,EU27,2024,CZ,S2,10,2034,20260,8601.951,34682.6369,26080.6859,166373.0175,424.578,1711.8774,1287.2994,liability
hyundai,EU27,2024,CZ,S2,11,2035,20260,7439.8128,34662.5719,27222.7591,193595.7766,367.2168,1710.8871,1343.6702,liability
hyundai,EU27,2024,CZ,S2,12,2036,20260,6434.6814,34644.2243,28209.5429,221805.3195,317.6052,1709.9815,1392.3763,liability
hyundai,EU27,2024,CZ,S2,13,2037,20260,5565.3453,34627.4473,29062.102,250867.4215,274.6962,1709.1534,1434.4572,liability
hyundai,EU27,2024,CZ,S2,14,2038,20260,4813.4579,34612.1064,29798.6485,280666.07,237.5843,1708.3962,1470.8119,liability
hyundai,EU27,2024,CZ,S2,15,2039,20260,4163.1514,34598.0788,30434.9274,311100.9974,205.4862,1707.7038,1502.2175,liability
hyundai,EU27,2024,DE,S1,0,2024,96117,174010.0686,165188.359,-8821.7096,-8821.7096,1810.3985,1718.6175,-91.781,contribution
hyundai,EU27,2024,DE,S1,1,2025,96117,169429.2908,164606.6596,-4822.6312,-13644.3408,1762.7401,1712.5655,-50.1746,contribution
hyundai,EU27,2024,DE,S1,2,2026,96117,164969.1013,164048.3635,-920.7378,-14565.0786,1716.3364,1706.757,-9.5793,contribution
hyundai,EU27,2024,DE,S1,3,2027,96117,160626.3252,163512.5289,2886.2037,-11678.8749,1671.1542,1701.1822,30.028,liability
hyundai,EU27,2024,DE,S1,4,2028,96117,156397.8716,162998.2524,6600.3808,-5078.4941,1627.1614,1695.8317,68.6703,liability
hyundai,EU27,2024,DE,S1,5,2029,96117,152280.7311,162504.6666,10223.9355,5145.4414,1584.3267,1690.6964,106.3697,liability
hyundai,EU27,2024,DE,S1,6,2030,96117,148271.9736,162030.9388,13758.9652,18904.4066,1542.6197,1685.7677,143.1481,liability
hyundai,EU27,2024,DE,S1,7,2031,96117,144368.7459,161576.2703,17207.5244,36111.931,1502.0105,1681.0374,179.0269,liability
hyundai,EU27,2024,DE,S1,8,2032,96117,140568.2698,161139.8946,20571.6248,56683.5558,1462.4704,1676.4973,214.0269,liability
hyundai,EU27,2024,DE,S1,9,2033,96117,136867.8403,160721.075,23853.2347,80536.7905,1423.9712,1672.1399,248.1687,liability
hyundai,EU27,2024,DE,S1,10,2034,96117,133264.8242,160319.1057,27054.2815,107591.072,1386.4855,1667.9579,281.4724,liability
hyundai,EU27,2024,DE,S1,11,2035,96117,129756.6559,159933.3086,30176.6527,137767.7247,1349.9865,1663.944,313.9575,liability
hyundai,EU27,2024,DE,S1,12,2036,96117,126340.8399,159563.0331,33222.1932,170989.9179,1314.4484,1660.0917,345.6433,liability
hyundai,EU27,2024,DE,S1,13,2037,96117,123014.9444,159207.6546,36192.7102,207182.6281,1279.8459,1656.3943,376.5485,liability
hyundai,EU27,2024,DE,S1,14,2038,96117,119776.6026,158866.5738,39089.9712,246272.5993,1246.1542,1652.8457,406.6915,liability
hyundai,EU27,2024,DE,S2,0,2024,96117,174010.0686,165188.359,-8821.7096,-8821.7096,1810.3985,1718.6175,-91.781,contribution
hyundai,EU27,2024,DE,S2,1,2025,96117,150501.0149,163950.7178,13449.7029,4627.9933,1565.8106,1705.7411,139.9305,liability
hyundai,EU27,2024,DE,S2,2,2026,96117,130168.0741,162819.0186,32650.9445,37278.9378,1354.2669,1693.9669,339.7,liability
hyundai,EU27,2024,DE,S2,3,2027,96117,112582.1478,161784.1929,49202.0451,86480.9829,1171.3032,1683.2006,511.8974,liability
hyundai,EU27,2024,DE,S2,4,2028,96117,97372.1097,160837.948,63465.8383,149946.8212,1013.0581,1673.3559,660.2977,liability
hyundai,EU27,2024,DE,S2,5,2029,96117,84216.9741,159972.7014,75755.7273,225702.5485,876.1923,1664.3539,788.1616,liability
hyundai,EU27,2024,DE,S2,6,2030,96117,72839.1186,159181.5201,86342.4015,312044.95,757.8172,1656.1224,898.3052,liability
hyundai,EU27,2024,DE,S2,7,2031,96117,62998.4305,158458.0636,95459.6331,407504.5831,655.4348,1648.5956,993.1608,liability
hyundai,EU27,2024,DE,S2,8,2032,96117,54487.237,157796.535,103309.298,510813.8811,566.8845,1641.7131,1074.8286,liability
hyundai,EU27,2024,DE,S2,9,2033,96117,47125.9188,157191.6332,110065.7144,620879.5955,490.2974,1635.4197,1145.1222,liability
hyundai,EU27,2024,DE,S2,10,2034,96117,40759.128,156638.5107,115879.3827,736758.9782,424.0574,1629.665,1205.6076,liability
hyundai,EU27,2024,DE,S2,11,2035,96117,35252.501,156132.7355,120880.2345,857639.2127,366.7666,1624.4029,1257.6364,liability
