market,company,destination,cohort_year,segment,model,powertrain,scenario,t,calendar_year,units,e_ref_kgco2e_per_vehicle,e_prod_kgco2e_per_vehicle,gap_kgco2e_per_vehicle,e_ref_tco2e,e_prod_tco2e,ti_tco2e,tier
EU27,hyundai,DK,2024,passenger_car,I20,ICE,S1,10,2034,763,1259.5665,1729.3213,-469.7548,961.0493,1319.4722,-358.4229,C
EU27,hyundai,DK,2024,passenger_car,I20,ICE,S1,11,2035,763,1210.4419,1729.3213,-518.8794,923.5672,1319.4722,-395.905,C
EU27,hyundai,DK,2024,passenger_car,I20,ICE,S1,12,2036,763,1163.2332,1729.3213,-566.0882,887.5469,1319.4722,-431.9253,C
EU27,hyundai,DK,2024,passenger_car,I20,ICE,S1,13,2037,763,1117.8657,1729.3213,-611.4557,852.9315,1319.4722,-466.5407,C
EU27,hyundai,DK,2024,passenger_car,I20,ICE,S1,14,2038,763,1074.2675,1729.3213,-655.0538,819.6661,1319.4722,-499.8061,C
EU27,hyundai,DK,2024,passenger_car,I20 N,ICE,S1,0,2024,2,1874.9633,2269.2809,-394.3176,3.7499,4.5386,-0.7886,C
EU27,hyundai,DK,2024,passenger_car,I20 N,ICE,S1,1,2025,2,1801.8375,2269.2809,-467.4435,3.6037,4.5386,-0.9349,C
EU27,hyundai,DK,2024,passenger_car,I20 N,ICE,S1,2,2026,2,1731.5636,2269.2809,-537.7173,3.4631,4.5386,-1.0754,C
EU27,hyundai,DK,2024,passenger_car,I20 N,ICE,S1,3,2027,2,1664.0305,2269.2809,-605.2504,3.3281,4.5386,-1.2105,C
EU27,hyundai,DK,2024,passenger_car,I20 N,ICE,S1,4,2028,2,1599.1313,2269.2809,-670.1497,3.1983,4.5386,-1.3403,C
EU27,hyundai,DK,2024,passenger_car,I20 N,ICE,S1,5,2029,2,1536.7632,2269.2809,-732.5177,3.0735,4.5386,-1.465,C
EU27,hyundai,DK,2024,passenger_car,I20 N,ICE,S1,6,2030,2,1476.8275,2269.2809,-792.4534,2.9537,4.5386,-1.5849,C
EU27,hyundai,DK,2024,passenger_car,I20 N,ICE,S1,7,2031,2,1419.2295,2269.2809,-850.0515,2.8385,4.5386,-1.7001,C
EU27,hyundai,DK,2024,passenger_car,I20 N,ICE,S1,8,2032,2,1363.8778,2269.2809,-905.4032,2.7278,4.5386,-1.8108,C
EU27,hyundai,DK,2024,passenger_car,I20 N,ICE,S1,9,2033,2,1310.6849,2269.2809,-958.5961,2.6214,4.5386,-1.9172,C
EU27,hyundai,DK,2024,passenger_car,I20 N,ICE,S1,10,2034,2,1259.5665,2269.2809,-1009.7144,2.5191,4.5386,-2.0194,C
EU27,hyundai,DK,2024,passenger_car,I20 N,ICE,S1,11,2035,2,1210.4419,2269.2809,-1058.839,2.4209,4.5386,-2.1177,C
EU27,hyundai,DK,2024,passenger_car,I20 N,ICE,S1,12,2036,2,1163.2332,2269.2809,-1106.0478,2.3265,4.5386,-2.2121,C
EU27,hyundai,DK,2024,passenger_car,I20 N,ICE,S1,13,2037,2,1117.8657,2269.2809,-1151.4153,2.2357,4.5386,-2.3028,C
EU27,hyundai,DK,2024,passenger_car,I20 N,ICE,S1,14,2038,2,1074.2675,2269.2809,-1195.0134,2.1485,4.5386,-2.39,C
EU27,hyundai,DK,2024,passenger_car,IONIQ,BEV,S1,0,2024,1,1874.9633,270.1375,1604.8258,1.875,0.2701,1.6048,C
EU27,hyundai,DK,2024,passenger_car,IONIQ,BEV,S1,1,2025,1,1801.8375,244.0512,1557.7863,1.8018,0.2441,1.5578,C
EU27,hyundai,DK,2024,passenger_car,IONIQ,BEV,S1,2,2026,1,1731.5636,220.4839,1511.0797,1.7316,0.2205,1.5111,C
EU27,hyundai,DK,2024,passenger_car,IONIQ,BEV,S1,3,2027,1,1664.0305,199.1925,1464.838,1.664,0.1992,1.4648,C
EU27,hyundai,DK,2024,passenger_car,IONIQ,BEV,S1,4,2028,1,1599.1313,179.9571,1419.1742,1.5991,0.18,1.4192,C
EU27,hyundai,DK,2024,passenger_car,IONIQ,BEV,S1,5,2029,1,1536.7632,162.5792,1374.184,1.5368,0.1626,1.3742,C
EU27,hyundai,DK,2024,passenger_car,IONIQ,BEV,S1,6,2030,1,1476.8275,146.8794,1329.9481,1.4768,0.1469,1.3299,C
EU27,hyundai,DK,2024,passenger_car,IONIQ,BEV,S1,7,2031,1,1419.2295,132.6958,1286.5337,1.4192,0.1327,1.2865,C
EU27,hyundai,DK,2024,passenger_car,IONIQ,BEV,S1,8,2032,1,1363.8778,119.8817,1243.996,1.3639,0.1199,1.244,C
EU27,hyundai,DK,2024,passenger_car,IONIQ,BEV,S1,9,2033,1,1310.6849,108.3051,1202.3797,1.3107,0.1083,1.2024,C
EU27,hyundai,DK,2024,passenger_car,IONIQ,BEV,S1,10,2034,1,1259.5665,97.8465,1161.7201,1.2596,0.0978,1.1617,C
EU27,hyundai,DK,2024,passenger_car,IONIQ,BEV,S1,11,2035,1,1210.4419,88.3977,1122.0442,1.2104,0.0884,1.122,C
EU27,hyundai,DK,2024,passenger_car,IONIQ,BEV,S1,12,2036,1,1163.2332,79.8614,1083.3717,1.1632,0.0799,1.0834,C
EU27,hyundai,DK,2024,passenger_car,IONIQ,BEV,S1,13,2037,1,1117.8657,72.1495,1045.7162,1.1179,0.0721,1.0457,C
EU27,hyundai,DK,2024,passenger_car,IONIQ,BEV,S1,14,2038,1,1074.2675,65.1822,1009.0853,1.0743,0.0652,1.0091,C
EU27,hyundai,DK,2024,passenger_car,IONIQ 5,BEV,S1,0,2024,1,1874.9633,270.1375,1604.8258,1.875,0.2701,1.6048,C
EU27,hyundai,DK,2024,passenger_car,IONIQ 5,BEV,S1,1,2025,1,1801.8375,244.0512,1557.7863,1.8018,0.2441,1.5578,C
EU27,hyundai,DK,2024,passenger_car,IONIQ 5,BEV,S1,2,2026,1,1731.5636,220.4839,1511.0797,1.7316,0.2205,1.5111,C
EU27,hyundai,DK,2024,passenger_car,IONIQ 5,BEV,S1,3,2027,1,1664.0305,199.1925,1464.838,1.664,0.1992,1.4648,C
EU27,hyundai,DK,2024,passenger_car,IONIQ 5,BEV,S1,4,2028,1,1599.1313,179.9571,1419.1742,1.5991,0.18,1.4192,C
EU27,hyundai,DK,2024,passenger_car,IONIQ 5,BEV,S1,5,2029,1,1536.7632,162.5792,1374.184,1.5368,0.1626,1.3742,C
EU27,hyundai,DK,2024,passenger_car,IONIQ 5,BEV,S1,6,2030,1,1476.8275,146.8794,1329.9481,1.4768,0.1469,1.3299,C
EU27,hyundai,DK,2024,passenger_car,IONIQ 5,BEV,S1,7,2031,1,1419.2295,132.6958,1286.5337,1.4192,0.1327,1.2865,C
EU27,hyundai,DK,2024,passenger_car,IONIQ 5,BEV,S1,8,2032,1,1363.8778,119.8817,1243.996,1.3639,0.1199,1.244,C
EU27,hyundai,DK,2024,passenger_car,IONIQ 5,BEV,S1,9,2033,1,1310.6849,108.3051,1202.3797,1.3107,0.1083,1.2024,C
EU27,hyundai,DK,2024,passenger_car,IONIQ 5,BEV,S1,10,2034,1,1259.5665,97.8465,1161.7201,1.2596,0.0978,1.1617,C
EU27,hyundai,DK,2024,passenger_car,IONIQ 5,BEV,S1,11,2035,1,1210.4419,88.3977,1122.0442,1.2104,0.0884,1.122,C
EU27,hyundai,DK,2024,passenger_car,IONIQ 5,BEV,S1,12,2036,1,1163.2332,79.8614,1083.3717,1.1632,0.0799,1.0834,C
EU27,hyundai,DK,2024,passenger_car,IONIQ 5,BEV,S1,13,2037,1,1117.8657,72.1495,1045.7162,1.1179,0.0721,1.0457,C
EU27,hyundai,DK,2024,passenger_car,IONIQ 5,BEV,S1,14,2038,1,1074.2675,65.1822,1009.0853,1.0743,0.0652,1.0091,C
EU27,hyundai,DK,2024,passenger_car,IONIQ5,BEV,S1,0,2024,790,1874.9633,273.1023,1601.861,1481.221,215.7509,1265.4702,C
EU27,hyundai,DK,2024,passenger_car,IONIQ5,BEV,S1,1,2025,790,1801.8375,246.7297,1555.1078,1423.4516,194.9165,1228.5351,C
EU27,hyundai,DK,2024,passenger_car,IONIQ5,BEV,S1,2,2026,790,1731.5636,222.9038,1508.6598,1367.9352,176.094,1191.8412,C
EU27,hyundai,DK,2024,passenger_car,IONIQ5,BEV,S1,3,2027,790,1664.0305,201.3787,1462.6518,1314.5841,159.0892,1155.4949,C
EU27,hyundai,DK,2024,passenger_car,IONIQ5,BEV,S1,4,2028,790,1599.1313,181.9322,1417.1991,1263.3137,143.7264,1119.5873,C
EU27,hyundai,DK,2024,passenger_car,IONIQ5,BEV,S1,5,2029,790,1536.7632,164.3636,1372.3996,1214.0429,129.8472,1084.1957,C
EU27,hyundai,DK,2024,passenger_car,IONIQ5,BEV,S1,6,2030,790,1476.8275,148.4915,1328.336,1166.6938,117.3083,1049.3855,C
EU27,hyundai,DK,2024,passenger_car,IONIQ5,BEV,S1,7,2031,790,1419.2295,134.1521,1285.0773,1121.1913,105.9802,1015.2111,C
EU27,hyundai,DK,2024,passenger_car,IONIQ5,BEV,S1,8,2032,790,1363.8778,121.1975,1242.6803,1077.4634,95.746,981.7174,C
EU27,hyundai,DK,2024,passenger_car,IONIQ5,BEV,S1,9,2033,790,1310.6849,109.4938,1201.191,1035.441,86.5001,948.9409,C
EU27,hyundai,DK,2024,passenger_car,IONIQ5,BEV,S1,10,2034,790,1259.5665,98.9204,1160.6462,995.0576,78.1471,916.9105,C
EU27,hyundai,DK,2024,passenger_car,IONIQ5,BEV,S1,11,2035,790,1210.4419,89.3679,1121.074,956.2491,70.6007,885.6484,C
EU27,hyundai,DK,2024,passenger_car,IONIQ5,BEV,S1,12,2036,790,1163.2332,80.7379,1082.4952,918.9542,63.783,855.1712,C
EU27,hyundai,DK,2024,passenger_car,IONIQ5,BEV,S1,13,2037,790,1117.8657,72.9413,1044.9243,883.1139,57.6237,825.4902,C
EU27,hyundai,DK,2024,passenger_car,IONIQ5,BEV,S1,14,2038,790,1074.2675,65.8976,1008.3699,848.6713,52.0591,796.6122,C
EU27,hyundai,DK,2024,passenger_car,IONIQ6,BEV,S1,0,2024,377,1874.9633,241.0837,1633.8796,706.8612,90.8886,615.9726,C
EU27,hyundai,DK,2024,passenger_car,IONIQ6,BEV,S1,1,2025,377,1801.8375,217.803,1584.0344,679.2927,82.1117,597.181,C
EU27,hyundai,DK,2024,passenger_car,IONIQ6,BEV,S1,2,2026,377,1731.5636,196.7705,1534.7931,652.7995,74.1825,578.617,C
EU27,hyundai,DK,2024,passenger_car,IONIQ6,BEV,S1,3,2027,377,1664.0305,177.769,1486.2615,627.3395,67.0189,560.3206,C
EU27,hyundai,DK,2024,passenger_car,IONIQ6,BEV,S1,4,2028,377,1599.1313,160.6024,1438.5289,602.8725,60.5471,542.3254,C
EU27,hyundai,DK,2024,passenger_car,IONIQ6,BEV,S1,5,2029,377,1536.7632,145.0935,1391.6697,579.3597,54.7003,524.6595,C
EU27,hyundai,DK,2024,passenger_car,IONIQ6,BEV,S1,6,2030,377,1476.8275,131.0823,1345.7452,556.764,49.418,507.346,C
EU27,hyundai,DK,2024,passenger_car,IONIQ6,BEV,S1,7,2031,377,1419.2295,118.4241,1300.8054,535.0495,44.6459,490.4036,C
EU27,hyundai,DK,2024,passenger_car,IONIQ6,BEV,S1,8,2032,377,1363.8778,106.9883,1256.8895,514.1819,40.3346,473.8473,C
EU27,hyundai,DK,2024,passenger_car,IONIQ6,BEV,S1,9,2033,377,1310.6849,96.6567,1214.0281,494.1282,36.4396,457.6886,C
EU27,hyundai,DK,2024,passenger_car,IONIQ6,BEV,S1,10,2034,377,1259.5665,87.3229,1172.2436,474.8566,32.9207,441.9359,C
EU27,hyundai,DK,2024,passenger_car,IONIQ6,BEV,S1,11,2035,377,1210.4419,78.8904,1131.5515,456.3366,29.7417,426.5949,C
EU27,hyundai,DK,2024,passenger_car,IONIQ6,BEV,S1,12,2036,377,1163.2332,71.2722,1091.961,438.5389,26.8696,411.6693,C
EU27,hyundai,DK,2024,passenger_car,IONIQ6,BEV,S1,13,2037,377,1117.8657,64.3897,1053.476,421.4354,24.2749,397.1604,C
EU27,hyundai,DK,2024,passenger_car,IONIQ6,BEV,S1,14,2038,377,1074.2675,58.1718,1016.0958,404.9989,21.9308,383.0681,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,BEV,S1,0,2024,1141,1874.9633,238.8872,1636.0761,2139.3332,272.5703,1866.7629,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,BEV,S1,1,2025,1141,1801.8375,215.8186,1586.0189,2055.8966,246.249,1809.6475,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,BEV,S1,2,2026,1141,1731.5636,194.9777,1536.5859,1975.7141,222.4695,1753.2445,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,BEV,S1,3,2027,1141,1664.0305,176.1493,1487.8812,1898.6588,200.9864,1697.6724,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,BEV,S1,4,2028,1141,1599.1313,159.1391,1439.9921,1824.6088,181.5777,1643.031,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,BEV,S1,5,2029,1141,1536.7632,143.7716,1392.9916,1753.4468,164.0434,1589.4034,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,BEV,S1,6,2030,1141,1476.8275,129.888,1346.9395,1685.0602,148.2022,1536.858,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,BEV,S1,7,2031,1141,1419.2295,117.3451,1301.8843,1619.3408,133.8908,1485.45,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,BEV,S1,8,2032,1141,1363.8778,106.0135,1257.8643,1556.1845,120.9614,1435.2232,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,BEV,S1,9,2033,1141,1310.6849,95.7761,1214.9088,1495.4914,109.2805,1386.2109,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,BEV,S1,10,2034,1141,1259.5665,86.5273,1173.0392,1437.1654,98.7276,1338.4378,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,BEV,S1,11,2035,1141,1210.4419,78.1716,1132.2703,1381.1142,89.1938,1291.9204,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,BEV,S1,12,2036,1141,1163.2332,70.6228,1092.6103,1327.2491,80.5807,1246.6684,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,BEV,S1,13,2037,1141,1117.8657,63.803,1054.0626,1275.4847,72.7992,1202.6855,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,BEV,S1,14,2038,1141,1074.2675,57.6418,1016.6258,1225.7392,65.7692,1159.97,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,ICE,S1,0,2024,252,1874.9633,1932.5599,-57.5965,472.4908,487.0051,-14.5143,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,ICE,S1,1,2025,252,1801.8375,1932.5599,-130.7224,454.063,487.0051,-32.942,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,ICE,S1,2,2026,252,1731.5636,1932.5599,-200.9962,436.354,487.0051,-50.6511,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,ICE,S1,3,2027,252,1664.0305,1932.5599,-268.5294,419.3357,487.0051,-67.6694,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,ICE,S1,4,2028,252,1599.1313,1932.5599,-333.4286,402.9811,487.0051,-84.024,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,ICE,S1,5,2029,252,1536.7632,1932.5599,-395.7967,387.2643,487.0051,-99.7408,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,ICE,S1,6,2030,252,1476.8275,1932.5599,-455.7323,372.1605,487.0051,-114.8445,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,ICE,S1,7,2031,252,1419.2295,1932.5599,-513.3304,357.6458,487.0051,-129.3593,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,ICE,S1,8,2032,252,1363.8778,1932.5599,-568.6821,343.6972,487.0051,-143.3079,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,ICE,S1,9,2033,252,1310.6849,1932.5599,-621.875,330.2926,487.0051,-156.7125,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,ICE,S1,10,2034,252,1259.5665,1932.5599,-672.9933,317.4108,487.0051,-169.5943,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,ICE,S1,11,2035,252,1210.4419,1932.5599,-722.118,305.0314,487.0051,-181.9737,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,ICE,S1,12,2036,252,1163.2332,1932.5599,-769.3267,293.1348,487.0051,-193.8703,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,ICE,S1,13,2037,252,1117.8657,1932.5599,-814.6942,281.7021,487.0051,-205.3029,C
EU27,hyundai,DK,2024,passenger_car,KONA KAUAI,ICE,S1,14,2038,252,1074.2675,1932.5599,-858.2923,270.7154,487.0051,-216.2897,C
EU27,hyundai,DK,2024,passenger_car,STARIA PREMIUM,ICE,S1,0,2024,1,1874.9633,3188.4833,-1313.52,1.875,3.1885,-1.3135,C
EU27,hyundai,DK,2024,passenger_car,STARIA PREMIUM,ICE,S1,1,2025,1,1801.8375,3188.4833,-1386.6459,1.8018,3.1885,-1.3866,C
EU27,hyundai,DK,2024,passenger_car,STARIA PREMIUM,ICE,S1,2,2026,1,1731.5636,3188.4833,-1456.9197,1.7316,3.1885,-1.4569,C
EU27,hyundai,DK,2024,passenger_car,STARIA PREMIUM,ICE,S1,3,2027,1,1664.0305,3188.4833,-1524.4528,1.664,3.1885,-1.5245,C
EU27,hyundai,DK,2024,passenger_car,STARIA PREMIUM,ICE,S1,4,2028,1,1599.1313,3188.4833,-1589.3521,1.5991,3.1885,-1.5894,C
EU27,hyundai,DK,2024,passenger_car,STARIA PREMIUM,ICE,S1,5,2029,1,1536.7632,3188.4833,-1651.7201,1.5368,3.1885,-1.6517,C
EU27,hyundai,DK,2024,passenger_car,STARIA PREMIUM,ICE,S1,6,2030,1,1476.8275,3188.4833,-1711.6558,1.4768,3.1885,-1.7117,C
EU27,hyundai,DK,2024,passenger_car,STARIA PREMIUM,ICE,S1,7,2031,1,1419.2295,3188.4833,-1769.2539,1.4192,3.1885,-1.7693,C
EU27,hyundai,DK,2024,passenger_car,STARIA PREMIUM,ICE,S1,8,2032,1,1363.8778,3188.4833,-1824.6056,1.3639,3.1885,-1.8246,C
EU27,hyundai,DK,2024,passenger_car,STARIA PREMIUM,ICE,S1,9,2033,1,1310.6849,3188.4833,-1877.7985,1.3107,3.1885,-1.8778,C
EU27,hyundai,DK,2024,passenger_car,STARIA PREMIUM,ICE,S1,10,2034,1,1259.5665,3188.4833,-1928.9168,1.2596,3.1885,-1.9289,C
EU27,hyundai,DK,2024,passenger_car,STARIA PREMIUM,ICE,S1,11,2035,1,1210.4419,3188.4833,-1978.0414,1.2104,3.1885,-1.978,C
EU27,hyundai,DK,2024,passenger_car,STARIA PREMIUM,ICE,S1,12,2036,1,1163.2332,3188.4833,-2025.2502,1.1632,3.1885,-2.0253,C
EU27,hyundai,DK,2024,passenger_car,STARIA PREMIUM,ICE,S1,13,2037,1,1117.8657,3188.4833,-2070.6177,1.1179,3.1885,-2.0706,C
EU27,hyundai,DK,2024,passenger_car,STARIA PREMIUM,ICE,S1,14,2038,1,1074.2675,3188.4833,-2114.2158,1.0743,3.1885,-2.1142,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,HEV,S1,0,2024,198,1874.9633,2118.9417,-243.9783,371.2427,419.5504,-48.3077,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,HEV,S1,1,2025,198,1801.8375,2118.9417,-317.1042,356.7638,419.5504,-62.7866,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,HEV,S1,2,2026,198,1731.5636,2118.9417,-387.378,342.8496,419.5504,-76.7009,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,HEV,S1,3,2027,198,1664.0305,2118.9417,-454.9112,329.478,419.5504,-90.0724,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,HEV,S1,4,2028,198,1599.1313,2118.9417,-519.8104,316.628,419.5504,-102.9225,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,HEV,S1,5,2029,198,1536.7632,2118.9417,-582.1785,304.2791,419.5504,-115.2713,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,HEV,S1,6,2030,198,1476.8275,2118.9417,-642.1141,292.4119,419.5504,-127.1386,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,HEV,S1,7,2031,198,1419.2295,2118.9417,-699.7122,281.0074,419.5504,-138.543,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,HEV,S1,8,2032,198,1363.8778,2118.9417,-755.0639,270.0478,419.5504,-149.5027,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,HEV,S1,9,2033,198,1310.6849,2118.9417,-808.2568,259.5156,419.5504,-160.0348,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,HEV,S1,10,2034,198,1259.5665,2118.9417,-859.3751,249.3942,419.5504,-170.1563,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,HEV,S1,11,2035,198,1210.4419,2118.9417,-908.4998,239.6675,419.5504,-179.883,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,HEV,S1,12,2036,198,1163.2332,2118.9417,-955.7085,230.3202,419.5504,-189.2303,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,HEV,S1,13,2037,198,1117.8657,2118.9417,-1001.076,221.3374,419.5504,-198.213,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,HEV,S1,14,2038,198,1074.2675,2118.9417,-1044.6741,212.705,419.5504,-206.8455,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,ICE,S1,0,2024,15,1874.9633,2174.4882,-299.5248,28.1245,32.6173,-4.4929,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,ICE,S1,1,2025,15,1801.8375,2174.4882,-372.6507,27.0276,32.6173,-5.5898,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,ICE,S1,2,2026,15,1731.5636,2174.4882,-442.9246,25.9735,32.6173,-6.6439,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,ICE,S1,3,2027,15,1664.0305,2174.4882,-510.4577,24.9605,32.6173,-7.6569,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,ICE,S1,4,2028,15,1599.1313,2174.4882,-575.3569,23.987,32.6173,-8.6304,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,ICE,S1,5,2029,15,1536.7632,2174.4882,-637.725,23.0514,32.6173,-9.5659,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,ICE,S1,6,2030,15,1476.8275,2174.4882,-697.6606,22.1524,32.6173,-10.4649,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,ICE,S1,7,2031,15,1419.2295,2174.4882,-755.2587,21.2884,32.6173,-11.3289,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,ICE,S1,8,2032,15,1363.8778,2174.4882,-810.6104,20.4582,32.6173,-12.1592,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,ICE,S1,9,2033,15,1310.6849,2174.4882,-863.8033,19.6603,32.6173,-12.957,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,ICE,S1,10,2034,15,1259.5665,2174.4882,-914.9216,18.8935,32.6173,-13.7238,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,ICE,S1,11,2035,15,1210.4419,2174.4882,-964.0463,18.1566,32.6173,-14.4607,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,ICE,S1,12,2036,15,1163.2332,2174.4882,-1011.255,17.4485,32.6173,-15.1688,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,ICE,S1,13,2037,15,1117.8657,2174.4882,-1056.6225,16.768,32.6173,-15.8493,C
EU27,hyundai,DK,2024,passenger_car,TUCSON IX35,ICE,S1,14,2038,15,1074.2675,2174.4882,-1100.2207,16.114,32.6173,-16.5033,C
EU27,hyundai,EE,2024,passenger_car,BAYON,HEV,S1,0,2024,33,1593.7613,1074.1108,519.6505,52.5941,35.4457,17.1485,B
EU27,hyundai,EE,2024,passenger_car,BAYON,HEV,S1,1,2025,33,1540.5763,1074.1108,466.4655,50.839,35.4457,15.3934,B
EU27,hyundai,EE,2024,passenger_car,BAYON,HEV,S1,2,2026,33,1489.1661,1074.1108,415.0554,49.1425,35.4457,13.6968,B
EU27,hyundai,EE,2024,passenger_car,BAYON,HEV,S1,3,2027,33,1439.4716,1074.1108,365.3608,47.5026,35.4457,12.0569,B
EU27,hyundai,EE,2024,passenger_car,BAYON,HEV,S1,4,2028,33,1391.4353,1074.1108,317.3246,45.9174,35.4457,10.4717,B
EU27,hyundai,EE,2024,passenger_car,BAYON,HEV,S1,5,2029,33,1345.0021,1074.1108,270.8914,44.3851,35.4457,8.9394,B
EU27,hyundai,EE,2024,passenger_car,BAYON,HEV,S1,6,2030,33,1300.1184,1074.1108,226.0077,42.9039,35.4457,7.4583,B
EU27,hyundai,EE,2024,passenger_car,BAYON,HEV,S1,7,2031,33,1256.7325,1074.1108,182.6217,41.4722,35.4457,6.0265,B
EU27,hyundai,EE,2024,passenger_car,BAYON,HEV,S1,8,2032,33,1214.7944,1074.1108,140.6837,40.0882,35.4457,4.6426,B
EU27,hyundai,EE,2024,passenger_car,BAYON,HEV,S1,9,2033,33,1174.2558,1074.1108,100.1451,38.7504,35.4457,3.3048,B
EU27,hyundai,EE,2024,passenger_car,BAYON,HEV,S1,10,2034,33,1135.0701,1074.1108,60.9593,37.4573,35.4457,2.0117,B
EU27,hyundai,EE,2024,passenger_car,BAYON,HEV,S1,11,2035,33,1097.1919,1074.1108,23.0812,36.2073,35.4457,0.7617,B
EU27,hyundai,EE,2024,passenger_car,BAYON,HEV,S1,12,2036,33,1060.5778,1074.1108,-13.5329,34.9991,35.4457,-0.4466,B
EU27,hyundai,EE,2024,passenger_car,BAYON,HEV,S1,13,2037,33,1025.1856,1074.1108,-48.9252,33.8311,35.4457,-1.6145,B
EU27,hyundai,EE,2024,passenger_car,BAYON,HEV,S1,14,2038,33,990.9744,1074.1108,-83.1364,32.7022,35.4457,-2.7435,B
EU27,hyundai,EE,2024,passenger_car,BAYON,HEV,S1,15,2039,33,957.9048,1074.1108,-116.2059,31.6109,35.4457,-3.8348,B
EU27,hyundai,EE,2024,passenger_car,BAYON,HEV,S1,16,2040,33,925.9389,1074.1108,-148.1719,30.556,35.4457,-4.8897,B
EU27,hyundai,EE,2024,passenger_car,BAYON,HEV,S1,17,2041,33,895.0396,1074.1108,-179.0712,29.5363,35.4457,-5.9093,B
EU27,hyundai,EE,2024,passenger_car,BAYON,HEV,S1,18,2042,33,865.1715,1074.1108,-208.9393,28.5507,35.4457,-6.895,B
EU27,hyundai,EE,2024,passenger_car,BAYON,HEV,S1,19,2043,33,836.3001,1074.1108,-237.8107,27.5979,35.4457,-7.8478,B
EU27,hyundai,EE,2024,passenger_car,BAYON,HEV,S1,20,2044,33,808.3921,1074.1108,-265.7187,26.6769,35.4457,-8.7687,B
EU27,hyundai,EE,2024,passenger_car,BAYON,HEV,S1,21,2045,33,781.4155,1074.1108,-292.6953,25.7867,35.4457,-9.6589,B
EU27,hyundai,EE,2024,passenger_car,BAYON,HEV,S1,22,2046,33,755.3391,1074.1108,-318.7717,24.9262,35.4457,-10.5195,B
